MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|REQDEN|ISSTYPE|ISSDATE|RECTYPE|RECDATE|DUP|ACC OR REJ|REJRSN|
ACTON|||046101331|R|1-1|1|34|20|1|WV|05/18/2018||IF|05/18/2018|IF|05/22/2018 01:01 pm||ACC||
ACTON|||100217784|R|1-1|1|34|20|1|WV|05/16/2018||IF|05/16/2018|IF|05/18/2018 11:33 am||ACC||
ACTON|||046101446|D|1-1|1|34|20|1|ER|05/16/2018||MV|05/16/2018|MA|05/23/2018 02:58 pm||ACC||
ACTON|||046101464|R|1-1|1|34|20|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 02:32 pm||ACC||
ACTON|||046101465|R|1-1|1|34|20|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 02:33 pm||ACC||
ACTON|||100632015|R|1-1|1|34|20|1|WV|06/01/2018||IV|06/01/2018|MA|06/05/2018 12:42 pm||ACC||
ACTON|||100577661|R|1-1|1|34|20|1|WV|06/01/2018||IV|06/01/2018|MA|06/05/2018 12:44 pm||ACC||
ACTON|||100412711|R|1-1|1|34|20|1|WV|05/23/2018||IV|05/23/2018|DV|06/06/2018 02:30 pm||ACC||
ACTON|||100412712|R|1-1|1|34|20|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 12:19 pm||ACC||
ACTON|||100419468|D|1-1|1|34|20|1|WV|05/15/2018||IV|05/15/2018|DV|05/16/2018 02:12 pm||ACC||
ACTON|||046102096|U|1-1|1|34|20|1|WV|05/22/2018||IF|05/22/2018|DV|06/12/2018 01:46 pm||ACC||
ACTON|||052213317|D|1-1|1|34|20|1|WV|06/06/2018||IV|06/06/2018|DV|06/06/2018 02:56 pm||ACC||
ADDISON|||027900386|D|1-1|2|6|138|3|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 03:14 pm||ACC||
ADDISON|||100003431|D|1-1|2|6|138|3|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 03:11 pm||ACC||
ADDISON|||040900190|D|1-1|2|6|138|3|WV|05/23/2018||IV|05/23/2018|IF|06/06/2018 12:58 pm||ACC||
ADDISON|||040900246|R|1-1|2|6|138|3|VP|05/30/2018||VP|05/30/2018|VP|05/30/2018 01:02 pm||ACC||
ADDISON|||100571718|D|1-1|2|6|138|3|VP|06/01/2018||VP|06/01/2018|VP|06/01/2018 10:41 am||ACC||
ADDISON|||040900323|R|1-1|2|6|138|3|WV|05/25/2018||IV|05/25/2018|DV|05/29/2018 03:09 pm||ACC||
ADDISON|||040900325|D|1-1|2|6|138|3|WV|05/23/2018||IV|05/23/2018|DV|06/05/2018 03:07 pm||ACC||
ADDISON|||040900389|R|1-1|2|6|138|3|TR|05/15/2018||MV|05/16/2018|MA|06/04/2018 10:30 am||ACC||
ADDISON|||100058905|R|1-1|2|6|138|3|WV|05/17/2018||IV|05/17/2018|DV|05/17/2018 01:51 pm||ACC||
ADDISON|||100058931|R|1-1|2|6|138|3|WV|05/23/2018||IV|05/23/2018|DV|05/23/2018 02:46 pm||ACC||
ADDISON|||040900462|U|1-1|2|6|138|3|WV|05/23/2018||IV|05/23/2018|DV|06/06/2018 12:59 pm||ACC||
ADDISON|||040900562|D|1-1|2|6|138|3|ER|05/11/2018||MV|05/15/2018|DV|05/21/2018 11:21 am||ACC||
ADDISON|||040900574|U|1-1|2|6|138|3|WV|05/23/2018||IF|05/23/2018|DV|05/30/2018 10:15 am||ACC||
ADDISON|||040900575|U|1-1|2|6|138|3|WV|05/23/2018||IV|05/23/2018|IF|05/30/2018 10:14 am||ACC||
ADDISON|||040900577|D|1-1|2|6|138|3|WP|06/01/2018||IP|06/01/2018|TP|06/11/2018 10:15 am||ACC||
ADDISON|||040900632|R|1-1|2|6|138|3|WV|05/29/2018||IF|05/29/2018|IF|06/01/2018 02:28 pm||ACC||
ADDISON|||040900633|R|1-1|2|6|138|3|WV|05/29/2018||IV|05/29/2018|DV|06/01/2018 02:28 pm||ACC||
ADDISON|||040900762|D|1-1|2|6|138|3|TR|05/15/2018||MV|05/16/2018|MA|05/21/2018 11:05 am||ACC||
ADDISON|||040900763|D|1-1|2|6|138|3|TR|05/15/2018||MV|05/16/2018|MA|05/21/2018 11:05 am||ACC||
ALBANY TWP|||100201184|D|1-1|2|18|117|1|TR|06/06/2018||MV|06/07/2018||||||
ALBANY TWP|||025100128|R|1-1|2|18|117|1|TR|06/05/2018||MV|06/05/2018||||||
ALBANY TWP|||025100131|R|1-1|2|18|117|1|TR|06/05/2018||MV|06/05/2018||||||
ALBANY TWP|||025100132|R|1-1|2|18|117|1|TR|06/05/2018||MV|06/05/2018||||||
ALBANY TWP|||100201186|D|1-1|2|18|117|1|TR|06/06/2018||MV|06/07/2018||||||
ALBANY TWP|||100384771|D|1-1|2|18|117|1|TR|06/04/2018||MV|06/05/2018|DV|06/08/2018 04:00 pm||ACC||
ALBANY TWP|||100384772|D|1-1|2|18|117|1|TR|06/04/2018||MV|06/05/2018|DV|06/08/2018 04:00 pm||ACC||
ALBION|||015900191|D|1-1|2|16|79|3|WV|05/22/2018||IV|05/22/2018|DV|05/29/2018 12:10 pm||ACC||
ALBION|||100548618|D|1-1|2|16|79|3|WV|06/07/2018||IF|06/07/2018|MA|06/11/2018 11:55 am||ACC||
ALBION|||015900236|U|1-1|2|16|79|3|WV|05/29/2018||IV|05/29/2018|DV|05/31/2018 12:55 pm||ACC||
ALBION|||015900239|R|1-1|2|16|79|3|WV|05/29/2018||IV|05/29/2018|DV|05/31/2018 12:55 pm||ACC||
ALBION|||100091922|D|1-1|2|16|79|3|ER|05/18/2018||MV|05/18/2018|MA|05/25/2018 09:00 am||ACC||
ALBION|||015900839|D|1-1|2|16|79|3|ER|06/01/2018||MV|06/01/2018|MA|06/11/2018 11:55 am||ACC||
ALBION|||015901069|R|1-1|2|16|79|3|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 04:36 pm||ACC||
ALBION|||015901070|R|1-1|2|16|79|3|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 04:34 pm||ACC||
ALBION|||100413883|R|1-1|2|16|79|3|ER|06/04/2018||MV|06/04/2018|MA|06/11/2018 11:55 am||ACC||
ALBION|||100200184|R|1-1|2|16|79|3|ER|06/04/2018||MV|06/04/2018|MA|06/11/2018 11:55 am||ACC||
ALBION|||015901156|R|1-1|2|16|79|3|ER|05/30/2018||MV|06/01/2018|MA|06/07/2018 12:00 pm||ACC||
ALBION|||015901157|R|1-1|2|16|79|3|ER|06/04/2018||MV|06/04/2018|MA|06/11/2018 11:55 am||ACC||
ALFRED|||046200022|R|1-1|1|32|21|4|WV|05/21/2018||IV|05/21/2018|MA|06/04/2018 12:12 pm||ACC||
ALFRED|||046200023|R|1-1|1|32|21|4|WV|05/21/2018||IF|05/21/2018|MA|06/04/2018 12:15 pm||ACC||
ALFRED|||100004237|D|1-2|1|32|21|4|WV|05/30/2018||IV|05/30/2018|DV|06/04/2018 03:02 pm||ACC||
ALFRED|||100412277|R|1-1|1|32|21|4|WV|06/05/2018||IV|06/05/2018||||||
ALFRED|||046200276|U|1-1|1|32|21|4|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 11:50 am||ACC||
ALFRED|||046200277|U|1-1|1|32|21|4|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 11:45 am||ACC||
ALFRED|||046200345|U|1-1|1|32|21|4|WV|05/22/2018||IV|05/22/2018|MA|06/04/2018 12:17 pm||ACC||
ALFRED|||046200346|D|1-1|1|32|21|4|WV|05/22/2018||IF|05/22/2018|MA|06/04/2018 12:21 pm||ACC||
ALFRED|||046200348|U|1-1|1|32|21|4|WV|05/22/2018||IF|05/22/2018|MA|06/04/2018 12:19 pm||ACC||
ALFRED|||046200390|R|1-2|1|32|21|4|WV|06/06/2018||IF|06/06/2018|IF|06/06/2018 02:07 pm||ACC||
ALFRED|||046200391|R|1-2|1|32|21|4|WV|06/06/2018||MV|06/06/2018|DV|06/06/2018 02:07 pm||ACC||
ALFRED|||100408356|D|1-2|1|32|21|4|WV|06/06/2018||IF|06/06/2018|IF|06/11/2018 11:58 am||ACC||
ALFRED|||046200689|D|1-1|1|32|21|4|WV|05/30/2018||IV|05/30/2018|MA|06/11/2018 11:30 am||ACC||
ALFRED|||046200690|D|1-1|1|32|21|4|WV|05/30/2018||IF|05/30/2018|MA|06/11/2018 11:28 am||ACC||
ALFRED|||046200711|U|1-1|1|32|21|4|VP|05/30/2018||VP|05/30/2018|VP|05/30/2018 09:46 am||ACC||
ALFRED|||046200757|D|1-1|1|32|21|4|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 11:29 am||ACC||
ALFRED|||046200788|R|1-2|1|32|21|4|WV|06/07/2018||IV|06/07/2018|DV|06/11/2018 09:30 am||ACC||
ALFRED|||100667170|R|1-1|1|32|21|4|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 12:38 pm||ACC||
ALFRED|||100550210|R|1-1|1|32|21|4|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 01:48 pm||ACC||
ALFRED|||046200920|R|1-1|1|32|21|4|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 01:53 pm||ACC||
ALFRED|||100502371|U|1-1|1|32|21|4|WV|05/24/2018||IF|05/24/2018|DV|05/30/2018 01:38 pm||ACC||
ALFRED|||046200952|R|1-1|1|32|21|4|WV|05/24/2018||IF|05/24/2018|IF|05/30/2018 01:38 pm||ACC||
ALFRED|||046200953|R|1-1|1|32|21|4|WV|05/22/2018||IV|05/22/2018|IF|05/23/2018 12:00 pm||ACC||
ALFRED|||046200955|R|1-1|1|32|21|4|WV|05/22/2018||IV|05/22/2018|DV|05/23/2018 12:00 pm||ACC||
ALFRED|||046201006|U|1-1|1|32|21|4|VP|05/29/2018||VP|05/29/2018|VP|05/29/2018 03:29 pm||ACC||
ALFRED|||046201007|U|1-1|1|32|21|4|VP|05/29/2018||VP|05/29/2018|VP|05/29/2018 03:26 pm||ACC||
ALFRED|||046202527|D|1-1|1|32|21|4|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 09:13 am||ACC||
ALFRED|||046201039|U|1-2|1|32|21|4|WV|06/05/2018||IV|06/05/2018||||||
ALFRED|||100524871|D|1-1|1|32|21|4|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 02:09 pm||ACC||
ALFRED|||100099486|U|1-1|1|32|21|4|WV|06/07/2018||IF|06/07/2018|DV|06/11/2018 08:50 am||ACC||
ALFRED|||100099504|D|1-1|1|32|21|4|WV|06/07/2018||MV|06/07/2018|IF|06/11/2018 08:50 am||ACC||
ALFRED|||100451613|U|1-1|1|32|21|4|WV|06/06/2018||IF|06/06/2018||||||
ALFRED|||046201201|R|1-1|1|32|21|4|VP|05/22/2018||VP|05/22/2018|VP|05/22/2018 06:27 pm||ACC||
ALFRED|||046201224|R|1-1|1|32|21|4|TR|05/30/2018||MV|05/30/2018||||||
ALFRED|||048302025|U|1-1|1|32|21|4|TR|05/31/2018||MV|05/31/2018|MA|06/06/2018 11:55 am||ACC||
ALFRED|||042000216|D|1-1|1|32|21|4|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 09:52 am||ACC||
ALFRED|||046201319|R|1-2|1|32|21|4|WV|05/23/2018||IF|05/23/2018|IF|06/05/2018 02:58 pm||ACC||
ALFRED|||046201321|R|1-2|1|32|21|4|WV|05/23/2018||IF|05/23/2018|IF|06/05/2018 03:00 pm||ACC||
ALFRED|||046201323|R|1-1|1|32|21|4|TR|06/04/2018||MV|06/04/2018|MA|06/07/2018 11:40 am||ACC||
ALFRED|||046201324|D|1-1|1|32|21|4|TR|06/04/2018||MV|06/04/2018|MA|06/07/2018 11:38 am||ACC||
ALFRED|||100583247|U|1-1|1|32|21|4|ER|05/16/2018||MV|05/16/2018||||||
ALFRED|||048404170|G|1-1|1|32|21|4|WV|06/06/2018||IV|06/06/2018|MA|06/11/2018 11:33 am||ACC||
ALFRED|||048404175|D|1-1|1|32|21|4|WV|06/06/2018||IF|06/06/2018|MA|06/11/2018 11:34 am||ACC||
ALFRED|||100408353|D|1-2|1|32|21|4|WV|06/06/2018||IV|06/06/2018|DV|06/11/2018 11:58 am||ACC||
ALFRED|||046201570|D|1-1|1|32|21|4|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 01:17 pm||ACC||
ALFRED|||047401065|D|1-2|1|32|21|4|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 04:02 pm||ACC||
ALFRED|||046201676|R|1-1|1|32|21|4|WV|06/07/2018||IV|06/07/2018|IF|06/11/2018 02:57 pm||ACC||
ALFRED|||046201677|R|1-1|1|32|21|4|WV|06/07/2018||IF|06/07/2018|DV|06/11/2018 02:55 pm||ACC||
ALFRED|||052209177|D|1-2|1|32|21|4|WV|06/06/2018||IF|06/06/2018|IF|06/11/2018 01:56 pm||ACC||
ALFRED|||046201792|U|1-1|1|32|21|4|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 05:38 pm||ACC||
ALFRED|||046201797|U|1-1|1|32|21|4|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 05:41 pm||ACC||
ALFRED|||046201874|U|1-1|1|32|21|4|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 02:12 pm||ACC||
ALFRED|||048006760|D|1-2|1|32|21|4|WV|05/24/2018||IF|05/24/2018|IF|06/05/2018 02:21 pm||ACC||
ALFRED|||048006761|D|1-2|1|32|21|4|WV|05/24/2018||IV|05/24/2018|DV|06/05/2018 02:25 pm||ACC||
ALFRED|||046202075|R|1-2|1|32|21|4|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 12:02 pm||ACC||
ALFRED|||046202078|R|1-1|1|32|21|4|TR|06/04/2018||MV|06/04/2018|MA|06/11/2018 11:26 am||ACC||
ALFRED|||046202079|R|1-1|1|32|21|4|TR|06/04/2018||MV|06/04/2018|MA|06/11/2018 11:20 am||ACC||
ALFRED|||046202084|R|1-2|1|32|21|4|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 11:59 am||ACC||
ALFRED|||046202144|R|1-1|1|32|21|4|VP|05/29/2018||VP|05/29/2018|VP|05/29/2018 04:46 pm||ACC||
ALFRED|||046202201|D|1-1|1|32|21|4|VP|05/29/2018||VP|05/29/2018|VP|05/29/2018 02:11 pm||ACC||
ALFRED|||046202203|D|1-1|1|32|21|4|VP|05/29/2018||VP|05/29/2018|VP|05/29/2018 02:07 pm||ACC||
ALFRED|||100451620|U|1-1|1|32|21|4|WV|06/06/2018||IV|06/06/2018||||||
ALFRED|||049718747|R|1-1|1|32|21|4|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 09:17 am||ACC||
ALFRED|||049718749|R|1-1|1|32|21|4|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 09:11 am||ACC||
ALFRED|||046202477|D|1-1|1|32|21|4|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 08:55 am||ACC||
ALFRED|||051019021|D|1-1|1|32|21|4|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 08:44 am||ACC||
ALFRED|||046202507|R|1-1|1|32|21|4|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 09:45 am||ACC||
ALFRED|||046202508|R|1-1|1|32|21|4|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 09:49 am||ACC||
ALFRED|||046701398|R|1-1|1|32|21|4|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 04:22 pm||ACC||
ALFRED|||046202535|R|1-1|1|32|21|4|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 03:21 pm||ACC||
ALFRED|||100040654|R|1-1|1|32|21|4|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 03:25 pm||ACC||
ALNA|||100165472|D|1-1|1|13|87|3|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 06:08 pm||ACC||
ALNA|||020100088|R|1-1|1|13|87|3|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 06:08 pm||ACC||
ALNA|||020100128|D|1-1|1|13|87|3|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 06:05 pm||ACC||
ALNA|||020100142|U|1-1|1|13|87|3|WV|06/06/2018||IF|06/06/2018|DV|06/11/2018 01:49 pm||ACC||
ALNA|||020100172|R|1-1|1|13|87|3|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 06:14 pm||ACC||
ALNA|||020100173|R|1-1|1|13|87|3|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 06:14 pm||ACC||
ALNA|||020100180|R|1-1|1|13|87|3|WV|06/07/2018||IV|06/07/2018|DV|06/11/2018 01:31 pm||ACC||
ALNA|||020100181|U|1-1|1|13|87|3|WV|06/07/2018||IV|06/07/2018|DV|06/11/2018 01:32 pm||ACC||
ALNA||O|020100201|D|1-1|1|13|87|3|UR|02/15/2018||MV|04/27/2018|MA|05/31/2018 01:00 pm||ACC||
ALNA|||100562950|D|1-1|1|13|87|3|WV|06/05/2018||IF|06/05/2018||||||
ALNA|||051503119|D|1-1|1|13|87|3|ER|06/06/2018||MV|06/06/2018|DV|06/11/2018 01:26 pm||ACC||
ALNA|||100404052|U|1-1|1|13|87|3|WV|06/07/2018||MV|06/07/2018|DV|06/11/2018 01:50 pm||ACC||
ALNA|||022300880|R|1-1|1|13|87|3|WV|05/31/2018||IF|05/31/2018||||||
ALNA|||022300881|R|1-1|1|13|87|3|WV|05/31/2018||IV|05/31/2018||||||
ALNA|||100505255|U|1-1|1|13|87|3|WV|05/31/2018||IF|05/31/2018||||||
ALNA|||020100339|R|1-1|1|13|87|3|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 06:04 pm||ACC||
ALNA|||029602913|D|1-1|1|13|87|3|ER|05/29/2018||MV|05/29/2018|DV|06/11/2018 01:51 pm||ACC||
ALNA|||020100380|U|1-1|1|13|87|3|WV|05/30/2018||IV|05/30/2018|DV|06/11/2018 01:54 pm||ACC||
ALNA|||100307546|U|1-1|1|13|87|3|WV|06/07/2018||IV|06/07/2018||||||
ALNA|||100307548|D|1-1|1|13|87|3|WV|06/07/2018||IV|06/07/2018||||||
ALNA|||100569687|U|1-1|1|13|87|3|WV|06/06/2018||IF|06/06/2018|IF|06/06/2018 06:10 pm||ACC||
ALNA|||100569688|U|1-1|1|13|87|3|WV|06/06/2018||IV|06/06/2018|DV|06/06/2018 06:12 pm||ACC||
ALNA|||020100426|D|1-1|1|13|87|3|WV|06/07/2018||IV|06/07/2018||||||
ALNA|||051407015|R|1-1|1|13|87|3|WP|06/07/2018||IP|06/07/2018|DV|06/11/2018 01:28 pm||ACC||
ALNA|||020100466|D|1-1|1|13|87|3|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 06:03 pm||ACC||
ALNA|||020100468|D|1-1|1|13|87|3|VP|05/31/2018||VP|05/31/2018|VP|05/31/2018 05:52 pm||ACC||
ALNA|||020100469|D|1-1|1|13|87|3|WV|06/07/2018||IV|06/07/2018|DV|06/11/2018 01:54 pm||ACC||
ALNA|||020100470|D|1-1|1|13|87|3|WV|06/06/2018||IF|06/06/2018|IF|06/11/2018 01:55 pm||ACC||
ALNA|||100333923|D|1-1|1|13|87|3|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 06:13 pm||ACC||
ALNA|||020100540|R|1-1|1|13|87|3|WV|05/30/2018||IF|05/30/2018||||||
ALNA|||020100541|D|1-1|1|13|87|3|WV|05/30/2018||IV|05/30/2018||||||
ALNA|||100261942|U|1-1|1|13|87|3|WV|05/30/2018||IF|05/30/2018||||||
ALNA|||020100545|R|1-1|1|13|87|3|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 06:14 pm||ACC||
ALNA|||020100548|R|1-1|1|13|87|3|WV|06/07/2018||IF|06/07/2018|IF|06/11/2018 01:27 pm||ACC||
ALNA|||020100582|D|1-1|1|13|87|3|VP|05/31/2018||VP|05/31/2018|VP|05/31/2018 05:49 pm||ACC||
ALTON|||025800287|R|1-1|2|4|121|3|VP|05/24/2018||VP|05/24/2018|VP|05/24/2018 03:24 pm||ACC||
ALTON|||025800443|D|1-1|2|4|121|3|WV|06/07/2018||IF|06/07/2018||||||
ALTON|||025800444|D|1-1|2|4|121|3|WV|06/07/2018||IF|06/07/2018||||||
ALTON|||025800445|D|1-1|2|4|121|3|WV|06/07/2018||IF|06/07/2018||||||
ALTON|||025800086|U|1-1|2|4|121|3|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 03:05 pm||ACC||
ALTON|||025800511|R|1-1|2|4|121|3|WV|06/12/2018||IF|06/12/2018|IF|06/12/2018 12:13 pm||ACC||
ALTON|||025800538|D|1-1|2|4|121|3|WV|06/12/2018||IF|06/12/2018||||||
AMHERST|||012400094|D|1-1|2|7|137|1|VP|06/11/2018||VP|06/11/2018|VP|06/11/2018 12:50 pm||ACC||
AMHERST|||012400112|D|1-1|2|7|137|1|ER|05/10/2018||MV|05/24/2018|MA|06/08/2018 05:00 pm||ACC||
AMHERST|||100306768|D|1-1|2|7|137|1|ER|05/10/2018||MV|05/24/2018|MA|06/09/2018 03:30 pm||ACC||
AMHERST|||012400159|R|1-1|2|7|137|1|VP|06/11/2018||VP|06/11/2018|VP|06/11/2018 12:53 pm||ACC||
AMITY|||100441072|U|1-1|2|2|144|1|WV|06/08/2018||IF|06/09/2018||||||
AMITY|||100441071|R|1-1|2|2|144|1|WV|06/08/2018||IV|06/09/8201||||||
ANDOVER|||022000110|U|1-1|2|18|117|2|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 11:00 am||ACC||
ANDOVER|||022000111|R|1-1|2|18|117|2|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 11:00 am||ACC||
ANDOVER|||022000145|U|1-1|2|18|117|2|TR|05/31/2018||MV|06/04/2018|MA|06/09/2018 01:00 pm||ACC||
ANDOVER|||022000167|U|1-1|2|18|117|2|TR|05/31/2018||MV|06/04/2018|MA|06/08/2018 01:00 pm||ACC||
ANDOVER|||022000305|D|1-1|2|18|117|2|WV|05/24/2018||IV|05/24/2018|DV|05/29/2018 09:05 am||ACC||
ANDOVER|||022000313|D|1-1|2|18|117|2|WV|05/24/2018||IV|05/24/2018|DV|05/29/2018 09:05 pm||ACC||
ANDOVER|||024201617|R|1-1|2|18|117|2|WV|06/06/2018||IV|06/06/2018|DV|06/11/2018 10:30 am||ACC||
ANDOVER|||024201624|R|1-1|2|18|117|2|WV|06/06/2018||IV|06/06/2018|DV|06/11/2018 10:30 am||ACC||
ANDOVER||O|100691988|D|1-1|2|18|117|2|UR|03/04/2018||EL|04/27/2018|MA|05/22/2018 08:00 am||ACC||
ANDOVER|||022000376|R|1-1|2|18|117|2|WV|06/05/2018||IV|06/05/2018|DV|06/08/2018 01:10 pm||ACC||
