"POLL PLACE ID","POLLING PLACE NAME","VOTER COUNT"
"HARRIS","91941","5101 RUTHERGLENN DRIVE","372"
"HARRIS","92745","5107 GRIGGS ROAD","755"
"HARRIS","92390","5201 VINETT STREET","214"
"HARRIS","91720","5215 SAN FELIPE STREET","818"
"HARRIS","91934","5300 CORAL GABLES DRIVE","175"
"HARRIS","91615","5308 BUFFALO SPEEDWAY","1272"
"HARRIS","91914","5330 MILWEE STREET","615"
"HARRIS","91765","5333 BERRY CREEK DRIVE","310"
"HARRIS","92713","5414 FRANZ ROAD","775"
"HARRIS","92446","5430 HIDALGO STREET","485"
"HARRIS","94774","5445 WEST ALABAMA STREET","159"
"HARRIS","92438","5510 WINDING RIDGE DRIVE","280"
"HARRIS","94775","5515 WEST OREM DRIVE","651"
"HARRIS","91665","5525 KANSAS STREET","898"
"HARRIS","94769","5601 SOUTH BREASWOOD BOULEVARD","422"
"HARRIS","92719","5601 WEST LOOP SOUTH","592"
"HARRIS","92632","5606 WADE ROAD","213"
"HARRIS","92492","5611 QUEENSTON BOULEVARD","652"
"HARRIS","92657","5616 FM 1960 ROAD EAST","266"
"HARRIS","91688","5627 JASON STREET","418"
"HARRIS","91723","570 NOTTINGHAM OAKS TRAIL","278"
"HARRIS","91971","5727 LUDINGTON DRIVE","546"
"HARRIS","91889","5740 PINE LAKES BOULEVARD","340"
"HARRIS","91613","5800 WEST BAKER ROAD","100"
"HARRIS","91751","5815 WEST LITTLE YORK ROAD","614"
"HARRIS","92537","5858 UPPER LAKE DRIVE","245"
"HARRIS","91901","6001 GOLDEN FOREST DRIVE","448"
"HARRIS","92409","6012 ROOT ROAD","488"
"HARRIS","91657","604 HIGHLAND WOODS DRIVE","101"
"HARRIS","92430","604 WEST FAIRMONT PARKWAY","260"
"HARRIS","92403","610 EAST SAN AUGUSTINE STREET","310"
"HARRIS","92392","6104 AUDEN STREET","904"
"HARRIS","91700","6108 EDLOE STREET","879"
"HARRIS","91875","6145 SAN FELIPE STREET","763"
"HARRIS","92464","6218 LYNNGATE DRIVE","382"
"HARRIS","91731","6230 DUMFRIES DRIVE","280"
"HARRIS","91876","625 BRITTMOORE ROAD","292"
"HARRIS","92504","6315 WINKLEMAN ROAD","587"
"HARRIS","92538","6355 GREENHOUSE ROAD","656"
"HARRIS","92723","6400 BISSONNET STREET","1003"
"HARRIS","92575","6400 KINGWOOD GLEN DRIVE","195"
"HARRIS","91664","6401 ARNOT STREET","988"
"HARRIS","91656","6402 MARKET STREET","693"
"HARRIS","91703","6501 BELLAIRE BOULEVARD","255"
"HARRIS","92610","6515 TRAIL VALLEY WAY","688"
"HARRIS","92546","6600 ADDICKS SATSUMA ROAD","324"
"HARRIS","92727","6719 WEST MONTGOMERY ROAD","936"
"HARRIS","92634","6720 SOUTH HAYWOOD DRIVE","569"
"HARRIS","92420","6817 CYPRESSWOOD DRIVE","793"
"HARRIS","92530","6828 ANNUNCIATION STREET","463"
"HARRIS","92667","6910 LONESOME WOODS TRAIL","389"
"HARRIS","91871","7001 5TH STREET","395"
"HARRIS","91785","701 WEST BAKER ROAD","323"
"HARRIS","91653","703 EAST 17TH STREET","1081"
"HARRIS","91954","7070 FARM TO MARKET 2920","324"
"HARRIS","91926","709 ALLENDALE ROAD","218"
"HARRIS","92750","709 RILEY FUZZEL ROAD","456"
"HARRIS","91832","7111 FIVE FORKS DRIVE","278"
"HARRIS","91727","715 HIGHWAY 6 SOUTH","324"
"HARRIS","91749","7209 GARTH ROAD","370"
"HARRIS","92458","7225 ALVIN A KLEIN DRIVE","240"
"HARRIS","92519","7315 HUDSON OAKS DRIVE","246"
"HARRIS","91870","7402 ALBACORE DRIVE","338"
"HARRIS","91809","7415 SAINT LO ROAD","655"
"HARRIS","91770","743 EAST CYPRESSWOOD DRIVE","470"
"HARRIS","91952","7475 WESTOVER STREET","615"
"HARRIS","91915","7611 KATY FREEWAY","245"
"HARRIS","92613","770 PINELOCH DRIVE","209"
"HARRIS","92595","777 NORTH POST OAK ROAD","359"
"HARRIS","91970","7800 PORTAL DRIVE","461"
"HARRIS","92489","7939 JACKRABBIT ROAD","370"
"HARRIS","92435","7980 ALMEDA GENOA ROAD","365"
"HARRIS","91606","800 HOUSTON AVENUE","993"
"HARRIS","91935","800 MCCABE ROAD","171"
"HARRIS","92540","8003 FARMINGHAM ROAD","253"
"HARRIS","92715","805 HIDDEN CANYON ROAD","558"
"HARRIS","92472","808 FRAWLEY STREET","791"
"HARRIS","91869","8106 CREEKBEND DRIVE","278"
"HARRIS","92336","8111 FRY ROAD","441"
"HARRIS","92741","8130 KIRBY DRIVE","1090"
"HARRIS","91683","815 SOUTH VOSS ROAD","275"
"HARRIS","91721","8200 PARK PLACE BOULEVARD","487"
"HARRIS","91980","8201 ROOS ROAD","520"
"HARRIS","91890","8300 LITTLE RIVER ROAD","291"
"HARRIS","91949","8302 BRAES RIVER DRIVE","235"
"HARRIS","92597","8331 LONDON WAY DRIVE","274"
"HARRIS","92454","8390 WESTVIEW DRIVE","273"
"HARRIS","92542","8410 DAIRY VIEW LANE","160"
"HARRIS","92721","8440 GREENHOUSE ROAD","1006"
"HARRIS","91802","8500 BROOKWULF DRIVE","281"
"HARRIS","91638","8530 C E KING PARKWAY","595"
"HARRIS","92752","8747 WEST NEW HARMONY TRAIL","762"
"HARRIS","92385","8814 SOUTH RICE AVENUE","468"
"HARRIS","91865","8888 WEST BELLFORT STREET","469"
"HARRIS","91888","8900 RIO GRANDE DRIVE","233"
"HARRIS","94776","901 YORKCHESTER DRIVE","294"
"HARRIS","91659","907 76TH STREET","712"
"HARRIS","91937","9102 HERTS ROAD","244"
"HARRIS","92515","9110 RODNEY RAY BOULEVARD","361"
"HARRIS","91891","9151 CLAY ROAD","232"
"HARRIS","92330","9191 BARKER CYPRESS ROAD","688"
"HARRIS","92462","9225 CRESCENT CLOVER DRIVE","288"
"HARRIS","92716","926 COUNTRY PLACE DRIVE","850"
"HARRIS","92712","9301 WEST BELLFORT BOULEVARD","458"
"HARRIS","92742","9314 CULLEN BOULEVARD","1032"
"HARRIS","92408","9325 LOCHLEA RIDGE DRIVE","316"
"HARRIS","92627","938 EL DORADO BOULEVARD","190"
"HARRIS","91672","9411 LANDRY BOULEVARD","163"
"HARRIS","92687","9449 GRANT ROAD","1032"
"HARRIS","92525","9500 HALL ROAD","304"
"HARRIS","91782","9502 EDAY DRIVE","183"
"HARRIS","91986","9533 SKYLINE DRIVE","381"
"HARRIS","91755","9718 CLARK ROAD","432"
"HARRIS","92732","9720 SPAULDING STREET","974"
"HARRIS","91811","9801 NORTH AVENUE L","91"
"HARRIS","91616","9802 STELLA LINK ROAD","451"
"HARRIS","91742","9810 NEUENS ROAD ENTER 9700 HAMMERLY","263"
"HARRIS","92568","9926 JONES ROAD","225"
"HARRIS","92743","CAMPUS RECREATION CENTER","1132"
"HARRIS","94020","FELLOWSHIP HALL","749"
"HARRIS","94022","FELLOWSHIP HALL","654"
"HARRIS","94026","FELLOWSHIP HALL","263"
"HARRIS","94029","FRANCONE ELEMENTARY SCHOOL","280"
"HARRIS","94025","FRONT FOYER","608"
"HARRIS","94751","LABAY MIDDLE SCHOOL","213"
"HARRIS","94750","MICKEY LELAND COLLEGE PREPARATORY ACADEMY FOR YOU","809"
"HARRIS","91962","MULTIPURPOSE BUILDING","569"
"HARRIS","92740","MULTIPURPOSE ROOM","959"
"HARRISON","8746","ACTIVITY ROOM","28"
"HARRISON","8744","CULTURAL HALL","18"
"HARRISON","8749","CULTURAL HALL","39"
"HARRISON","91012","FOYER","112"
"HARRISON","8739","FOYER","28"
"HARRISON","26449","FRONT FOYER","12"
"HARRISON","94777","GOLD HALL","123"
"HARRISON","8750","GOLD ROOM","91"
"HARRISON","8729","MAIN FOYER","110"
"HARRISON","8743","MAIN ROOM","22"
"HARRISON","8734","MAIN ROOM","42"
"HARRISON","8742","MAIN ROOM","36"
"HARRISON","8748","MAIN ROOM","90"
"HARRISON","32480","MAIN ROOM","80"
"HARRISON","8745","MAIN ROOM","29"
"HARRISON","14169","MAIN ROOM","31"
"HARRISON","90510","MAIN ROOM","56"
"HARRISON","8738","MAIN ROOM","31"
"HARRISON","8752","MAIN ROOM","21"
"HARRISON","89332","MAIN ROOM","33"
"HARRISON","8747","MAIN STATION","100"
"HARRISON","8730","OPEN FOYER","102"
"HARRISON","8731","PEMBERTON","152"
"HARRISON","8751","REAR CLASSROOM","10"
"HARRISON","17637","REAR S S FOYER","134"
"HARRISON","8741","STATION 3","37"
"HARTLEY","8756","COURTROOM","5"
"HARTLEY","8754","MAIN ENTRANCE","1"
"HARTLEY","8757","MAIN ENTRANCE","41"
"HASKELL","89410","1 4TH & MAIN","26"
"HASKELL","94408","HASKELL COUNTY LIBRARY","74"
"HAYS","91462","CLASSROOM","331"
"HAYS","91453","CONFERENCE ROOMS","676"
"HAYS","91456","CONFERENCE ROOMS","694"
"HAYS","94253","CONFERENCE ROOMS","345"
"HAYS","94252","CONFERENCE ROOMS","134"
"HAYS","91457","CONFERENCE ROOMS","441"
"HAYS","91465","COURT ROOM","948"
"HAYS","91461","COURT ROOM","570"
"HAYS","91460","FALCON HALL","494"
"HAYS","91505","LOBBY","403"
"HAYS","91500","LOBBY","105"
"HAYS","91502","LOBBY","335"
"HAYS","91493","LOBBY","318"
"HAYS","91495","LOBBY","390"
"HAYS","91466","LOBBY","361"
"HAYS","91459","LOBBY","280"
"HAYS","91503","LOBBY","226"
"HAYS","91506","LOBBY","211"
"HAYS","91455","LOBBY","135"
"HAYS","91464","LOBBY","266"
"HAYS","91501","MEETIING ROOM","439"
"HAYS","91499","MEETING ROOM","183"
"HAYS","91454","MEETING ROOM","347"
"HAYS","91492","MEETING ROOM","463"
"HAYS","91512","MEETING ROOM","433"
"HAYS","91497","MEETING ROOM","152"
"HAYS","91498","MEETING ROOM","71"
"HAYS","91489","MEETING ROOM","382"
"HAYS","91509","MEETING ROOM","248"
"HAYS","91491","MEETING ROOM","137"
"HAYS","91490","MEETING ROOM","122"
"HAYS","91496","MEETING ROOM","150"
"HAYS","91494","MEETING ROOM","258"
"HAYS","91504","MEETING ROOM","410"
"HAYS","91463","MEETING ROOM","419"
"HENDERSON","25939","ATHENS FIRST BAPTIST ROC","133"
"HENDERSON","25940","BERRYVILLE CITY HALL","41"
"HENDERSON","22722","BETHEL CHRISTIAN CHURCH","24"
"HENDERSON","22723","CANEY CITY FIRESTATION","64"
"HENDERSON","8823","CHANDLER COMMUNITY CENTER","156"
"HENDERSON","8828","COFFEE CITY COMMUNITY CENTER","62"
"HENDERSON","93923","CROSS ROADS ISD GYM","8"
"HENDERSON","8818","EUSTACE SCHOOL","69"
"HENDERSON","93924","FAITH BAPTIST CHURCH","43"
"HENDERSON","25941","FAITH FELLOWSHIP CHURCH","50"
"HENDERSON","25942","GUN BARREL CITY HALL","122"
"HENDERSON","22574","HENDERSON COUNTY ELECTION CENTER","234"
"HENDERSON","22003","MALAKOFF CITY HALL","103"
"HENDERSON","22729","MOORE STATION COMMUNITY CENTER","57"
"HENDERSON","22730","MURCHISON SCHOOL","34"
"HENDERSON","22732","NEW YORK BAPTIST CHURCH","15"
"HENDERSON","8817","ORAN WHITE CIVIC CENTER","66"
"HENDERSON","8821","PAYNE SPRINGS FIRE STATION #1","94"
"HENDERSON","25944","POYNOR COMMUNITY CENTER","21"
"HENDERSON","22010","SEVEN POINTS CITY HALL","138"
"HENDERSON","25946","SHADY OAKS BAPTIST CHURCH","32"
"HENDERSON","8820","ST PETER LUTHERAN CHURCH","47"
"HENDERSON","22758","TRINIDAD COMMUNITY CENTER","53"
"HENDERSON","22760","WESTSIDE FIRE DEPT","35"
"HIDALGO","94722","ATRIUM","194"
"HIDALGO","92795","BACK ENTRANCE","506"
"HIDALGO","94740","CAFETERIA","178"
"HIDALGO","94739","CAFETERIA","182"
"HIDALGO","94735","CAFETERIA","273"
"HIDALGO","94734","CAFETERIA","192"
"HIDALGO","94736","CAFETERIA","109"
"HIDALGO","92774","CHAMBERS","401"
"HIDALGO","92779","CLASSROOM","155"
"HIDALGO","92794","CLASSROOM #1","780"
"HIDALGO","94730","COMMONS AREA","242"
"HIDALGO","92793","COMMUNITY ROOM","600"
"HIDALGO","94706","COMPUTER LAB ROOM 119","121"
"HIDALGO","94705","COMPUTER LAB ROOM D 1","94"
"HIDALGO","92775","CONFERENCE ROOM","83"
"HIDALGO","92803","CONFERENCE ROOM A & B","605"
"HIDALGO","92783","COOPER CENTER","432"
"HIDALGO","92777","COUNCIL CHAMBERS","279"
"HIDALGO","94719","EOC TRAINING ROOM","282"
"HIDALGO","92787","EXERCISE ROOM","1073"
"HIDALGO","92784","EXERCISE ROOM","448"
"HIDALGO","94738","FINE ARTS AUDITORIUM","268"
"HIDALGO","92800","FIRST ROOM CONFERENCE AREA","260"
"HIDALGO","94711","FRONT OF LIBRARY","301"
"HIDALGO","94733","GYM","299"
"HIDALGO","94707","GYM","259"
"HIDALGO","94742","GYM","366"
"HIDALGO","92778","GYM","262"
"HIDALGO","94713","GYM","309"
"HIDALGO","94725","GYM","174"
"HIDALGO","92773","GYM","141"
"HIDALGO","94715","HALL/WEST ENTRANCE","380"
"HIDALGO","94709","HEALTH ROOM","280"
"HIDALGO","92762","LARGE MEETING ROOM, NORTH SIDE","472"
"HIDALGO","94712","LIBRARY","307"
"HIDALGO","94741","LIBRARY","304"
"HIDALGO","92776","LIBRARY","34"
"HIDALGO","94728","LIBRARY","239"
"HIDALGO","94716","LIBRARY","71"
"HIDALGO","94724","LIBRARY","190"
"HIDALGO","94708","LIBRARY","61"
"HIDALGO","94714","LIBRARY","169"
"HIDALGO","94720","LOBBY","175"
"HIDALGO","92798","LOBBY AREA / CONFERENCE ROOM","292"
"HIDALGO","94732","LRC (LIBRARY)","125"
"HIDALGO","92799","MAIN AREA","316"
"HIDALGO","92768","MAIN ENTRANCE","297"
"HIDALGO","92767","MAIN ENTRANCE","650"
"HIDALGO","94726","MAIN ENTRANCE","276"
"HIDALGO","92788","MAIN ENTRANCE","486"
"HIDALGO","94745","MAIN ENTRANCE","533"
"HIDALGO","94717","MAIN ENTRANCE","155"
"HIDALGO","94710","MAIN ENTRANCE/HALLWAY","444"
"HIDALGO","92789","MAIN HALLWAY","452"
"HIDALGO","92780","MEETING ROOM","73"
"HIDALGO","92796","MEETING ROOM","324"
"HIDALGO","92801","MEETING ROOM","545"
"HIDALGO","94731","MEETING ROOM","201"
"HIDALGO","94704","MEETING ROOM 1","77"
"HIDALGO","94723","MEETING ROOM B","373"
"HIDALGO","94721","MESQUITE ROOM","176"
"HIDALGO","92782","NAH BUILDING B, COMMUNITY ROOM","261"
"HIDALGO","92791","PARISH HALL","21"
"HIDALGO","92802","PAVILION","176"
"HIDALGO","92764","ROOM 1","340"
"HIDALGO","94729","ROOM 7","168"
"HIDALGO","94737","SMALL HALL","596"
"HIDALGO","92790","SOUTH ENTRANCE","307"
"HIDALGO","92771","STUDENT UNION BLDG.","557"
"HIDALGO","94718","TEACHERS LOUNGE","160"
"HIDALGO","94727","TRAINING ROOM","290"
"HIDALGO","94743","USDA BUILDING","668"
"HIDALGO","92770","WAREHOUSE RM.","910"
"HILL","16621","DEM","1"
"HILL","16631","DEM","7"
"HILL","25832","DEM","4"
"HILL","90380","ITASCA","6"
"HILL","12190","OPEN RANGE COMMUNITY CENTER","10"
"HILL","94840","","742"
"HOCKLEY","89642","FOYER","239"
"HOOD","94413","ACTON METHODIST CHURCH","164"
"HOOD","90833","COUNTY","57"
"HOOD","8961","COUNTY","307"
"HOOD","8964","COUNTY","133"
"HOOD","14450","COUNTY","133"
"HOOD","15977","COUNTY","220"
"HOOD","32653","COUNTY","22"
"HOOD","25049","COUNTY","59"
"HOOD","32895","COUNTY","151"
"HOOD","88890","GENERATIONS CHURCH","32"
"HOPKINS","19763","CITY OF CUMBY","55"
"HOPKINS","89149","CIVIC CENTER","64"
"HOPKINS","12465","COMMISSIONERS' COURT ROOM-1ST FL","136"
"HOPKINS","19729","COMO-PICKTON CISD","56"
"HOPKINS","8996","FOYER/FRONT DOOR","106"
"HOPKINS","8995","GRACE FAMILY CHURCH","54"
"HOPKINS","27046","LUTHERAN CHURCH","82"
"HOPKINS","20866","MILLER GROVE ISD","29"
"HOPKINS","89974","MORNING CHAPEL MISSIONARY BAPTIST CHURCH","107"
"HOPKINS","19765","NORTH HOPKINS ISD","35"
"HOPKINS","29366","SALTILLO ISD","14"
"HOPKINS","20868","SULPHUR BLUFF ISD","10"
"HOUSTON","21492","ADMIN BUILDING - OLD GYM","107"
"HOUSTON","33372","BUS BARN","47"
"HOUSTON","90243","CENTER GROVE COMMUNITY CENTER","31"
"HOUSTON","9006","COMMUNITY CENTER","6"
"HOUSTON","8997","CROCKETT FIRE STATION","67"
"HOUSTON","30491","FELLOWSHIP & OUTREACH CENTER ANNEX","10"
"HOUSTON","27051","FORMER JP OFFICE","65"
"HOUSTON","9000","HOUSTON COUNTY SR CITIZEN CNTR","63"
"HOUSTON","27060","LIBERTY HILL UNITED METHODIST CHURCH","13"
"HOUSTON","90812","LOVELADY COMMUNITY CENTER 2","13"
"HOUSTON","28006","MT SENORA BAPTIST CHURCH","6"
"HOUSTON","9010","MT ZION BAPTIST CHURCH","13"
"HOUSTON","9005","PEARSON CHAPEL CHURCH","4"
"HOUSTON","9002","SCHOOL LIBRARY","68"
"HOUSTON","9009","WILCOX COMMUNITY CENTER","5"
"HOWARD","9027","EAST ROOM","148"
"HOWARD","9023","MAIN ROOM","29"
"HOWARD","15118","NORTH ENTRANCE FOYER","130"
"HOWARD","89962","REAR BUILDING","67"
"HUDSPETH","13663","ANNEX","126"
"HUDSPETH","13670","COMMUNITY BUILDING","55"
"HUDSPETH","13669","ISD LIBRARY","89"
"HUDSPETH","13668","MUNICIPAL BUILDING","36"
"HUDSPETH","89422","SUBSTATION","25"
"HUNT","90141","ARDIS HEIGHTS BAPTIST CHURCH","25"
"HUNT","9066","CAMPBELL COMMUNITY CENTER","54"
"HUNT","9054","CASH VOLUNTEER FIRE DEPT","75"
"HUNT","9041","CEDAR GROVE BAPTIST","19"
"HUNT","90591","CELESTE","24"
"HUNT","24566","CHAMBER OF COMMERCE","87"
"HUNT","9059","COMMERCE","170"
"HUNT","13544","COMMERCE CITY HALL","240"
"HUNT","31610","COURTROOM","99"
"HUNT","9037","CRESTVIEW CHRISTIAN CHURCH","126"
"HUNT","9057","CROSS TRAILS COWBOY CHURCH 426","25"
"HUNT","9064","CROSS TRAILS COWBOY CHURCH 432","7"
"HUNT","9048","FAITH TEMPLE BAPTIST CHURCH","82"
"HUNT","9046","FIRST BAPTIST CHURCH","164"
"HUNT","9056","FLETCHER WARREN CIVIC CENTER","108"
"HUNT","9043","HUNT BAPTIST ASSOCIATION","21"
"HUNT","9036","IGLESIA BAUTISTA HISPANA RIDGECREST","66"
"HUNT","9033","KINGSTON BAPTIST CHURCH","13"
"HUNT","9052","LAKEVIEW CHURCH FAMILY CENTER","62"
"HUNT","9050","LONE OAK CIVIC CENTER","54"
"HUNT","9035","LOVE & FAITH FELLOWSHIP CHURCH","28"
"HUNT","24942","MEETING ROOM","55"
"HUNT","16012","MERIT BAPTIST CHURCH","39"
"HUNT","9062","NEYLANDVILLE CITY HALL","16"
"HUNT","9055","OAK CREEK COUNTRY CLUB","81"
"HUNT","29608","PARK STREET BAPTIST CHURCH","52"
"HUNT","16022","PRAIRIE VALLEY BAPTIST CHURCH","12"
"HUNT","90592","QUINLAN","39"
"HUNT","9065","REECY DAVIS REC. CENTER","119"
"HUNT","9034","SALEMKINSER UNITED METHODIST","32"
"HUNT","9060","SAND HILLS COUNTRY CLUB","29"
"HUNT","9047","UNION VALLEY FIRE STATION","109"
"HUNT","24565","WC MS GYM","50"
"HUTCHINSON","16327","BORGERSCHOOL ADM. BLDG","41"
"HUTCHINSON","13449","FAIRLANES BAPTIST CHURCH GYM","42"
"HUTCHINSON","9067","FAITH COVENANT CHURCH","27"
"HUTCHINSON","16332","FRITCH SCHOOL ADMINISTRATION BUILDING","54"
"HUTCHINSON","32849","SERVICE DRILLING SOUTHWEST CENTER","22"
"HUTCHINSON","16330","ST ANDREWS METHODIST CHURCH","7"
"HUTCHINSON","16329","WEST TEXAS HIGH SCHOOL COMMONS ROOM","18"
"JACK","9085","ASSEMBLY ROOM, COURTHOUSE","44"
"JACK","9084","BRYSON SR. CITIZENS BLDG,","11"
"JACK","9080","COUNTY YOUTH FAIR BUILDING","12"
"JACK","89140","PERRIN CHURCH OF CHRIST FELLOWSHIP HALL","13"
"JACKSON","9086","AUDITORIUM","59"
"JACKSON","89989","CARANCAHUA VOLUNTEER FIRE DEPARTMENT","23"
"JACKSON","9090","J.P. OFFICE","41"
"JACKSON","9087","JC CHAMBER OF COMMERCE","50"
"JACKSON","9089","LA WARD FIRE HALL","9"
"JACKSON","9097","LOBBY","15"
"JACKSON","13230","LOLITA FIRE HALL","14"
"JACKSON","9095","VANDERBILT FIRE HALL","12"
"JASPER","18354","1165 FM 1738 JASPER, TX","5"
"JASPER","18398","22690 US HWY 96 SOUTH KIRBYVILLE, TX","31"
"JASPER","18415","291 CIRCLE DR. BROWNDELL, TX","30"
"JASPER","18414","33625 US HWY 96 N BUNA, TX","52"
"JASPER","18397","936 HWY 62 BUNA, TX","51"
"JASPER","20750","CHERRY GROVE BAPTIST","11"
"JASPER","9115","CHURCH FELLOWSHIP HALL","59"
"JASPER","9103","CHURCH OF CHRIST 1830 S. WHEELER ST.","42"
"JASPER","9099","EBENEZER BAPTIST CHURCH COUNTY ROAD 44","11"
"JASPER","9108","ERIN BAPTIST CHURCH","7"
"JASPER","9114","EVADALE FIRE STATION","17"
"JASPER","90185","JASPER CO COURTHOUSE ANNEX","35"
"JASPER","90182","KIRBYVILLE COMMUNITY CENTER","78"
"JASPER","9109","ROGANVILLE BAPTIST CHURCH","20"
"JASPER","9101","ST. RAYMOND'A CATHOLIC CHURCH","18"
"JASPER","9116","TANGLEWOOD BAPTIST CHURCH","68"
"JASPER","9098","THREE CORNERS","11"
"JASPER","9110","TRI COMMUNITY VOLUNTEER FIRE DEPARTMENT","26"
"JASPER","90046","TRINITY EPISCOPAL CHURCH","53"
"JASPER","32293","WEST SIDE OF CHURCH OF CHIRST","46"
"JEFF DAVIS","24017","DAVIS MOUNTAINS RESORT BAPTIST CHURCH","23"
"JEFF DAVIS","24137","JDC LAW ENFORCEMENT BLDG.","67"
"JEFF DAVIS","15440","ST. JOSEPH'S PARISH HALL","42"
"JEFF DAVIS","24015","UNITED METHODIST CHURCH FELLOWSHIP HALL","51"
"JEFFERSON","89944","ALICE KEITH PARK RECREATION CENTER","194"
"JEFFERSON","89912","AMELIA ELEMENTARY SCHOOL","274"
"JEFFERSON","89913","BEAUMONT MUNICIPAL AIRPORT","147"
"JEFFERSON","90087","BEVIL OAKS CITY HALL","40"
"JEFFERSON","89915","BISD ADMIN BUILDING","247"
"JEFFERSON","89928","CENTRAL GARDENS FIRE STATION","52"
"JEFFERSON","89945","CHARLTON-POLLARD ELEMENTARY","85"
"JEFFERSON","89934","DEQUEEN ELEMENTARY","139"
"JEFFERSON","89917","DISHMAN ELEMENTARY","122"
"JEFFERSON","89924","GROVES PUBLIC LIBRARY","87"
"JEFFERSON","89954","GROVES RECREATION CENTER","250"
"JEFFERSON","90086","HAMSHIRE-FANNETT HIGH SCHOOL","21"
"JEFFERSON","89948","JEFFERSON COUNTY COURTHOUSE","289"
"JEFFERSON","89923","JEFFERSON COUNTY ESD #4","42"
"JEFFERSON","89936","JEFFERSON COUNTY SUB-COURTHOUSE","492"
"JEFFERSON","89926","JERRY WARE AIRPORT TERMINAL","21"
"JEFFERSON","89950","JOHN PAUL DAVIS COMMUNITY CENTER GROUP 1","527"
"JEFFERSON","89927","JP 4 BLDG","87"
"JEFFERSON","94048","LAMAR UNIVERSITY- MONTAGNE CENTER: CARDINAL ROOM","209"
"JEFFERSON","89929","MARION & ED HUGHES PUBLIC LIBRARY GROUP 1","190"
"JEFFERSON","89949","MLK MIDDLE SCHOOL","114"
"JEFFERSON","89925","NEDERLAND CITY HALL","75"
"JEFFERSON","90505","NEW LIGHT CHURCH","104"
"JEFFERSON","89918","O.C. MIKE TAYLOR CAREER CENTER","173"
"JEFFERSON","89938","O.W. COLLINS RETIREMENT CENTER","88"
"JEFFERSON","90520","PORT ARTHUR LIBRARY GROUP 1","473"
"JEFFERSON","89930","PORT NECHES CITY HALL","234"
"JEFFERSON","89919","PRECINCT 1 SERVICE CENTER","91"
"JEFFERSON","89951","PRECINCT 4 SERVICE CENTER","110"
"JEFFERSON","89941","R.L. GABBY ELDRIDGE CENTER","11"
"JEFFERSON","89920","ROGERS PARK COMMUNITY CENTER GROUP 1","572"
"JEFFERSON","89921","ROY GUESS ELEMENTARY","191"
"JEFFERSON","89993","SAM HOUSTON ELEMENTARY","61"
"JEFFERSON","89952","STERLING PRUITT CENTER","104"
"JEFFERSON","89953","THEODORE JOHNS LIBRARY GROUP 1","556"
"JEFFERSON","89942","TRAVIS ELEMENTARY","84"
"JEFFERSON","94061","ZION HILL BAPTIST CHURCH","93"
"JIM HOGG","9201","LOBBY","198"
"JIM HOGG","90609","NEW FOOD PANRTY","319"
"JIM HOGG","20603","PCT #1 POLLING PLACE","219"
"JIM WELLS","21796","ALICE HIGH SCHOOL #1","71"
"JIM WELLS","32930","BEN BOLT FITNESS CENTER","303"
"JIM WELLS","90240","BENTONVILLE","18"
"JIM WELLS","26968","BOYS & GIRLS CLUB OF ALICE #1","99"
"JIM WELLS","25085","CHURCH OF CHRIST 1","330"
"JIM WELLS","21799","COURTHOUSE #1","51"
"JIM WELLS","21802","HI RISE #1","55"
"JIM WELLS","23819","JWCO COMMUNITY BLDG","249"
"JIM WELLS","21823","LA GLORIA SCHOOL #1","1"
"JIM WELLS","21820","MARY R GARCIA ELEMENTARY SCHOOL #1","232"
"JIM WELLS","21824","NOONAN ELEMENTARY #1","231"
"JIM WELLS","21819","ORANGE GROVE INTERNEDIATE SCHOOL #1","154"
"JIM WELLS","21816","PREMONT HIGH SCHOOL #1","149"
"JIM WELLS","21821","PREMONT LIBRARY #1","27"
"JIM WELLS","21813","RAY'S ROUNDUP #1","41"
"JIM WELLS","21825","SAENZ ELEMENTARY SCHOOL #1","163"
"JIM WELLS","21814","SANDIA SENIOR CITIZEN BLDG-D","68"
"JIM WELLS","21822","SCHALLERT ELEMENTARY SCHOOL #1","248"
"JIM WELLS","21817","SPRINGFIELD CO BLDG #1","191"
"JIM WELLS","21797","ST JOSEPH MISSION HALL (PALITO BLANCO)","64"
"JIM WELLS","21826","TECOLOTE COUNTY BLDG #1","74"
"JOHNSON","21039","COM. RM.","1"
"JOHNSON","9233","COMMUNITY ROOM","1"
"JOHNSON","23815","ELECTION DAY","2887"
"JOHNSON","13959","FELLOWSHIP HALL","63"
"JOHNSON","9230","LOBBY","1"
"JOHNSON","9238","LOBBY","70"
"JOHNSON","9232","LOBBY","3"
"JOHNSON","23830","LOBBY","105"
"JOHNSON","9253","LOBBY","110"
"JOHNSON","9241","LOBBY","1"
"JOHNSON","15747","LOBBY","125"
"JONES","22276","ANSON CHURCH OF CHRIST FH DEM","54"
"JONES","18549","FELLOWSHIP HALL DEM","41"
"JONES","32462","FT PHANTOM BAPTIST CHURCH DEM","21"
"JONES","22277","HAMLIN HIGH SCHOOL GYM FOYER DEM","41"
"JONES","89238","HODGES BAPTIST CHURCH DEM","27"
"JONES","18546","LUEDERS CITY HALL DEM","8"
"JONES","18545","STAMFORD HIGH SCHOOL AUDITORIUM DEM","35"
"KARNES","89560","BOARD ROOM","50"
"KARNES","18445","CCD BUILDING","62"
"KARNES","18439","CCD BUILDING","6"
