"POLL PLACE ID","POLLING PLACE NAME","VOTER COUNT"
"BROWN","32167","CHAPEL","1"
"BROWN","22147","ELECTION DAY","499"
"BURLESON","6074","1ST FLOOR HALLWAY","59"
"BURLESON","6067","ASSEMBLY OF GOD CHURCH","44"
"BURLESON","6077","CHRIESMAN COMMUNITY CENTER","27"
"BURLESON","6079","COMMUNITY CHAPEL","71"
"BURLESON","6076","FELLOWSHIP HALL","14"
"BURLESON","6066","JP 1 OFFICE","28"
"BURLESON","6072","JP 2 OFFICE SNOOK","41"
"BURLESON","6078","OFFICE","76"
"BURLESON","6071","OLD BETHLEHEM CHURCH","39"
"BURNET","6082","AGRILIFE EXTENSION","111"
"BURNET","24075","BERTRAM LIBRARY","81"
"BURNET","6095","BRIGGS COMMUNITY CENTER","46"
"BURNET","6087","CASSIE COMMUNITY CENTER","41"
"BURNET","25966","CHURCH OF CHRIST","153"
"BURNET","24501","COMMUNITY CENTER","161"
"BURNET","6090","CORNER OF CR 330 AND FM 243","67"
"BURNET","25257","COURTHOUSE NORTH ANNEX","44"
"BURNET","6099","COURTROOM","158"
"BURNET","6081","FIRST LUTHERAN CHURCH","42"
"BURNET","24982","GRACE UNITED METHODIST CHURCH","72"
"BURNET","24986","GRANITE SHOALS FIRE STATION","67"
"BURNET","6089","HIGHLAND HAVEN COMMUNITY CENTER","97"
"BURNET","6088","HOOVER VALLEY VOLUNTEER FIRE DEPARTMENT","54"
"BURNET","88938","JOPPA","51"
"BURNET","6094","LAKE VICTOR COMMUNITY CENTER","21"
"BURNET","6091","NARUNA CHURCH BUILDING","13"
"BURNET","6096","OAKALLA COMMUNITY CENTER","25"
"BURNET","6085","SILVER CREEK FIRE HALL AND COMMUNITY CENTER","75"
"BURNET","6086","SMITHWICK COMMUNITY CENTER","46"
"CALDWELL","90192","2515 N COLORADO ST","15"
"CALDWELL","26116","CITY HALL","148"
"CALDWELL","6128","DALE COMMUNITY CENTER","87"
"CALDWELL","25973","FENTRESS COMMUNITY CHURCH","50"
"CALDWELL","6113","FIRST BAPTIST CHURCH","30"
"CALDWELL","6107","FIRST LOCKHART BAPTIST CHURCH HALL","48"
"CALDWELL","6109","LOCKHART EVENING LIONS CLUB","122"
"CALDWELL","6105","LOCKHART HIGH SCHOOL LIBRARY","63"
"CALDWELL","25970","LOCKHART JR HIGH SCHOOL","185"
"CALDWELL","89421","LULING","58"
"CALDWELL","6116","LULING CIVIC CENTER","47"
"CALDWELL","6121","LYTTON SPRINGS COMMUNITY","136"
"CALDWELL","33191","MAXWELL FIRESTATION","132"
"CALDWELL","6114","MCMAHAN COMMUNITY CENTER","47"
"CALDWELL","6112","SOUTHSIDE CLUBHOUSE","60"
"CALDWELL","6124","ST. MARK'S METHODIST CHURCH HALL","68"
"CALDWELL","6125","ST. MARY'S CATHOLIC CHURCH HALL","222"
"CALDWELL","89502","UHLAND","57"
"CALDWELL","6108","VFW POST 8927","33"
"CALHOUN","6144","BAUER COMMUNITY CENTER","81"
"CALHOUN","90994","CALHOUN CO. ANNEX","40"
"CALHOUN","6148","CALHOUN CO. EMS STATION","33"
"CALHOUN","6130","CALHOUN COUNTY LIBRARY","19"
"CALHOUN","23895","CITY HALL","40"
"CALHOUN","6139","FELLOWSHIP HALL","16"
"CALHOUN","6136","FOYER","56"
"CALHOUN","31847","MAGNOLIA BEACH VOL FD","32"
"CALHOUN","6147","OLIVIA VOL FIRE STATION","16"
"CALHOUN","6142","PORT LAVACA CITY HALL","11"
"CALHOUN","90982","PORT O'CONNOR LIBRARY","36"
"CALHOUN","90463","SIX MILE VOLUNTEER FIRE DEPT.","66"
"CALHOUN","26965","TABLE 1","18"
"CALHOUN","6133","THE HERITAGE CENTER","77"
"CALLAHAN","32187","BASEMENT","40"
"CALLAHAN","14701","CLYDE","78"
"CALLAHAN","6156","COMMUNITY CENTER","18"
"CALLAHAN","23775","SCHOOL","28"
"CAMERON","91290","AUSTIN ELEMENTARY SCHOOL","111"
"CAMERON","91296","BENAVIDES ELEMENTARY SCHOOL","213"
"CAMERON","94130","BESTERIO MIDDLE SCHOOL","181"
"CAMERON","91285","BOARD ROOM","146"
"CAMERON","94141","BOARD ROOM","291"
"CAMERON","91284","BONITA PARK COMMUNITY BUILDING","295"
"CAMERON","94140","BOWIE ELEMENTARY SCHOOL","315"
"CAMERON","94126","BROWNSVILLE PUBLIC LIBRARY - SOUTHMOST BRANCH","47"
"CAMERON","91299","BURNS ELEMENTARY SCHOOL","356"
"CAMERON","91305","CAMERON PARK COMMUNITY CENTER -EL CENTRO CULTURAL","263"
"CAMERON","94116","CENTRAL ADMINISTRATIVE BUILDING","33"
"CAMERON","91286","CITY COUNCIL MEETING ROOM","562"
"CAMERON","91288","COMBES MUNICIPAL COMPLEX","233"
"CAMERON","94127","COMMUNITY ROOM","187"
"CAMERON","94136","CROCKETT ELEMENTARY SCHOOL","123"
"CAMERON","91164","CROMACK ELEMENTARY SCHOOL","105"
"CAMERON","94128","DEL CASTILLO ELEMENTARY SCHOOL","253"
"CAMERON","94122","DORA ROMERO ELEMENTARY SCHOOL","61"
"CAMERON","94131","ED DOWNS ELEMENTARY SCHOOL","289"
"CAMERON","91167","EL JARDIN ELEMENTARY SCHOOL","273"
"CAMERON","94134","FAULK MIDDLE SCHOOL","153"
"CAMERON","91157","FORMER ELECTION DEPARTMENT","234"
"CAMERON","94138","FRANK ROBERTS ELEMENTARY SCHOOL","177"
"CAMERON","91315","FRED BOOTH ELEMENTARY SCHOOL","156"
"CAMERON","94124","GARDEN PARK ELEMENTARY SCHOOL","182"
"CAMERON","91298","GARZA ELEMENTARY SCHOOL","195"
"CAMERON","94125","GOLF CENTER","349"
"CAMERON","94133","GONZALEZ ELEMENTARY SCHOOL","341"
"CAMERON","91302","GUTIERREZ MIDDLE SCHOOL","253"
"CAMERON","91300","HANNA HIGH SCHOOL","97"
"CAMERON","94135","HARLINGEN HIGH SCHOOL SOUTH","129"
"CAMERON","94143","HARLINGEN OUTREACH CENTER","86"
"CAMERON","91304","HUDSON ELEMENTARY SCHOOL","496"
"CAMERON","91163","J.T. CANALES ELEMENTARY SCHOOL","151"
"CAMERON","91301","JAMES PACE HIGH SCHOOL","223"
"CAMERON","94120","LA ENCANTADA ELEMENTARY SCHOOL","259"
"CAMERON","91313","LA PALOMA ELEMENTARY SCHOOL","61"
"CAMERON","94053","LAS YESCAS ELEMENTARY SCHOOL","54"
"CAMERON","91306","LONG ELEMENTARY SCHOOL","139"
"CAMERON","91160","LOS FRESNOS COMMUNITY CENTER","427"
"CAMERON","91310","LOS INDIOS COMMUNITY CENTER","62"
"CAMERON","91287","MARIA LUISA RUIZ GUERRA COUNTY ANNEX","210"
"CAMERON","91162","OLIVEIRA MIDDLE SCHOOL","134"
"CAMERON","94123","OLMITO ELEMENTARY SCHOOL","327"
"CAMERON","94121","PEREZ ELEMENTARY SCHOOL","105"
"CAMERON","91295","PERKINS MIDDLE SCHOOL","278"
"CAMERON","91158","PORT ISABEL CITY HALL","229"
"CAMERON","94129","PORT ISABEL HIGH SCHOOL","49"
"CAMERON","94117","R.L. MARTIN ELEMENTARY SCHOOL","183"
"CAMERON","94137","RIO HONDO CIVIC CENTER","81"
"CAMERON","91159","RIO HONDO HIGH SCHOOL","132"
"CAMERON","91303","RIVERA HIGH SCHOOL","278"
"CAMERON","91165","RUSSELL ELEMENTARY SCHOOL","167"
"CAMERON","91314","SAN BENITO COMMUNITY BUILDING","154"
"CAMERON","91166","SHARP ELEMENTARY SCHOOL","127"
"CAMERON","94055","SKINNER ELEMENTARY SCHOOL","130"
"CAMERON","91297","SOUTH PADRE ISLAND CITY HALL","252"
"CAMERON","94132","STELL MIDDLE SCHOOL","133"
"CAMERON","94119","SULLIVAN ELEMENTARY SCHOOL","265"
"CAMERON","91294","TREASURE HILLS PRESBYTERIAN CHURCH","272"
"CAMERON","91291","VERNON MIDDLE SCHOOL","319"
"CAMERON","94118","VILLA NUEVA ELEMENTARY SCHOOL","81"
"CAMERON","91161","VILLAREAL ELEMENTARY SCHOOL","219"
"CAMERON","94139","WILSON ELEMENTARY SCHOOL","371"
"CAMERON","91312","YTURRIA ELEMENTARY SCHOOL","328"
"CAMERON","91293","ZAVALA ELEMENTARY SCHOOL","265"
"CAMP","11938","COUNTY COURTHOUSE 1ST FLOOR","68"
"CAMP","90157","DOUGLAS ALUMNI COMMUNITY CENTER (D)","147"
"CAMP","30186","PITTSBURG FIRE STATION","75"
"CAMP","11942","PITTSBURG HIGH SCHOOL AUDITORIUM","74"
"CARSON","23282","100 BROADWAY GROOM 79039","12"
"CARSON","24616","106 W 11TH PANHANDLE TX 79068","17"
"CARSON","19380","500 CHAMBERLAIN SKELLYTOWN TX 79080","7"
"CARSON","24615","500 MAIN STREET PANHANDLE TX 79068","25"
"CARSON","24557","501 MESQUITE FRITCH TX","4"
"CARSON","22983","5TH AND PAUL STREET WHITE DEER TX 79097","22"
"CASS","89630","ADMINISTRATION OFFICE","78"
"CASS","6248","AVINGER CITY HALL","50"
"CASS","6256","BLOOMBURG CITY HALL","12"
"CASS","21834","BUILDING","48"
"CASS","13220","CITY HALL","58"
"CASS","13218","CITY HALL","87"
"CASS","6259","CIVIC CENTER","19"
"CASS","6266","HUGHES SPRINGS COMMUNITY CENTER","91"
"CASS","6245","KILDARE COMMUNITY CENTER","23"
"CASS","6253","NEXT TO BOWIE CASS","60"
"CASS","21768","VOTING BUILDING","112"
"CASTRO","26907","103 N 2ND ST","12"
"CASTRO","20107","ELECTION TABLE","10"
"CASTRO","20101","ELECTION TABLE","28"
"CASTRO","20100","FELLOWSHIP HALL","31"
"CASTRO","20102","GYM","30"
"CASTRO","20098","RM 200","18"
"CHAMBERS","6280","BEACH CITY  PCT 5","63"
"CHAMBERS","90387","CONFERENCE ROOM","73"
"CHAMBERS","6283","COVE  PCT 8","109"
"CHAMBERS","6277","HANKAMER  PCT 2","25"
"CHAMBERS","13292","JP 6 COURTROOM","186"
"CHAMBERS","6284","OAK ISLAND  PCT 9","10"
"CHAMBERS","6278","PINE ISLAND  PCT 3","17"
"CHAMBERS","13281","ROOM 1","48"
"CHAMBERS","94145","SR DINING HALL","64"
"CHAMBERS","6276","WALLISVILLE  PCT 1","12"
"CHAMBERS","6282","WINNIE STOWELL COMMUNITY BUILDING","86"
"CHILDRESS","94109","CHURCH OF CHRIST FELLOWSHIP","17"
"CHILDRESS","6316","CITY AUDITORIUMFOYER","24"
"CHILDRESS","27586","HOUSING AUTHORITY 1701 AVE I NW","29"
"CHILDRESS","6314","HOUSING AUTHORITY 407 AVE B NW","20"
"CLAY","17506","EAST SIDE LIVING ROOM","3"
"CLAY","22886","FELLOWHIP HALL","38"
"CLAY","25438","FELLOWSHIP HALL","12"
"CLAY","32932","FOYER","6"
"CLAY","32931","FOYER","10"
"CLAY","25468","LEFT SIDE OF MEETING AREA","9"
"CLAY","17491","LOBBY","18"
"CLAY","17504","LOBBY","2"
"CLAY","91016","MAIN ROOM","50"
"CLAY","6322","MEETING AREA JUST INSIDE FRONT DOOR","6"
"CLAY","6319","MEETING AREA JUST INSIDE FRONT DOOR","26"
"CLAY","6326","MEETING AREA JUST INSIDE FRONT DOOR","1"
"COCHRAN","94151","COURTHOUSE BASEMENT","17"
"COKE","90755","13 E 7TH STREET","9"
"COKE","6334","BRONTE SR CITIZEN BLDG","13"
"COKE","89681","FELLOWSHIP HALL","8"
"COKE","27094","ROBERT LEE SCB","3"
"COLEMAN","6340","CONCHO BAPTIST FELLOWSHIP HALL","13"
"COLEMAN","6338","EAST WING","15"
"COLEMAN","6339","OLD ARMORY COM CENTER","26"
"COLEMAN","6341","UNITED CHRISTIAN CHURCH","3"
"COLEMAN","11953","WEST WING","18"
"COLLIN","91151","ATRIUM 1","606"
"COLLIN","91596","ATRIUM-NORTH ENTRANCE","507"
"COLLIN","91153","ATRUIM D SQUARE","1235"
"COLLIN","91586","AUDITORIUM","1412"
"COLLIN","91547","BACK FOYER BY GYM","519"
"COLLIN","91593","BOARD ROOM","87"
"COLLIN","91146","BOARD ROOM","41"
"COLLIN","91152","BUILDING J RM 133","1577"
"COLLIN","91549","CAFETERIA","343"
"COLLIN","94552","CLUBHOUSE EVENT ROOM","157"
"COLLIN","91142","COLLIN COUNTY ELECTIONS (MAIN)","861"
"COLLIN","91573","COMMUNITY ROOM","1203"
"COLLIN","91584","COMMUNITY ROOM","565"
"COLLIN","91144","COMMUNITY ROOM","1661"
"COLLIN","91572","COMMUNITY ROOM","377"
"COLLIN","91568","COMMUNITY ROOM","230"
"COLLIN","91552","CONFERENCE ROOM 100W","544"
"COLLIN","91577","CONFERENCE ROOM A, 1ST FLOOR","759"
"COLLIN","91557","COUNCIL CHAMBERS","172"
"COLLIN","91145","COUNCIL CHAMBERS","436"
"COLLIN","91571","COUNCIL CHAMBERS","156"
"COLLIN","91580","COUNCIL CHAMBERS","420"
"COLLIN","91590","FELLOWSHIP HALL","331"
"COLLIN","91558","FELLOWSHIP HALL","207"
"COLLIN","91551","FELLOWSHIP HALL","565"
"COLLIN","91155","FOYER","1522"
"COLLIN","91561","GAME ROOM","342"
"COLLIN","91563","GYMNASIUM","754"
"COLLIN","94549","GYMNASIUM","406"
"COLLIN","91544","GYMNASIUM","866"
"COLLIN","91148","GYMNASIUM","304"
"COLLIN","94551","GYMNASIUM","632"
"COLLIN","91567","GYMNASIUM","562"
"COLLIN","91578","GYMNASIUM","310"
"COLLIN","91150","HALLWAY D ATRIUM","773"
"COLLIN","91553","HALLWAY NEAR GYMNASIUM","785"
"COLLIN","91554","LIBRARY","1054"
"COLLIN","91582","LOBBY","1144"
"COLLIN","94553","LOBBY","1004"
"COLLIN","91595","MAIN HALL","51"
"COLLIN","91143","MAIN LOBBY","1586"
"COLLIN","91579","MARIE AND HOMER ADAMS ROOMS","1307"
"COLLIN","91575","MEETING ROOM","565"
"COLLIN","91594","MEETING ROOM B","483"
"COLLIN","91576","MUNICIPAL COURT ROOM, 1ST FLOOR","455"
"COLLIN","91559","NORTH GYM","627"
"COLLIN","91570","PORTABLE #1 TRAINING ROOM","522"
"COLLIN","91154","PROGRAM ROOM","1753"
"COLLIN","91564","PROGRAM ROOM","1325"
"COLLIN","91581","PROGRAM ROOM","1388"
"COLLIN","94617","RM 143 W ENTRANCE","581"
"COLLIN","91591","ROBERTSON ACTIVITY CENTER","552"
"COLLIN","91545","SMALL GYM","217"
"COLLIN","91589","SMALL GYM","557"
"COLLIN","91566","SMALL GYM","526"
"COLLIN","91550","SMALL GYM","615"
"COLLIN","91147","SOUTH HALLWAY/LOBBY","1462"
"COLLIN","91149","SPORTS & REC CENTER LOBBY","1096"
"COLLIN","91565","THELMA RICE SPROLES PROGRAM ROOM","1019"
"COLLIN","91560","TRAINING ROOM","1100"
"COLLIN","91587","TRAINING ROOM","54"
"COLLINGSWORTH","6464","FOYER","42"
"COLORADO","20697","AGRICULTURE BUILDING","44"
"COLORADO","20698","BERNARDO FIRE STATION","19"
"COLORADO","20699","COLORADO CO. SERVICES FACILITY","67"
"COLORADO","20695","COLORADO COUNTY ANNEX","36"
"COLORADO","94231","EAGLE LAKE COMMUNITY CENTER","173"
"COLORADO","20701","LEHRER INTEREST","2"
"COLORADO","20702","ROBERT R. WELLS AIRPORT","5"
"COLORADO","89608","SHERIDAN COMMUNITY CENTER","10"
"COLORADO","20705","ST. PETER AND PAUL CHURCH DINING HALL","29"
"COLORADO","20706","ST. ROCH'S PARISH HALL","9"
"COLORADO","20708","WEIMAR CITY HALL","78"
"COMAL","90111","AMENITY CENTER","214"
"COMAL","89244","AUDITORIUM","298"
"COMAL","6494","BLUEBONNET ROOM","338"
"COMAL","90112","CIBOLO CREEK COMMUNITY CHURCH","83"
"COMAL","94409","CLUBHOUSE","77"
"COMAL","32524","CLUBHOUSE","172"
"COMAL","6483","COMAL COUNTY SENIOR CITIZENS CENTER","323"
"COMAL","6501","EDENHILL COMMUNITIES","117"
"COMAL","32960","FELLOWSHIP HALL","60"
"COMAL","89239","FELLOWSHIP HALL","118"
"COMAL","94411","FIRST FLOOR MOB CLASSROOM","145"
"COMAL","6485","FREEDOM FELLOWSHIP","139"
"COMAL","6488","GVTC COMMUNICATIONS","99"
"COMAL","32957","GYM","276"
"COMAL","93916","IT TRAINING ROOM","323"
"COMAL","6491","JOHN PAUL II CATHOLIC HIGH SCHOOL","47"
"COMAL","89241","JOHNSON RANCH FIRE STATION","146"
"COMAL","94410","JP 2 COURTROOM","129"
"COMAL","6487","LAKESIDE GOLF CLUB","110"
"COMAL","94412","LARGE ROOM","116"
"COMAL","23723","MEETING ROOM","214"
"COMAL","32958","NEW BRAUNFELS PUBLIC LIBRARY","241"
"COMAL","89243","NORTH SHORE UNITED METHODIST CHURCH","217"
"COMAL","6490","PEACE LUTHERAN CHURCH","230"
"COMAL","23724","REBECCA CREEK BAPTIST CHURCH","129"
"COMAL","89620","ROOM 101","302"
"COMAL","93917","ROOM A","291"
"COMANCHE","6521","*BEATTIE COMMUNITY CENTER","1"
"COMANCHE","14464","BAPTIST CHURCH","4"
"COMANCHE","19937","CITY HALL","27"
"COMANCHE","13334","CITY HALL","5"
"COMANCHE","6508","COMANCHE COMMUNITY CENTER","22"
"COMANCHE","6513","COMMUNITY CENTER","16"
"COMANCHE","13335","COMMUNITY CENTER","16"
"COMANCHE","21892","DELEON CITY HALL B","62"
"COMANCHE","32534","FELLOWSHIP HALL","8"
"COMANCHE","24000","PROMONTORY RV RESORT PAVILLION","5"
"COMANCHE","14454","SENIOR CITIZENS BUILDING","36"
"COMANCHE","89264","SIPE SPRINGS","4"
"CONCHO","6527","CHURCH OF CHRIST","7"
"CONCHO","6529","EDEN FIRE HALL","8"
"CONCHO","6523","FIRST BAPTIST CHURCH","3"
"CONCHO","6526","LUTHERAN CHURCH","4"
"CONCHO","16759","REAR DOOR CONCHO","2"
"CONCHO","6525","ST. ISIDORE'S CCD BUILDING","5"
"COOKE","20117","BAPTIST CHURCH","3"
"COOKE","6535","CALLISBURG COMM. CENTER","51"
"COOKE","6537","CALLISBURG ELEMENTARY SCHOOL","19"
"COOKE","12775","CIVIC CENTER","121"
"COOKE","14116","COMMUNITY CENTER","46"
"COOKE","6546","CONRAD HALL-ST. PETER'S CHURCH","26"
"COOKE","6547","EAST SIDE CHURCH OF NAZARENE","20"
"COOKE","20116","FIRST BAPTIST CHURCH","75"
"COOKE","23936","FIRST BAPTIST CHURCH MUENSTER","41"
"COOKE","17245","FIRST CHRISTIAN CH","89"
"COOKE","6553","HILLCREST CHURCH OF CHRIST","91"
"COOKE","6548","LAKE KIOWA LODGE","69"
"COOKE","20119","MOSS LAKE VOL. FIRE DEPT.","9"
"COOKE","20115","MOUNTAIN SPRINGS COMMUNITY CENTER","68"
"COOKE","6536","TABERNACLE BAPTIST CHURCH","37"
"COOKE","6544","VFW","8"
"CORYELL","12711","CITY HALL","13"
"CORYELL","6560","HOLY FAMILY CATHOLIC CHURCH","355"
"CORYELL","6571","MAIN ROOM","8"
"CORYELL","6554","MAIN ROOM","580"
"CORYELL","22745","MAIN ROOM","219"
"CORYELL","6567","MAIN ROOM","26"
"CORYELL","6566","MAIN ROOM","13"
"CORYELL","6564","MEETING ROOM ON LEFT","153"
"COTTLE","89690","COUNTY COURTHOUSE","13"
"COTTLE","89691","COUNTY COURTHOUSE","5"
"COTTLE","89692","COUNTY COURTHOUSE","7"
"COTTLE","89693","COUNTY COURTHOUSE","10"
"CRANE","90091","COUNTY EXHIBITION BUILDING, BUFFALO ROOM","16"
"CRANE","90093","DOROTHEA STREET COMMUNITY BUILDING","12"
"CRANE","90090","MOUNTAIN VIEW COMMUNITY BUILDING","8"
"CRANE","90092","NORTHSIDE COMMUNITY BUILDING","13"
"CROCKETT","22257","CONFERENCE ROOM","37"
"CROCKETT","12566","FOYER","52"
"CROCKETT","20495","OZONA CIVIC & YOUTH CENTER","65"
"CROCKETT","20494","OZONA SENIOR CENTER","56"
"CROSBY","11974","COURTHOUSE BASEMENT","31"
"CROSBY","11975","LORENZO COMMUNITY CENTER","43"
"CROSBY","11976","RALLS CHAMBER OF COMMERCE OFFICE","26"
"CROSBY","15431","RALLS HIGH SCHOOL GYM","35"
"CULBERSON","89663","BOARDROOM","82"
"CULBERSON","89648","CAPITAN ROOM","81"
"CULBERSON","89664","JAMES HALL","68"
"CULBERSON","89662","METHODIST CHURCH HALL","69"
"DALLAM","90614","COMMUNITY CENTER","1"
"DALLAM","13373","YOUTH CENTER SUITE 1","45"
"DALLAS","93074","100 FOYER","78"
"DALLAS","93090","103","204"
"DALLAS","93144","1ST FL ASSEMBLY","391"
"DALLAS","93303","1ST FL BALLROOM","346"
"DALLAS","93416","1ST FLOOR LOBBY","978"
"DALLAS","93401","1ST FLOOR LOBBY","944"
"DALLAS","93177","ACTIVITY BLDG, FELLOWSHIP HALL","726"
"DALLAS","93395","ADMISSIONS FOYER","385"
"DALLAS","93261","AFTER SCHOOL PROGRAM RM","242"
"DALLAS","93240","ANNEX BLDG, ROOM 410/411","455"
"DALLAS","93117","ANNEX LOBBY","447"
"DALLAS","93404","ART LAB","274"
"DALLAS","93288","ART RM, 124/126","294"
"DALLAS","92931","ART ROOM A","247"
"DALLAS","93146","ATRIUM","294"
"DALLAS","93390","ATRIUM","848"
"DALLAS","93180","ATRIUM","668"
"DALLAS","94808","ATRIUM","743"
"DALLAS","93284","ATRIUM, A3","347"
"DALLAS","92983","AUDITORIUM","406"
"DALLAS","93850","AUDITORIUM","214"
"DALLAS","92917","AUDITORIUM","886"
"DALLAS","93277","AUDITORIUM","213"
"DALLAS","93192","AUDITORIUM","428"
"DALLAS","92961","AUDITORIUM","300"
"DALLAS","93022","AUDITORIUM","157"
"DALLAS","93189","AUDITORIUM","313"
"DALLAS","93222","AUDITORIUM","259"
"DALLAS","92956","AUDITORIUM","194"
"DALLAS","93228","AUDITORIUM","170"
"DALLAS","92964","AUDITORIUM","1008"
"DALLAS","92981","AUDITORIUM","266"
"DALLAS","92921","AUDITORIUM","926"
"DALLAS","92923","AUDITORIUM","116"
"DALLAS","93255","AUDITORIUM","146"
"DALLAS","92952","AUDITORIUM","246"
"DALLAS","93194","AUDITORIUM","198"
"DALLAS","93242","AUDITORIUM","254"
"DALLAS","93199","AUDITORIUM","313"
"DALLAS","92940","AUDITORIUM","376"
"DALLAS","92938","AUDITORIUM","201"
"DALLAS","93235","AUDITORIUM","134"
"DALLAS","93214","AUDITORIUM","253"
"DALLAS","92998","AUDITORIUM","295"
"DALLAS","93373","AUDITORIUM","431"
"DALLAS","93276","AUDITORIUM","193"
"DALLAS","92949","AUDITORIUM","173"
"DALLAS","93413","AUDITORIUM","690"
"DALLAS","92974","AUDITORIUM","224"
"DALLAS","93372","AUDITORIUM","54"
"DALLAS","93165","AUDITORIUM","294"
"DALLAS","92989","AUDITORIUM","322"
"DALLAS","93000","AUDITORIUM","170"
"DALLAS","92947","AUDITORIUM","356"
"DALLAS","93011","AUDITORIUM","414"
"DALLAS","92972","AUDITORIUM","87"
"DALLAS","93007","AUDITORIUM","134"
"DALLAS","92982","AUDITORIUM","176"
"DALLAS","92918","AUDITORIUM","462"
"DALLAS","93380","AUDITORIUM","179"
"DALLAS","93126","AUDITORIUM","212"
"DALLAS","92958","AUDITORIUM","205"
"DALLAS","92976","AUDITORIUM","139"
"DALLAS","93115","AUDITORIUM","124"
"DALLAS","92968","AUDITORIUM","236"
"DALLAS","92992","AUDITORIUM","135"
"DALLAS","93187","AUDITORIUM","200"
"DALLAS","93183","AUDITORIUM","290"
"DALLAS","92943","AUDITORIUM","180"
"DALLAS","93120","AUDITORIUM","218"
"DALLAS","93425","AUDITORIUM","659"
"DALLAS","92984","AUDITORIUM","314"
"DALLAS","93197","AUDITORIUM","767"
"DALLAS","93219","AUDITORIUM","211"
"DALLAS","93212","AUDITORIUM","493"
"DALLAS","93015","AUDITORIUM","159"
"DALLAS","93229","AUDITORIUM","117"
"DALLAS","93025","AUDITORIUM","507"
"DALLAS","92975","AUDITORIUM","168"
"DALLAS","92971","AUDITORIUM","249"
"DALLAS","92934","AUDITORIUM","107"
"DALLAS","93374","AUDITORIUM","900"
"DALLAS","93163","AUDITORIUM","840"
"DALLAS","93853","AUDITORIUM","249"
"DALLAS","92939","AUDITORIUM ENTRANCE","259"
"DALLAS","93342","AUDITORIUM FOYER","172"
"DALLAS","92959","AUDITORIUM FOYER","228"
"DALLAS","93260","AUDITORIUM FOYER","124"
"DALLAS","93028","AUDITORIUM FOYER","266"
"DALLAS","93315","AUDITORIUM FOYER","225"
"DALLAS","92885","AUDITORIUM FOYER","454"
"DALLAS","92994","AUDITORIUM FOYER","157"
"DALLAS","93148","AUDITORIUM FOYER","379"
"DALLAS","92960","AUDITORIUM FOYER","477"
"DALLAS","92973","AUDITORIUM FOYER","225"
"DALLAS","94803","AUDITORIUM FOYER","249"
"DALLAS","92946","AUDITORIUM FOYER","199"
"DALLAS","93231","AUDITORIUM HALLWAY","109"
"DALLAS","93204","AUDITORIUM LOBBY","155"
"DALLAS","93124","AUDITORIUM, RM 136","223"
"DALLAS","93054","AUDITORIUM, RM 201","239"
"DALLAS","93052","AUDITORIUM, RM 600","339"
"DALLAS","93215","AUDITORIUM, ROOM 200","74"
"DALLAS","93344","AUX GYM","311"
"DALLAS","93319","AUX GYM","99"
"DALLAS","93069","BACK HALLWAY BEHIND OFFICES","195"
"DALLAS","93400","BANQUET  HALL FOYER","689"
"DALLAS","93844","BARRETT HALL","258"
"DALLAS","93191","BAY","264"
"DALLAS","93346","BAY","503"
"DALLAS","92919","BAY","730"
"DALLAS","93336","BAY","632"
"DALLAS","92935","BAY","284"
"DALLAS","93349","BAY","79"
"DALLAS","93207","BAY","395"
"DALLAS","92988","BLACK BOX THEATER","238"
"DALLAS","93029","BLUEBONNET ROOM","632"
"DALLAS","93250","BOARD RM","269"
"DALLAS","93385","BREEZEWAY","227"
"DALLAS","93058","C101A","336"
"DALLAS","93273","CAFETERIA","275"
"DALLAS","93340","CAFETERIA","87"
"DALLAS","93366","CAFETERIA","58"
"DALLAS","93047","CAFETERIA","140"
"DALLAS","93033","CAFETERIA","187"
"DALLAS","92942","CAFETERIA","335"
"DALLAS","93060","CAFETERIA","144"
"DALLAS","93079","CAFETERIA","259"
"DALLAS","93202","CAFETERIA HALLWAY","226"
"DALLAS","93193","CAFETERIA STAGE","400"
"DALLAS","93247","CAFETORIUM (LGL)","298"
"DALLAS","93430","CALDWELL RM 120","692"
"DALLAS","93369","CHOIR RM, 501","76"
"DALLAS","93173","CHURCH NARTHEX","475"
"DALLAS","93399","CLASS ROOMS 1 & 2","971"
"DALLAS","93031","CLASSROOM","110"
"DALLAS","93409","CLASSROOM 1/2","970"
"DALLAS","93392","CLASSROOM 104","1704"
"DALLAS","93064","CLASSROOM 110","107"
"DALLAS","93403","CLASSROOM A/B","472"
"DALLAS","93419","CLASSROOM A/B","509"
"DALLAS","93168","COMMUNITY RM","265"
"DALLAS","93358","COMP GYM","326"
"DALLAS","93087","COMPUTER LAB","88"
"DALLAS","93241","COMPUTER LAB, #102","176"
"DALLAS","92967","COMPUTER LAB, RM 121","155"
"DALLAS","93350","COMPUTER LAB, RM 401","286"
"DALLAS","93422","CONFERENCE RM","509"
"DALLAS","92932","CONFERENCE RM","170"
"DALLAS","93139","CONFERENCE RM","684"
"DALLAS","93421","CONFERENCE RM C","1019"
"DALLAS","93234","CONFERENCE ROOM","83"
"DALLAS","93237","CONFERENCE ROOM, 106","328"
"DALLAS","92926","CONFERENCE ROOM, R12","635"
"DALLAS","93280","COUNCIL CHAMBERS","125"
"DALLAS","93428","COUNCIL CHAMBERS","340"
"DALLAS","94804","COUNCIL CHAMBERS","201"
