OBJECTID,PRECINCT,LEGISDIST,CONGDIST,SENDIST,COMMDIST,SCHOOLDIST,COUNDIST,FORMERPREC,COMMENTS,SHAPE_LENG,GlobalID,SHAPE_Length,SHAPE_Area
197,H117,35,3,19,B,6,10, , ,0,{7E7DFD25-F004-4EC6-8985-B11650E3737D},0.0442657209198446,8.79677248213557e-05
198,D139,31,3,19,A,2,11, , ,0,{3E6A3F9D-59BE-4C8F-A3FE-9A80668915B7},0.0518955146062244,9.22729429823981e-05
199,H118,35,3,19,B,6,10, , ,0,{F3362346-D2CF-40CE-84E3-90BF99BFDFB3},0.0432068435527529,6.66323268079503e-05
200,C129,30,3,19,A,2,26,G155p, ,0,{611238DA-C819-4412-B94C-C52DBF4F4753},0.0605185461863101,0.000127030893641027
201,H113,35,3,19,B,2,10, , ,0,{1AFF1187-D7DD-495D-AB56-7E6B62056C28},0.0495963500390231,8.37206806110808e-05
202,K111,40,3,35,B,5,6, , ,0,{01DF46DE-0846-4250-A6D3-D7881C1F8806},0.0256204861854721,3.16391759522298e-05
203,K149,40,3,35,B,6,21,I139,SM,0,{31C14154-C473-4B6D-8E47-281C14C741C6},0.0715880224095977,0.000158745162743331
204,K114,40,3,35,B,5,6, , ,0,{ADB46DFE-F8BC-4620-86D0-708748666A54},0.0376099136289112,6.45514186824928e-05
205,K134,40,3,19,B,6,15, , ,0,{F753F7B9-E3A2-45DD-89B2-031A681BBA2D},0.0364129788167388,4.79710908963067e-05
206,D117,31,3,19,A,2,11, , ,0,{E6B36E3D-4946-4C42-9164-0BB3ABA76E5C},0.0410176251495348,9.13040825381053e-05
207,H116,35,3,19,B,6,10, , ,0,{E2A97AEF-CAED-47CC-B5ED-3356C64BA291},0.0388336989763636,5.29355056479239e-05
208,C122,30,3,19,A,2,26, , ,0,{6554296A-2C0F-4B8C-A859-75D9B9ADAA6B},0.0323341272385307,5.1295511735906e-05
209,E166,32,3,20,A,7,11, , ,0,{DEE6ECEA-03CB-43BE-823F-026D57C96AFA},0.0371184001240235,4.68812442950403e-05
210,G121,34,3,19,B,2,8, , ,0,{DD11CD4E-E182-405D-BD68-1A51AA0DCA0B},0.044426275549055,7.61614204438362e-05
211,K123,40,3,33,C,4,3, , ,0,{034E4266-73F7-4E5B-B96E-3D1BDFA3F9CE},0.0728991547715792,0.000196386357448112
212,M173,42,3,33,C,4,3,O116, ,0,{D7A5710F-9305-4BD5-8CEE-1E797EF8747C},0.0460562691411785,0.000107198982255799
213,D131,31,3,19,A,2,26, , ,0,{EC263B6E-50C5-4AB4-8FD9-FBB9B61B0CBC},0.0342017467329574,4.60298659451226e-05
214,G119,34,3,19,B,2,8, , ,0,{83F7891F-3789-4DB0-B0D0-1FCA66255B5C},0.0316623033517515,3.96630506847371e-05
215,D115,31,3,19,A,2,11, , ,0,{1AB2C1D0-C95E-4F01-AB2D-A3C2384D79EA},0.0748718782416192,0.000210966602598367
216,G122,34,3,19,B,2,8, , ,0,{CAC4EF17-8166-4A08-AC75-52C3C503E70B},0.0309312894891581,3.30550726980807e-05
217,G129,34,3,19,A,2,26, , ,0,{4E667D5F-6285-43C7-B008-9B42645DF878},0.035468950355284,3.4771173647475e-05
218,V115,36,3,20,A,7,11,F149, ,0,{59A473D1-9F8D-4E02-A9A3-02F619348596},0.0792749596972039,0.000260978458781378
219,K135,40,3,35,B,1,15,K112p,SM,0,{400778EC-EEF9-475B-AB6C-372F6DFEED6D},0.041581008244686,8.0860853006579e-05
220,G154,34,3,19,A,2,26,D130p/G165p, ,0,{A3932C32-361B-4427-A54C-40A9399D58D6},0.0439868117365569,5.64565220173348e-05
221,D130,31,3,19,A,2,26, , ,0,{63A3ECC9-3B3B-4815-8C7B-C6ADC32B2975},0.0481100850705053,5.59303461745975e-05
222,G123,34,3,19,B,2,8, , ,0,{8F88B05A-5F3C-4218-99B6-52F875D53C81},0.0185501294732487,1.50640298855862e-05
223,K113,40,3,35,B,1,6, , ,0,{70173ADF-67AC-4AAB-9973-EBB92BBBC058},0.0217228556938141,2.15180960547979e-05
224,D109,31,3,19,A,2,11, , ,0,{D8A9C50D-9881-4441-AD8E-F20ECEBBCC4B},0.0401307859673656,5.02762710674338e-05
225,K122,40,3,35,C,1,3, , ,0,{676910CC-910D-4AD0-9982-D349D78231A8},0.0838402376644261,0.000240477271886956
226,G151,34,3,19,A,2,8, , ,0,{B4FDA02D-BC35-4D28-A8C6-8FD355A4BDA3},0.0358376800109683,3.81368282031157e-05
227,H111,35,3,19,B,6,10, , ,0,{CFF57C3B-291E-4C0C-93F1-852EEA01FAA7},0.0562986815294279,0.000104735823116497
228,K129,40,3,19,B,6,15, , ,0,{BA2F5759-765D-40AD-8A2C-CD1636A59342},0.0284428504182593,4.259589666722e-05
229,G147,34,3,19,A,2,8, , ,0,{A9D7A235-628D-45B4-8B0F-D49AE9977598},0.0376309296528332,4.70517859849009e-05
230,M171,42,3,33,C,1,3,K121, ,0,{7A093D2C-3AAA-4031-A45E-A41E0F55D1CF},0.0889346979801254,0.000169457356281342
231,H110,35,3,19,B,6,10, , ,0,{895D2099-E4DC-47FF-B55E-A06090540D51},0.0429688938886447,7.38321233861778e-05
232,G117,34,3,19,B,2,8, , ,0,{F478C134-BE47-47E4-884C-B9FE3A51502C},0.0512176672904793,0.000105529679550791
233,G120,34,3,19,B,2,8, , ,0,{180B231E-8621-418C-B7C1-542F04F61020},0.0315088173428552,4.55555939016082e-05
234,K110,40,3,35,C,1,6, , ,0,{27E9CC7C-677E-42C0-A08F-B7A8F7D7E44E},0.0418621801953587,8.67454953868838e-05
235,E159,32,3,36,A,2,18, , ,0,{3F655091-ACE3-4A52-8A43-5A3615E6A167},0.0437425160158587,6.25398868619727e-05
236,M145,42,3,19,C,6,10, ,SM,0,{3BBF84E9-0247-45E2-8728-D58CE3A1701D},0.00604204144543101,2.07619704196427e-06
237,M148,42,3,33,C,1,3, , ,0,{0BD4E272-6AC1-44E2-83FD-00D40EC920A2},0.0335883972147025,3.83065388009243e-05
238,D129,31,3,19,A,2,26,D101p, ,0,{F7C1CAEF-F477-4941-B40E-CEC0D28EF759},0.0549611407259994,7.29251685571721e-05
239,N112,43,3,33,C,1,5, , ,0,{8805AFCB-AFD8-4D77-B576-9AE0AA112D18},0.0238309193716764,3.11429817126185e-05
240,L146,41,3,26,A,2,9, , ,0,{D93CF8E1-8D7C-41A3-BD57-EC864275EDB4},0.0368497882319625,4.5781334437858e-05
241,G163,34,3,36,A,2,9, , ,0,{8519004E-5529-4E5C-967E-CA18BF976BAE},0.0415473237861658,4.94560465279329e-05
242,N111,43,3,33,C,1,1, , ,0,{84F0DFCF-CCC5-4B9A-A65C-7360CEAB7499},0.0238591101289876,2.80322790152532e-05
243,L138,41,3,26,A,2,9, , ,0,{6EE64B5A-0D59-47CF-9E82-582232496ECE},0.0697063577686824,5.86243867671535e-05
244,L145,41,3,33,C,1,6, , ,0,{C779C8DE-0D7D-4934-8FAA-CA5060318B3F},0.0328292679110621,6.42971636000316e-05
245,N110,43,3,33,C,1,5, , ,0,{1980475B-62E1-4391-A497-51F61C4A7DCD},0.0381519799428199,6.4403491991442e-05
246,G150,34,3,26,A,2,9,G142p/G162p, ,0,{2C51E040-11B9-4C4B-B0B8-A9E8965EFAB1},0.0493874841086291,6.84799309722432e-05
247,F163,33,3,36,A,3,19, , ,0,{176878E9-1DC2-4C55-A745-D5A3D7349AE7},0.0486883567799647,7.93495876784355e-05
248,L136,41,3,26,A,2,9, , ,0,{6AC1999D-4D41-4CBE-8387-95F13DB58E07},0.0444127050181826,5.37183479702484e-05
249,V110,36,4,36,A,7,19,F109, ,0,{430856F7-C356-4C2D-B707-F50AEA4C964B},0.104194792899065,0.00042113825945441
250,G141,34,3,26,A,2,9,L139p, ,0,{C1A589B5-B0CF-4074-8558-C52CB3943DCA},0.047456859622168,5.91272234265574e-05
251,E160,32,3,36,A,3,18, , ,0,{C8320826-451B-4936-BE31-D874B23391A6},0.0453395017622601,8.74750846182046e-05
252,H106,35,3,19,B,6,10, , ,0,{389D500D-5EF0-41D2-99FB-9885A2101AD0},0.0327601046054341,4.39666153386753e-05
253,H105,35,3,19,B,6,10, , ,0,{119FFD75-04F0-4923-B3D2-394DF98FF402},0.0374784848177852,3.84962564100266e-05
254,M170,42,3,35,C,1,3,K108, ,0,{8CE32FDB-F034-457C-ADA5-95F6731490CC},0.0458296558755025,7.65896953346639e-05
255,G116,34,3,19,B,2,8, , ,0,{1DD77469-4C21-47C6-BBC0-9B1EB697047F},0.0313719579485808,4.42295240246782e-05
256,D106,31,3,19,A,2,26, , ,0,{6C3E8507-3FDD-48EF-8D13-145E58F9A9D9},0.053407666196585,8.08380591999068e-05
257,K105,40,3,35,C,1,6, , ,0,{00BF06EC-E074-4B66-8E50-60555C57FC90},0.0566720124923706,0.000142193405343536
258,V119,36,3,20,A,7,20,F162, ,0,{161569A8-A912-43D2-BD33-7B1CB92B3636},0.177623985273131,0.000960552592170642
259,E158,32,3,19,A,2,18, , ,0,{FC8EB558-7173-4490-9873-9E51169DC992},0.037238498746915,5.69571471286336e-05
260,M169,42,3,33,C,1,3,K107, ,0,{FAFBCDD6-AF00-4A79-88E0-F447832332C3},0.0247820320763552,3.38518810362354e-05
261,G146,34,3,19,A,2,8, , ,0,{7FB3EFCF-8CB1-4FA4-B8EE-035085A658E2},0.0449668205991769,6.06165069680665e-05
262,G161,34,3,19,A,2,8, , ,0,{66DA9E40-5532-4F2C-B8AE-24F30D0B70A0},0.0335057683900495,4.14320360993168e-05
263,K104,40,3,35,C,1,6, , ,0,{605A0F10-64E4-452E-9A00-CD6784C3BB72},0.0347177502693139,6.04224511720346e-05
264,G111,34,3,19,B,2,8, , ,0,{EE82D5D8-463D-4183-8BEA-7A33090BF376},0.0292795583737994,3.1361346090552e-05
265,M131,42,3,35,C,1,4, , ,0,{D628CD6A-FBD8-41B1-9AE8-D9BC76E98274},0.0387393164653898,7.54615933617194e-05
266,M166,42,3,35,C,1,6,K103/K104p, ,0,{9C792E37-F492-416C-854F-F36254912C5E},0.0561521333165085,0.000130321986094009
267,E178,32,3,36,A,3,18,F160, ,0,{F4D1DC68-005C-43D4-99C8-87EA2AD0E612},0.0642196698837415,0.000146604137235649
268,E180,32,3,36,A,3,18,F173, ,0,{9220A4D7-BD89-45F4-B6BD-EA85F0EDE05F},0.0355423629153757,5.2279782912431e-05
269,M133,42,3,33,C,1,3, , ,0,{3E49F67B-4B09-4BB8-A911-87D9EAE784AC},0.0377054747378239,6.8243612942908e-05
270,M144,42,3,19,C,6,10, , ,0,{0EA54AEE-614D-4910-9C1D-A2B815FB3B1A},0.0204544804174662,1.71898863485182e-05
271,H103,35,3,19,B,6,8, , ,0,{103B4D72-533D-4243-AA0F-92F72E373BEA},0.0498019561076783,9.17825298116807e-05
272,V117,36,3,36,A,3,20,F157, ,0,{94498F60-8380-47AE-8B02-0DC11A473FB1},0.0413071050021349,9.3759499974191e-05
273,M102,42,3,33,C,1,1, , ,0,{CCD232BB-9194-435C-8D03-CC7E9B90C965},0.0389862859052429,8.21576160837404e-05
274,G108,34,3,19,A,2,8, , ,0,{75C61810-C39D-49F6-8E3C-2111FA8691FF},0.0209276368059745,2.18244277790558e-05
275,G144,34,3,19,A,2,8, , ,0,{26E8785B-5EBB-4385-8893-EAA3F64C6B50},0.0379441407185671,5.33826115718741e-05
276,M149,42,3,33,C,4,1,O105p/O107p, ,0,{13CCAF97-12EE-461C-87D2-AF12949A5F26},0.205582679480514,0.00126263518758763
277,M124,42,3,35,C,1,6, , ,0,{9FBE22E2-AB3D-42A3-A36C-271E2F8712E5},0.0276058091649733,4.67387360394629e-05
278,M123,42,3,35,C,1,6, , ,0,{97D47CAA-CE04-4A56-B3A9-98E35731C45F},0.0344743703992591,3.87819023711383e-05
279,G145,34,3,19,A,2,8,G162p, ,0,{FB21F4FB-4824-4CBC-B6EA-489A024D2728},0.0975147127886532,0.000120555162179177
280,H102,35,3,19,B,6,10, , ,0,{7BE63FC3-DFA8-4158-9C6A-AC37A20EA558},0.046622657972863,6.0720486022262e-05
281,V121,36,4,36,A,7,19,F174, ,0,{849C7BA5-5BDC-4938-957E-DA7D2BF7F7AA},0.0833369330156806,0.000215773069200933
282,E169,32,3,36,A,2,18, , ,0,{A19D81D4-5B38-41AD-90B0-886E564D685F},0.0889888823144952,0.000226270737190118
283,D108,31,3,19,A,2,18, , ,0,{D275010E-C682-4BA6-BD0A-7BBF858CFFB8},0.0536811461642954,9.35364692561894e-05
284,G109,34,3,19,A,2,8, , ,0,{BF5D6AE5-26B0-43FE-9949-B2167E1AB600},0.0300285966256539,3.47225788508546e-05
285,G143,34,3,19,A,2,8, , ,0,{E061A690-7D3A-4140-AFA5-88103301C51A},0.032986375795202,4.40515635508499e-05
286,M147,42,3,19,C,6,4, , ,0,{98B8646B-5B23-4013-9CD8-87AE3A0377D6},0.0319836775764383,4.14294503920432e-05
287,M104,42,3,33,C,1,1, ,pDry,0,{90E61069-9260-4409-B480-8EE2665B93A7},0.0345174786518705,5.74476449102657e-05
288,M105,42,3,33,C,1,3, , ,0,{5331DC2B-E943-4247-B4E3-4529A8AF22AE},0.0257954168336797,3.49821954603244e-05
289,L143,41,3,35,C,1,6, , ,0,{D2CACAE5-BF0A-4CB1-9969-098463FCBEA2},0.0194115868790291,2.25053842931984e-05
290,V113,36,4,20,A,7,20,F126, ,0,{F5E24F17-BAE8-4682-A5AE-606696C14E7B},0.174677785277476,0.000833649156194291
291,M146,42,3,35,C,1,4, , ,0,{2E117254-674C-4970-B09B-1BB72488A107},0.0351768057277317,4.99797789570774e-05
292,G107,34,3,35,A,2,8, , ,0,{6722B461-9164-4B4E-9C35-F664920B463E},0.0267568615536557,3.81231297760852e-05
293,E164,32,3,36,A,3,18, , ,0,{0D6B8C28-BB57-4E6E-BA9C-E2777690A35A},0.0619481275970186,0.000171265875065303
294,H131,35,3,35,C,6,4, , ,0,{D714FD54-EBD1-4E50-9D26-FB7C7A8BEAD6},0.0307310678674634,2.44775390805004e-05
295,H132,35,3,35,B,6,8, , ,0,{43462B92-AFAA-4E03-AC6A-68E4C8E1F412},0.0154852585679128,1.07926286564382e-05
296,L156,41,3,35,C,1,6,M120p, ,0,{44AA377B-5B6E-44DE-BCA0-29249F8A23AD},0.0287673184172715,4.11704317917219e-05
297,F161,33,3,36,A,3,19, , ,0,{55AF5B66-354A-4C73-8E0D-F2E3B7713587},0.0505645805358229,8.11787459801635e-05
298,M110,42,3,33,C,1,6,L145p/M154p, ,0,{014964E9-9CAE-433B-A2D4-0A0A2AC805BA},0.0294646891797869,4.79230525595009e-05
299,M103,42,3,33,C,1,1,M102p, ,0,{669272EA-D9A5-49B6-9763-69CC72C01B97},0.122405318566368,0.000308745444519527
300,E163,32,3,36,A,3,18, , ,0,{101EE9E2-7FB2-4C60-A6A4-389B5F073F05},0.0709033033031954,0.000119936032104069
301,G160,34,3,19,A,2,9, , ,0,{D7099FEC-8005-472C-BB79-60D6B05C30C3},0.0279428881170812,4.85666092612946e-05
302,E139,32,3,36,A,2,26, , ,0,{CE3EE4D6-879A-40C5-9E50-E2B78994A238},0.0417661795063799,8.67875430369488e-05
303,F156,33,3,36,A,3,19, , ,0,{A24C6BE3-76AE-4645-B1E2-E7C8C4DDBCBE},0.0485599706124483,8.42060422947545e-05
304,G103,34,3,35,B,2,8, , ,0,{0D936D23-9767-4E70-9A7C-FB142445FB0B},0.0362680372144467,5.10355825698721e-05
305,E179,32,3,36,A,3,18,F165, ,0,{4D493815-18F6-4BC3-BC1C-8E770C2D1E9B},0.0542808532020262,7.79866422215733e-05
306,L142,41,3,33,C,1,4, , ,0,{B8205F1E-4960-465D-84F5-5CE1A2C5AEFF},0.0233126955565776,3.33685012833523e-05
307,E165,32,3,36,A,3,18, , ,0,{56A42CD5-AC6A-4014-BCEE-7D11E650F633},0.0545270236811172,0.000121064267163816
308,G157,34,3,26,A,2,9,G159p, ,0,{E161DB72-256D-433E-9F52-FC47C368212E},0.0616887664961925,0.000127371765581041
309,L154,41,3,33,C,1,1,M106, ,0,{2748494C-6AE1-41C2-99F4-B32517743F01},0.0333984583903595,5.03335014404173e-05
310,L157,41,3,33,C,1,1,M132p, ,0,{CE8EB377-FF47-462B-8E82-4CC2C209F0A7},0.0489879728644603,7.562010473524e-05
311,G164,34,3,36,A,2,26,E143p, ,0,{460B76F7-1DBE-4D95-B8CB-314316770963},0.0502589597151797,9.99916392339922e-05
312,E168,32,3,36,A,3,18, , ,0,{1B1D3E24-7F19-4598-AA34-DA7B5440AB47},0.0865303103948784,0.000128744470656197
313,G159,34,3,26,A,2,9, ,NV,0,{3212F527-4EBF-4CD7-8EF1-C2477441E43F},0.0919427683335277,0.000262343201488254
314,G165,34,3,26,A,2,9, , ,0,{2DD76B33-0571-4B48-B458-34355C41783F},0.0231323818637204,3.08501569677606e-05
315,G156,34,3,19,A,2,9,G162p, ,0,{E3ACC808-07E2-41DF-9FA0-1E09A930BC58},0.0486239748122134,0.000104133416856463
316,G142,34,3,19,A,2,8,G150, ,0,{9167EB2F-CD6C-40B7-9E73-03EEEFAD168F},0.0915051295924287,0.000205318674581415
317,G158,34,3,26,A,2,26, , ,0,{103155A0-527E-4443-9B39-3794845CE8B4},0.0610487931742628,6.76761589899581e-05
318,E162,32,3,36,A,3,18, , ,0,{B4CCD25E-7F7D-4E88-A542-B946DC6974A9},0.0827942437045986,0.000302868903029047
319,L148,41,3,35,C,1,6,M129p, ,0,{42982070-440C-4102-8983-DDDEF5115E45},0.0606493223066977,0.000183435803426083
320,L115,41,3,35,C,1,4, ,SM,0,{EF469591-1441-4AF4-8BA9-1CD0CAADB998},0.0192215000646242,1.52269711894527e-05
321,L147,41,3,33,C,1,6, , ,0,{01A33897-E300-42F7-AC36-8328C00A2983},0.046426716026982,9.10626045853056e-05
322,F169,33,3,36,A,3,18, , ,0,{BF985EC6-C46E-4997-85DC-589740F37C39},0.0249168152936991,2.15858315348482e-05
323,M150,42,3,19,A,2,9,G140p, ,0,{1AA19B90-D3DE-479E-B8FB-9FFF547C9264},0.0463075946110434,5.83014750188938e-05
324,F170,33,3,36,A,3,19, , ,0,{FF6516F7-C561-42DA-B59D-435478ECA694},0.0298103886834062,2.19356208476447e-05
325,L150,41,3,33,C,1,4,L140p,SM,0,{190E0B15-6E32-4A33-9008-139448B410E7},0.028947912353138,4.36110439396412e-05
326,M163,42,3,35,A,2,8,G104p, ,0,{F663E0A8-78D8-4D24-A85E-E9ED01018F53},0.0592658256811022,0.000149651069681379
327,D101,31,3,19,A,2,26, , ,0,{130B21AF-C307-43D1-B933-A7C0F670697D},0.0877694750806066,0.000232664675238393
328,L159,41,3,33,C,1,6,M155, ,0,{D7885C9D-55B4-43D7-A527-E9489FB06823},0.0294427373669082,5.08190471664416e-05
329,L111,41,3,35,C,1,4, , ,0,{7CC309DB-C94C-4809-8180-1712B54B96AF},0.0526601401441979,0.000121956147078653
330,M140,42,3,35,C,1,4, , ,0,{C2E0F8D9-2BD3-4575-9C9D-3448164A04F5},0.0241184293413867,2.27287758547586e-05
331,F153,33,3,36,A,3,19, , ,0,{37802C6F-8D0C-4E8E-AC6D-B51D90FB0306},0.0652876930117427,0.000130542655139122
