"PRECINCT.x","OBJECTID.x","LEGISDIST","CONGDIST","SENDIST","SCHOOLDIST","COUNDIST","FORMERPREC","precinct","tvotes16","tvotes20","vote_change","longitude_prec_cent","latitude_prec_cent","distance2020","OBJECTID_1","OBJECTID","PRECINCT","VOTE_LOC","VOTE_ADD","GlobalID","longitude2016poll","latitude2016poll","new_poll_long","new_poll_lat","distance2020miles","distance2016miles","poll_dist_change_miles"
"D122",157,31,3,20,"7",20,NA,"D122 - JEF",168,262,94,-85.5739743559933,38.1906752680575,95595.896314591,178,178,"B182","Tully Elementary School-Gym","3300 College Dr","{B42A07B7-B0D6-4CBA-A018-97FBBDAA6948}",-85.571398911,38.196124217,-85.741452,38.199089,9.13456047342733,0.401121425154971,8.73343904827236
"D141",158,31,3,20,"7",11,NA,"D141",161,236,75,-85.5920983597745,38.1885524751115,97111.7311864169,172,172,"D141","Jeffersontown Elementary School","3610 Cedarwood Way","{A063F57D-AF5D-43C5-A9FA-55C921A9D280}",-85.583977411,38.1903656310001,-85.741452,38.199089,8.16212159028975,0.459418978104731,7.70270261218502
"C106",159,30,3,35,"6",2,NA,"C106",409,539,130,-85.649881903961,38.1816713046347,101961.673558417,150,150,"C105","Newburg Community Center","4810 Exeter Ave","{4E0D66F2-59CD-42F6-972F-2CDBD1A9D5A6}",-85.670519567,38.180610852,-85.741452,38.199089,5.1273545370646,1.12593437386298,4.00142016320162
"C133",160,30,3,35,"7",22,NA,"C133",330,424,94,-85.6203017628591,38.1854560020155,99480.4730960492,148,148,"C141","Ninth and O Baptist Church","4401 Breckenridge Ln","{3FFF73B1-0356-4122-A70B-D0FE60408E46}",-85.624905697,38.183482763,-85.741452,38.199089,6.66135910557082,0.285203915300247,6.37615519027057
"V106",161,36,3,20,"7",20,"B171","V106",149,228,79,-85.565015102877,38.1886455800819,94782.5631393624,170,170,"V106","The Jeffersonian","10617 Taylorsville Rd","{6F7C44F8-76FC-47B6-A689-DAFDAD85377E}",-85.558488478,38.1901131000001,-85.741452,38.199089,9.63088371796842,0.369419652784199,9.26146406518422
"C134",162,30,3,35,"6",10,NA,"C134",202,269,67,-85.6356082273691,38.1925798206144,100940.98213128,148,148,"C141","Ninth and O Baptist Church","4401 Breckenridge Ln","{3FFF73B1-0356-4122-A70B-D0FE60408E46}",-85.624905697,38.183482763,-85.741452,38.199089,5.77865800255198,0.85622632208511,4.92243168046687
"K131",163,40,3,33,"4",3,NA,"K131 - SHI",187,269,82,-85.8137971284868,38.1841109513301,116187.426769041,140,140,"K148","Gutermuth Elementary School Gym","1500 Sanders Ln","{3C8F8FE4-C173-43D0-BA95-9B467F6A4BD5}",-85.8075161469999,38.1778589900001,-85.741452,38.199089,4.07130047987075,0.550338823227543,3.52096165664321
"I109",164,37,3,37,"5",15,NA,"I109",132,164,32,-85.7623308754593,38.1927201459837,111880.688998853,202,202,"I109","Suburban Masonic Lodge #740","3901 S 3rd St","{ABADB400-4C6E-41FA-B678-3C76DD06B08A}",-85.7649520109999,38.200017045,-85.741452,38.199089,1.21840093700567,0.52311519241063,0.695285744595037
"O109",165,44,3,33,"4",1,"O107p","O109",369,473,104,-85.8354116171291,38.1876928505016,118119.035565702,186,186,"O109","Crums Lane Elem School Gym","3212 S Crums Ln","{E065163B-546E-4A6B-91E0-96833254C0DA}",-85.839075771,38.192885081,-85.741452,38.199089,5.174541991654,0.409919057911943,4.76462293374206
"O121",166,44,3,33,"4",3,NA,"O121 - SHI",278,390,112,-85.8229036490065,38.1923409358944,117113.730319223,182,182,"K130","Butler High School/Small Gym","2222 Crums Ln","{9075AF3A-D7D8-4765-ABE8-FA4E3289C80C}",-85.815274561,38.193114129,-85.741452,38.199089,4.45787262376249,0.418687403727719,4.03918522003477
"D116",167,31,3,20,"7",11,"D142p","D116",283,445,162,-85.5888066276278,38.1955986526759,96975.6690871628,172,172,"D141","Jeffersontown Elementary School","3610 Cedarwood Way","{A063F57D-AF5D-43C5-A9FA-55C921A9D280}",-85.583977411,38.1903656310001,-85.741452,38.199089,8.31196860028939,0.446512488234908,7.86545611205448
"V105",168,36,4,20,"7",20,"B165","V105",190,274,84,-85.4768263158717,38.1567660953755,86548.0513600786,165,165,"V105","Fisherville Baptist Church/Gym","14910 Taylorsville Rd","{4E90948E-3AF3-4A4E-86D2-38D4B6C1241A}",-85.4661766789999,38.190517986,-85.741452,38.199089,14.7001323783763,2.3990647164297,12.3010676619466
"K117",169,40,3,37,"5",15,"I107p","K117",192,240,48,-85.7638152897406,38.1995761616228,112134.752074988,202,202,"I109","Suburban Masonic Lodge #740","3901 S 3rd St","{ABADB400-4C6E-41FA-B678-3C76DD06B08A}",-85.7649520109999,38.200017045,-85.741452,38.199089,1.21766369893187,0.0689386915475304,1.14872500738434
"K142",170,40,3,35,"5",15,"I127","K142",0,0,0,-85.771889682373,38.2026961510284,112890.462735171,257,257,"K110","South Louisville Govt Center","2911 Taylor Blvd","{54A98C17-220D-4F73-BCA1-EA245165377C}",-85.773573558,38.208034497,-85.741452,38.199089,1.67521933293961,0.379432046031959,1.29578728690765
"C136",171,30,3,19,"2",11,NA,"C136",120,196,76,-85.6229981006181,38.2039291664695,100093.04339732,204,204,"C136","Hunsinger Lane Baptist Church","3400 Summerfield Dr","{692E07ED-6607-433D-A99D-489A66CDA34E}",-85.615462227,38.2021661110001,-85.741452,38.199089,6.45571160147161,0.427792346003429,6.02791925546818
"K116",172,40,3,35,"5",15,NA,"K116",37,33,-4,-85.7766408948227,38.2039549636873,113324.358980015,257,257,"K110","South Louisville Govt Center","2911 Taylor Blvd","{54A98C17-220D-4F73-BCA1-EA245165377C}",-85.773573558,38.208034497,-85.741452,38.199089,1.94440478874395,0.327168813231945,1.617235975512
"C103",173,30,3,35,"2",10,NA,"C103",205,246,41,-85.6659489704233,38.1963400382042,103630.516901768,189,189,"C102","Minor Daniels Academy Cafeteria","1960 Bashford Manor Ln","{BC780829-2A6F-499E-9B6C-FE9D5E4D202E}",-85.673072142,38.1977966380001,-85.741452,38.199089,4.11397792555901,0.400520288684188,3.71345763687483
"O112",174,44,3,37,"4",1,"O140p","O112",146,193,47,-85.877699579623,38.1848415008613,121739.40140636,142,142,"O112","Farnsley Middle School-Gym","3400 Lees Ln","{F9DCE91A-86F2-4320-844F-A7FCFCA64978}",-85.858453479,38.184356823,-85.741452,38.199089,7.48131522556407,1.04828034491261,6.43303488065146
"C137",175,30,3,19,"2",10,NA,"C137",196,287,91,-85.6445148285392,38.1998655317179,101856.717734315,209,209,"C123","Newcomer Academy @ Myers Bldg","3741 Pulliam Dr","{90C23854-BA1A-4CB6-99E3-05438E8FBE03}",-85.643389685,38.204235483,-85.741452,38.199089,5.27640470679563,0.307563904208262,4.96884080258736
"D113",176,31,3,35,"7",26,NA,"D113",169,267,98,-85.6202999703927,38.1978893153101,99732.2425897755,204,204,"C136","Hunsinger Lane Baptist Church","3400 Summerfield Dr","{692E07ED-6607-433D-A99D-489A66CDA34E}",-85.615462227,38.2021661110001,-85.741452,38.199089,6.59471635971134,0.395404810798623,6.19931154891272
"H121",177,35,3,19,"6",10,NA,"H121",117,180,63,-85.7115300559132,38.1950833188872,107536.655390566,187,187,"H120","Camp Taylor Elem School Gym","1446 Belmar Dr","{27FED6CC-F784-4F9B-A537-3A51188824F9}",-85.7190552759999,38.19646414,-85.741452,38.199089,1.65192377016169,0.420532585594458,1.23139118456723
"J130",178,38,3,35,"5",15,NA,"J130",85,73,-12,-85.7790766308972,38.199471238979,113450.735771844,196,196,"J130","VFW Hall #6182","992 Longfield Ave","{42D0689A-6864-4BFC-84CC-91AF9A990138}",-85.777202163,38.1984004970001,-85.741452,38.199089,2.0480228750211,0.12594902258116,1.92207385243994
"C102",179,30,3,35,"2",10,NA,"C102",203,237,34,-85.6766135149329,38.1991222953303,104605.0978335,189,189,"C102","Minor Daniels Academy Cafeteria","1960 Bashford Manor Ln","{BC780829-2A6F-499E-9B6C-FE9D5E4D202E}",-85.673072142,38.1977966380001,-85.741452,38.199089,3.52907225211158,0.213340505244486,3.31573174686709
"C135",180,30,3,35,"2",26,NA,"C135",181,298,117,-85.6282295976062,38.1996512772773,100451.312662223,204,204,"C136","Hunsinger Lane Baptist Church","3400 Summerfield Dr","{692E07ED-6607-433D-A99D-489A66CDA34E}",-85.615462227,38.2021661110001,-85.741452,38.199089,6.16264250378095,0.716214716360006,5.44642778742095
"K130",181,40,3,33,"4",3,NA,"K130 - SHI",231,309,78,-85.8139375032816,38.1980874431877,116438.282653658,546,547,"M173","St Stephen United Church of Christ","1875 Farnsley Rd","{93DC415C-726E-4AD0-A350-E2021EDEE0A6}",-85.8112925839999,38.2024937310001,-85.741452,38.199089,3.94592103952808,0.336282847254884,3.6096381922732
"O119",182,44,3,33,"4",3,NA,"O119 - SHI",393,459,66,-85.8219832091455,38.1985916787333,117142.920745477,182,182,"K130","Butler High School/Small Gym","2222 Crums Ln","{9075AF3A-D7D8-4765-ABE8-FA4E3289C80C}",-85.815274561,38.193114129,-85.741452,38.199089,4.38335543183154,0.525426757837928,3.85792867399361
"V112",183,36,3,20,"7",20,"F111","V112",4,6,2,-85.498393408473,38.1990423901244,89298.3327327126,165,165,"V105","Fisherville Baptist Church/Gym","14910 Taylorsville Rd","{4E90948E-3AF3-4A4E-86D2-38D4B6C1241A}",-85.4661766789999,38.190517986,-85.741452,38.199089,13.2293562084057,1.84955534243989,11.3798008659658
"H120",184,35,3,19,"6",10,NA,"H120",320,430,110,-85.7227405796364,38.1973139525867,108546.622656853,187,187,"H120","Camp Taylor Elem School Gym","1446 Belmar Dr","{27FED6CC-F784-4F9B-A537-3A51188824F9}",-85.7190552759999,38.19646414,-85.741452,38.199089,1.02578233383218,0.208980330966893,0.816802002865284
"V107",185,36,4,20,"7",20,"B174","V107",90,171,81,-85.4418512989741,38.1843756760904,84112.8352445854,165,165,"V105","Fisherville Baptist Church/Gym","14910 Taylorsville Rd","{4E90948E-3AF3-4A4E-86D2-38D4B6C1241A}",-85.4661766789999,38.190517986,-85.741452,38.199089,16.3400437446028,1.39032627498429,14.9497174696185
"H114",186,35,3,19,"6",21,NA,"H114",2,4,2,-85.7397149959659,38.1973834616162,110012.935429489,220,220,"H115","Audubon Trad Elem School Gym","1051 Hess Ln","{B07BE3B1-F733-4E7F-84F1-9D63A5AE0763}",-85.731275179,38.2081227100001,-85.741452,38.199089,0.150918962828568,0.871579787757567,-0.720660824928999
"C138",187,30,3,19,"2",26,NA,"C138",156,232,76,-85.6304143442512,38.2067592626317,100791.593523006,218,218,"D131","Klondike Elementary School Gym","3807 Klondike Ln","{DDD45008-B26E-4167-801C-D0D8458E442A}",-85.637253867,38.2090306360001,-85.741452,38.199089,6.06642623151206,0.403846144796486,5.66258008671557
"D132",188,31,3,19,"2",11,NA,"D132",439,587,148,-85.6080486068368,38.2043134260878,98817.6312951999,204,204,"C136","Hunsinger Lane Baptist Church","3400 Summerfield Dr","{692E07ED-6607-433D-A99D-489A66CDA34E}",-85.615462227,38.2021661110001,-85.741452,38.199089,7.26964511233554,0.429813744660313,6.83983136767522
"O117",189,44,3,33,"4",3,NA,"O117 - SHI",336,459,123,-85.8222069256772,38.2045006545617,117268.83824689,553,554,"M149","New Birth Ministry Center","3301 Linda Ln","{DF6249D5-B154-4475-BD2F-0A6414F5A524}",-85.823035857,38.2117799960001,-85.741452,38.199089,4.41104068181565,0.504096566089138,3.90694411572652
"D120",190,31,3,20,"7",11,NA,"D120 - JEF",291,382,91,-85.5814709763726,38.2017099052659,96478.8208828104,191,191,"V115","Jeffersontown High School Old Gym","9600 Old Six Mile Ln","{E8E7A3B2-870E-44BB-BB7A-31E3C16FF717}",-85.581033479,38.2011882950001,-85.741452,38.199089,8.7092731131712,0.0431429732902424,8.66613013988095
"K140",191,40,3,35,"5",15,"I103","K140",81,114,33,-85.7682643747259,38.2040496954816,112603.352215131,202,202,"I109","Suburban Masonic Lodge #740","3901 S 3rd St","{ABADB400-4C6E-41FA-B678-3C76DD06B08A}",-85.7649520109999,38.200017045,-85.741452,38.199089,1.49888615552674,0.331456863326515,1.16742929220023
"K125",192,40,3,35,"5",3,NA,"K125",77,74,-3,-85.7908952850568,38.2020150780776,114518.547366736,175,175,"J101","Most Blessed Sacrament Pioneer","3509 Taylor Blvd","{D7A58450-46DE-4979-8A2E-0AF1C04D216B}",-85.782280478,38.1957523350001,-85.741452,38.199089,2.69863538430764,0.637532249154573,2.06110313515307
"H115",193,35,3,19,"6",21,NA,"H115",154,184,30,-85.7343137833765,38.2067247906775,109728.370377645,220,220,"H115","Audubon Trad Elem School Gym","1051 Hess Ln","{B07BE3B1-F733-4E7F-84F1-9D63A5AE0763}",-85.731275179,38.2081227100001,-85.741452,38.199089,0.654449522796146,0.191423866510475,0.463025656285671
"C126",194,30,3,35,"2",10,NA,"C126",248,269,21,-85.6733157629129,38.2060305023364,104463.052037128,214,214,"C125","Uspiritus","3121 Brooklawn Campus Dr","{E49BB325-37C9-4AF4-98CF-338512D6BA30}",-85.674445443,38.2085113740001,-85.741452,38.199089,3.73916671601567,0.181821433795845,3.55734528221982
"D114",195,31,3,19,"2",11,NA,"D114",213,290,77,-85.6157768593803,38.2071822946691,99544.3836959681,204,204,"C136","Hunsinger Lane Baptist Church","3400 Summerfield Dr","{692E07ED-6607-433D-A99D-489A66CDA34E}",-85.615462227,38.2021661110001,-85.741452,38.199089,6.86269170042189,0.346401727092682,6.51628997332921
"O105",196,44,3,33,"4",1,NA,"O105",340,493,153,-85.8415707122092,38.1988977309802,118842.337678873,186,186,"O109","Crums Lane Elem School Gym","3212 S Crums Ln","{E065163B-546E-4A6B-91E0-96833254C0DA}",-85.839075771,38.192885081,-85.741452,38.199089,5.44935098334749,0.436375474077472,5.01297550927002
"H117",197,35,3,19,"6",10,NA,"H117 - APK",319,431,112,-85.7270130113068,38.2050771912312,109066.479506489,220,220,"H115","Audubon Trad Elem School Gym","1051 Hess Ln","{B07BE3B1-F733-4E7F-84F1-9D63A5AE0763}",-85.731275179,38.2081227100001,-85.741452,38.199089,0.887786882102249,0.312936788222001,0.574850093880248
"D139",198,31,3,19,"2",11,NA,"D139",248,416,168,-85.5988017909228,38.2042609269542,98022.7812948509,224,224,"D117","Christ Lutheran Church","9212 Taylorsville Rd","{EBBAA800-4C80-438E-B1F7-E71B4AAAF9CC}",-85.5866571559999,38.210558484,-85.741452,38.199089,7.77217600240546,0.790891788506362,6.9812842138991
"H118",199,35,3,19,"6",10,NA,"H118",233,292,59,-85.7163992988379,38.2057219694624,108165.020106487,208,208,"H118","Holy Family Cath Ch Saffin Ctr","3926 Poplar Level Rd","{0CD27EDF-FBE2-4497-A243-AF41B3BFA0EB}",-85.711123888,38.2024412420001,-85.741452,38.199089,1.43822612439664,0.365563817977814,1.07266230641883
"C129",200,30,3,19,"2",26,"G155p","C129",349,414,65,-85.6583448433795,38.2063745363508,103183.007010314,216,216,"C122","Seneca High School Gym","3510 Goldsmith Ln","{BE274120-1757-4E5C-A955-7B6DC9F21A12}",-85.654364948,38.208481428,-85.741452,38.199089,4.55101322367858,0.260827250866138,4.29018597281244
"H113",201,35,3,19,"2",10,NA,"H113",137,184,47,-85.6975109386568,38.2075412222903,106576.040495961,199,199,"H112","Cyril Allgeier Community Center","4101 Cadillac Ct","{51EBE69D-EC2E-42AA-93A6-0CA2A94A9273}",-85.701874049,38.2009568440001,-85.741452,38.199089,2.46154397289172,0.512475781631096,1.94906819126063
"K111",202,40,3,35,"5",6,NA,"K111",111,126,15,-85.7724989911915,38.2091445931815,113067.148302996,257,257,"K110","South Louisville Govt Center","2911 Taylor Blvd","{54A98C17-220D-4F73-BCA1-EA245165377C}",-85.773573558,38.208034497,-85.741452,38.199089,1.82652981275223,0.0963443210348482,1.73018549171738
"K149",203,40,3,35,"6",21,"I139","K149",1,1,0,-85.7505706814928,38.186225071383,110748.472312617,159,159,"I112","Beechmont Community Center","205 W Wellington Ave","{E5943342-6E9A-46C7-9C6E-318C422BBB7D}",-85.764590916,38.183960004,-85.741452,38.199089,1.01665855924326,0.779073426499688,0.237585132743569
"K114",204,40,3,35,"5",6,NA,"K114",205,300,95,-85.780733483294,38.2088791396262,113771.946859933,212,212,"K111","Frayser Elementary School Cafe","1230 Larchmont Ave","{CA7C4E9C-2FB2-4B7E-AF85-7D31679599E5}",-85.779937573,38.208499773,-85.741452,38.199089,2.24199898805664,0.0506044484185291,2.19139453963811
"K134",205,40,3,19,"6",15,NA,"K134",171,223,52,-85.7436345650905,38.2095951090808,110588.81253421,213,213,"K140","Churchill Park School","435 Boxley Ave","{7EEE230E-5D19-4F57-81C9-918B620FA8D1}",-85.752383322,38.205868541,-85.741452,38.199089,0.734302972763848,0.541074379663751,0.193228593100098
"D117",206,31,3,19,"2",11,NA,"D117 - JEF",205,300,95,-85.5921160071916,38.2082441277308,97539.0161933237,224,224,"D117","Christ Lutheran Church","9212 Taylorsville Rd","{EBBAA800-4C80-438E-B1F7-E71B4AAAF9CC}",-85.5866571559999,38.210558484,-85.741452,38.199089,8.15214172032719,0.337246096018154,7.81489562430904
"H116",207,35,3,19,"6",10,NA,"H116",204,310,106,-85.7291337765253,38.2109417592894,109367.590077261,220,220,"H115","Audubon Trad Elem School Gym","1051 Hess Ln","{B07BE3B1-F733-4E7F-84F1-9D63A5AE0763}",-85.731275179,38.2081227100001,-85.741452,38.199089,1.05725009869494,0.226685979584077,0.830564119110865
"C122",208,30,3,19,"2",26,NA,"C122",156,276,120,-85.6513815891181,38.2106505384788,102677.076665113,216,216,"C122","Seneca High School Gym","3510 Goldsmith Ln","{BE274120-1757-4E5C-A955-7B6DC9F21A12}",-85.654364948,38.208481428,-85.741452,38.199089,4.9664610775884,0.220777277456657,4.74568380013174
"E166",209,32,3,20,"7",11,NA,"E166 - JEF",144,160,16,-85.5788167241857,38.211695629013,96479.8792116788,226,226,"E166","Community of Christ Church","2401 Merriwood Dr","{764C4AA2-87ED-48C8-890F-906D2D9E0B49}",-85.58322237,38.2112775480001,-85.741452,38.199089,8.89386296640509,0.241480660863284,8.65238230554181
"G121",210,34,3,19,"2",8,NA,"G121",288,342,54,-85.6903012953274,38.2105710894905,106019.293608373,233,233,"G119","Atherton High School Gym Hallway","3000 Dundee Rd","{EDE78ABD-F8F3-45DF-87F8-5C1F7F818ABA}",-85.687764599,38.21409097,-85.741452,38.199089,2.89430119148472,0.279277296769477,2.61502389471524
"K123",211,40,3,33,"4",3,NA,"K123 - SHI",380,489,109,-85.8056916083037,38.2040832973609,115834.692761872,546,547,"M173","St Stephen United Church of Christ","1875 Farnsley Rd","{93DC415C-726E-4AD0-A350-E2021EDEE0A6}",-85.8112925839999,38.2024937310001,-85.741452,38.199089,3.51328472717744,0.323952407429291,3.18933231974815
"M173",212,42,3,33,"4",3,"O116","M173 - SHI",356,446,90,-85.8158030515382,38.2096122873977,116811.242805395,553,554,"M149","New Birth Ministry Center","3301 Linda Ln","{DF6249D5-B154-4475-BD2F-0A6414F5A524}",-85.823035857,38.2117799960001,-85.741452,38.199089,4.11111588236266,0.421049063112336,3.69006681925033
"D131",213,31,3,19,"2",26,NA,"D131",147,201,54,-85.6333019484457,38.2107056739179,101126.50718591,217,217,"D130","St Michael Orthodox Church","3707 St Michael Church Dr","{85656864-BCFC-4ADC-A7C0-B112E1D2CFE7}",-85.6373298999999,38.211653373,-85.741452,38.199089,5.94027855517874,0.228738161921045,5.71154039325769
"G119",214,34,3,19,"2",8,NA,"G119",266,298,32,-85.6942206974738,38.2154766959459,106461.046768802,233,233,"G119","Atherton High School Gym Hallway","3000 Dundee Rd","{EDE78ABD-F8F3-45DF-87F8-5C1F7F818ABA}",-85.687764599,38.21409097,-85.741452,38.199089,2.80798556497134,0.364090220825381,2.44389534414596
"D115",215,31,3,19,"2",11,NA,"D115",267,400,133,-85.6074413700583,38.2148483392853,99004.1833107851,248,248,"D115","Jeffersontown Fire Dept 2","4318 Taylorsville Rd","{C72A566D-5525-4199-9A04-3D51E69B7248}",-85.610219291,38.218674693,-85.741452,38.199089,7.37378687786032,0.304138454302893,7.06964842355743
"G122",216,34,3,19,"2",8,NA,"G122",234,280,46,-85.6837111068148,38.2165596209924,105582.174910347,233,233,"G119","Atherton High School Gym Hallway","3000 Dundee Rd","{EDE78ABD-F8F3-45DF-87F8-5C1F7F818ABA}",-85.687764599,38.21409097,-85.741452,38.199089,3.36549895709782,0.278650060629871,3.08684889646795
"G129",217,34,3,19,"2",26,NA,"G129",80,79,-1,-85.66695278149,38.215003932291,104109.484348773,242,242,"G126","Farmington Visitors Center","3033 Bardstown Rd","{36FC3EAC-725E-4854-9308-5921EEC518DD}",-85.668153847,38.214602719,-85.741452,38.199089,4.20041730990651,0.0709752837618122,4.12944202614469
"V115",218,36,3,20,"7",11,"F149","V115 - JEF",177,260,83,-85.5671460723928,38.2099095046562,95438.9629537306,226,226,"E166","Community of Christ Church","2401 Merriwood Dr","{764C4AA2-87ED-48C8-890F-906D2D9E0B49}",-85.58322237,38.2112775480001,-85.741452,38.199089,9.5158474428742,0.879947391727529,8.63590005114667
"K135",219,40,3,35,"1",15,"K112p","K135",5,9,4,-85.7592996570174,38.2085919405842,111918.52979104,213,213,"K140","Churchill Park School","435 Boxley Ave","{7EEE230E-5D19-4F57-81C9-918B620FA8D1}",-85.752383322,38.205868541,-85.741452,38.199089,1.17181252878747,0.42067134941687,0.751141179370601
"G154",220,34,3,19,"2",26,"D130p/G165p","G154",228,287,59,-85.6485514579688,38.2159680880912,102552.46106651,229,229,"G154","Bon Air Library","2816 Del Rio Pl","{C3686709-BA47-4E75-83EA-0739C9358154}",-85.655179398,38.2151819760001,-85.741452,38.199089,5.1881742207915,0.364721340167595,4.8234528806239
"D130",221,31,3,19,"2",26,NA,"D130",206,337,131,-85.6413125411377,38.2170334484824,101956.10548359,217,217,"D130","St Michael Orthodox Church","3707 St Michael Church Dr","{85656864-BCFC-4ADC-A7C0-B112E1D2CFE7}",-85.6373298999999,38.211653373,-85.741452,38.199089,5.58856185378089,0.429730087390742,5.15883176639015
"G123",222,34,3,19,"2",8,NA,"G123 - SMM",119,149,30,-85.6836071930509,38.2190258473973,105627.726204676,265,265,"G161","Immanuel United Church of Christ","2300 Taylorsville Rd","{ABFE772A-4B80-4BF7-952F-C9C947681389}",-85.681421733,38.223412744,-85.741452,38.199089,3.43521467173827,0.32510453160784,3.11011014013043
"K113",223,40,3,35,"1",6,NA,"K113",96,122,26,-85.7808445260219,38.2133944966546,113870.29593621,212,212,"K111","Frayser Elementary School Cafe","1230 Larchmont Ave","{CA7C4E9C-2FB2-4B7E-AF85-7D31679599E5}",-85.779937573,38.208499773,-85.741452,38.199089,2.36002919888772,0.341189990752305,2.01883920813541
"D109",224,31,3,19,"2",11,NA,"D109",110,145,35,-85.6227171261467,38.2170283292599,100362.956000063,274,274,"E158","Greathouse/Shryock Elem Sch Gym","2700 Browns Ln","{DF044C25-D1D1-4BA3-A8A7-F4903FBF8F6F}",-85.622623332,38.2261844160001,-85.741452,38.199089,6.57918371339471,0.631539729400938,5.94764398399377
"K122",225,40,3,35,"1",3,NA,"K122 - SHI",289,413,124,-85.7929764452885,38.2093935981984,114837.745388266,212,212,"K111","Frayser Elementary School Cafe","1230 Larchmont Ave","{CA7C4E9C-2FB2-4B7E-AF85-7D31679599E5}",-85.779937573,38.208499773,-85.741452,38.199089,2.89287584573941,0.712265764708414,2.180610081031
"G151",226,34,3,19,"2",8,NA,"G151",165,218,53,-85.6594756575178,38.2205150731185,103592.155853217,229,229,"G154","Bon Air Library","2816 Del Rio Pl","{C3686709-BA47-4E75-83EA-0739C9358154}",-85.655179398,38.2151819760001,-85.741452,38.199089,4.69960698328799,0.435840845771999,4.26376613751599
"H111",227,35,3,19,"6",10,NA,"H111",148,235,87,-85.7195293784757,38.2159839194605,108646.636084937,230,230,"H110","Audubon Park United Methodist Ch","3200 Poplar Level Rd","{49F39105-25BE-4477-A2C5-DEFC9573165C}",-85.719611949,38.211108815,-85.741452,38.199089,1.66773166459542,0.336278187849844,1.33145347674558
"K129",228,40,3,19,"6",15,NA,"K129",267,332,65,-85.7473036713329,38.2190356319734,111098.893651825,261,261,"H105","Shelby Traditional Academy-Gym","735 Ziegler St","{105FFE76-5807-4F42-82C6-52EA47FF7B13}",-85.744974858,38.2231831620001,-85.741452,38.199089,1.41214434447671,0.312874819495577,1.09926952498113
"G147",229,34,3,19,"2",8,NA,"G147",346,422,76,-85.6757603049564,38.2212617317543,105004.894464435,246,246,"G148","Hawthorne Elementary School","2301 Clarendon Ave","{BDAE31C4-7E0E-4243-8B4E-B5F8A0729E32}",-85.671561007,38.2186614660001,-85.741452,38.199089,3.88833987682143,0.290475829886888,3.59786404693454
"M171",230,42,3,33,"1",3,"K121","M171",365,493,128,-85.8046606159305,38.2173138779365,116000.198093021,289,289,"M105","H. Temple Spears Retirement Comm","1515 Cypress St","{E15E2F95-4F9B-4677-8B02-3186E2115FD5}",-85.7984508069999,38.229468813,-85.741452,38.199089,3.66240578813856,0.903883882361866,2.7585219057767
"H110",231,35,3,19,"6",10,NA,"H110",291,382,91,-85.7302079111651,38.2168607837003,109583.190138917,220,220,"H115","Audubon Trad Elem School Gym","1051 Hess Ln","{B07BE3B1-F733-4E7F-84F1-9D63A5AE0763}",-85.731275179,38.2081227100001,-85.741452,38.199089,1.37001806782722,0.605478731142723,0.764539336684497
"G117",232,34,3,19,"2",8,NA,"G117",553,688,135,-85.7002429995429,38.2191132758692,107057.371934597,250,250,"G116","Highland Middle School Gym","1700 Norris Pl","{0F2320A8-0C46-46B1-B242-A3CA7B4A693F}",-85.7062222339999,38.223418779,-85.741452,38.199089,2.63380960274541,0.440493309575084,2.19331629317032
"G120",233,34,3,19,"2",8,NA,"G120",281,348,67,-85.6882721504635,38.2211573032148,106075.435289407,270,270,"G146","St Paul United Methodist Church","2000 Douglass Blvd","{65290F44-16B0-4CC2-B140-7A2635CC5B31}",-85.692967343,38.2247337480001,-85.741452,38.199089,3.26993176724983,0.355125572668399,2.91480619458143
"K110",234,40,3,35,"1",6,NA,"K110",156,196,40,-85.7732237633274,38.2167905907167,113282.369051358,254,254,"M169","McFerran Preparatory Academy","1900 S 7th St","{4040A8C1-9C75-4731-892B-29F58B6E7B0E}",-85.775993597,38.2217804860001,-85.741452,38.199089,2.11669234552263,0.375720244215203,1.74097210130743
"E159",235,32,3,36,"2",18,NA,"E159",123,174,51,-85.6151964062153,38.2218727577068,99833.6514596399,248,248,"D115","Jeffersontown Fire Dept 2","4318 Taylorsville Rd","{C72A566D-5525-4199-9A04-3D51E69B7248}",-85.610219291,38.218674693,-85.741452,38.199089,7.04826737262573,0.349282211803794,6.69898516082194
"M145",236,42,3,19,"6",10,NA,"M145",39,30,-9,-85.7417057323328,38.2237760699037,110719.12250415,261,261,"H105","Shelby Traditional Academy-Gym","735 Ziegler St","{105FFE76-5807-4F42-82C6-52EA47FF7B13}",-85.744974858,38.2231831620001,-85.741452,38.199089,1.70278442409222,0.182515180736079,1.52026924335614
"M148",237,42,3,33,"1",3,NA,"M148",272,316,44,-85.8041674272335,38.2219422658964,116051.044865358,289,289,"M105","H. Temple Spears Retirement Comm","1515 Cypress St","{E15E2F95-4F9B-4677-8B02-3186E2115FD5}",-85.7984508069999,38.229468813,-85.741452,38.199089,3.759389364941,0.605172937194483,3.15421642774652
"D129",238,31,3,19,"2",26,"D101p","D129",132,174,42,-85.6466005854102,38.2257240260613,102611.200926466,273,273,"D129","Jewish Community Center","3600 Dutchmans Ln","{143DD156-5272-41D5-A50B-58189AB15237}",-85.6499045209999,38.225651074,-85.741452,38.199089,5.47886635980909,0.179833780820002,5.29903257898909
