"PRECINCT","OBJECTID.x","LEGISDIST","CONGDIST","SENDIST","SCHOOLDIST","COUNDIST","FORMERPREC","precinct","tvotes16","tvotes20","vote_change","longitude_prec_cent","latitude_prec_cent","distance2020","OBJECTID_1","OBJECTID","PRECINCT.y","VOTE_LOC","VOTE_ADD","GlobalID","longitude2016poll","latitude2016poll","new_poll_long","new_poll_lat","distance2020miles","distance2016miles","poll_dist_change_miles","total_pop_sum","white_sum","over65sum","white_pct","nonwhite_pct","over65pct","turnout_pct_chg","tvotes16B","dist_chgXage65over","dist_chgXnonwhite","dist_chg_squared","color_nonwhite","color65"
"N115",378,43,3,33,"1",5,NA,"N115",128,119,-9,-85.7973259620927,38.2670298476174,116491.091191915,420,420,"N115","Atkinson Elem School Cafeteria","2811 Duncan St","{80738900-3755-41A4-99DD-94512951A499}",-85.797839988,38.2650007490001,-85.741452,38.199089,5.58562275250665,0.142717337291767,5.44290541521489,2011.01538392676,1448.00841026315,196.70550331911,72.0038455118988,27.9961544881012,9.78140221558214,-7.03125,128,53.239247087587,152.380420868479,29.6252193589756,"#00BAFF","#DDDBFB"
"F179",379,33,3,36,"3",7,"E172","F179 - LYN",201,262,61,-85.5929856247458,38.2700741989322,99250.7932407259,405,405,"F179","Westport Middle School/Gym Lobby","8100 Westport Rd","{56001E2B-3972-4D74-B9FA-3AABF1A8B248}",-85.599851528,38.2756457150001,-85.741452,38.199089,9.44497610081496,0.535767172802867,8.9092089280121,1631.73543641541,1370.339445451,166.77946457617,83.9804918658479,16.0195081341521,10.22098686185,30.3482587064677,201,91.0609074026886,142.72114489115,79.3740037229705,"#9FDDF3","#B1AAFB"
"E175",380,32,3,36,"3",7,NA,"E175 - GRD",138,180,42,-85.6091509853963,38.2702593625002,100618.675234867,421,421,"E155","Episcopal Church Home","7504 Westport Rd","{792DD6F8-61A8-45ED-9557-D69D5FA119BD}",-85.612166728,38.27021875,-85.741452,38.199089,8.71205507323955,0.164006918621156,8.54804815461839,1229.66444442613,854.020307274171,273.962678873028,69.4514923274646,30.5485076725354,22.279466574386,30.4347826086957,138,190.445953137063,261.130114636562,73.0691272536749,"#00BAFF","#7D76C7"
"E154",381,32,3,36,"3",7,NA,"E154",215,284,69,-85.6224501557419,38.2713628404622,101773.015406128,424,424,"N143","Sojourn Community Church - East","2501 Rudy Ln","{A1938DD2-C2A3-42FA-95A8-B608A42832D3}",-85.630773948,38.2722267830001,-85.741452,38.199089,8.17073864928961,0.456507880216649,7.71423076907296,788.93188742754,730.924601781853,216.480290529842,92.6473645481829,7.35263545181711,27.4396679839773,32.093023255814,215,211.675931055144,56.7199266361842,59.509356358512,"#9FDDF3","#7D76C7"
"F183",382,33,3,36,"3A",17,"S148","F183",55,99,44,-85.529078796093,38.2794632082617,94185.4350243718,408,408,"F155","Anchorage Presbyterian Church","11403 Park Rd","{259A184B-6243-4418-83FC-FB993659EF27}",-85.542502336,38.267177544,-85.741452,38.199089,12.8140449599802,1.11838496464962,11.6956599953306,764.12641389862,705.631570042225,107.819516030816,92.3448734669503,7.6551265330497,14.1101673845711,80,55,165.027720207147,89.5317571517832,136.788462726377,"#9FDDF3","#B1AAFB"
"N142",383,43,3,26,"3",7,"E149","N142 - WDH",246,448,202,-85.6406248756456,38.271688195855,103316.699181587,428,428,"N141","Christ Church United Methodist","4614 Brownsboro Rd","{70E460D0-C4B7-4059-A184-2303E87A681C}",-85.6442144219999,38.2740967550001,-85.741452,38.199089,7.4270246595577,0.256304243407042,7.17072041615066,1230.39192999267,1155.24315346278,375.803638780295,93.8922895462801,6.10771045371995,30.5434089430783,82.1138211382114,246,219.01824608697,43.7966840464264,51.4192312865999,"#9FDDF3","#635E99"
"F182",384,33,3,36,"3",7,"S133","F182",312,415,103,-85.5772530246855,38.2742138420289,98053.7221977616,380,380,"F151","Bowen Elementary School Gym","1601 Roosevelt Ave","{3094CD8A-6C4F-4EDF-ADFB-C0410AAFCB66}",-85.581608091,38.26990405,-85.741452,38.199089,10.3266084749566,0.380052064974473,9.9465564099821,2052.30963890955,1749.76930447074,292.537888950434,85.2585434135782,14.7414565864218,14.2540815189012,33.0128205128205,312,141.779025900234,146.626729502147,98.933984416956,"#9FDDF3","#B1AAFB"
"N143",385,43,3,26,"3",7,"E150","N143",292,403,111,-85.6351100735361,38.2677415954905,102736.681770907,424,424,"N143","Sojourn Community Church - East","2501 Rudy Ln","{A1938DD2-C2A3-42FA-95A8-B608A42832D3}",-85.630773948,38.2722267830001,-85.741452,38.199089,7.47607896262105,0.388966033903798,7.08711292871726,1389.25727973287,1303.60354624211,328.536999959569,93.8345665169212,6.16543348307879,23.6483914644478,38.013698630137,292,167.598820891055,43.695123349074,50.2271696643913,"#9FDDF3","#7D76C7"
"N126",386,43,3,26,"2",7,NA,"N126 - INH",122,162,40,-85.6626617425344,38.2740816553498,105247.693231805,417,417,"L134","Broadway Baptist Church","4000 Brownsboro Rd","{156A0162-1B34-4FF3-83CC-BD06436E1471}",-85.661995377,38.2659798930001,-85.741452,38.199089,6.71760182690227,0.559977758552364,6.15762406834991,658.57153193151,643.549323997553,129.796800974628,97.7189709537097,2.28102904629026,19.7088387033599,32.7868852459016,122,121.359619559035,14.0457193560421,37.9163341671221,"#9FDDF3","#B1AAFB"
"N141",387,43,3,26,"3",7,"E147","N141 - INH",137,193,56,-85.65155794429,38.2767212469231,104386.648384155,428,428,"N141","Christ Church United Methodist","4614 Brownsboro Rd","{70E460D0-C4B7-4059-A184-2303E87A681C}",-85.6442144219999,38.2740967550001,-85.741452,38.199089,7.25155145213515,0.43839833403565,6.8131531180995,382.834607006607,372.379752256152,73.9374466557578,97.2690936088036,2.73090639119641,19.3131564656279,40.8759124087591,137,131.583492194136,18.6060833944177,46.4190554106689,"#9FDDF3","#B1AAFB"
"E171",388,32,3,36,"3",7,NA,"E171",169,230,61,-85.6143196019218,38.2765446169311,101242.59312929,421,421,"E155","Episcopal Church Home","7504 Westport Rd","{792DD6F8-61A8-45ED-9557-D69D5FA119BD}",-85.612166728,38.27021875,-85.741452,38.199089,8.73906435701601,0.451745358466567,8.28731899854944,997.299131696378,932.982823258946,304.877050352869,93.5509511245606,6.44904887543936,30.5702713121069,36.094674556213,169,253.345590235635,53.4453252680025,68.6796561837185,"#9FDDF3","#635E99"
"S146",389,48,3,36,"3",17,NA,"S146",177,268,91,-85.5796978520331,38.282033213866,98504.5957664484,449,449,"S146","Zachary Taylor Elem Sch Gym","9620 Westport Rd","{55532268-3153-4B33-AB54-8A854B09A4B2}",-85.572598351,38.2863670190001,-85.741452,38.199089,10.4953406183673,0.488181563780902,10.0071590545864,1226.02822539336,1056.3672994362,202.89179904587,86.1617438780641,13.8382561219359,16.5487053922249,51.4124293785311,177,165.605527007486,138.481630050317,100.143232343791,"#9FDDF3","#B1AAFB"
"N101",390,43,3,33,"1",5,NA,"N101",356,387,31,-85.8205811198414,38.2702179119078,118553.552475772,432,432,"N103","Shawnee Clubhouse Meeting Room","460 Northwestern Pkwy","{08071DC6-59E8-4091-9D15-2F56AE3CDA0F}",-85.820168711,38.271084763,-85.741452,38.199089,6.52684311857869,0.0638565294400987,6.4629865891386,2876.15810020613,899.008077294233,427.274510558371,31.2572551985165,68.7427448014835,14.8557379557038,8.70786516853933,356,96.0124351794708,444.283437752565,41.7701956513854,"#04448B","#B1AAFB"
"V129",391,36,4,36,"7",19,"S158","V129",152,359,207,-85.4685579874818,38.2709772106603,88852.0166520888,451,451,"V128","Stopher Elementary School","14417 Aiken Rd","{F901AC12-171A-434E-B0B4-384EB5548554}",-85.488826891,38.2684233780001,-85.741452,38.199089,15.6520633658541,1.11613033078404,14.53593303507,2557.77365278076,2225.57932903766,259.439935798364,87.0123643121451,12.9876356878549,10.1431936917602,136.184210526316,152,147.440784265171,188.787402642544,211.293349200039,"#9FDDF3","#B1AAFB"
"V127",392,36,3,36,"7",19,"S154","V127",226,363,137,-85.5020724468106,38.2708917818275,91646.4390659685,451,451,"V128","Stopher Elementary School","14417 Aiken Rd","{F901AC12-171A-434E-B0B4-384EB5548554}",-85.488826891,38.2684233780001,-85.741452,38.199089,13.9326035088709,0.740090696364734,13.1925128125061,3485.89284084772,2822.65187864472,383.619991567658,80.9735699723428,19.0264300276572,11.0049278357727,60.6194690265487,226,145.182651474136,251.006421916118,174.042394308138,"#9FDDF3","#B1AAFB"
"E183",393,32,3,36,"3",7,"S145p","E183",182,220,38,-85.6299762305856,38.2809440276922,102693.817793488,443,443,"E154","Thomas Jefferson Unitarian Church","4936 Brownsboro Rd","{83CC422B-E882-41F0-A3E1-12E2A18FD6B4}",-85.628805577,38.2817009770001,-85.741452,38.199089,8.28539559907301,0.0823197767323257,8.20307582234068,1197.62603873495,1079.61893465184,278.080967668096,90.1465816317956,9.85341836820443,23.2193488346188,20.8791208791209,182,190.470079035756,80.8283379836253,67.2904529470702,"#9FDDF3","#7D76C7"
"S131",394,48,3,36,"3",17,NA,"S131",252,358,106,-85.5840757516336,38.2864792709793,99013.745388533,439,439,"S142","Westport Early Childhood Center","8800 Westport Rd","{67A77088-143E-4FAC-A3BA-C0351B7D804D}",-85.5884495,38.2800482760001,-85.741452,38.199089,10.4697773930621,0.503281760137083,9.96649563292499,1375.86922540431,976.474446593755,208.705004088992,70.9714577929318,29.0285422070682,15.1689564847751,42.0634920634921,252,151.18133856154,289.312839136924,99.3310352011129,"#00BAFF","#B1AAFB"
"E148",395,32,3,26,"3",16,NA,"E148",322,385,63,-85.6459982369905,38.2823182302489,104084.24523369,445,445,"E148","Dunn Elementary School Gym","2010 Rudy Ln","{E0E5E982-47A1-4EE1-9441-97BA59126BFE}",-85.64386203,38.284049393,-85.741452,38.199089,7.74051851000013,0.166568727058976,7.57394978294115,990.081326182166,919.661198554393,241.60154229439,92.8874400753199,7.11255992468006,24.4021916084435,19.5652173913043,322,184.820973836059,53.8701716976864,57.3647153145143,"#9FDDF3","#7D76C7"
"N102",396,43,3,33,"1",5,NA,"N102",164,209,45,-85.7838960854192,38.2771854093233,115609.408212392,433,433,"N128","Portland Community Center","640 N 27th St","{C3D1E8A6-6686-4967-8417-D3CBE4B02CB7}",-85.7912076,38.2735883140001,-85.741452,38.199089,5.86053619666051,0.468608141198452,5.39192805546206,3182.31109184739,2259.4453180871,246.130062291983,71.0001396116005,28.9998603883995,7.73431808481993,27.4390243902439,164,41.7028866714082,156.365160832694,29.0728881552789,"#00BAFF","#DDDBFB"
"S119",397,48,3,36,"3",7,"S145p","S119",366,444,78,-85.6174334238702,38.2850826332328,101766.592909983,530,531,"E184","Kammerer Middle School Library","7315 Wesboro Rd","{283A366B-DD73-4966-92A4-2298B390E37B}",-85.619358823,38.283905862,-85.741452,38.199089,8.98279137221033,0.1324561069074,8.85033526530293,1555.62922444827,1412.59492841937,328.061869581681,90.8053735568236,9.19462644317636,21.088692885545,21.3114754098361,366,186.642002344082,81.3755266613306,78.3284343082647,"#9FDDF3","#7D76C7"
"F106",398,33,3,36,"3",17,NA,"F106",151,314,163,-85.5601101949755,38.2812674955339,96839.308384887,441,441,"F145","E.P. Tom Sawyer State Park Gym","3000 Freys Hill Rd","{DB45931D-955E-4363-AD71-DF01F3DB3A1B}",-85.558225877,38.2863126140001,-85.741452,38.199089,11.3770941845717,0.362744389655173,11.0143497949165,1261.34233791658,1115.70903344235,325.530448603296,88.4541016267814,11.5458983732186,25.8082551277071,107.94701986755,151,284.261149573013,127.170563379188,121.315901404777,"#9FDDF3","#7D76C7"
"N131",399,43,3,26,"2",7,NA,"N131",165,239,74,-85.6841023226415,38.2786845307797,107192.096588369,438,438,"N130","Mockingbird Valley Soccer Club","3000 Mellwood Ave","{A646A1C8-A141-4EC4-823B-ACB0058CC47B}",-85.695365597,38.273702353,-85.741452,38.199089,6.31444670581064,0.702223351886971,5.61222335392367,1375.49930979845,1338.11019687674,296.526611240149,97.2817788671091,2.7182211328909,21.5577433683771,44.8484848484849,165,120.986870789899,15.2552641231392,31.4970509743262,"#9FDDF3","#7D76C7"
"E181",400,32,3,26,"3",16,"S117","E181",230,337,107,-85.6241272628477,38.2904653472933,102497.143249925,458,458,"E181","The Temple","5101 US Highway 42","{F0A5CA59-8E0B-40EF-A119-AD3D7204AB55}",-85.630273791,38.2912117120001,-85.741452,38.199089,8.96934671592835,0.338069578436584,8.63127713749176,965.201425382048,833.181206159119,225.211619020141,86.3220032885186,13.6779967114814,23.3331212633671,46.5217391304348,230,201.394636106823,118.058580302497,74.4989450241879,"#9FDDF3","#7D76C7"
"V130",401,36,3,36,"7",17,"S159","V130",54,72,18,-85.4847979634312,38.2924516870657,90951.3759225378,451,451,"V128","Stopher Elementary School","14417 Aiken Rd","{F901AC12-171A-434E-B0B4-384EB5548554}",-85.488826891,38.2684233780001,-85.741452,38.199089,15.374003603043,1.67172439641896,13.702279206624,567.851277404036,487.762648197991,27.4957892891832,85.8961963470129,14.1038036529871,4.84207580105864,33.3333333333333,54,66.3474745657431,193.254255528633,187.75245545628,"#9FDDF3","#DDDBFB"
"F145",402,33,3,36,"3",17,NA,"F145",231,324,93,-85.5453208600125,38.2868910713456,95788.1151049659,441,441,"F145","E.P. Tom Sawyer State Park Gym","3000 Freys Hill Rd","{DB45931D-955E-4363-AD71-DF01F3DB3A1B}",-85.558225877,38.2863126140001,-85.741452,38.199089,12.2677068419253,0.70269494557402,11.5650118963512,1644.55533425459,1380.54638671748,321.971347740799,83.9464843755607,16.0535156244393,19.5780185095892,40.2597402597403,231,226.420016970383,185.659099174901,133.749500162745,"#9FDDF3","#B1AAFB"
"V126",403,36,3,36,"7",17,"S151","V126",172,352,180,-85.4930291299952,38.29027061665,91555.1897391508,451,451,"V128","Stopher Elementary School","14417 Aiken Rd","{F901AC12-171A-434E-B0B4-384EB5548554}",-85.488826891,38.2684233780001,-85.741452,38.199089,14.9047052518677,1.52409757426284,13.3806076776048,2591.14292443295,2225.6900570732,125.43796619105,85.8960745116086,14.1039254883914,4.84102845150856,104.651162790698,172,64.7759024657587,188.719093674337,179.040661821977,"#9FDDF3","#DDDBFB"
"S152",404,48,3,36,"3",17,NA,"S152",152,214,62,-85.5688435308859,38.2928777898819,97950.5975061443,446,446,"S152","Westport Road Baptist Church","9705 Westport Rd","{4AEC65AB-0966-4F06-BF9B-DAF21DF247B6}",-85.571964103,38.2888331280001,-85.741452,38.199089,11.4015928633102,0.326500646550319,11.0750922167598,871.489861961089,689.026636433209,183.168563794208,79.0630696360267,20.9369303639733,21.0178651283481,40.7894736842105,152,232.774794495875,231.878434516882,122.657667609733,"#00BAFF","#7D76C7"
"S142",405,48,3,36,"3",7,NA,"S142",180,264,84,-85.6001255779804,38.2858564480577,100338.569092581,405,405,"F179","Westport Middle School/Gym Lobby","8100 Westport Rd","{56001E2B-3972-4D74-B9FA-3AABF1A8B248}",-85.599851528,38.2756457150001,-85.741452,38.199089,9.7424439278207,0.704425512828088,9.03801841499262,1393.65230043045,1186.74836539173,268.665322430936,85.1538339243714,14.8461660756286,19.2777870310948,46.6666666666667,180,174.232994187341,134.17992238357,81.6857768697457,"#9FDDF3","#B1AAFB"
"E184",406,32,3,26,"3",16,"S162","E184",133,201,68,-85.6189311942164,38.2948031437161,102199.973538154,458,458,"E181","The Temple","5101 US Highway 42","{F0A5CA59-8E0B-40EF-A119-AD3D7204AB55}",-85.630273791,38.2912117120001,-85.741452,38.199089,9.38055203472137,0.66446877456254,8.71608326015883,1065.20676825162,907.245200019626,156.957076945592,85.1708069325106,14.8291930674894,14.7348929450771,51.1278195488722,133,128.430553738819,129.252481457208,75.970107398021,"#9FDDF3","#B1AAFB"
"S130",407,48,3,36,"3",7,NA,"S130",201,297,96,-85.5901103325232,38.2935188464236,99747.5362967006,461,461,"S130","Norton Elementary School Lobby","8101 Brownsboro Rd","{EF0BC92D-321F-4250-8527-FDA2C67629D2}",-85.5997719709999,38.2977112670001,-85.741452,38.199089,10.4969654458139,0.599521280415674,9.89744416539826,1179.99187893767,1004.43500178455,294.163020779073,85.1221961534871,14.8778038465129,24.9292411269731,47.7611940298507,201,246.735772139966,147.252232874609,97.9594010071761,"#9FDDF3","#7D76C7"
"S166",408,48,3,26,"3",7,"N132","S166",151,201,50,-85.6706473756002,38.2872493017574,106308.491593706,463,463,"S166","Knights of Columbus","4417 River Rd","{6E1172E3-0F07-4B7D-9EEB-3CF92EFEFE2A}",-85.667936025,38.2984542410001,-85.741452,38.199089,7.19780408622323,0.7867713596621,6.41103272656113,1400.2823265586,1363.98825365403,271.919535606592,97.4080889106293,2.59191108937068,19.4189079194389,33.112582781457,151,124.4952541856,16.6168268182922,41.1013406210378,"#9FDDF3","#B1AAFB"
"V128",409,36,3,36,"7",17,"S155","V128",164,285,121,-85.5029267748043,38.2948007650277,92536.5454381979,465,465,"F185","Chancey Elementary School Gym","4301 Murphy Ln","{C7794388-3752-4848-B6FB-9171AC65C0B6}",-85.535196071,38.307050888,-85.741452,38.199089,14.5570367569793,1.9468357063039,12.6102010506754,1547.40725573575,1329.21692474126,75.2539926395517,85.8996182042107,14.1003817957893,4.86323121212008,73.780487804878,164,61.326323340754,177.808649336187,159.017170538455,"#9FDDF3","#DDDBFB"
"S165",410,48,3,36,"3",17,"F175","S165",135,209,74,-85.5731437983895,38.3009497828781,98581.6782027722,446,446,"S152","Westport Road Baptist Church","9705 Westport Rd","{4AEC65AB-0966-4F06-BF9B-DAF21DF247B6}",-85.571964103,38.2888331280001,-85.741452,38.199089,11.539612112738,0.838184187424041,10.701427925314,892.804372646448,733.063703951104,182.152595195231,82.1079876410281,17.8920123589719,20.4022964913685,54.8148148148148,135,218.333705413267,191.470080698365,114.52055964069,"#9FDDF3","#7D76C7"
"S118",411,48,3,26,"3",16,NA,"S118",245,378,133,-85.6045449445875,38.29899604991,101133.804018428,461,461,"S130","Norton Elementary School Lobby","8101 Brownsboro Rd","{EF0BC92D-321F-4250-8527-FDA2C67629D2}",-85.5997719709999,38.2977112670001,-85.741452,38.199089,10.1457217541264,0.274150571799545,9.87157118232683,1276.48267134051,1099.00144783305,205.738985167011,86.0960726304984,13.9039273695016,16.1176481111923,54.2857142857143,245,159.106510621331,137.253608741938,97.4479176077455,"#9FDDF3","#B1AAFB"
"S135",412,48,3,36,"7",17,NA,"S135",258,335,77,-85.5496681136537,38.3028786885451,96697.6991388964,465,465,"F185","Chancey Elementary School Gym","4301 Murphy Ln","{C7794388-3752-4848-B6FB-9171AC65C0B6}",-85.535196071,38.307050888,-85.741452,38.199089,12.6512853331781,0.837541967307447,11.8137433658707,1708.86099775917,1196.9848199475,152.572226843291,70.0457685860408,29.9542314139592,8.92829943707296,29.8449612403101,258,105.476638243228,353.871602646417,139.564532314654,"#00BAFF","#DDDBFB"
"S164",413,48,3,36,"3",17,"F101","S164",161,255,94,-85.56250925463,38.300701313027,97688.5282793745,447,447,"S164","Northeast Christian Church","9900 Brownsboro Rd","{947A8ECB-0A0A-4A67-8DB1-358CCB7EF1D8}",-85.564910031,38.313281137,-85.741452,38.199089,11.9936319149861,0.877431389858483,11.1162005251276,1688.10674294322,1333.93154890355,354.710249953811,79.0193839625235,20.9806160374765,21.0123116584069,58.3850931677019,161,233.577069891327,233.224735013297,123.569914114847,"#00BAFF","#7D76C7"
"F184",414,33,3,36,"7",17,"S157","F184",138,259,121,-85.5219119385178,38.2973542374661,94200.7007991224,465,465,"F185","Chancey Elementary School Gym","4301 Murphy Ln","{C7794388-3752-4848-B6FB-9171AC65C0B6}",-85.535196071,38.307050888,-85.741452,38.199089,13.7306016338286,0.984184055411256,12.7464175784174,1488.30614808438,1186.19142964981,99.4377648112381,79.7007679620606,20.2992320379394,6.68127084869105,87.6811594202899,138,85.1622681919233,258.742488076765,162.471161083388,"#00BAFF","#DDDBFB"
"S156",415,48,3,36,"3",17,NA,"S156",194,247,53,-85.5454324879642,38.3083887944808,96542.3300561845,456,456,"S132","Green Castle Baptist Church","4970 Murphy Ln","{7F52E67C-0C50-477A-A790-E55506397AA4}",-85.542388262,38.3142762530001,-85.741452,38.199089,13.0572366928035,0.438486590058668,12.6187501027449,1316.21787533082,811.950395129887,86.2469099624018,61.6881452795806,38.3118547204194,6.55263171689749,27.319587628866,194,82.6860221508497,483.44772068964,159.232854155524,"#00BAFF","#DDDBFB"
