MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|SENTTYPE|SENTDATE|RECTYPE|RECDATE|ACC OR REJ|DUP|REQ DENIED|
BRUNSWICK|N||049102256|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 09:00 am|ACC|||
BRUNSWICK|N||049102285|D|2-1|1|24|50|3|WV|05/14/2014|MV|05/15/2014|MA|05/20/2014 10:00 am|ACC|||
BRUNSWICK|N||049102375|D|6-1|1|24|50|3|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:06 am|ACC|||
BRUNSWICK|N||100308914|D|1-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:38 am|ACC|||
BRUNSWICK|N||051501067|R|6-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:06 am|ACC|||
BRUNSWICK|N||049102511|R|7-1|1|24|50|3|WV|05/29/2014|IV|05/29/2014|MA|06/04/2014 11:00 am|ACC|||
BRUNSWICK|N||049102539|D|7-1|1|24|50|3|WV|05/14/2014|IF|05/14/2014|MA|05/23/2014 10:23 am|ACC|||
BRUNSWICK|N||049102542|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:58 am|ACC|||
BRUNSWICK|N||049102547|D|7-1|1|24|50|3|WV|05/14/2014|IV|05/14/2014|DV|06/05/2014 02:40 pm|ACC|||
BRUNSWICK|N||049102548|D|7-1|1|24|50|3|WV|05/14/2014|IF|05/14/2014|IF|06/05/2014 02:40 pm|ACC|||
BRUNSWICK|N||049102590|D|7-1|1|24|49|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 01:14 pm|ACC|||
BRUNSWICK|N||100404304|D|6-1|1|24|49|3|WV|05/19/2014|IV|05/19/2014|||REJ|||
BRUNSWICK|N||049102684|D|6-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:31 am|ACC|||
BRUNSWICK|N||049102737|D|5-1|1|24|50|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 04:10 pm|ACC|||
BRUNSWICK|N||049102765|D|7-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 04:43 pm|ACC|||
BRUNSWICK|N||051601232|D|5-1|1|24|50|3|TR|06/04/2014|MV|06/04/2014|MA|06/09/2014 11:00 am|ACC|||
BRUNSWICK|N||049102902|D|5-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:15 pm|ACC|||
BRUNSWICK|N||049102999|D|2-1|1|24|50|3|VP|05/19/2014|VP|05/19/2014|VP|05/19/2014 10:07 am|ACC|||
BRUNSWICK|N||100100583|D|5-1|1|24|50|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 03:28 pm|ACC|||
BRUNSWICK|N||050403129|D|1-1|1|24|50|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:33 pm|ACC|||
BRUNSWICK|N||049103178|R|2-1|1|24|49|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 11:38 am|ACC|||
BRUNSWICK|N||100242843|R|3-1|1|24|49|3|WV|06/02/2014|IF|06/02/2014|MA|06/05/2014 11:00 am|ACC|||
BRUNSWICK|N||049103203|R|3-1|1|24|49|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 10:41 am|ACC|||
BRUNSWICK|N||100002364|D|5-1|1|24|50|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 01:09 pm|ACC|||
BRUNSWICK|N||049103317|D|5-1|1|24|50|3|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 10:23 am|ACC|||
BRUNSWICK|N||049103387|D|2-1|1|24|50|3|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 01:56 pm|ACC|||
BRUNSWICK|N||049103355|D|4-1|1|24|49|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 03:44 pm|ACC|||
BRUNSWICK|N||049103455|D|3-1|1|24|49|3|TR|05/23/2014|MV|05/23/2014|DV|05/29/2014 10:44 am|ACC|||
BRUNSWICK|N||049103456|D|3-1|1|24|49|3|TR|05/23/2014|MV|05/23/2014|DV|05/29/2014 10:41 am|ACC|||
BRUNSWICK|N||100051825|D|2-1|1|24|50|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:35 pm|ACC|||
BRUNSWICK|N||049103498|D|6-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:02 am|ACC|||
BRUNSWICK|N||049103509|D|6-1|1|24|50|3|TR|06/04/2014|MV|06/04/2014|MA|06/09/2014 11:00 am|ACC|||
BRUNSWICK|N||051601538|D|4-1|1|24|49|3|WV|06/04/2014|IF|06/04/2014|IF|06/09/2014 03:18 pm|ACC|||
BRUNSWICK|N||049103544|D|2-1|1|24|50|3|WV|06/05/2014|IF|06/05/2014|IF|06/10/2014 08:31 am|ACC|||
BRUNSWICK|N||049103545|R|2-1|1|24|50|3|WV|06/05/2014|IF|06/05/2014|IF|06/10/2014 08:29 am|ACC|||
BRUNSWICK|N||049103642|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:32 am|ACC|||
BRUNSWICK|N||049103675|D|6-1|1|24|49|3|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 04:24 pm|ACC|||
BRUNSWICK|N||049103731|D|5-1|1|24|50|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 11:59 am|ACC|||
BRUNSWICK|N||008701473|R|3-1|1|24|49|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 03:12 pm|ACC|||
BRUNSWICK|N||100196913|D|2-1|1|24|50|3|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 03:15 pm|ACC|||
BRUNSWICK|N||049103869|D|1-1|1|24|51|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 01:31 pm|ACC|||
BRUNSWICK|N||049103889|D|5-1|1|24|50|3|WV|05/08/2014|MV|05/12/2014|||REJ|||
BRUNSWICK|N||001801620|D|5-1|1|24|50|3|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 03:19 pm|ACC|||
BRUNSWICK|N||049103930|D|2-1|1|24|50|3|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 01:27 pm|ACC|||
BRUNSWICK|N||049103931|D|2-1|1|24|50|3|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 01:25 pm|ACC|||
BRUNSWICK|N||051601745|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:38 am|ACC|||
BRUNSWICK|N||049104027|D|5-1|1|24|50|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:55 am|ACC|||
BRUNSWICK|N||049104158|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 02:00 pm|ACC|||
BRUNSWICK|N||049104251|D|1-1|1|24|51|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 04:10 pm|ACC|||
BRUNSWICK|N||049104252|D|1-1|1|24|51|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 04:08 pm|ACC|||
BRUNSWICK|N||049104278|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 06:01 pm|ACC|||
BRUNSWICK|N||049104296|D|5-1|1|24|50|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 11:58 am|ACC|||
BRUNSWICK|N|O|100084123|D|7-1|1|24|50|3|UR|04/15/2014|EL|04/24/2014|MA|06/10/2014 11:30 am|ACC|||
BRUNSWICK|N||100034468|D|5-1|1|24|50|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 02:07 pm|ACC|||
BRUNSWICK|N||049104366|D|1-1|1|24|50|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 01:25 pm|ACC|||
BRUNSWICK|N||049104490|D|6-1|1|24|49|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 11:26 am|ACC|||
BRUNSWICK|N||049104561|R|5-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 04:15 pm|ACC|||
BRUNSWICK|N||049302700|D|6-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:33 am|ACC|||
BRUNSWICK|N||049104690|D|5-1|1|24|50|3|VP|05/16/2014|VP|05/16/2014|VP|05/16/2014 03:59 pm|ACC|||
BRUNSWICK|N||049104702|D|3-1|1|24|49|3|WV|05/20/2014|IV|05/20/2014|MA|06/03/2014 12:10 pm|ACC|||
BRUNSWICK|N||046100637|D|2-1|1|24|50|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 12:27 pm|ACC|||
BRUNSWICK|N||049104867|D|1-1|1|24|50|3|WV|05/23/2014|MV|05/23/2014|MA|06/09/2014 11:00 am|ACC|||
BRUNSWICK|N||049104870|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:48 am|ACC|||
BRUNSWICK|N||049104871|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 09:02 am|ACC|||
BRUNSWICK|N||051502213|R|1-1|1|24|51|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 04:04 pm|ACC|||
BRUNSWICK|N||049104901|D|6-1|1|24|50|3|WV|05/27/2014|MV|05/27/2014|MA|06/02/2014 02:00 pm|ACC|||
BRUNSWICK|N||100301187|D|6-1|1|24|50|3|WV|05/27/2014|MV|05/27/2014|MA|05/30/2014 10:26 am|ACC|||
BRUNSWICK|N||049104902|D|6-1|1|24|50|3|WV|05/27/2014|MV|05/27/2014|MA|06/02/2014 02:00 pm|ACC|||
BRUNSWICK|N||049104968|D|4-1|1|24|49|3|VP|05/15/2014|VP|05/15/2014|VP|05/15/2014 11:58 am|ACC|||
BRUNSWICK|N||051602257|D|1-1|1|24|50|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:44 pm|ACC|||
BRUNSWICK|N||049105380|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:36 am|ACC|||
BRUNSWICK|N||049105420|D|7-1|1|24|49|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 12:39 pm|ACC|||
BRUNSWICK|N||049105421|D|7-1|1|24|49|3|WV|06/02/2014|IF|06/02/2014|IF|06/02/2014 01:40 pm|ACC|||
BRUNSWICK|N|S|100240600|D|3-1|1|24|49|3|UR|10/28/2013|EL|04/24/2014|||REJ|||
BRUNSWICK|N||100090448|D|1-1|1|24|51|3|TR|06/05/2014|MV|06/05/2014|||REJ|||
BRUNSWICK|N||049105619|R|3-1|1|24|49|3|WV|06/02/2014|IV|06/02/2014|DV|06/04/2014 10:03 am|ACC|||
BRUNSWICK|N||049105621|R|3-1|1|24|49|3|WV|06/02/2014|IV|06/02/2014|DV|06/04/2014 10:03 am|ACC|||
BRUNSWICK|N||100317478|R|2-1|1|24|50|3|WV|06/02/2014|IF|06/02/2014|||REJ|||
BRUNSWICK|N||100317488|R|2-1|1|24|50|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 11:30 am|ACC|||
BRUNSWICK|N||049105667|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 12:00 pm|ACC|||
BRUNSWICK|N||049105668|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:58 am|ACC|||
BRUNSWICK|N||049105686|D|3-1|1|24|49|3|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 02:00 pm|ACC|||
BRUNSWICK|N||049105794|R|3-1|1|24|49|3|TR|05/28/2014|MV|05/28/2014|MA|06/03/2014 12:10 pm|ACC|||
BRUNSWICK|N||049105906|D|7-1|1|24|50|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 11:37 am|ACC|||
BRUNSWICK|N||100149291|R|6-1|1|24|49|3|WV|05/23/2014|IV|05/23/2014|MA|05/30/2014 10:26 am|ACC|||
BRUNSWICK|N||049303633|R|1-1|1|24|50|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 01:27 pm|ACC|||
BRUNSWICK|N||049106081|D|5-1|1|24|50|3|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 02:09 pm|ACC|||
BRUNSWICK|N||100001246|R|1-1|1|24|50|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:35 pm|ACC|||
BRUNSWICK|N||049621897|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 04:32 pm|ACC|||
BRUNSWICK|N||100398195|D|3-1|1|24|49|3|WV|05/20/2014|IF|05/20/2014|MA|06/03/2014 12:10 pm|REJ|||
BRUNSWICK|N||100398195|D|3-1|1|24|49|3|WV|06/03/2014|IF|06/03/2014|MA|06/05/2014 11:00 am|ACC|2||
BRUNSWICK|N|O|049106625|D|7-1|1|24|50|3|ER|05/18/2014|MV|05/27/2014|||REJ|||
BRUNSWICK|N||049106696|R|6-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:56 am|ACC|||
BRUNSWICK|N||049106708|D|2-1|1|24|50|3|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 08:48 am|ACC|||
BRUNSWICK|N||049106724|D|2-1|1|24|50|3|VP|05/15/2014|VP|05/15/2014|VP|05/15/2014 01:39 pm|ACC|||
BRUNSWICK|N||100290360|D|2-1|1|24|50|3|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 12:03 pm|ACC|||
BRUNSWICK|N||100002196|D|2-1|1|24|50|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 11:02 am|ACC|||
BRUNSWICK|N||049501908|D|6-1|1|24|49|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 02:28 pm|ACC|||
BRUNSWICK|N||049106859|R|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 01:29 pm|ACC|||
BRUNSWICK|N||034401059|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:52 am|ACC|||
BRUNSWICK|N||049106905|D|4-1|1|24|49|3|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 10:17 am|ACC|||
BRUNSWICK|N||049106924|D|3-1|1|24|49|3|WV|06/04/2014|IF|06/04/2014|IF|06/05/2014 08:38 am|ACC|||
BRUNSWICK|N||008702783|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:14 am|ACC|||
BRUNSWICK|N||049106984|D|5-1|1|24|50|3|WV|05/28/2014|MV|05/28/2014|MA|06/04/2014 11:00 am|REJ|||
BRUNSWICK|N||049106984|D|5-1|1|24|50|3|WV|06/04/2014|MV|06/04/2014|MA|06/09/2014 11:00 am|ACC|2||
BRUNSWICK|N||100000502|D|5-1|1|24|50|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 10:30 am|ACC|||
BRUNSWICK|N||049107089|D|3-1|1|24|49|3|WV|06/03/2014|MV|06/03/2014|MA|06/06/2014 11:00 am|ACC|||
BRUNSWICK|N||049107123|D|2-1|1|24|50|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 02:31 pm|ACC|||
BRUNSWICK|N||049107124|D|2-1|1|24|50|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 02:30 pm|ACC|||
BRUNSWICK|N||049107151|D|6-1|1|24|50|3|TR|06/04/2014|MV|06/04/2014|MA|06/09/2014 11:00 am|ACC|||
BRUNSWICK|N||049107210|D|1-1|1|24|50|3|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 12:31 pm|ACC|||
BRUNSWICK|N||049107243|D|1-1|1|24|50|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:32 pm|ACC|||
BRUNSWICK|N||049107289|R|1-1|1|24|51|3|WV|05/22/2014|IV|05/22/2014|DV|05/29/2014 01:30 pm|ACC|||
BRUNSWICK|N||049107290|R|1-1|1|24|51|3|WV|05/22/2014|IV|05/22/2014|IF|05/29/2014 01:30 pm|ACC|||
BRUNSWICK|N||017002138|G|6-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:25 am|ACC|||
BRUNSWICK|N||049107378|R|4-1|1|24|49|3|TR|06/05/2014|MV|06/05/2014|MA|06/09/2014 11:00 am|ACC|||
BRUNSWICK|N||000601050|D|5-1|1|24|50|3|WV|06/02/2014|IV|06/02/2014|DV|06/02/2014 04:00 pm|ACC|||
BRUNSWICK|N||049107514|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:45 pm|ACC|||
BRUNSWICK|N||049107516|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:44 pm|ACC|||
BRUNSWICK|N||100001006|D|3-1|1|24|49|3|WV|05/27/2014|IV|05/27/2014|DV|06/05/2014 11:41 am|ACC|||
BRUNSWICK|N||100001007|D|3-1|1|24|49|3|WV|05/30/2014|IV|05/30/2014|MA|06/02/2014 02:00 pm|ACC|||
BRUNSWICK|N||049107567|D|7-1|1|24|50|3|WV|06/02/2014|IF|06/02/2014|IF|06/05/2014 10:31 am|ACC|||
BRUNSWICK|N||049107589|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 01:32 pm|ACC|||
BRUNSWICK|N||049107598|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:54 pm|ACC|||
BRUNSWICK|N||049107716|R|1-1|1|24|51|3|TR|05/22/2014|MV|05/22/2014|IF|06/06/2014 02:30 pm|ACC|||
BRUNSWICK|N||049107717|R|1-1|1|24|51|3|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 02:32 pm|ACC|||
BRUNSWICK|N||049107807|D|5-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 04:34 pm|ACC|||
BRUNSWICK|N|O|100000512|R|5-1|1|24|50|3|UR|03/18/2014|EL|04/24/2014|||REJ|||
BRUNSWICK|N|O|100000513|R|5-1|1|24|50|3|UR|03/18/2014|EL|04/24/2014|SI|05/25/2014 11:06 pm|ACC|||
BRUNSWICK|N||049108034|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 02:57 pm|ACC|||
BRUNSWICK|N||049108035|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 02:55 pm|ACC|||
BRUNSWICK|N||049108069|D|2-1|1|24|50|3|TR|06/04/2014|MV|06/04/2014|MA|06/09/2014 11:00 am|ACC|||
BRUNSWICK|N||049108149|D|5-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 01:32 pm|ACC|||
BRUNSWICK|N||049108151|D|5-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 01:31 pm|ACC|||
BRUNSWICK|N||100006695|D|5-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 09:15 am|ACC|||
BRUNSWICK|N||049108343|D|6-1|1|24|50|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 03:52 pm|ACC|||
BRUNSWICK|N||049108344|D|6-1|1|24|50|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 03:54 pm|ACC|||
BRUNSWICK|N||049108402|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 01:30 pm|ACC|||
BRUNSWICK|N||049108415|D|2-1|1|24|50|3|WV|06/05/2014|IV|06/05/2014|DV|06/10/2014 08:32 am|ACC|||
BRUNSWICK|N||049108480|D|7-1|1|24|50|3|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 08:46 am|ACC|||
BRUNSWICK|N||049108489|R|5-1|1|24|50|3|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 03:02 pm|ACC|||
BRUNSWICK|N||049108514|R|7-1|1|24|49|3|TR|06/05/2014|MV|06/05/2014|MA|06/10/2014 11:00 am|ACC|||
BRUNSWICK|N||049108540|D|5-1|1|24|50|3|WV|05/21/2014|MV|05/21/2014|DV|05/30/2014 09:45 am|ACC|||
BRUNSWICK|N||048813728|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 01:33 pm|ACC|||
BRUNSWICK|N||100159764|D|2-1|1|24|50|3|WV|05/23/2014|IF|05/23/2014|||REJ|||
BRUNSWICK|N||049108626|R|6-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:10 pm|ACC|||
BRUNSWICK|N||049108716|D|3-1|1|24|49|3|ER|06/02/2014|MV|06/02/2014|MA|06/06/2014 11:00 am|ACC|||
BRUNSWICK|N||049108727|D|3-1|1|24|49|3|TR|06/05/2014|MV|06/05/2014|DV|06/09/2014 03:31 pm|ACC|||
BRUNSWICK|N||049108793|D|1-1|1|24|50|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:28 pm|ACC|||
BRUNSWICK|N||049108797|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 04:49 pm|ACC|||
BRUNSWICK|N||020100345|D|5-1|1|24|50|3|WV|05/28/2014|IV|05/28/2014|DV|06/02/2014 04:00 pm|ACC|||
BRUNSWICK|N||100407298|R|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:50 am|ACC|||
BRUNSWICK|N||049109338|D|2-1|1|24|50|3|TR|06/05/2014|MV|06/05/2014|MA|06/09/2014 11:00 am|ACC|||
BRUNSWICK|N||049109340|D|2-1|1|24|50|3|TR|06/05/2014|MV|06/05/2014|MA|06/09/2014 11:00 am|ACC|||
BRUNSWICK|N||049109413|D|6-1|1|24|49|3|ER|04/30/2014|MV|05/12/2014|DV|05/22/2014 10:00 am|ACC|||
BRUNSWICK|N||049109423|D|7-1|1|24|50|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 12:03 pm|ACC|||
BRUNSWICK|N||049109451|R|2-1|1|24|50|3|WV|05/28/2014|IV|05/28/2014|DV|06/03/2014 11:20 am|ACC|||
BRUNSWICK|N||049109455|R|2-1|1|24|50|3|WV|05/28/2014|IF|05/28/2014|IF|06/03/2014 11:20 am|ACC|||
BRUNSWICK|N||049109480|R|3-1|1|24|49|3|WV|06/02/2014|IV|06/02/2014|IF|06/03/2014 03:29 pm|ACC|||
BRUNSWICK|N||049109534|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:41 am|ACC|||
BRUNSWICK|N||049109580|R|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 09:30 am|ACC|||
BRUNSWICK|N||100369782|D|5-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 04:32 pm|ACC|||
BRUNSWICK|N||049109741|D|6-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:56 am|ACC|||
BRUNSWICK|N||034401502|R|6-1|1|24|50|3|WV|06/03/2014|MV|06/03/2014|MA|06/06/2014 11:00 am|ACC|||
BRUNSWICK|N||049109774|D|2-1|1|24|50|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 03:54 pm|ACC|||
BRUNSWICK|N||049109791|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:51 am|ACC|||
BRUNSWICK|N||001002366|D|6-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:51 am|ACC|||
BRUNSWICK|N||049109946|D|1-1|1|24|50|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 01:20 pm|ACC|||
BRUNSWICK|N||049109951|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:56 am|ACC|||
BRUNSWICK|N||049110021|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 08:35 am|ACC|||
BRUNSWICK|N||049110144|D|5-1|1|24|50|3|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 11:31 am|ACC|||
BRUNSWICK|N||049110232|D|1-1|1|24|50|3|WV|05/13/2014|IV|05/13/2014|DV|06/03/2014 02:25 pm|ACC|||
BRUNSWICK|N||049110376|D|2-1|1|24|50|3|WV|06/05/2014|IF|06/05/2014|DV|06/10/2014 02:03 pm|ACC|||
BRUNSWICK|N||049110381|D|2-1|1|24|50|3|WV|06/05/2014|IV|06/05/2014|DV|06/10/2014 02:01 pm|ACC|||
BRUNSWICK|N||049110473|D|6-1|1|24|50|3|WV|05/14/2014|IV|05/14/2014|DV|06/05/2014 01:32 pm|ACC|||
BRUNSWICK|N||100003555|D|7-1|1|24|49|3|WV|06/04/2014|IF|06/04/2014|IF|06/10/2014 01:00 pm|ACC|||
BRUNSWICK|N||100003556|D|7-1|1|24|49|3|WV|06/04/2014|IV|06/04/2014|DV|06/10/2014 01:00 pm|ACC|||
BRUNSWICK|N||100028089|D|1-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 02:55 pm|ACC|||
BRUNSWICK|N||049110628|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:36 am|ACC|||
BRUNSWICK|N||049110634|R|5-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 09:24 am|ACC|||
BRUNSWICK|N||048507237|R|7-1|1|24|49|3|TR|06/04/2014|MV|06/04/2014|MA|06/09/2014 11:00 am|ACC|||
BRUNSWICK|N||049110744|D|7-1|1|24|50|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 11:09 am|ACC|||
BRUNSWICK|N||049110745|D|7-1|1|24|50|3|WV|05/29/2014|IV|05/29/2014|DV|06/02/2014 11:00 am|ACC|||
BRUNSWICK|N||049110778|D|2-1|1|24|50|3|ER|05/27/2014|MV|05/27/2014|MA|06/09/2014 11:00 am|ACC|||
BRUNSWICK|N||049110820|D|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:54 am|ACC|||
BRUNSWICK|N||049204116|R|7-1|1|24|49|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:44 am|ACC|||
BRUNSWICK|N||049110935|D|2-1|1|24|50|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 11:34 am|ACC|||
BRUNSWICK|N||100405270|D|4-1|1|24|49|3|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 09:27 am|ACC|||
BRUNSWICK|N||100405295|D|4-1|1|24|49|3|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 11:57 am|ACC|||
BRUNSWICK|N||049110990|D|1-1|1|24|51|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:54 pm|ACC|||
BRUNSWICK|N||049111091|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:14 am|ACC|||
BRUNSWICK|N||049111093|D|2-1|1|24|50|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:14 am|ACC|||
BRUNSWICK|N||049111129|D|5-1|1|24|50|3|TR|05/22/2014|MV|05/22/2014|MA|05/28/2014 10:00 am|ACC|||
BRUNSWICK|N||049111138|D|1-1|1|24|50|3|TR|06/02/2014|MV|06/02/2014|MA|06/06/2014 11:00 am|ACC|||
BRUNSWICK|N||049111186|D|7-1|1|24|50|3|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 11:40 am|ACC|||
