MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|REQDEN|ISSTYPE|ISSDATE|RECTYPE|RECDATE|DUP|ACC OR REJ|REJRSN|
APPLETON|||018300481|U|1-1|1|12|95|3|ER|06/05/2017||MV|06/05/2017|DV|06/12/2017 11:15 am||ACC||
APPLETON||O|018300556|D|1-1|1|12|95|3|UR|09/06/2016||EL|04/28/2017||||REJ|BND|
APPLETON|||100434970|D|1-1|1|12|95|3|WV|06/06/2017||IV|06/06/2017|MA|06/09/2017 11:15 am||ACC||
APPLETON||O|018300836|D|1-1|1|12|95|3|UR|10/18/2016||EL|04/28/2017||||REJ|BND|
APPLETON|||100314935|D|1-1|1|12|95|3|WV|06/05/2017||IV|06/05/2017|DV|06/12/2017 01:40 pm||ACC||
APPLETON|||100314936|D|1-1|1|12|95|3|WV|06/05/2017||IF|06/05/2017|IF|06/12/2017 01:40 pm||ACC||
APPLETON|||100469454|D|1-1|1|12|95|3|WV|06/06/2017||IV|06/06/2017||||REJ|BND|
ARROWSIC||O|034200041|D|1-1|1|23|53|3|UR|10/03/2016||MV|04/28/2017|MA|05/15/2017 08:00 am||ACC||
ARROWSIC||O|034200076|D|1-1|1|23|53|3|UR|08/23/2016||EL|04/28/2017||||REJ|BND|
ARROWSIC|||034200176|R|1-1|1|23|53|3|ER|05/22/2017||MV|05/22/2017|DV|06/13/2017 01:50 pm||ACC||
ARROWSIC||O|100476121|U|1-1|1|23|53|3|UR|07/18/2016||EL|04/28/2017||||REJ|BND|
ARROWSIC||O|034200198|G|1-1|1|23|53|3|UR|10/06/2016||EL|04/28/2017||||REJ|BND|
ARROWSIC||O|100582516|U|1-1|1|23|53|3|UR|10/10/2016||EL|04/28/2017||||REJ|BND|
ARROWSIC||O|100429070|D|1-1|1|23|53|3|UR|09/19/2016||EL|04/28/2017||||REJ|BND|
ARROWSIC||O|100083275|U|1-1|1|23|53|3|UR|09/20/2016||EL|04/28/2017||||REJ|BND|
ARUNDEL||O|100577965|U|1-1|1|32|10|2|UR|09/25/2016||MV|04/28/2017||||REJ|BND|
ARUNDEL||O|052101116|U|1-1|1|32|10|2|UR|09/14/2016||EL|04/28/2017||||REJ|BND|
ARUNDEL||O|100575021|D|1-1|1|32|10|2|UR|10/14/2016||EL|04/28/2017||||REJ|BND|
ARUNDEL|||046300325|R|1-1|1|32|10|2|WV|05/26/2017||IV|05/26/2017|DV|06/01/2017 12:20 pm||ACC||
ARUNDEL|||046300326|R|1-1|1|32|10|2|WV|05/26/2017||IF|05/26/2017|IF|06/01/2017 12:20 pm||ACC||
ARUNDEL|||047001699|U|1-1|1|32|10|2|WV|06/08/2017||IV|06/08/2017|DV|06/09/2017 12:48 pm||ACC||
ARUNDEL|||047001700|D|1-1|1|32|10|2|WV|06/08/2017||IF|06/08/2017|IF|06/09/2017 12:46 pm||ACC||
ARUNDEL||O|046300769|D|1-1|1|32|10|2|UR|05/25/2016||EL|04/28/2017||||REJ|BND|
ARUNDEL||S|100239602|U|1-1|1|32|10|2|UR|09/20/2016||MV|04/28/2017||||REJ|BND|
ARUNDEL||O|046301145|D|1-1|1|32|10|2|UR|10/11/2016||EL|04/28/2017||||REJ|BND|
ARUNDEL||S|100573331|D|1-1|1|32|10|2|UR|07/29/2016||EL|04/28/2017||||REJ|BND|
ARUNDEL|||046301536|U|1-1|1|32|10|2|VP|06/12/2017||VP|06/12/2017|VP|06/12/2017 11:20 am||ACC||
ARUNDEL||O|046301770|D|1-1|1|32|10|2|UR|09/08/2016||EL|04/28/2017||||REJ|BND|
ARUNDEL||O|100592727|G|1-1|1|32|10|2|UR|10/22/2016||EL|04/28/2017||||REJ|BND|
ARUNDEL||O|100587214|U|1-1|1|32|10|2|UR|10/16/2016||EL|04/28/2017||||REJ|BND|
ARUNDEL||O|046302334|D|1-1|1|32|10|2|UR|10/12/2016||EL|04/28/2017||||REJ|BND|
ARUNDEL||O|100076796|D|1-1|1|32|10|2|UR|08/13/2016||EL|04/28/2017||||REJ|BND|
ARUNDEL||S|046302541|U|1-1|1|32|10|2|UR|10/24/2016||EL|04/28/2017||||REJ|BND|
ARUNDEL|||046302694|U|1-1|1|32|10|2|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 01:13 pm||ACC||
ARUNDEL|||046302838|U|1-1|1|32|10|2|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 01:34 pm||ACC||
ATHENS||S|100236263|R|1-1|2|4|118|5|UR|10/30/2016||EL|04/28/2017||||REJ|BND|
ATKINSON||S|100094535|R|1-1|2|4|120|2|UR|09/27/2016||MV|04/28/2017||||REJ|BND|
AUBURN||O|048700214|D|4-1|2|20|63|6|UR|10/19/2016||EL|04/28/2017||||REJ|BND|
AUBURN||O|048700432|U|2-1|2|20|64|5|UR|05/17/2016||EL|04/28/2017||||REJ|BND|
AUBURN||O|100556883|U|2-1|2|20|64|5|UR|05/17/2016||EL|04/28/2017||||REJ|BND|
AUBURN||O|100556874|U|2-1|2|20|64|5|UR|05/17/2016||EL|04/28/2017||||REJ|BND|
AUBURN||O|100556879|U|2-1|2|20|64|5|UR|05/17/2016||EL|04/28/2017||||REJ|BND|
AUBURN|||048700455|D|3-1|2|20|63|5|VP|05/19/2017||VP|05/19/2017|VP|05/19/2017 09:30 am||ACC||
AUBURN||O|048700557|D|5-1|2|20|63|6|UR|09/16/2016||MV|04/28/2017||||REJ|BND|
AUBURN||O|048700558|D|5-1|2|20|63|6|UR|10/10/2016||EL|04/28/2017||||REJ|BND|
AUBURN|||048700838|D|5-1|2|20|63|5|TR|06/02/2017||MV|06/05/2017|MA|06/12/2017 11:30 am||ACC||
AUBURN|||048700858|D|5-1|2|20|63|6|VP|05/18/2017||VP|05/18/2017|VP|05/18/2017 03:05 pm||ACC||
AUBURN|||100296186|D|3-1|2|20|62|5|VP|05/17/2017||VP|05/17/2017|VP|05/17/2017 10:10 am||ACC||
AUBURN||S|048700907|U|5-1|2|20|63|5|UR|10/04/2016||EL|04/28/2017||||REJ|BND|
AUBURN||S|048801329|U|4-1|2|20|63|6|UR|10/04/2016||EL|04/28/2017||||REJ|BND|
AUBURN||S|048701064|R|1-1|2|20|64|6|UR|11/06/2016||EL|04/28/2017||||REJ|BND|
AUBURN||S|100336765|U|3-1|2|20|63|6|UR|10/13/2016||EL|04/28/2017||||REJ|BND|
AUBURN|||050800645|U|1-1|2|20|62|5|VP|05/22/2017||VP|05/22/2017|VP|05/22/2017 10:00 am||ACC||
AUBURN|||048801743|U|2-1|2|20|64|6|TR|06/05/2017||MV|06/05/2017|MA|06/12/2017 11:30 am||ACC||
AUBURN|||048701283|R|4-1|2|20|62|5|WV|06/05/2017||IV|06/05/2017|DV|06/06/2017 01:14 pm||ACC||
AUBURN|||048701370|U|5-1|2|20|63|6|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 03:05 pm||ACC||
AUBURN|||048701479|D|5-1|2|20|63|5|TR|05/17/2017||MV|05/17/2017|MA|05/25/2017 11:00 am||ACC||
AUBURN||O|100040518|U|3-1|2|20|62|5|UR|09/25/2016||EL|04/28/2017||||REJ|BND|
AUBURN|||100385532|R|3-1|2|20|63|5|WV|06/06/2017||MV|06/06/2017||||REJ|BND|
AUBURN|||048802751|U|3-1|2|20|63|5|VP|05/19/2017||VP|05/19/2017|VP|05/19/2017 09:30 am||ACC||
AUBURN|||048701866|U|3-1|2|20|64|6|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 11:20 am||ACC||
AUBURN|||048702239|R|3-1|2|20|63|5|ER|06/07/2017||MV|06/07/2017|MA|06/14/2017 11:00 am||REJ|RAD|
AUBURN|||048702256|R|3-1|2|20|63|5|ER|06/07/2017||MV|06/07/2017|MA|06/14/2017 11:00 am||REJ|RAD|
AUBURN||O|048702393|D|2-1|2|20|64|6|UR|10/24/2016||EL|04/28/2017||||REJ|BND|
AUBURN|||100095714|D|2-1|2|20|64|5|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 03:50 pm||ACC||
AUBURN||O|100127187|D|2-1|2|20|64|6|UR|03/15/2016||MV|04/28/2017||||REJ|BND|
AUBURN|||048803591|R|3-1|2|20|63|5|VP|05/19/2017||VP|05/19/2017|VP|05/19/2017 09:30 am||ACC||
AUBURN|||048702676|D|3-1|2|20|63|5|VP|05/19/2017||VP|05/19/2017|VP|05/19/2017 09:35 am||ACC||
AUBURN|||048702838|D|2-1|2|20|64|5|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 04:27 pm||ACC||
AUBURN|||048702858|D|3-1|2|20|63|5|VP|05/19/2017||VP|05/19/2017|VP|05/19/2017 09:30 am||ACC||
AUBURN|||048702945|U|5-1|2|20|63|5|WV|06/05/2017||IF|06/05/2017|IF|06/06/2017 11:15 am||ACC||
AUBURN|||048702966|U|5-1|2|20|63|5|WV|06/05/2017||IV|06/05/2017|DV|06/06/2017 11:15 am||ACC||
AUBURN|||048703022|R|2-1|2|20|64|6|WV|06/06/2017||IV|06/06/2017|DV|06/06/2017 12:16 pm||ACC||
AUBURN|||048703026|R|2-1|2|20|64|6|WV|06/06/2017||IV|06/06/2017|DV|06/06/2017 12:16 pm||ACC||
AUBURN|||000803725|R|3-1|2|20|63|6|ER|05/31/2017||MV|06/01/2017||||REJ|BND|
AUBURN|||100334481|R|3-1|2|20|63|6|ER|05/31/2017||MV|06/01/2017||||REJ|BND|
AUBURN||O|100173146|D|2-1|2|20|64|5|UR|09/19/2016||MV|04/28/2017||||REJ|BND|
AUBURN|||009300458|R|5-1|2|20|62|5|VP|05/16/2017||VP|05/16/2017|VP|05/16/2017 09:57 am||ACC||
AUBURN|||046900487|U|5-1|2|20|63|5|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 10:29 am||ACC||
AUBURN|||001100490|U|3-1|2|20|63|5|VP|05/19/2017||VP|05/19/2017|VP|05/19/2017 09:45 am||ACC||
AUBURN||O|048703579|D|1-1|2|20|62|5|UR|02/16/2016||MV|04/28/2017||||REJ|BND|
AUBURN||S|100276112|R|4-1|2|20|63|5|UR|10/05/2016||EL|04/28/2017||||REJ|BND|
AUBURN|||048703795|R|5-1|2|20|63|5|TR|06/07/2017||MV|06/07/2017|DV|06/12/2017 01:41 pm||ACC||
AUBURN|||000900921|U|1-1|2|20|64|5|TR|06/02/2017||MV|06/02/2017|MA|06/06/2017 10:30 am||ACC||
AUBURN|||000900934|U|1-1|2|20|64|5|TR|06/05/2017||MV|06/06/2017|DV|06/09/2017 02:10 pm||ACC||
AUBURN||S|100587698|R|4-1|2|20|63|6|UR|10/17/2016||MV|04/28/2017||||REJ|BND|
AUBURN|||048704470|D|3-1|2|20|63|6|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 11:20 am||ACC||
AUBURN|||048704474|D|3-1|2|20|63|6|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 11:18 am||ACC||
AUBURN||O|100574517|D|4-1|2|20|63|6|UR|10/09/2016||EL|04/28/2017||||REJ|BND|
AUBURN||O|100040876|R|2-1|2|20|62|5|UR|10/13/2016||EL|04/28/2017||||REJ|BND|
AUBURN||O|100079647|D|2-1|2|20|62|5|UR|08/24/2016||EL|04/28/2017||||REJ|BND|
AUBURN||S|100211529|D|2-1|2|20|64|5|UR|09/20/2016||EL|04/28/2017||||REJ|BND|
AUBURN||O|048704654|D|2-1|2|20|64|6|UR|09/01/2016||EL|04/28/2017||||REJ|BND|
AUBURN||S|100077266|U|2-1|2|20|64|5|UR|10/11/2016||EL|04/28/2017||||REJ|BND|
AUBURN|||048704791|D|1-1|2|20|62|5|VP|05/22/2017||VP|05/22/2017|VP|05/22/2017 10:00 am||REJ|ENS|
AUBURN|||048704791|D|1-1|2|20|62|5|TR|05/22/2017||MV|05/22/2017|||2|REJ|BND|
AUBURN|||048704967|D|5-1|2|20|62|5|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 10:15 am||ACC||
AUBURN||O|100090461|D|1-1|2|20|62|5|UR|09/15/2016||EL|04/28/2017||||REJ|BND|
AUBURN|||049614255|U|1-1|2|20|62|5|VP|05/22/2017||VP|05/22/2017|VP|05/22/2017 10:00 am||ACC||
AUBURN|||048807288|D|3-1|2|20|63|5|VP|05/19/2017||VP|05/19/2017|VP|05/19/2017 09:45 am||ACC||
AUBURN||O|048705268|U|2-1|2|20|64|5|UR|09/23/2016||MV|04/28/2017||||REJ|BND|
AUBURN||O|009900191|U|3-1|2|20|62|5|UR|09/25/2016||EL|04/28/2017||||REJ|BND|
AUBURN|||100600416|U|1-1|2|20|62|5|WV|11/02/2016||MV|11/02/2016||||REJ|BND|
AUBURN|||048705457|D|2-1|2|20|64|6|VP|05/25/2017||VP|05/25/2017|VP|05/25/2017 10:30 am||ACC||
AUBURN|||048705458|D|2-1|2|20|64|6|VP|05/25/2017||VP|05/25/2017|VP|05/25/2017 10:32 am||ACC||
AUBURN|||048705599|R|4-1|2|20|63|6|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 09:44 am||ACC||
AUBURN||O|048705652|U|2-1|2|20|64|6|UR|09/27/2016||EL|04/28/2017||||REJ|BND|
AUBURN|||048705788|R|3-1|2|20|63|5|ER|05/23/2017||MV|05/24/2017|MA|06/09/2017 10:55 am||ACC||
AUBURN|||048705794|D|3-1|2|20|63|5|ER|05/24/2017||MV|05/24/2017|MA|06/09/2017 10:55 am||ACC||
AUBURN|||048705802|R|3-1|2|20|63|5|ER|05/23/2017||MV|05/24/2017|MA|06/09/2017 10:55 am||ACC||
AUBURN||O|048705806|U|4-1|2|20|63|6|UR|08/09/2016||MV|04/28/2017||||REJ|BND|
AUBURN|||048706151|D|3-1|2|20|63|5|VP|05/19/2017||VP|05/19/2017|VP|05/19/2017 09:45 am||ACC||
AUBURN||O|048706167|D|2-1|2|20|64|6|UR|09/07/2016||EL|04/28/2017||||REJ|BND|
AUBURN|||048706248|U|3-1|2|20|62|5|VP|05/17/2017||VP|05/17/2017|VP|05/17/2017 10:10 am||ACC||
AUBURN||S|048706269|U|5-1|2|20|62|5|UR|10/19/2016||MV|04/28/2017||||REJ|BND|
AUBURN|||048706348|U|3-1|2|20|64|6|VP|06/01/2017||VP|06/01/2017|VP|06/01/2017 09:22 am||ACC||
AUBURN|||048706355|R|5-1|2|20|63|6|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 02:09 pm||ACC||
AUBURN|||048808854|D|3-1|2|20|63|5|VP|05/19/2017||VP|05/19/2017|VP|05/19/2017 10:15 am||ACC||
AUBURN|||100159003|D|1-1|2|20|62|5|VP|05/22/2017||VP|05/22/2017|VP|05/22/2017 10:00 am||ACC||
AUBURN|||048706381|R|3-1|2|20|62|5|VP|05/17/2017||VP|05/17/2017|VP|05/17/2017 10:12 am||ACC||
AUBURN|||100662311|U|4-1|2|20|63|6|VP|05/17/2017||VP|05/17/2017|VP|05/17/2017 08:47 am||ACC||
AUBURN|||000801591|G|3-1|2|20|63|5|VP|05/19/2017||VP|05/19/2017|VP|05/19/2017 09:30 am||ACC||
AUBURN||O|048706638|U|3-1|2|20|63|6|UR|09/26/2016||MV|04/28/2017||||REJ|BND|
