MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|REQDEN|ISSTYPE|ISSDATE|RECTYPE|RECDATE|DUP|ACC OR REJ|REJRSN|
ARUNDEL|||046300077|D|1-1|1|32|10|2|VP|05/16/2016||VP|05/16/2016|VP|05/16/2016 09:22 am||ACC||
ARUNDEL|||052101115|R|1-1|1|32|10|2|VP|06/09/2016||VP|06/09/2016|VP|06/09/2016 03:54 pm||ACC||
ARUNDEL|||046300325|R|1-1|1|32|10|2|WV|05/25/2016||IV|05/25/2016|DV|05/26/2016 11:20 am||ACC||
ARUNDEL|||046300326|R|1-1|1|32|10|2|WV|05/25/2016||IF|05/25/2016|IF|05/26/2016 11:40 am||ACC||
ARUNDEL|||046300516|R|1-1|1|32|10|2|VP|05/27/2016||VP|05/27/2016|VP|05/27/2016 11:21 am||ACC||
ARUNDEL|||100389634|R|1-1|1|32|10|2|WV|04/29/2016||MV|05/20/2016|MA|06/10/2016 01:28 pm||ACC||
ARUNDEL|||046300685|R|1-1|1|32|10|2|WV|06/02/2016||IV|06/02/2016|IF|06/08/2016 02:45 pm||ACC||
ARUNDEL|||046300688|R|1-1|1|32|10|2|WV|06/02/2016||IF|06/02/2016|IF|06/08/2016 02:45 pm||ACC||
ARUNDEL|||046300691|R|1-1|1|32|10|2|WV|06/02/2016||IF|06/02/2016|IF|06/08/2016 02:45 pm||ACC||
ARUNDEL|||046300692|R|1-1|1|32|10|2|WV|06/02/2016||IF|06/02/2016|IF|06/08/2016 02:45 pm||ACC||
ARUNDEL|||046300731|R|1-1|1|32|10|2|TR|05/26/2016||MV|05/26/2016|MA|06/06/2016 08:00 am||ACC||
ARUNDEL|||047100784|R|1-1|1|32|10|2|VP|06/08/2016||VP|06/08/2016|VP|06/08/2016 10:58 am||ACC||
ARUNDEL|||046300756|R|1-1|1|32|10|2|WV|05/31/2016||IV|05/31/2016|DV|06/06/2016 12:30 pm||ACC||
ARUNDEL|||046300758|R|1-1|1|32|10|2|WV|05/31/2016||IV|05/31/2016|IF|06/06/2019 12:30 pm||ACC||
ARUNDEL||O|046300769|D|1-1|1|32|10|2|ER|05/23/2016||EL|05/24/2016|SI|05/26/2016 12:47 am||ACC||
ARUNDEL|||100456534|D|1-1|1|32|10|2|VP|06/08/2016||VP|06/08/2016|VP|06/08/2016 04:21 pm||ACC||
ARUNDEL|||100541990|R|1-1|1|32|10|2|VP|05/26/2016||VP|05/26/2016|VP|05/26/2016 09:25 am||ACC||
ARUNDEL|||046300847|D|1-1|1|32|10|2|VP|05/20/2016||VP|05/20/2016|VP|05/20/2016 10:02 am||ACC||
ARUNDEL|||100121594|D|1-1|1|32|10|2|VP|05/20/2016||VP|05/20/2016|VP|05/20/2016 04:18 pm||ACC||
ARUNDEL|||046300968|R|1-1|1|32|10|2|WV|06/08/2016||IF|06/08/2016|IF|06/09/2016 10:14 am||ACC||
ARUNDEL|||046300969|R|1-1|1|32|10|2|WV|06/08/2016||IV|06/08/2016|DV|06/09/2016 10:13 am||ACC||
ARUNDEL|||052205346|D|1-1|1|32|10|2|VP|06/10/2016||VP|06/10/2016|VP|06/10/2016 10:49 am||ACC||
ARUNDEL|||100385660|D|1-1|1|32|10|2|WV|05/27/2016||IF|05/27/2016|IF|05/31/2016 11:28 am||ACC||
ARUNDEL|||100409753|D|1-1|1|32|10|2|VP|05/27/2016||VP|05/27/2016|VP|05/27/2016 11:38 am||ACC||
ARUNDEL|||046301079|R|1-1|1|32|10|2|WV|04/07/2016||MV|05/20/2016|MA|05/31/2016 08:00 am||ACC||
ARUNDEL|||046301181|D|1-1|1|32|10|2|WV|06/09/2016||IF|06/09/2016|IF|06/14/2016 03:15 pm||ACC||
ARUNDEL|||046301258|D|1-1|1|32|10|2|WV|06/01/2016||IV|06/01/2016|DV|06/09/2016 10:30 am||ACC||
ARUNDEL|||046301330|D|1-1|1|32|10|2|WV|06/01/2016||IV|06/01/2016|DV|06/10/2016 09:50 am||ACC||
ARUNDEL|||046301331|D|1-1|1|32|10|2|WV|06/01/2016||IF|06/01/2016|IF|06/10/2016 09:50 am||ACC||
ARUNDEL|||046301788|D|1-1|1|32|10|2|VP|05/31/2016||VP|05/31/2016|VP|05/31/2016 04:00 pm||ACC||
ARUNDEL|||046301845|D|1-1|1|32|10|2|WV|05/31/2016||IV|05/31/2016|DV|06/02/2016 12:44 pm||ACC||
ARUNDEL|||046301894|D|1-1|1|32|10|2|VP|05/20/2016||VP|05/20/2016|VP|05/20/2016 10:03 am||ACC||
ARUNDEL|||046301999|R|1-1|1|32|10|2|WV|06/03/2016||IV|06/03/2016|MA|06/06/2016 02:30 pm||ACC||
ARUNDEL|||046302023|D|1-1|1|32|10|2|VP|06/06/2016||VP|06/06/2016|VP|06/06/2016 03:42 pm||ACC||
ARUNDEL|||047006610|R|1-1|1|32|10|2|VP|05/23/2016||VP|05/23/2016|VP|05/23/2016 02:52 pm||ACC||
ARUNDEL|||046302043|D|1-1|1|32|10|2|ER|05/20/2016||MV|05/20/2016|IF|06/08/2016 10:55 am||ACC||
ARUNDEL|||046302045|D|1-1|1|32|10|2|ER|05/20/2016||MV|05/20/2016|DV|06/08/2016 10:50 am||ACC||
ARUNDEL|||019203469|D|1-1|1|32|10|2|WV|04/28/2016||MV|05/20/2016||||REJ|BND|
ARUNDEL|||051911519|R|1-1|1|32|10|2|WV|06/08/2016||IF|06/08/2016|IF|06/10/2016 09:38 am||ACC||
ARUNDEL|||051911520|R|1-1|1|32|10|2|VP|06/08/2016||VP|06/08/2016|VP|06/08/2016 10:08 am||ACC||
ARUNDEL|||008704909|R|1-1|1|32|10|2|ER|05/31/2016||MV|05/31/2016||||REJ|BND|
ARUNDEL|||049812111|R|1-1|1|32|10|2|ER|05/31/2016||MV|05/31/2016|IF|06/14/2016 10:02 am||REJ|ENS|
ARUNDEL|||100417378|R|1-1|1|32|10|2|ER|05/31/2016||MV|05/31/2016|IF|10/14/2016 10:02 am||ACC||
ARUNDEL|||046302263|R|1-1|1|32|10|2|VP|06/10/2016||VP|06/10/2016|VP|06/10/2016 08:16 am||ACC||
ARUNDEL|||046302291|R|1-1|1|32|10|2|VP|06/13/2016||VP|06/13/2016|VP|06/13/2016 11:19 am||ACC||
ARUNDEL|||046302344|R|1-1|1|32|10|2|WV|06/06/2016||IV|06/06/2016|DV|06/10/2016 10:08 am||ACC||
ARUNDEL|||049647008|R|1-1|1|32|10|2|VP|06/06/2016||VP|06/06/2016|VP|06/06/2016 08:58 am||ACC||
ARUNDEL|||100417131|D|1-1|1|32|10|2|WV|06/06/2016||IV|06/06/2016|DV|06/08/2016 08:40 am||ACC||
ARUNDEL|||046302181|R|1-1|1|32|10|2|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 01:08 pm||ACC||
ARUNDEL|||051913427|R|1-1|1|32|10|2|WV|06/06/2016||IV|06/06/2016|DV|06/07/2016 11:22 am||ACC||
ARUNDEL|||051913429|R|1-1|1|32|10|2|WV|06/06/2016||IF|06/06/2016|IF|06/07/2016 11:23 am||ACC||
ARUNDEL|||048407019|R|1-1|1|32|10|2|VP|06/01/2016||VP|06/01/2016|VP|06/01/2016 08:50 am||ACC||
ARUNDEL|||052212650|R|1-1|1|32|10|2|VP|06/10/2016||VP|06/10/2016|VP|06/10/2016 03:51 pm||ACC||
ARUNDEL|||046302731|D|1-1|1|32|10|2|WV|06/07/2016||IF|06/07/2016|IF|06/08/2016 01:45 pm||ACC||
ARUNDEL|||046302735|D|1-1|1|32|10|2|WV|06/07/2016||MV|06/07/2016|DV|06/08/2016 01:45 pm||ACC||
ARUNDEL|||046302744|D|1-1|1|32|10|2|VP|06/01/2016||VP|06/01/2016|VP|06/01/2016 02:10 pm||ACC||
ASHLAND|||001400500|D|1-1|2|1|151|2|VP|06/06/2016||VP|06/06/2016|VP|06/06/2016 11:22 am||ACC||
AUBURN|||048700029|R|3-1|2|20|63|5|VP|06/03/2016||VP|06/03/2016|VP|06/03/2016 09:00 am||ACC||
AUBURN|||048800040|R|5-1|2|20|62|5|VP|06/06/2016||VP|06/06/2016|VP|06/06/2016 02:39 pm||ACC||
AUBURN|||048700108|D|2-1|2|20|64|5|VP|05/18/2016||VP|05/18/2016|VP|05/18/2016 08:40 am||ACC||
AUBURN|||048700120|D|2-1|2|20|64|5|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 02:06 pm||ACC||
AUBURN|||048700124|D|2-1|2|20|64|5|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 02:07 pm||ACC||
AUBURN|||048700180|D|3-1|2|20|63|6|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 03:03 pm||ACC||
AUBURN|||100321444|D|3-1|2|20|63|5|VP|06/03/2016||VP|06/03/2016|VP|06/03/2016 09:00 am||ACC||
AUBURN|||048700245|D|4-1|2|20|63|6|VP|06/01/2016||VP|06/01/2016|VP|06/01/2016 03:01 pm||ACC||
AUBURN|||048700247|D|4-1|2|20|63|6|VP|06/01/2016||VP|06/01/2016|VP|06/01/2016 03:00 pm||ACC||
AUBURN|||048700250|D|5-1|2|20|62|5|VP|06/08/2016||VP|06/08/2016|VP|06/08/2016 11:02 am||ACC||
AUBURN|||048700396|D|5-1|2|20|62|5|TR|05/27/2016||MV|05/27/2016|MA|06/06/2016 11:44 am||ACC||
AUBURN|||048700431|D|2-1|2|20|64|6|VP|05/20/2016||VP|05/20/2016|VP|05/20/2016 02:57 pm||ACC||
AUBURN|||048700609|D|3-1|2|20|63|5|VP|06/03/2016||VP|06/03/2016|VP|06/03/2016 09:00 am||ACC||
AUBURN|||100201468|D|5-1|2|20|63|5|VP|05/25/2016||VP|05/25/2016|VP|05/25/2016 02:28 pm||ACC||
AUBURN|||048700666|D|2-1|2|20|64|6|WV|06/07/2016||IV|06/07/2016|DV|06/09/2016 09:42 am||ACC||
AUBURN|||048700667|R|2-1|2|20|64|6|WV|06/07/2016||IF|06/07/2016|IF|06/09/2016 09:35 am||ACC||
AUBURN|||048700739|R|5-1|2|20|63|5|ER|06/03/2016||MV|06/03/2016||||REJ|BND|
AUBURN|||048700858|D|5-1|2|20|63|6|VP|06/03/2016||VP|06/03/2016|VP|06/03/2016 02:08 pm||ACC||
AUBURN|||100296186|D|3-1|2|20|62|5|VP|05/27/2016||VP|05/27/2016|VP|05/27/2016 10:10 am||ACC||
AUBURN|||048801433|D|2-1|2|20|64|5|WV|06/08/2016||IV|06/08/2016|DV|06/09/2016 09:18 am||ACC||
AUBURN|||049100865|D|2-1|2|20|64|5|WV|06/09/2016||IF|06/09/2016|IF|06/10/2016 09:39 am||ACC||
AUBURN|||048801484|D|2-1|2|20|64|5|WV|06/08/2016||IF|06/08/2016|IF|06/09/2016 09:18 am||ACC||
AUBURN|||048701002|D|3-1|2|20|62|5|TR|05/09/2016||MV|05/18/2016|MA|05/23/2016 11:30 am||ACC||
AUBURN|||048701147|R|2-1|2|20|64|5|VP|05/31/2016||VP|05/31/2016|VP|05/31/2016 12:45 pm||ACC||
AUBURN|||048701148|R|2-1|2|20|64|5|WV|05/31/2016||IF|05/31/2016|MA|06/03/2016 11:15 am||ACC||
AUBURN|||048701177|R|1-1|2|20|64|6|WV|06/03/2016||IF|06/03/2016|IF|06/06/2016 01:37 pm||ACC||
AUBURN|||048701182|R|1-1|2|20|64|6|WV|06/03/2016||IV|06/03/2016|DV|06/06/2016 01:37 pm||ACC||
AUBURN|||048701399|R|4-1|2|20|63|6|WV|05/31/2016||IV|05/31/2016|DV|06/01/2016 08:17 am||ACC||
AUBURN|||048701403|D|4-1|2|20|63|6|WV|06/06/2016||IF|06/06/2016|IF|06/07/2016 09:53 am|2|ACC||
AUBURN|||048701415|D|5-1|2|20|63|5|TR|06/07/2016||MV|06/07/2016|MA|06/13/2016 11:15 am||ACC||
AUBURN|||048701425|D|1-1|2|20|62|5|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 08:57 am||ACC||
AUBURN|||048701427|D|1-1|2|20|62|5|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 08:59 am||ACC||
AUBURN|||048701479|D|5-1|2|20|63|5|TR|05/31/2016||MV|05/31/2016|MA|06/13/2016 11:03 am||ACC||
AUBURN|||048701489|R|3-1|2|20|63|5|VP|06/01/2016||VP|06/01/2016|VP|06/01/2016 12:23 pm||ACC||
AUBURN|||100238362|R|3-1|2|20|63|5|WV|06/01/2016||IF|06/01/2016|MA|06/08/2016 10:26 am||ACC||
AUBURN|||048701642|D|3-1|2|20|62|5|TR|06/09/2016||MV|06/09/2016||||REJ|BND|
AUBURN|||048701643|R|2-1|2|20|64|5|VP|06/02/2016||VP|06/02/2016|VP|06/02/2016 08:32 am||ACC||
AUBURN|||048701702|D|1-1|2|20|64|6|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 12:40 pm||ACC||
AUBURN|||100385532|R|3-1|2|20|63|5|WV|05/16/2016||MV|05/18/2016|MA|06/06/2016 11:39 am||ACC||
AUBURN|||048701815|R|4-1|2|20|62|5|VP|05/27/2016||VP|05/27/2016|VP|05/27/2016 11:11 am||ACC||
AUBURN|||048701889|R|5-1|2|20|63|6|WV|05/26/2016||IV|05/26/2016|DV|05/26/2016 10:42 am||ACC||
AUBURN|||048701892|D|5-1|2|20|63|6|WV|05/26/2016||IF|05/26/2016|IF|05/26/2016 12:50 pm||ACC||
AUBURN|||048701983|R|3-1|2|20|63|5|WV|06/09/2016||IV|06/09/2016|DV|06/10/2016 03:47 pm||ACC||
AUBURN|||048701984|R|3-1|2|20|63|5|WV|06/09/2016||IF|06/09/2016|IF|06/10/2016 03:48 pm||ACC||
AUBURN|||048702019|D|4-1|2|20|62|5|ER|05/20/2016||MV|05/23/2016||||REJ|BND|
AUBURN|||048702081|D|4-1|2|20|62|5|TR|06/02/2016||MV|06/02/2016|MA|06/13/2016 11:03 am||ACC||
AUBURN|||048702093|D|4-1|2|20|62|5|TR|05/10/2016||MV|05/18/2016|MA|06/09/2016 10:28 am||ACC||
AUBURN|||100425170|D|3-1|2|20|62|5|VP|05/27/2016||VP|05/27/2016|VP|05/27/2016 10:10 am||ACC||
AUBURN|||048702200|D|1-1|2|20|62|5|VP|06/09/2016||VP|06/09/2016|VP|06/09/2016 06:33 pm||ACC||
AUBURN|||048702203|R|1-1|2|20|62|5|VP|06/09/2016||VP|06/09/2016|VP|06/09/2016 06:31 pm||ACC||
AUBURN|||048702239|R|3-1|2|20|63|5|ER|05/30/2016||MV|05/31/2016|MA|06/06/2016 11:55 am||ACC||
AUBURN|||100065303|D|1-1|2|20|64|5|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 02:00 pm||ACC||
AUBURN|||048702241|D|5-1|2|20|62|5|TR|06/07/2016||MV|06/07/2016||||REJ|BND|
AUBURN|||048702256|R|3-1|2|20|63|5|ER|05/30/2016||MV|05/31/2016|MA|06/06/2016 11:56 am||ACC||
AUBURN|||048702275|R|3-1|2|20|63|5|TR|06/01/2016||MV|06/01/2016|MA|06/06/2016 11:28 am||ACC||
AUBURN|||048702313|D|3-1|2|20|63|6|VP|06/09/2016||VP|06/09/2016|VP|06/09/2016 04:40 pm||ACC||
AUBURN|||048702348|R|1-1|2|20|64|6|WV|06/06/2016||IV|06/06/2016|MA|06/09/2016 10:28 am||ACC||
AUBURN|||048702361|R|1-1|2|20|64|6|WV|06/06/2016||IV|06/06/2016|MA|06/09/2016 10:28 am||ACC||
AUBURN|||100095714|D|2-1|2|20|64|5|VP|06/08/2016||VP|06/08/2016|VP|06/08/2016 03:11 pm||ACC||
AUBURN|||048702399|D|4-1|2|20|63|6|WV|05/25/2016||IF|05/25/2016|IF|05/26/2016 03:51 pm||ACC||
AUBURN|||048702405|D|4-1|2|20|63|6|VP|05/25/2016||VP|05/25/2016|VP|05/25/2016 02:32 pm||ACC||
AUBURN||O|100127187|D|2-1|2|20|64|6|UR|03/15/2016||MV|04/29/2016||||REJ|BND|
AUBURN|||048803591|R|3-1|2|20|63|5|VP|06/03/2016||VP|06/03/2016|VP|06/03/2016 09:00 am||ACC||
AUBURN|||048803647|D|4-1|2|20|63|5|VP|05/26/2016||VP|05/26/2016|VP|05/26/2016 08:45 am||ACC||
AUBURN||O|100254057|D|2-1|2|20|64|5|UR|10/27/2015||EL|04/29/2016||||REJ|BND|
AUBURN|||048702676|D|3-1|2|20|63|5|VP|06/03/2016||VP|06/03/2016|VP|06/03/2016 09:00 am||ACC||
AUBURN|||000400275|D|1-1|2|20|64|5|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 02:00 pm||ACC||
AUBURN|||000800694|D|3-1|2|20|63|5|VP|06/03/2016||VP|06/03/2016|VP|06/03/2016 09:00 am||ACC||
AUBURN|||048702854|D|1-1|2|20|64|6|VP|06/01/2016||VP|06/01/2016|VP|06/01/2016 03:51 pm||ACC||
AUBURN|||048702858|D|3-1|2|20|63|5|VP|06/03/2016||VP|06/03/2016|VP|06/03/2016 09:00 am||ACC||
AUBURN|||052202119|D|5-1|2|20|63|5|VP|05/25/2016||VP|05/25/2016|VP|05/25/2016 02:25 pm||ACC||
AUBURN|||048702947|D|1-1|2|20|62|5|TR|05/03/2016||MV|05/18/2016||||REJ|BND|
AUBURN|||048702998|D|3-1|2|20|63|6|VP|06/01/2016||VP|06/01/2016|VP|06/01/2016 01:38 pm||ACC||
AUBURN|||048703000|D|3-1|2|20|63|6|VP|06/01/2016||VP|06/01/2016|VP|06/01/2016 01:40 pm||ACC||
AUBURN|||048703004|D|3-1|2|20|63|5|VP|06/03/2016||VP|06/03/2016|VP|06/03/2016 03:00 am||ACC||
AUBURN|||048703035|D|4-1|2|20|63|5|VP|05/26/2016||VP|05/26/2016|VP|05/26/2016 08:45 am||ACC||
AUBURN|||048703051|D|2-1|2|20|64|6|VP|06/03/2016||VP|06/03/2016|VP|06/03/2016 08:53 am||ACC||
AUBURN|||048703058|R|3-1|2|20|62|5|VP|05/27/2016||VP|05/27/2016|VP|05/27/2016 10:45 am||ACC||
