Ward,Division,Address,Location,Building Code,Parking Code
33,23,J & TIOGA STS,SCANLON RECREATION CENTER,F,N
33,24,J & TIOGA STS,SCANLON RECREATION CENTER,F,N
34,1,6122 MARKET ST,BARBER SHOP,M,N
34,2,59TH & RACE STS,BARRY SCHOOL,M,N
34,3,59TH & RACE STS,BARRY SCHOOL,M,N
34,4,6131 VINE ST,STOREFRONT,M,N
34,5,520 N 61ST ST,BETTERWAY BIBLE CHURCH,M,N
34,6,61ST & THOMPSON STS,FIRE ENGINE CO # 41,F,L
34,7,1536 N 59TH ST,SWEET UNION BAPTIST CHURCH,M,N
34,8,60TH & COLUMBIA AVE,TUSTIN RECREATION CENTER,F,N
34,9,520 N 61ST ST,BETTERWAY BIBLE CHURCH,M,N
34,10,1541 N 61ST ST,PRAYER & FAITH TEMPLE COGIC,F,L
34,11,6148 LANSDOWNE AVE,GOOD SAMARITAN CHURCH,R,N
34,12,61ST & JEFFERSON STS,SIMPSON-FLETCHER METH CHURCH,A,L
34,13,EDGEMORE & MEDIA STS,HARAMBEE INSTITUTE,M,N
34,14,1100 N 63RD ST,KIMBLE FUNERAL HOME,F,L
34,15,6150 W OXFORD ST,MONTE VISTA APTS,F,L
34,16,65TH & GIRARD AVE,HADDINGTON LIBRARY,A,N
34,17,65TH & CALLOWHILL STS,GRANAHAN RECREATION CENTER,R,L
34,18,EDGEMORE & MEDIA STS,HARAMBEE INSTITUTE,M,N
34,19,EDGEMORE & MEDIA STS,HARAMBEE INSTITUTE,M,N
34,20,68TH & LANSDOWNE AVE,PAPA RECREATION CENTER,M,L
34,21,68TH & LANSDOWNE AVE,PAPA RECREATION CENTER,M,L
34,22,6546 LEBANON AVE,BARBER SHOP,M,N
34,23,6376 CITY AVE,OVERBROOK PRESBYTERIAN CHURCH,A,L
34,24,1101 N 63RD ST,LIBERTY TOWERS APTS,A,L
34,25,63RD & LANCASTER AVE,FIRE ENGINE CO # 54,M,N
34,26,65TH & GIRARD AVE,HADDINGTON LIBRARY,A,N
34,27,1625 N 76TH AVE,LAMBERTON LITTLE SCHOOL HOUSE,F,L
34,28,65TH & CALLOWHILL STS,GRANAHAN RECREATION CENTER,R,L
34,29,1625 N 76TH AVE,LAMBERTON LITTLE SCHOOL HOUSE,F,L
34,30,7630 WOODBINE AVE,OVERBROOK PARK CHURCH CHRIST,A,N
34,31,7630 WOODBINE AVE,OVERBROOK PARK CHURCH CHRIST,A,N
34,32,HAVERFORD & WOODBINE AVES,OVERBROOK LIBRARY,F,L
34,33,1100 N 63RD ST,KIMBLE FUNERAL HOME,F,L
34,34,7060 CITY AVE,RESIDENCE,F,L
34,35,1660 N 62ND ST,TRUE IMAGE SALON,M,N
34,36,6237 MARKET ST,HEAD 2 TOE SALON,R,N
34,37,HAVERFORD & WOODBINE AVES,OVERBROOK LIBRARY,F,L
34,38,6224 MARKET ST,MEMORIAL GOSPEL CHURCH,R,L
34,39,HAVERFORD & WOODBINE AVES,OVERBROOK LIBRARY,F,L
34,40,1625 N 76TH AVE,LAMBERTON LITTLE SCHOOLHOUSE,F,L
34,41,HAVERFORD & WOODBINE AVES,OVERBROOK LIBRARY,F,L
34,42,6143 LANSDOWNE AVE,CHURCH,M,L
35,1,7236 RISING SUN AVE,STORE,M,L
35,2,603 LONGSHORE AVE,TRINITY CHURCH OXFORD/BUCHANAN,R,L
35,3,603 LONGSHORE AVE,TRINITY CHURCH OXFORD/BUCHANAN,R,L
35,4,6545 RISING SUN AVE,BETHANY UNITED CHURCH,M,N
35,5,6500 TABOR AVE,PHILA PROTESTANT HOME,F,L
35,6,ARGYLE & ROBBINS AVE,ST WILLIAMS MEMORIAL HALL,F,L
35,7,ARGYLE & ROBBINS AVE,ST WILLIAMS MEMORIAL HALL,F,L
35,8,ARGYLE & ROBBINS AVE,ST WILLIAMS MEMORIAL HALL,F,L
35,9,6000 RISING SUN AVE,LAWNCREST LIBRARY,R,N
35,10,RISING SUN AVE & COMLY ST,LAWNCREST RECREATION CENTER,F,H
35,11,RISING SUN AVE & COMLY ST,LAWNCREST RECREATION CENTER,F,H
35,12,6000 RISING SUN AVE,LAWNCREST LIBRARY,R,N
35,13,6001 COLGATE ST,PRINCE OF PEACE CHURCH,M,L
35,14,6150 ALGON AVE,OXFORD VILLAGE HOMES,F,L
35,15,LANGDON & SANGER STS,NEW FELS HIGH SCHOOL,F,H
35,16,LANGDON & SANGER STS,NEW FELS HIGH SCHOOL,F,H
35,17,LANGDON & SANGER STS,NEW FELS HIGH SCHOOL,F,H
35,18,RISING SUN & CHELTENHAM AVES,FRANKLIN SCHOOL,M,L
35,19,RISING SUN & CHELTENHAM AVES,FRANKLIN SCHOOL,M,L
35,20,RISING SUN & CHELTENHAM AVES,FRANKLIN SCHOOL,M,L
35,21,RISING SUN & CHELTENHAM AVES,FRANKLIN SCHOOL,M,L
35,22,LANGDON & SANGER STS,NEW FELS HIGH SCHOOL,F,H
35,23,SUMMERDALE & GODFREY AVES,HOUSEMAN RECREATION CENTER,F,L
35,24,SUMMERDALE & GODFREY AVES,HOUSEMAN RECREATION CENTER,F,L
35,25,RISING SUN AVE & COMLY ST,LAWNCREST RECREATION CENTER,F,H
35,26,SUMMERDALE & GODFREY AVES,HOUSEMAN RECREATION CENTER,F,L
35,27,TABOR RD & FOULKROD ST,UNIVERSAL CREIGHTON LSH,M,N
35,28,5577 N HILLCREEK DRIVE,HILL CREEK COMM CTR BLDG 10,M,L
35,29,TABOR RD & FOULKROD ST,UNIVERSAL CREIGHTON LSH,M,L
35,30,TABOR RD & FOULKROD ST,UNIVERSAL CREIGHTON LSH,M,L
35,31,RISING SUN & CHELTENHAM AVES,FRANKLIN SCHOOL,M,L
35,32,6500 TABOR AVE,PHILA PROTESTANT HOME,F,L
36,1,19TH & ELLSWORTH STS,CHEW RECREATION CENTER,R,L
36,2,1814 WHARTON ST,ST BARNABAS CHURCH,M,N
36,3,20TH & FEDERAL STS,FIRE ENGINE CO # 24,F,L
36,4,23RD & REED STS,WHARTON SQUARE REC CENTER,F,N
36,5,1219 S 21ST ST,ST PAUL CHAPEL BAPTIST CHURCH,M,N
36,6,22ND & FEDERAL STS,QUEEN MEMORIAL LIBRARY,F,L
36,7,23RD & REED STS,WHARTON SQUARE REC CENTER,F,N
36,8,1410 S 20TH ST,MITCHUM WILSON FUNERAL HOME,M,N
36,9,1814 WHARTON ST,ST BARNABAS CHURCH,M,N
36,10,1410 S 20TH ST,MITCHUM WILSON FUNERAL HOME,M,N
36,11,1700 FERNON ST,THE AQUINAS CENTER,M,N
36,12,2100 DICKINSON ST,POINT BREEZE COURT (PHA),F,N
36,13,22ND & MC CLELLAN STS,MC DANIEL SCHOOL,F,N
36,14,28TH & DICKINSON STS,BARRETT NABUURS CENTER,A,N
36,15,22ND & MC CLELLAN STS,MC DANIEL SCHOOL,F,N
36,16,2100 DICKINSON ST,POINT BREEZE COURT (PHA),F,N
36,17,23RD & REED STS,WHARTON SQUARE REC CENTER,F,N
36,18,23RD & REED STS,WHARTON SQUARE REC CENTER,F,N
36,19,22ND & MC CLELLAN STS,MC DANIEL SCHOOL,F,N
36,20,22ND & FEDERAL STS,QUEEN MEMORIAL LIBRARY,F,L
36,21,23RD & REED STS,WHARTON SQUARE REC CENTER,F,N
36,22,26TH & MOORE STS,VARE RECREATION CENTER,F,L
36,23,1140-46 S 26TH ST,PROGRESSIVE WORSHIP CENTER,M,N
36,24,28TH & DICKINSON STS,BARRETT NABUURS CENTER,A,N
36,25,28TH & DICKINSON STS,BARRETT NABUURS CENTER,A,N
36,26,30TH & OAKFORD ST,FINNEGAN RECREATION CENTER,F,N
36,27,28TH & DICKINSON STS,BARRETT NABUURS CENTER,A,N
36,28,30TH & OAKFORD ST,FINNEGAN RECREATION CENTER,F,N
36,29,1401 S 16TH ST,REED ST PRESBYTERIAN APTS,M,N
36,30,3125 REED ST,KINGS FERRY SQUARE COMM ROOM,B,N
36,31,1401 S 16TH ST,REED ST PRESBYTERIAN APTS,M,N
36,32,2707 FEDERAL ST,OFFICE-HANNAH CONSTRUCTION,A,N
36,33,28TH & DICKINSON STS,BARRETT NABUURS CENTER,A,N
36,34,1200 S BROAD ST,P.E.P. BUILDING,A,N
36,35,16TH & WHARTON STS,BARRATT SCHOOL,M,N
36,36,16TH & WHARTON STS,BARRATT SCHOOL,M,N
36,37,1401 S 16TH ST,REED ST PRESBYTERIAN APTS,M,N
36,38,1401 S 16TH ST,REED ST PRESBYTERIAN APTS,M,N
36,39,19TH & ELLSWORTH STS,CHEW RECREATION CENTER,R,L
36,40,16TH & WHARTON STS,BARRATT SCHOOL,M,N
36,41,1401 S 16TH ST,REED ST PRESBYTERIAN APTS,M,N
37,1,2265 N 10TH ST,EBENEZER BAPTIST CHURCH,F,N
37,2,12TH & SUSQUEHANNA AVE,PENROSE RECREATION CENTER,F,N
37,3,2411 N 11TH ST,FAIRHILL APTS COMMUNITY CENTER,F,L
37,4,12TH & SUSQUEHANNA AVE,PENROSE RECREATION CENTER,F,N
37,5,2411 N 11TH ST,FAIRHILL APTS COMMUNITY CENTER,F,L
37,6,2411 N 11TH ST,FAIRHILL APTS COMMUNITY CENTER,F,L
37,7,2701 N 12TH ST,MORRIS CHAPEL BAPT CHURCH,M,N
37,8,2701 N 12TH ST,MORRIS CHAPEL BAPT CHURCH,M,N
37,9,2862 GERMANTOWN AVE,WARNOCK VILLAGE,F,H
37,10,12TH & CAMBRIA STS,12TH & CAMBRIA RECREATION CTR,F,L
37,11,12TH & RUSH STS,MASTERY CLYMER CHARTER SCHOOL,M,L
37,12,12TH & RUSH STS,MASTERY CLYMER CHARTER SCHOOL,M,L
37,13,2428 N FAIRHILL ST,EVANGELICAL TEMPLE WORSHIP CTR,R,N
37,14,8TH & CUMBERLAND STS,HARTRANFT SCHOOL,M,L
37,15,2415 GERMANTOWN AVE,HARTRANFT COMM CENTER,M,N
37,16,6TH & INDIANA AVE,POTTER THOMAS SCHOOL,M,L
37,17,924 W CAMBRIA ST,ST MARKS OUTREACH BAPT CHURCH,M,N
37,18,924 W CAMBRIA ST,ST MARKS OUTREACH BAPT CHURCH,M,N
37,19,6TH & INDIANA AVE,POTTER THOMAS SCHOOL,M,L
37,20,6TH & INDIANA AVE,POTTER THOMAS SCHOOL,M,L
37,21,3018-A N. PERCY ST,COMMUNITY CENTER,M,N
38,1,3226  MC MICHAEL ST,ABBOTTSFORD HOMES,F,L
38,2,26TH & ALLEGHENY AVE,DEVEREAUX MEMORIAL CHURCH,M,L
38,3,26TH & ALLEGHENY AVE,DEVEREAUX MEMORIAL CHURCH,M,L
38,4,26TH & ALLEGHENY AVE,DEVEREAUX MEMORIAL CHURCH,M,L
38,5,2331 W CLEARFIELD ST,CHRISTIAN FELLOWSHIP CENTER,M,N
38,6,27TH & CLEARFIELD STS,SHULER REC CENTER,M,L
38,7,29TH & CLEARFIELD STS,E W RHODES SCHOOL,M,L
38,8,29TH & CLEARFIELD STS,E W RHODES SCHOOL,M,L
38,9,3416 W ALLEGHENY AVE,CHURCH,M,N
38,10,3416 W ALLEGHENY AVE,CHURCH,B,N
38,11,3001 W SCHOOL HOUSE LA,PENN CHARTER SQUASH COURTS,M,L
38,12,3501 MIDVALE AVE,FALLS OF SCHUYLKILL LIBRARY,M,N
38,13,MIDVALE AVE & CONRAD ST,MIFFLIN SCHOOL,M,L
38,14,MIDVALE AVE & CONRAD ST,MIFFLIN SCHOOL,M,L
38,15,RIDGE & MIDVALE AVE,FIRE ENGINE CO # 35,R,L
38,16,MIDVALE AVE & CONRAD ST,MIFFLIN SCHOOL,M,L
38,17,5450 WISSAHICKON AVE,CHARTER COURT APARTMENTS,F,L
38,18,3501 MIDVALE AVE,FALLS OF SCHUYLKILL LIBRARY,M,N
38,19,4349 RIDGE AVE,FALLS RIDGE APTS COMM CTR,F,H
38,20,3501 MIDVALE AVE,FALLS OF SCHUYLKILL LIBRARY,M,L
38,21,2331 W CLEARFIELD ST,CHRISTIAN FELLOWSHIP CENTER,M,N
39,1,8TH & WOLF STS,KEY SCHOOL,N,N
39,2,2604 S 04TH ST,SEAFARERS UNION HALL,M,N
39,3,2455 S 03RD ST,OFFICE,N,N
39,4,927 JOHNSTON ST,MASTERY THOMAS CHARTER SCHOOL,F,N
39,5,3RD & MIFFLIN STS,FURNESS SCHOOL,R,N
39,6,3RD & MIFFLIN STS,FURNESS SCHOOL,R,N
39,7,2ND & SNYDER AVE,WHITMAN BRANCH LIBRARY,M,N
39,8,300 SNYDER AVE,SNYDER AVE CONGREGATION CHURCH,B,N
39,9,4TH & SNYDER STS,FIRE ENGINE CO # 53,M,L
39,10,501 JACKSON ST,JACKSON PLACE,F,H
39,11,2604 S 04TH ST,SEAFARERS UNION HALL,M,N
39,12,927 JOHNSTON ST,MASTERY THOMAS CHARTER SCHOOL,B,N
39,13,4TH & SHUNK STS,MURPHY RECREATION CENTER,N,N
39,14,900 PACKER AVE,STADIUM HOLIDAY INN,M,N
39,15,2150 S 03RD ST,IBEW LOCAL UNION HALL,M,N
39,16,2604 S 04TH ST,SEAFARERS UNION HALL,M,N
39,17,4TH & PORTER STS,TAGGART SCHOOL,M,N
39,18,830 RITNER ST-REAR,GARAGE,R,N
39,19,501 JACKSON ST,JACKSON PLACE,F,H
39,20,2150 S 03RD ST,IBEW LOCAL UNION HALL,M,N
39,21,2349-51 S FRONT ST,ANTHONYS RESTAURANT,N,N
39,22,4TH & PORTER STS,TAGGART SCHOOL,M,N
39,23,2302 S 7TH ST,STORE,B,N
39,24,4TH & SHUNK STS,MURPHY RECREATION CENTER,N,N
39,25,13TH & SHUNK STS,FIRE ENGINE CO # 49,M,L
39,26,1025-33 MIFFLIN ST,OLD TOLENTINE COMMUNITY CENTER,F,N
39,27,1025-33 MIFFLIN ST,OLD TOLENTINE COMMUNITY CENTER,F,N
39,28,6TH & SNYDER AVE,FORD RECREATION CENTER,F,N
39,29,927 JOHNSTON ST,MASTERY THOMAS CHARTER SCHOOL,F,N
39,30,BROAD & SNYDER AVE,SOUTH PHILA HIGH SCHOOL,M,H
39,31,13TH & PORTER STS,JENKS SCHOOL,N,N
39,32,1025-33 MIFFLIN ST,OLD TOLENTINE COMMUNITY CENTER,F,N
39,33,2601 S 11TH ST,DAYCARE,N,N
39,34,1030 SNYDER AVE,MAGIC AUTO DETAILING,R,N
39,35,BROAD & SNYDER AVE,SOUTH PHILA HIGH SCHOOL,M,H
39,36,BROAD & OREGON AVE,MARCONI PLAZA BOCCE COURTS,M,N
39,37,BROAD & SNYDER AVE,SOUTH PHILA HIGH SCHOOL,M,H
39,38,8TH & WOLF STS,KEY SCHOOL,N,N
39,39,13TH & SHUNK STS,FIRE ENGINE CO # 49,M,L
39,40,8TH & WOLF STS,KEY SCHOOL,N,N
39,41,927 JOHNSTON ST,MASTERY THOMAS CHARTER SCHOOL,F,N
39,42,13TH & PORTER STS,JENKS SCHOOL TRAILER,M,N
39,43,13TH & PORTER STS,JENKS SCHOOL,N,N
39,44,927 JOHNSTON ST,MASTERY THOMAS CHARTER SCHOOL,F,N
39,45,1815 S 11TH ST,SO PHILA VIKINGS CLUBHOUSE,B,N
39,46,BROAD & TASKER STS,P G W BUILDING,M,N
40,1,6250 EASTWICK AVE,ROBERT BRADY VETERANS CENTER,M,N
40,2,58TH & KINGSESSING AVE,FRANCIS MYERS REC CENTER,A,L
40,3,5701 GRAYS AVE,EZEKIEL BAPTIST CHURCH,A,L
40,4,5404 GIBSON DRIVE,BARTRAM VILLAGE OFFICE,F,L
40,5,2000 S 58TH ST,PRESBYTERIAN APARTMENTS,B,L
40,6,63RD & ELMWOOD AVE,MORTON SCHOOL,R,L
40,7,58TH & KINGSESSING AVE,FRANCIS MYERS REC CENTER,A,L
40,8,58TH & KINGSESSING AVE,FRANCIS MYERS REC CENTER,A,L
40,9,58TH & KINGSESSING AVE,FRANCIS MYERS REC CENTER,A,L
40,10,64TH & PASCHALL AVE,ROCHE POST AMERICAN LEGION,A,N
40,11,6900 GREENWAY AVE,CATHARINE SCHOOL ANNEX,M,L
40,12,63RD & ELMWOOD AVE,MORTON SCHOOL,R,L
40,13,63RD & ELMWOOD AVE,MORTON SCHOOL,R,L
40,14,63RD & ELMWOOD AVE,MORTON SCHOOL,R,L
40,15,63RD & ELMWOOD AVE,MORTON SCHOOL,R,L
40,16,63RD & ELMWOOD AVE,MORTON SCHOOL,R,L
40,17,66TH & ELMWOOD AVE,TILDEN MIDDLE SCHOOL,M,L
40,18,63RD & ELMWOOD AVE,MORTON SCHOOL,R,L
40,19,64TH & PASCHALL AVE,ROCHE POST AMERICAN LEGION,A,N
40,20,64TH & PASCHALL AVE,ROCHE POST AMERICAN LEGION,A,N
40,21,66TH & CHESTER AVE,CATHARINE SCHOOL,M,L
40,22,70TH & BUIST AVE,PATTERSON SCHOOL,N,N
40,23,66TH & CHESTER AVE,CATHARINE SCHOOL,M,L
40,24,66TH & CHESTER AVE,CATHARINE SCHOOL,M,L
40,25,66TH & REGENT STS,MC CREESH RECREATION CENTER,B,L
40,26,64TH & PASCHALL AVE,ROCHE POST AMERICAN LEGION,M,N
40,27,66TH & ELMWOOD AVE,TILDEN MIDDLE SCHOOL,M,L
40,28,6250 EASTWICK AVE,ROBERT BRADY VETERANS CENTER,M,N
40,29,69TH & GROVERS AVE,FINNEGAN RECREATION CENTER,M,L
40,30,8398 LINDBERGH BLVD,ST PAULS AME CHURCH,M,H
40,31,70TH & BUIST AVE,PATTERSON SCHOOL,N,N
40,32,2406 S 71ST ST,DAYCARE,M,L
40,33,6942 WOODLAND AVE,PASCHALLVILLE LIBRARY,N,L
40,34,7200 WOODLAND AVE,PASCHALLVILLE HOMES COMM CTR,F,N
40,35,2500 S 77TH ST,CIBOTTI RECREATION CENTER,F,L
40,36,2851 ISLAND AVE,EASTWICK LIBRARY,R,L
40,37,7537 DICKENS PLACE,RESIDENCE,R,N
40,38,80TH & MARS PLACE,EASTWICK RECREATION CENTER,M,L
40,39,66TH & ELMWOOD AVE,TILDEN MIDDLE SCHOOL,M,L
40,40,8398 LINDBERGH BLVD,ST PAULS AME CHURCH,M,H
40,41,2535 S 73RD ST,RESIDENCE,F,L
40,42,78TH & ESTE AVE,PENROSE SCHOOL,M,L
40,43,69TH & GROVERS AVE,FINNEGAN RECREATION CENTER,M,L
40,44,78TH & ESTE AVE,PENROSE SCHOOL,M,L
40,45,2500 S 77TH ST,CIBOTTI RECREATION CENTER,F,L
40,46,69TH & GROVERS AVE,FINNEGAN RECREATION CENTER,M,L
40,47,7200 WOODLAND AVE,PASCHALLVILLE HOMES COMM CTR,F,N
40,48,2851 ISLAND AVE,EASTWICK LIBRARY,R,L
40,49,3049 S 74TH ST,GARAGE,F,L
40,50,7199 BRANT PLACE,UNICO VILLAGE OFFICE,M,L
40,51,69TH & GROVERS AVE,FINNEGAN RECREATION CENTER,M,L
41,1,TORRESDALE & CHELTENHAM AVES,MOSS RECREATION CENTER,F,N
41,2,TORRESDALE & CHELTENHAM AVES,MOSS RECREATION CENTER,F,N
41,3,TORRESDALE & CHELTENHAM AVE,MOSS RECREATION CENTER,F,N
41,4,TORRESDALE AVE & DEVEREAUX,AMERICAN LEGION REC CENTER,F,L
41,5,JACKSON & VAN KIRK STS,FIRE ENGINE CO # 52,M,L
41,6,6309 TORRESDALE AVE,MC CULLOUGH UNION HALL,M,L
41,7,TORRESDALE AVE & DEVEREAUX,AMERICAN LEGION REC CENTER,F,L
41,8,6309 TORRESDALE AVE,MC CULLOUGH UNION HALL,M,L
41,9,6101 JACKSON ST,LAWTON SCHOOL,F,L
41,10,6101 JACKSON ST,LAWTON SCHOOL,F,L
41,11,7001 TORRESDALE AVE,HOLY INNOCENTS CHURCH,M,L
41,12,7001 TORRESDALE AVE,HOLY INNOCENTS CHURCH,M,L
41,13,MAGEE & KEYSTONE STS,FIRE ENGINE CO # 38,F,H
41,14,MAGEE & KEYSTONE STS,FIRE ENGINE CO # 38,F,H
41,15,6934 TORRESDALE AVE,MARIE HUFF HAIRDRESSING,M,N
41,16,COTTMAN & TORRESDALE AVES,ST HUBERTS HIGH SCHOOL,R,N
41,17,4741 FRIENDSHIP ST,TACONY MAYFAIR SONS OF ITALY,M,N
41,18,COTTMAN AVE & ERDRICK ST,LUTH CHURCH OF GOOD SHEPHERD,B,L
41,19,COTTMAN AVE & ERDRICK ST,LUTH CHURCH OF GOOD SHEPHERD,B,L
41,20,COTTMAN AVE & ERDRICK ST,LUTH CHURCH OF GOOD SHEPHERD,B,L
41,21,COTTMAN & TORRESDALE AVES,ST HUBERTS HIGH SCHOOL,R,N
41,22,4343 PRINCETON AVE,KIDDY KOTTAGE DAYCARE CENTER,M,N
41,23,COTTAGE & BLEIGH STS,FORREST LITTLE SCHOOL HOUSE,F,L
41,24,COTTAGE & BLEIGH STS,FORREST LITTLE SCHOOL HOUSE,F,L
41,25,COTTAGE & BLEIGH STS,FORREST LITTLE SCHOOL HOUSE,F,L
41,26,COTTAGE & BLEIGH STS,FORREST LITTLE SCHOOL HOUSE,F,L
42,1,4501 G ST,CITY SIGN SHOP,F,H
42,2,B & WYOMING STS,BARTON SCHOOL,M,L
42,3,169 W WYOMING AVE,BETHEL WORSHIP CENTER,A,N
42,4,4344 N 05TH ST,CAYUGA SCHOOL,M,N
42,5,4800 WHITAKER AVE,VAIRD-FELTONVILLE YOUTH CLUB,F,L
42,6,B ST & WYOMING AVE,WYOMING BRANCH LIBRARY,M,L
42,7,169 W WYOMING AVE,BETHEL WORSHIP CENTER,A,N
42,8,238 E WYOMING AVE,FELTONVILLE INTERMED SCHOOL,M,N
42,9,169 W WYOMING AVE,BETHEL WORSHIP CENTER,A,N
42,10,4800 WHITAKER AVE,VAIRD-FELTONVILLE YOUTH CLUB,F,L
42,11,238 E WYOMING AVE,FELTONVILLE INTERMED SCHOOL,M,N
42,12,FRONT & DUNCANNON STS,ASPIRA OLNEY CHARTER SCHOOL,A,L
42,13,5111 N 04TH ST,MORRISON SCHOOL,M,L
42,14,425 E ROOSEVELT BLVD,NEW LIFE PRESBYTERIAN CHURCH,M,L
42,15,401 E TABOR ROAD,INTNL CHRISTIAN HIGH SCHOOL,F,L
42,16,FRONT & DUNCANNON STS,ASPIRA OLNEY CHARTER SCHOOL,A,L
42,17,5111 N 04TH ST,MORRISON SCHOOL,M,L
42,18,401 E TABOR RD,TRIUMPHANT FAITH ICSH BUILDING,F,L
42,19,B & GALE STS,ZIEHLER RECREATION CENTER,M,L
42,20,5111 N 04TH ST,MORRISON SCHOOL,M,L
42,21,5111 N 04TH ST,MORRISON SCHOOL,M,L
42,22,B ST & WYOMING AVE,WYOMING BRANCH LIBRARY,M,L
42,23,801 E HUNTING PARK AVE,JUNIATA PARK ACADEMY,M,N
42,24,200 W TABOR ROAD,GODS CHURCH BY THE FAITH,M,L
42,25,5TH & TABOR RD,GREATER OLNEY BRANCH LIBRARY,M,N
43,1,4244 OLD YORK RD,EL SHADDEI CHURCH,M,L
43,2,4417 N 06TH ST,ESPERANZA HEALTH CENTER,M,N
43,3,4344 N 05TH ST,CAYUGA SCHOOL,M,N
43,4,1001 W HUNTING PARK AVE,HUNTING PARK REC CENTER,M,N
43,5,1001 W HUNTING PARK AVE,HUNTING PARK REC CENTER,M,N
43,6,4417 N 06TH ST,ESPERANZA HEALTH CENTER,M,N
43,7,10TH & PIKE STS,LENFEST CENTER,M,N
43,8,10TH & PIKE STS,LENFEST CENTER,M,N
43,9,OLD YORK RD & ONTARIO ST,BETHUNE SCHOOL,M,L
43,10,OLD YORK RD & ONTARIO ST,BETHUNE SCHOOL,M,L
43,11,RANDOLPH & ERIE AVE,TAYLOR SCHOOL,R,L
43,12,RANDOLPH & ERIE AVE,TAYLOR SCHOOL,R,L
43,13,OLD YORK RD & ONTARIO ST,BETHUNE SCHOOL,M,L
43,14,OLD YORK RD & ONTARIO ST,BETHUNE SCHOOL,M,L
43,15,OLD YORK RD & ONTARIO ST,BETHUNE SCHOOL,M,L
43,16,OLD YORK RD & ONTARIO ST,BETHUNE SCHOOL,M,L
43,17,RANDOLPH & ERIE AVE,TAYLOR SCHOOL,R,L
43,18,RANDOLPH & ERIE AVE,TAYLOR SCHOOL,R,L
43,19,10TH & PIKE STS,LENFEST CENTER,M,N
43,20,RANDOLPH & ERIE AVE,TAYLOR SCHOOL,R,L
43,21,10TH & PIKE STS,LENFEST CENTER,M,N
43,22,BROAD & ERIE AVE,P G W BUILDING,F,L
43,23,BROAD & ERIE AVE,P G W BUILDING,F,L
43,24,3949 N BROAD ST,CHAMPION LEARNING CENTER,M,N
43,25,10TH & PIKE STS,LENFEST CENTER,M,N
44,1,1323 N 52ND ST,BIBLEWAY BAPTIST CHURCH,M,N
44,2,53RD & MEDIA STS,CONESTOGA COMM REC CENTER,F,L
44,3,5501 MARKET ST,SALVATION ARMY,F,L
44,4,5501 MARKET ST,SALVATION ARMY,M,L
44,5,4916 LANCASTER AVE,REFUGE BAPTIST CHURCH,M,N
44,6,50 N 52ND ST,ANTIOCH UNIVERSAL CHURCH,R,N
44,7,5437 WYALUSING AVE,HADDINGTON TOWNHOMES COMM CTR,M,L
44,8,4901 CHESTNUT ST,WEST PHILA HIGH SCHOOL,F,H
44,9,48TH & FAIRMOUNT AVE,PARKWAY SCHOOL,R,N
44,10,50TH & PARRISH STS,RHOADS SCHOOL,F,L
44,11,50TH & PARRISH STS,RHOADS SCHOOL,F,L
44,12,50TH & PARRISH STS,RHOADS SCHOOL,F,L
44,13,400 N 50TH ST,KATIE JACKSON HOMES(PHA),F,L
44,14,400 N 50TH ST,KATIE JACKSON HOMES(PHA),F,L
44,15,50 N 52ND ST,ANTIOCH UNIVERSAL CHURCH,R,N
44,16,51ST & RENO STS,WEST MILL CREEK REC CENTER,R,L
44,17,51ST & RENO STS,WEST MILL CREEK REC CENTER,R,L
44,18,1323 N 52ND ST,BIBLEWAY BAPTIST CHURCH,M,N
44,19,1323 N 52ND ST,BIBLEWAY BAPTIST CHURCH,M,N
45,1,4601 RICHMOND ST,BRIDESBURG RECREATION CENTER,M,L
45,2,2330 MARGARET ST,ST VALENTINES CHURCH,N,N
45,3,4601 RICHMOND ST,BRIDESBURG RECREATION CENTER,M,N
45,4,4415 ALMOND ST,ST JOHN CANTIUS SCHOOL,M,N
45,5,GAUL & TIOGA STS,SAMUELS RECREATION CENTER,R,L
45,6,GAUL & TIOGA STS,SAMUELS RECREATION CENTER,R,L
45,7,BELGRADE & ONTARIO STS,FIRE ENGINE CO # 28,M,L
45,8,FRANKFORD AVE & ONTARIO ST,WEBSTER LITTLE SCHOOLHOUSE,M,L
45,9,FRANKFORD AVE & ONTARIO ST,WEBSTER LITTLE SCHOOLHOUSE,M,L
45,10,FRANKFORD AVE & ONTARIO ST,WEBSTER LITTLE SCHOOLHOUSE,M,L
45,11,FRANKFORD AVE & ONTARIO ST,WEBSTER LITTLE SCHOOLHOUSE,M,L
45,12,2330 MARGARET ST,ST VALENTINES CHURCH,N,N
45,13,CASTOR & AMBER STS,HEITZMAN RECREATION CENTER,R,N
45,14,2301 E ALLEGHENY AVE,SCHOOL OF NURSING,M,L
45,15,E WESTMORELAND & ALMOND STS,GLAVIN RECREATION CENTER,R,N
45,16,FRANKFORD AVE & ONTARIO ST,WEBSTER LITTLE SCHOOLHOUSE,M,L
45,17,CASTOR & AMBER STS,HEITZMAN RECREATION CENTER,R,N
45,18,KENSINGTON & CASTOR AVES,FIRE ENGINE CO # 07,M,L
45,19,CASTOR & AMBER STS,HEITZMAN RECREATION CENTER,R,N
45,20,4415 ALMOND ST,ST JOHN CANTIUS SCHOOL,M,N
45,21,CASTOR & AMBER STS,HEITZMAN RECREATION CENTER,R,N
