county,age_2016prepri,age1829_2016prepri,age3044_2016prepri,age4560_2016prepri,age60plus_2016prepri,age1829reject_2016prepri,age3044reject_2016prepri,age4560reject_2016prepri,age60plusreject_2016prepri,white_2016prepri,black_2016prepri,hispanic_2016prepri,other_2016prepri,male_2016prepri,VBM2016gen_2016prepri,VBM2016prepri_2016prepri,VBM2016genpri_2016prepri,VBM2018gen_2016prepri,VBM2018genpri_2016prepri,partydem_2016prepri,partyrep_2016prepri,partynp_2016prepri,electionday_2016prepri,bymail_2016prepri,early_2016prepri,rejected_2016prepri,lateballot_2016prepri,WHreject_2016prepri,BHreject_2016prepri,HPreject_2016prepri,OTreject_2016prepri,votedpop_2016prepri,votedbymailpop_2016prepri,rejectedpop_2016prepri,whitepop_2016prepri,blackpop_2016prepri,hispanicpop_2016prepri,otherpop_2016prepri,asianpop_2016prepri,age_2020combopri,age1829_2020combopri,age3044_2020combopri,age4560_2020combopri,age60plus_2020combopri,age1829reject_2020combopri,age3044reject_2020combopri,age4560reject_2020combopri,age60plusreject_2020combopri,white_2020combopri,black_2020combopri,hispanic_2020combopri,other_2020combopri,male_2020combopri,VBM2016gen_2020combopri,VBM2016prepri_2020combopri,VBM2016genpri_2020combopri,VBM2018gen_2020combopri,VBM2018genpri_2020combopri,partydem_2020combopri,partyrep_2020combopri,partynp_2020combopri,electionday_2020combopri,bymail_2020combopri,early_2020combopri,newvoter_2020combopri,rejected_2020combopri,lateballot_2020combopri,WHreject_2020combopri,BHreject_2020combopri,HPreject_2020combopri,OTreject_2020combopri,votedpop_2020combopri,votedbymailpop_2020combopri,newvoterpop_2020combopri,rejectedpop_2020combopri,whitepop_2020combopri,blackpop_2020combopri,hispanicpop_2020combopri,otherpop_2020combopri,asianpop_2020combopri,county_code,county_age,county_age1829,county_age3044,county_age4560,county_age60plus,county_white,county_black,county_hispanic,county_other,datestr,state,fips,cases,deaths
APPLING,59.45467,.047830924,.1448832,.26001114,.54727477,.040697675,.007677543,.0085561499,.0096544717,.80531663,.10893928,.0059942664,.016685206,.43002346,.078882501,.058339965,.068976581,.077922076,.056412987,.17670055,.82329947,0,.81886894,.072973676,.10815741,.19642857,0,.19298245,.10810811,,.014084507,3837,280,55,3090,418,23,60,5,57.377174,.091843188,.14701232,.24391401,.51723045,0,0,0,0,.79703283,.1624053,.0061553032,.03050901,.44665405,.08012151,.061158482,.069487855,.094843462,.076179862,.22427399,.75189394,.023832072,.33522728,.4709596,.19381313,.0682896,0,.0028409092,0,0,0,0,6336,2984,432,0,5050,1029,39,193,15,1,49.956741,.18789396,.22096537,.24609274,.34504792,.71954066,.17839564,.018910283,.083153442,2020-06-09,Georgia,13001,197,13
ATKINSON,59.036091,.057218309,.13996479,.2684859,.53433096,.015384615,0,0,.0016474464,.77152318,.13907285,.011589404,.017605634,.43294701,.021968365,.009136213,.024390243,.030985916,.029045643,.21357615,.78642386,0,.82119203,.012417219,.16639073,.26666668,0,.2,,,0,1208,15,4,932,168,14,20,2,55.359241,.1066494,.15975821,.28367877,.44991365,0,0,0,0,.76120692,.18836206,.02586207,.022452503,.44913793,.030744337,.0076045627,.018099548,.036138359,.028187919,.22758621,.75086206,.021551725,.37931034,.34008622,.28060344,.087219343,0,0,0,0,0,0,2320,789,202,0,1766,437,60,52,1,2,48.123806,.22382672,.22531323,.24506265,.3057974,.67700148,.18899979,.071989805,.062008917,2020-06-09,Georgia,13003,62,2
BACON,59.223721,.039910063,.15964025,.26812816,.53232151,0,.0035211267,.002096436,.0021119325,.87473345,.038379531,.0037313432,.032040473,.45309168,.025167786,.013948498,.013718411,.03487673,.029494382,.097014926,.9029851,0,.76599145,.019189766,.21481876,.25,0,.2,0,,0,1876,36,9,1641,72,7,57,2,56.273632,.089415565,.17236736,.25666577,.48155132,.0090361442,0,.0020986358,.0016778524,.87947267,.076136671,.0064568198,.034742795,.46085551,.033311773,.013068181,.026525199,.049871299,.037600715,.093261458,.89676547,.0099730454,.19935432,.45036319,.35028249,.06948559,.0054127197,.0021522734,.0045283018,0,0,.040816326,3717,1674,258,8,3269,283,24,129,8,3,49.499107,.18410853,.23717949,.24985093,.32886106,.78070962,.13088849,.014460346,.073941559,2020-06-09,Georgia,13005,152,3
BAKER,60.969738,.040789474,.12368421,.25526315,.58026314,0,0,.010309278,.0090702949,.56625003,.36375001,.0024999999,.018421052,.42250001,.09554974,.058154237,.0311042,.087022901,.10714286,.45500001,.54500002,0,.7475,.068750001,.18375,.13207547,0,.14285715,.1,,.083333336,800,55,7,453,291,2,14,0,58.276703,.08387097,.12831542,.25376344,.53405017,0,0,0,.0013422819,.5776664,.38869005,.0042949175,.027956989,.45597708,.098073557,.059431523,.037113402,.1147086,.12448133,.90121686,.097351469,.0014316392,.2519685,.54545456,.20257695,.073118277,.0014619883,.0042949175,0,.0036900369,0,0,1397,762,102,1,807,543,6,39,0,4,52.059757,.16115889,.20325939,.2444545,.3911272,.51561791,.41240379,.0095065637,.062471706,2020-06-09,Georgia,13007,37,3
BALDWIN,59.282303,.059235193,.14846289,.24093977,.55136216,.0063291141,.0033670033,.0020746889,.0081595648,.58774406,.32733473,.0035285815,.019370157,.39778876,.053363118,.025155727,.04190002,.058314472,.026179368,.46348944,.53639257,.00011796626,.76076216,.03846154,.20077629,.22818792,0,.097560972,.28676471,0,0,8502,327,68,4997,2783,30,155,37,57.844448,.093497276,.13665621,.23526984,.53457665,0,.0024154589,.0021045248,.0015436864,.53957665,.41619307,.0056832223,.030945702,.41611069,.067192897,.029676259,.044480756,.087607853,.030149776,.55843836,.41973478,.021826867,.26735854,.53652912,.19611235,.057435222,.0038102495,.0038711803,.0020718232,.0056127221,0,.0062111802,12141,6514,696,20,6551,5053,69,375,70,5,49.427185,.19593267,.229673,.23953319,.33486116,.51827604,.4037669,.0080114007,.069945693,2020-06-09,Georgia,13009,393,29
BANKS,58.473549,.047558494,.15462869,.29577824,.5020346,.0053475937,0,0,.0015197569,.91205847,.0077953716,.0031668697,.035350967,.47697929,.031917568,.022004889,.027423715,.032880437,.028957529,.087169439,.91087168,.0019588638,.8496955,.024604142,.12570037,.059999999,0,.039473683,0,0,.052631579,4105,101,6,3744,32,13,139,4,56.476097,.09210296,.15583961,.27368236,.47837508,0,0,0,0,.93067229,.014705882,.0085784318,.041148659,.48616946,.040307499,.025110783,.028944582,.042927228,.036548607,.10136554,.88497901,.013655462,.24597339,.50717789,.24684873,.072141483,0,0,0,0,0,0,5712,2897,412,0,5316,84,49,235,27,6,48.69199,.19527847,.23512636,.26269507,.30690011,.86540443,.020121999,.02170641,.092767172,2020-06-09,Georgia,13011,99,1
BARROW,56.391483,.046340179,.21153991,.29240954,.44971037,.0048701297,.00035561877,.00077180343,.0021746403,.81016582,.073612109,.016798846,.05499135,.43799567,.035363015,.017385006,.047410969,.039457358,.024243638,.17258041,.82734746,.000072118855,.80165827,.020403748,.177938,.12367491,0,.10555556,.07692308,,0,13870,283,35,11237,1021,233,731,71,56.261082,.094878942,.16789638,.25359347,.48363119,.0051843319,.0016276041,.0017241379,.0018081139,.76466089,.12815332,.025445014,.071377821,.4354046,.056269445,.024050228,.052052476,.069036409,.034835037,.30091733,.6794256,.019657092,.277165,.5706563,.15217866,.080723614,.0048381095,.0035491972,.0034612964,.0055370987,.031055901,.010791367,18314,10451,1477,39,14004,2347,466,1306,174,7,46.529865,.21048854,.27927589,.25252524,.25771031,.70210093,.11213377,.052065954,.13369934,2020-06-09,Georgia,13013,356,20
BARTOW,57.040024,.052733913,.1726182,.30957463,.46507326,.011690647,.0030219781,.00091911765,.0034669114,.83639848,.057363208,.0098571628,.058993693,.45749098,.030225607,.013681021,.019983828,.034710392,.01575911,.17444089,.82551348,.00004564126,.81230319,.0181171,.1695797,.20256411,0,.19795223,.1,0,.05952381,21913,397,79,18328,1257,216,1244,42,56.409672,.093798071,.15101489,.27449068,.48069635,.0156,.0072049689,.0060142153,.0046050576,.8227663,.093959734,.013010385,.065508574,.44895205,.049852151,.019383498,.028591599,.058201779,.022584228,.24540682,.7298463,.024746906,.32664692,.54636121,.12699187,.074663267,.014636652,.0095984405,.013300843,.022610484,.01980198,.019690577,26671,14572,1990,171,21944,2506,347,1746,110,8,47.385307,.20673296,.25197124,.2666052,.27469063,.75281322,.09552829,.030403871,.12125465,2020-06-09,Georgia,13015,527,39
BEN HILL,60.092125,.039004456,.14635958,.25,.56463593,.01904762,0,0,.0052631581,.65828091,.2620545,.003144654,.017087666,.3951782,.034057971,.022448264,.037516169,.039123632,.028052805,.34797892,.65131807,.00070298772,.70789659,.02620545,.26589796,.13333334,0,.25641027,0,,0,2862,75,10,1884,750,9,46,3,60.108757,.056123722,.12297331,.22998254,.59092045,0,0,0,.00042211905,.6362052,.3378984,.0024900399,.017959591,.42206174,.0365243,.023076924,.03365659,.072289154,.03961039,.41633466,.56025898,.023406375,.1999502,.49327689,.30677292,.063108005,.00061274512,.0052290838,0,.0017006802,0,0,4016,1981,253,1,2555,1357,10,72,15,9,49.700932,.18649918,.23549718,.23271647,.34528717,.58642507,.34560445,.016393442,.051395148,2020-06-09,Georgia,13017,93,1
BERRIEN,59.035263,.040302265,.16246851,.27550378,.52172542,.0078125,0,0,.0048280023,.84997046,.062020082,.0026580035,.024559194,.45540461,.048447207,.03180737,.044198897,.04712218,.04005168,.14821428,.85119045,.00059523812,.77288836,.036916714,.19019492,.12,0,.10126583,.083333336,,0,3386,125,15,2878,210,9,78,1,57.760342,.079627112,.15847738,.24664983,.51524568,0,.0061274511,.0015748031,.00075386354,.88074464,.083963543,.0058173356,.026995532,.47139809,.066372707,.038267147,.050412465,.073823996,.052385408,.15163855,.83362418,.01473725,.29842931,.48322669,.218344,.063313268,.0045294412,.015512895,.0045924224,.0054644807,0,0,5157,2492,326,9,4542,433,30,139,5,10,49.230953,.18661344,.24250403,.25312155,.31776097,.82731676,.1026926,.014949461,.055041198,2020-06-09,Georgia,13019,59,0
BIBB,59.128933,.047866806,.16286798,.25440571,.53485954,.035063114,.0035037098,.0015833223,.0032007028,.52676064,.3881411,.0037637153,.029606257,.38182572,.051101703,.025933176,.042066026,.056801841,.030132409,.50673002,.49317428,.000095687676,.82409418,.031194182,.14471166,.16155419,0,.16709511,.16764706,.25,.016666668,31352,978,158,16515,12169,118,882,107,56.597229,.098636441,.16281998,.2457352,.49280837,.0061839218,.0018126888,.0025622549,.0030743433,.42995578,.51901722,.0055036857,.038092989,.40343979,.069140129,.032359876,.050116807,.093402214,.043140754,.67485011,.28935626,.035793614,.33523342,.48330221,.18146437,.066662729,.0073971557,.0056412774,.0053147995,.008240141,.054347824,.014608234,50875,24588,3388,155,21874,26405,280,1936,328,11,47.809921,.21552999,.25423098,.23012479,.30011424,.39108372,.5149712,.0114686,.082476512,2020-06-09,Georgia,13021,511,31
BLECKLEY,59.338776,.051751591,.14888535,.272293,.52707005,.015384615,.0053475937,.0043859649,.0075528701,.80164671,.12050898,.0026197606,.013933121,.43413174,.049493376,.0415879,.047272727,.046115495,.031182015,.18686679,.81200749,.0011257036,.76047903,.050149702,.18937126,.1641791,0,.073170729,.22413793,,.028571429,2672,134,22,2142,322,7,35,6,59.71368,.076872967,.11954398,.24429968,.55928338,0,0,0,0,.80969423,.16297983,.0013012362,.019218242,.44502276,.051678613,.03618421,.042133335,.062637366,.034188036,.23975277,.74690956,.013337671,.29342875,.54196489,.16460638,.050488599,0,.00032530905,0,0,,0,3074,1666,155,0,2489,501,4,59,17,12,49.669189,.19229765,.23133159,.24438642,.33198434,.73655355,.20169713,.0070496085,.054699738,2020-06-09,Georgia,13023,53,0
BRANTLEY,59.086666,.03254902,.15490197,.29333332,.5192157,0,0,.0013368984,.001510574,.91268659,.021268656,.00074626866,.016078431,.46865672,.024786986,.0074906368,.013376137,.019255456,.01087942,.10634328,.89365673,0,.87873137,.0097014923,.11156716,.1923077,0,.17647059,,,0,2680,26,5,2446,57,2,41,4,55.721432,.089956507,.17240016,.28311586,.45452747,0,0,0,0,.94074661,.025873987,.0031601817,.028272044,.46573177,.03449928,.0062360801,.022284122,.030905606,.01395631,.088090062,.89907169,.012838238,.32470867,.37625915,.29903218,.074337684,0,0,0,0,0,0,5063,1905,376,0,4763,131,16,143,5,13,49.003296,.18839675,.23206487,.2709206,.30861777,.90428662,.026557349,.0055253543,.063630693,2020-06-09,Georgia,13025,63,2
BROOKS,60.784222,.031559631,.14715597,.24293578,.57834864,0,.0024937657,0,.0069796955,.66839737,.22776046,.0055382485,.041834861,.40498441,.063457333,.026517795,.056197073,.063275933,.025583146,.32398754,.67601246,0,.82450676,.031844929,.14364833,.15217391,0,.27027026,.047619049,0,.03125,2889,92,14,1931,658,16,114,6,59.882473,.066800602,.12531391,.22651933,.58136612,.0075187972,.012024048,.0077605322,.0077753779,.6079759,.33233008,.0077752694,.047463585,.43491346,.099485941,.029014507,.069281049,.1212211,.040865384,.43115124,.54426885,.024579884,.284926,.56784552,.14722849,.068558514,.019108281,.014296464,.012820513,.02601156,0,.036585364,3987,2264,273,33,2424,1325,31,189,13,14,50.644485,.17595677,.22476362,.24223323,.35704637,.56479061,.35047275,.015758667,.068977937,2020-06-09,Georgia,13027,84,8
BRYAN,56.274334,.060070153,.16793336,.32972816,.44226834,.026763991,.001740644,.0004432624,.0023132849,.78741592,.089966364,.012191704,.068254896,.44548768,.025855627,.014790815,.025026437,.028389048,.0042122998,.20095292,.79904711,0,.76387334,.018357623,.21776906,.19847329,0,.21875,.15789473,1,0,7136,131,26,5619,642,87,467,27,53.410591,.10776815,.19496855,.3018018,.3954615,.0015772871,.0047951178,.003097719,.0032237265,.74231356,.14854765,.018090708,.080741115,.45150331,.026532685,.0087853326,.016246011,.042106386,.0093430653,.317734,.65007645,.03218957,.28775269,.49057245,.22167487,.10572837,.0086035738,.0039918465,.008797654,.010752688,0,.0056179776,11774,5776,1244,39,8740,1749,213,950,114,15,45.997387,.19423462,.30273098,.27270967,.23032475,.70188522,.12792949,.032474659,.13771063,2020-06-09,Georgia,13029,80,5
BULLOCH,55.962711,.09004093,.19245112,.2592997,.45820826,.0070707072,.0028355387,.00070150825,.0025803891,.76946527,.13177148,.0053997561,.049477033,.43502873,.03127012,.011454052,.023009114,.03455143,.01900503,.27739069,.72260928,0,.86753178,.014979969,.11748824,.22674419,0,.22330096,.30769232,1,0,11482,172,39,8835,1513,62,544,41,54.850338,.11509515,.18320611,.25287604,.44882271,.0037365716,.0011737089,.0019132653,.00095819857,.72885454,.1893024,.0064443368,.0698312,.43697974,.044582166,.0130922,.028652955,.05799403,.024452165,.35110897,.62069708,.028193975,.33548144,.50459158,.15992697,.075637028,.0037371134,.01127759,.0032116296,.0056224898,0,.005586592,18621,9396,1407,29,13572,3525,120,1299,86,16,45.363937,.26660684,.25804898,.21852086,.2568233,.61592507,.23406072,.013022828,.1369914,2020-06-09,Georgia,13031,84,3
BURKE,59.019169,.038569424,.15731651,.27395979,.53015429,.012121212,.0074294205,.0017064846,.0026455026,.56195772,.36173525,.0040044496,.023842918,.40778643,.064769834,.033712883,.052594915,.078450844,.058628317,.41668519,.58331478,0,.83670747,.037152391,.12614016,.095808387,0,.086956523,.11688311,,0,4495,167,16,2526,1626,18,102,6,56.258747,.098842882,.15335286,.26613691,.48166737,0,0,0,.001447178,.46408686,.49123052,.0036191538,.037083507,.42706013,.12268596,.045673758,.1058186,.15239044,.11021277,.68652558,.29816258,.015311804,.2731069,.58449334,.14239977,.075839959,.0014330754,.0030623607,.0013236267,.0016447369,0,0,7184,4199,544,5,3334,3529,26,266,18,17,48.670155,.19574,.23797283,.25302973,.31325743,.46272492,.43763006,.0086913947,.090953603,2020-06-09,Georgia,13033,125,6
BUTTS,59.554058,.038145415,.14478399,.2809273,.5361433,.011049724,.0014556041,0,.0019654089,.72490042,.15796813,.006573705,.05711275,.43306774,.023029046,.017967658,.025257561,.029826958,.021816337,.22768924,.77231073,0,.61414343,.020119522,.36573705,.1,0,.14285715,0,,0,5020,101,10,3639,793,33,271,9,58.186352,.079903476,.13527283,.25392145,.53090227,.0033557047,.00099108031,.0021119325,.0015151515,.70648098,.21946974,.0064274236,.063681461,.43652919,.034759358,.020344663,.027832443,.068467632,.032975174,.30128548,.68318158,.015532941,.19362614,.51245314,.29392073,.058184743,.0040335092,.013926085,.0050611557,.0015673981,0,0,7468,3827,434,13,5276,1639,48,475,21,18,48.559452,.19411594,.24008156,.25942326,.30637926,.67264783,.22009903,.010836003,.096417129,2020-06-09,Georgia,13035,253,25
CALHOUN,59.638145,.036082473,.15773197,.25773194,.54845363,.085714288,0,0,.0018796993,.46555117,.47933072,.0029527559,.006185567,.39173228,.035897437,.0039525693,.012622721,.040570177,.039215688,.55511808,.44488189,0,.89862204,.0078740157,.093503937,.5,0,.5,,,,1016,8,4,473,487,3,6,1,56.678238,.085399449,.169146,.2584022,.48705235,.0064516128,.0065146578,.0063965884,.0056561087,.38842976,.57961434,.0044077137,.025344353,.40991735,.076299794,.004672897,.049950048,.10728477,.086887836,.87052339,.12727273,.0022038568,.31074381,.54655647,.14269972,.080991738,.012672811,.0088154273,.0097402595,.013059702,0,.047619049,1815,992,147,11,705,1052,8,46,4,19,51.424473,.16666667,.21223709,.24984066,.37125558,.36456341,.57138306,.0066921604,.057361376,2020-06-09,Georgia,13037,140,6
CAMDEN,59.749939,.040128808,.13710676,.27755758,.54520684,.021604938,.0045167119,.0013386881,.0040890505,.71437001,.1202218,.0094384141,.10837255,.44749883,.048935376,.021552751,.065399237,.058544084,.052631579,.25141576,.74846625,.00011798018,.84190655,.027961303,.13013214,.19831224,0,.16535433,.21212122,.33333334,.054054055,8476,237,47,6055,1019,80,875,45,61.200432,.062435925,.102317,.21468116,.62056595,.011494253,.0090180365,.0076408787,.0051214276,.64268166,.19273286,.010951893,.14486365,.43868986,.10453939,.036069926,.12177888,.14718615,.13205026,.40716478,.55742067,.035414536,.011668373,.74677587,.24155578,.08478573,.011302476,.0078812689,.010517576,.013232514,0,.012210012,9770,7296,827,63,6279,1883,107,1413,72,20,47.694069,.20645161,.26004162,.24084288,.2926639,.58361083,.15184703,.022190427,.24235171,2020-06-09,Georgia,13039,70,1
CANDLER,59.441593,.043645699,.14848095,.27128798,.53658539,.019607844,.0028818443,.0031545742,.0031897926,.76544207,.13887767,.008477998,.029525032,.43560758,.03106633,.024786672,.021684738,.029288704,.0079006776,.2403416,.7596584,0,.4440856,.029874848,.52603954,.16216215,0,.14285715,.25,,.041666668,2477,74,12,1896,344,21,69,7,58.413837,.085828342,.13173653,.23952095,.54291415,.003875969,.0025252525,.0013888889,.0042892159,.75598407,.18849733,.0079787234,.043912176,.45146278,.033573143,.022233451,.020325202,.043528955,.014440433,.27892289,.70113033,.019946808,.25664893,.43550533,.30784574,.06986028,.0092764376,.0033244682,.0085679311,.0099999998,0,.018867925,3008,1310,210,10,2274,567,24,132,9,21,50.048347,.18387398,.22442296,.24313787,.34856519,.64815968,.20679975,.024329383,.12071117,2020-06-09,Georgia,13043,15,0
CARROLL,57.333168,.054930776,.18020521,.28831938,.47654465,.0097879283,.0014917952,.0003108003,.002162467,.79156303,.09650176,.0076738405,.061696313,.43912372,.022049287,.010670338,.016706146,.026019759,.011806375,.22307989,.77657706,.00034306789,.81809998,.013375632,.1685244,.16612378,0,.17258883,.36842105,0,.011363637,23326,312,51,18464,2251,179,1377,48,56.389439,.095720544,.15933742,.26351121,.48143083,.0035714286,.0023405501,.001887015,.00083919696,.76668942,.15053096,.0077004284,.070578367,.4434267,.036079962,.012701054,.019689804,.04558415,.017350528,.31165001,.65823138,.030118611,.3008756,.50987393,.18925045,.07144855,.0038945477,.0019561572,.0033191086,.0062182024,.011904762,.0055432371,32206,16421,2299,52,24692,4848,248,2271,118,22,46.932274,.22385901,.25376716,.2498011,.27257276,.69958413,.16864565,.02003496,.11172457,2020-06-09,Georgia,13045,587,33
CATOOSA,58.175869,.047858749,.17021607,.29450941,.48741579,.016181231,.0013648772,.00026295031,.00063552591,.88143146,.01091395,.0036379835,.06265004,.45341155,.015521925,.010491071,.018459579,.017896306,.0083102491,.1615079,.8375178,.00097429362,.7478655,.012324598,.23980993,.14457831,0,.15044248,,,.01923077,13469,166,24,11872,147,49,809,36,59.048752,.073181495,.12992886,.24921414,.54767549,.012057272,.007640068,.004425758,.0044305711,.89133912,.016869728,.0051822043,.082446367,.45691603,.025937183,.012339331,.019927537,.027319143,.010188959,.2056894,.76729697,.027013617,.26407188,.47488835,.26103973,.076876417,.01427947,.0063399305,.013318175,.0091743115,.032258064,.026266417,18139,8614,1394,98,16168,306,94,1495,70,23,49.403023,.18398699,.24066585,.25857458,.31677258,.82835871,.020026959,.0097353272,.14187902,2020-06-09,Georgia,13047,164,0
CHARLTON,60.427204,.04789272,.12643678,.25478926,.57088125,0,0,0,.0022371365,.74397588,.13433735,0,.063856959,.44578314,.038985148,.012704174,.02520252,.036671367,.016105417,.22771084,.77228916,0,.79879516,.01686747,.18433735,.25,0,.18181819,0,,0,1660,28,7,1235,223,0,100,8,57.187096,.093127631,.14810659,.25778401,.50098175,.0030120481,0,.0010881393,.0027995522,.76561189,.14365724,.0022402687,.083309956,.46177542,.04920258,.010276172,.024151811,.061082024,.026046511,.13945673,.85718286,.0033604032,.31615794,.44469336,.23914869,.08639551,.0052395212,.0019602352,.0047619049,.011764706,0,0,3571,1588,308,7,2734,513,8,297,13,24,50.048729,.17881271,.22696565,.25743854,.33678308,.65344256,.1855685,.0038809832,.15710795,2020-06-09,Georgia,13049,36,1
CHATHAM,58.923569,.044331394,.18331678,.2462422,.52610964,.021191522,.0023206342,.00093579036,.0026616354,.59747803,.28605339,.008198929,.055728871,.40043435,.036083676,.014080201,.028311625,.045601755,.015034522,.47378692,.52533054,.00088253763,.85617363,.019731304,.12409509,.21645021,0,.21940929,.147929,0,.041420117,59398,1172,250,35489,16991,487,3144,305,57.076073,.092488013,.1683968,.23254736,.50656784,.008123477,.0052795955,.0043077916,.0053888368,.53254873,.3754518,.011593732,.069259569,.40766913,.055015821,.02043087,.036077119,.086185239,.023448231,.62658697,.33426309,.039149959,.31082958,.55789989,.13127056,.080416732,.012273441,.0085420916,.0096020587,.015473888,.025787966,.014209592,79957,44608,6422,430,42581,30020,927,5531,800,25,47.344837,.21065751,.2791132,.22360596,.28662333,.49259162,.3594214,.026548959,.12143802,2020-06-09,Georgia,13051,556,29
CHATTAHOOCHEE,57.772297,.064516127,.1252372,.33586338,.47438329,0,0,0,.0040000002,.63205826,.27868852,.0018214936,.049335863,.42440802,.023575639,.0073260074,.0096852304,.0069444445,.033333335,.40983605,.59016395,0,.81420767,.010928961,.17486338,.2,0,.2,,,,549,6,1,347,153,1,26,0,53.77277,.11632101,.18485121,.29215509,.40667269,0,0,0,0,.58145815,.32493249,.01890189,.067628495,.46534654,.024813896,.0045146728,.015873017,.0012690355,.11111111,.59585959,.36723673,.036903691,.35013503,.33753374,.31233123,.13886385,0,0,0,0,0,0,1111,375,154,0,646,361,21,75,6,26,40.871395,.32889876,.32002956,.18502094,.16605075,.51096332,.2340478,.063562453,.19142646,2020-06-09,Georgia,13053,180,0
CHATTOOGA,60.055866,.04246714,.13523762,.2618807,.56041455,.011904762,0,.00096525095,.0022553001,.85446686,.051392891,.0019212295,.043225482,.46902016,.013937282,.008441872,.0096571706,.021264995,.0060240962,.21763152,.78236848,0,.75912583,.012728146,.22814602,.30769232,0,.25,0,,0,4164,53,16,3558,214,8,171,5,57.582039,.081258006,.14387363,.26312792,.51174045,.0087565677,.002967359,.0016224986,.0058398219,.86701751,.05959323,.0031290001,.068165645,.46451429,.022812394,.0059456397,.0084615387,.029988073,.010457517,.1765794,.78727943,.03614115,.3330963,.41985494,.24704878,.082254164,.012769354,.0051201819,.010722611,.011173184,.16666667,.035294119,7031,2952,578,32,6096,419,22,479,11,27,50.227116,.18230014,.2182795,.25326926,.34615111,.80038172,.065102145,.0095426589,.12497349,2020-06-09,Georgia,13055,27,2
CHEROKEE,56.775723,.055909913,.16998194,.32273704,.4513711,.015375154,.0022251441,.00074579159,.0030090653,.84877539,.031412043,.016973173,.069423191,.45267352,.03780758,.014162881,.026970038,.041048523,.018381277,.15691081,.84308916,0,.75657338,.017823499,.22560315,.17924528,0,.17380661,.30000001,.30000001,.068807341,59977,1069,190,50907,1884,1018,4038,318,56.318935,.10384811,.14995494,.26021442,.48598254,.0023890357,.0013932427,.0012545163,.00051050569,.81775367,.0612402,.022374721,.088570572,.44826415,.061667208,.019663943,.03324113,.073908724,.027880231,.30991951,.65813476,.03194575,.27560699,.58917922,.13521376,.078529179,.0022529587,.0012002765,.0018693495,.0063731172,.0017825312,.0039643212,76649,45160,6014,79,62680,4694,1715,6783,711,28,48.518589,.18689066,.2425718,.27636707,.29417047,.77002949,.056320176,.037983373,.13566698,2020-06-09,Georgia,13057,978,35
CLARKE,52.430996,.13134678,.26854518,.2039521,.39615592,.0068540098,.0038551793,.001324211,.0015907283,.67491859,.17420195,.017893594,.088989913,.41954398,.045946196,.017025363,.051022559,.064845532,.026346928,.61383772,.38616225,0,.82380021,.020846905,.15535288,.1691023,0,.13531353,.18867925,.33333334,.0625,23025,480,81,15540,4011,412,1977,276,51.958939,.17553525,.21835452,.19599202,.41011822,.0067854114,.0028637666,.0036463081,.0035576853,.65421814,.21919358,.022020532,.090373106,.41458115,.069885306,.0234375,.058121957,.087542675,.037077997,.75300562,.21408166,.03291275,.25499183,.57595599,.16905223,.078015663,.0081118708,.010355602,.0063764667,.011896669,.016528925,.011627907,33605,19355,2620,134,21985,7366,740,3035,457,29,44.043301,.28946543,.28637329,.18458463,.23957665,.56084317,.25927323,.037004914,.1428787,2020-06-09,Georgia,13059,328,15
CLAY,63.652649,.015576324,.12928349,.18691589,.66822428,.1,0,0,.0023310024,.5007236,.41678727,.001447178,.010903426,.37916064,.031201247,.020348838,.049484536,.06779661,.0703125,.49782923,.50217074,0,.75976843,.023154847,.2170767,.125,0,.14285715,0,,.33333334,691,16,2,346,288,1,7,0,61.852665,.037617553,.13061652,.19331244,.63845348,0,.0080000004,0,.006546645,.48225468,.48643005,.003131524,.026123302,.40605429,.042236026,.018018018,.048913043,.099264704,.099796332,.59081417,.39561588,.013569937,.22964509,.55636746,.21398747,.062695928,.011013215,0,.004672897,.018018018,0,0,958,533,60,5,462,466,3,25,1,30,52.684826,.14883268,.2242218,.21400778,.41293773,.39883268,.55009729,.0019455253,.049124513,2020-06-09,Georgia,13061,49,2
CLAYTON,56.666409,.043999787,.17509083,.32539004,.45551935,.0054644807,.0012206286,.0010673235,.0026977889,.18660718,.68204319,.016167294,.076592222,.34147283,.023147522,.009169084,.015335861,.038347147,.010161217,.79792172,.20207828,0,.75950181,.011783817,.22871435,.20394737,0,.10778443,.29310346,0,.045454547,38782,457,93,7237,26451,627,2867,250,52.451672,.12918928,.19072102,.29239878,.38769093,.0045512277,.0027244049,.0038814067,.0045850528,.12252624,.75442815,.017370982,.088742428,.36677235,.038133398,.011692767,.020328311,.077816583,.014890069,.87378365,.098854691,.027361687,.31373003,.43393287,.2523371,.083067834,.010967694,.0081729721,.0060882801,.011439366,.022332506,.011722272,73168,31750,6075,294,8965,55200,1271,6490,1207,31,44.203548,.25019643,.28952274,.24760255,.2126783,.10401168,.70075297,.041098997,.15413208,2020-06-09,Georgia,13063,1362,54
