county,age_2016gen,age1829_2016gen,age3044_2016gen,age4560_2016gen,age60plus_2016gen,age1829reject_2016gen,age3044reject_2016gen,age4560reject_2016gen,age60plusreject_2016gen,white_2016gen,black_2016gen,hispanic_2016gen,other_2016gen,male_2016gen,VBM2016gen_2016gen,VBM2016prepri_2016gen,VBM2016genpri_2016gen,VBM2018gen_2016gen,VBM2018genpri_2016gen,partydem_2016gen,partyrep_2016gen,partynp_2016gen,electionday_2016gen,bymail_2016gen,early_2016gen,rejected_2016gen,lateballot_2016gen,WHreject_2016gen,BHreject_2016gen,HPreject_2016gen,OTreject_2016gen,votedpop_2016gen,votedbymailpop_2016gen,rejectedpop_2016gen,whitepop_2016gen,blackpop_2016gen,hispanicpop_2016gen,otherpop_2016gen,asianpop_2016gen,age_2016prepri,age1829_2016prepri,age3044_2016prepri,age4560_2016prepri,age60plus_2016prepri,age1829reject_2016prepri,age3044reject_2016prepri,age4560reject_2016prepri,age60plusreject_2016prepri,white_2016prepri,black_2016prepri,hispanic_2016prepri,other_2016prepri,male_2016prepri,VBM2016gen_2016prepri,VBM2016prepri_2016prepri,VBM2016genpri_2016prepri,VBM2018gen_2016prepri,VBM2018genpri_2016prepri,partydem_2016prepri,partyrep_2016prepri,partynp_2016prepri,electionday_2016prepri,bymail_2016prepri,early_2016prepri,rejected_2016prepri,lateballot_2016prepri,WHreject_2016prepri,BHreject_2016prepri,HPreject_2016prepri,OTreject_2016prepri,votedpop_2016prepri,votedbymailpop_2016prepri,rejectedpop_2016prepri,whitepop_2016prepri,blackpop_2016prepri,hispanicpop_2016prepri,otherpop_2016prepri,asianpop_2016prepri,age_2016genpri,age1829_2016genpri,age3044_2016genpri,age4560_2016genpri,age60plus_2016genpri,age1829reject_2016genpri,age3044reject_2016genpri,age4560reject_2016genpri,age60plusreject_2016genpri,white_2016genpri,black_2016genpri,hispanic_2016genpri,other_2016genpri,male_2016genpri,VBM2016gen_2016genpri,VBM2016prepri_2016genpri,VBM2016genpri_2016genpri,VBM2018gen_2016genpri,VBM2018genpri_2016genpri,partydem_2016genpri,partyrep_2016genpri,partynp_2016genpri,electionday_2016genpri,bymail_2016genpri,early_2016genpri,rejected_2016genpri,lateballot_2016genpri,WHreject_2016genpri,BHreject_2016genpri,HPreject_2016genpri,OTreject_2016genpri,votedpop_2016genpri,votedbymailpop_2016genpri,rejectedpop_2016genpri,whitepop_2016genpri,blackpop_2016genpri,hispanicpop_2016genpri,otherpop_2016genpri,asianpop_2016genpri,age_2018gen,age1829_2018gen,age3044_2018gen,age4560_2018gen,age60plus_2018gen,age1829reject_2018gen,age3044reject_2018gen,age4560reject_2018gen,age60plusreject_2018gen,white_2018gen,black_2018gen,hispanic_2018gen,other_2018gen,male_2018gen,VBM2016gen_2018gen,VBM2016prepri_2018gen,VBM2016genpri_2018gen,VBM2018gen_2018gen,VBM2018genpri_2018gen,partydem_2018gen,partyrep_2018gen,partynp_2018gen,electionday_2018gen,bymail_2018gen,early_2018gen,rejected_2018gen,lateballot_2018gen,WHreject_2018gen,BHreject_2018gen,HPreject_2018gen,OTreject_2018gen,votedpop_2018gen,votedbymailpop_2018gen,rejectedpop_2018gen,whitepop_2018gen,blackpop_2018gen,hispanicpop_2018gen,otherpop_2018gen,asianpop_2018gen,age_2018genpri,age1829_2018genpri,age3044_2018genpri,age4560_2018genpri,age60plus_2018genpri,age1829reject_2018genpri,age3044reject_2018genpri,age4560reject_2018genpri,age60plusreject_2018genpri,white_2018genpri,black_2018genpri,hispanic_2018genpri,other_2018genpri,male_2018genpri,VBM2016gen_2018genpri,VBM2016prepri_2018genpri,VBM2016genpri_2018genpri,VBM2018gen_2018genpri,VBM2018genpri_2018genpri,partydem_2018genpri,partyrep_2018genpri,partynp_2018genpri,electionday_2018genpri,bymail_2018genpri,early_2018genpri,rejected_2018genpri,lateballot_2018genpri,WHreject_2018genpri,BHreject_2018genpri,HPreject_2018genpri,OTreject_2018genpri,votedpop_2018genpri,votedbymailpop_2018genpri,rejectedpop_2018genpri,whitepop_2018genpri,blackpop_2018genpri,hispanicpop_2018genpri,otherpop_2018genpri,asianpop_2018genpri,age_2020combopri,age1829_2020combopri,age3044_2020combopri,age4560_2020combopri,age60plus_2020combopri,age1829reject_2020combopri,age3044reject_2020combopri,age4560reject_2020combopri,age60plusreject_2020combopri,white_2020combopri,black_2020combopri,hispanic_2020combopri,other_2020combopri,male_2020combopri,VBM2016gen_2020combopri,VBM2016prepri_2020combopri,VBM2016genpri_2020combopri,VBM2018gen_2020combopri,VBM2018genpri_2020combopri,partydem_2020combopri,partyrep_2020combopri,partynp_2020combopri,electionday_2020combopri,bymail_2020combopri,early_2020combopri,newvoter_2020combopri,rejected_2020combopri,lateballot_2020combopri,WHreject_2020combopri,BHreject_2020combopri,HPreject_2020combopri,OTreject_2020combopri,votedpop_2020combopri,votedbymailpop_2020combopri,newvoterpop_2020combopri,rejectedpop_2020combopri,whitepop_2020combopri,blackpop_2020combopri,hispanicpop_2020combopri,otherpop_2020combopri,asianpop_2020combopri,county_code,county_age,county_age1829,county_age3044,county_age4560,county_age60plus,county_white,county_black,county_hispanic,county_other,datestr,state,fips,cases,deaths,d_cases,d_deaths
LEE,52.440788,.084596053,.2427289,.32294434,.3497307,0,0,.00022237047,.00041067763,.75301039,.15446366,.0067128027,.042872533,.43238753,.033614617,.011491031,.018072288,.030690538,.017932193,,,,.46463668,.039792389,.49557093,.0079840319,0,.0061728396,.011363637,0,0,14450,575,4,10881,2232,97,597,118,56.462582,.043853443,.17753571,.3324374,.44617343,.025806451,.0015936255,.0012765958,.0025364617,.7907387,.12968495,.0043454645,.032960813,.44744703,.023786066,.011583538,.015873017,.024813896,.017869657,.18712656,.81287342,0,.86501902,.014801738,.12017925,.22018349,0,.2238806,.25,,0,7364,109,24,5823,955,32,233,26,58.245132,.039384335,.15595292,.30013582,.50452691,0,0,0,0,.7965517,.12435345,.0036637932,.026256224,.44719827,.035666816,.016393442,.017383747,.031037828,.024989041,.17188878,.82369816,.0044130627,.74741381,.024137931,.22844827,0,0,0,0,,0,4640,112,0,3696,577,17,116,12,52.102528,.089265868,.24527743,.317505,.34795171,.0049792533,.00060404709,.00069995335,.001490313,.74411982,.18035062,.0069393716,.047262762,.45200875,.025472887,.0091603054,.016871536,.034892298,.018580144,,,,.54032141,.042293645,.41738495,.037401576,0,.019455252,.045226131,.16666667,.078947365,13690,579,19,10187,2469,95,638,110,59.733036,.033092324,.13125695,.28337041,.55228031,0,0,0,0,.73509395,.21045467,.0021780562,.030589543,.48679554,.028050492,.013612566,.020131292,.026595745,.018543769,.27879119,.70024502,.02096379,.77647698,.020147018,.20337598,0,0,0,0,,0,3673,74,0,2700,773,8,110,5,55.603638,.082521118,.17489712,.28665799,.45592377,.0065616798,.0037151703,.0026445033,.0021377672,.73169678,.20968963,.0052990159,.044401128,.45582351,.037216417,.015039062,.023129251,.046659995,.027417028,.28492528,.68648475,.028589994,.37525684,.48967233,.13507083,.063569419,.007395234,.018384341,.0059947544,.011627907,.1,.0058139535,9247,4528,587,27,6766,1939,49,410,70,88,47.13752,.18555169,.27898583,.27282766,.26263484,.70496053,.18742037,.011509386,.09610974,2020-06-09,Georgia,13177,368,22,.085545778,0
LIBERTY,53.448555,.083239451,.22512205,.30729753,.38434097,0,.0005560189,0,.00016283993,.37330776,.4596861,.039654966,.075478785,.39738828,.033357728,.0053992146,.092061631,.053929497,.010941332,,,,.39193723,.04594465,.56211811,.0050335568,0,.0042372881,0,0,.0087719299,16694,767,3,6232,7674,662,1206,204,58.892517,.035881687,.14352675,.30046871,.52012283,.027027028,.0078828828,.0005379236,.0015537601,.44091329,.43150261,.024220919,.05236787,.4207035,.021436753,.0057391035,.066299945,.03008596,.0090318937,.54736191,.45263806,0,.78679419,.0089478558,.20425795,.36206895,0,.27777779,.4642857,0,.090909094,6482,58,21,2858,2797,157,324,51,59.179375,.039324801,.14004824,.29308107,.52754593,0,.0013245033,.0006329114,0,.4614841,.42508835,.018904593,.040437765,.43904594,.043958135,.0099601597,.094269872,.03457557,.014140793,.90744358,.089713983,.0028424233,.5017668,.11784452,.38038871,.0034364262,0,0,.028985508,0,0,5660,667,2,2612,2406,107,218,48,53.35955,.091658086,.21150875,.30735067,.3894825,.0091292132,.0021302495,.00083769631,.0016526195,.3583492,.50158733,.035936508,.080587022,.42190477,.028892845,.0051730289,.08537364,.059740428,.012081784,,,,.39974603,.078095235,.52215874,.033849131,0,.022727273,.037878789,0,.044642858,15750,1230,35,5644,7900,566,1252,174,59.047352,.036605354,.12875615,.30468038,.52995813,.0049751243,.0014144272,.00059772865,.00068728521,.39147565,.52238536,.015938396,.048078675,.4278295,.021523809,.0031276657,.059393559,.022396417,.011159107,.63413322,.3338109,.032055873,.65544415,.015222063,.32933381,.085714288,0,.095238097,.06666667,,.07692308,5584,85,6,2186,2917,89,264,35,55.489216,.087160677,.1624358,.29559794,.45480558,.012626262,.00767841,.0076942169,.0077431845,.36279616,.52424264,.026406514,.074027881,.4343138,.032470632,.0059181899,.08214698,.061639521,.011247272,.78867453,.18440549,.026919974,.22188807,.48631996,.29179198,.094057225,.020196507,.0064549255,.015013649,.022710349,.02919708,.030927835,13633,6630,1282,111,4946,7147,360,1009,168,89,43.94651,.26445383,.29052636,.22543561,.21958418,.33557725,.42200243,.061491858,.18092847,2020-06-09,Georgia,13179,86,1,1,
LINCOLN,57.112236,.084934279,.16784631,.25227502,.49494439,.0029761905,.0030120481,0,0,.65357143,.24095239,.0023809525,.045500506,.42214286,.092995167,.044591613,.079237714,.084104046,.055145249,,,,.38571429,.10428572,.50999999,.0074812965,0,.015503876,.005076142,,0,4200,438,3,2745,1012,10,180,9,60.867119,.052607711,.12879819,.230839,.58775508,.017241379,.0035211267,.0039292732,.0023148148,.69875908,.20710312,.001711596,.03718821,.41934103,.063386522,.042332612,.032996632,.06904877,.051369864,.27941805,.72058195,0,.7518186,.048780486,.19940095,.087719299,0,.0625,.10714286,,0,2337,114,10,1633,484,4,82,2,61.82206,.046568628,.11764706,.23137255,.60441178,0,.0041666669,0,.00081102998,.63822061,.25601453,.00045392648,.032843139,.40626419,.13285714,.076972008,.080763586,.11461619,.069863014,.55739975,.43983403,.0027662518,.57966411,.13935542,.28098047,.011764706,0,.018181818,.0069444445,,0,2203,307,3,1406,564,1,67,2,57.068756,.093781598,.15571284,.24898888,.5015167,0,0,0,0,.67599702,.25390142,.0022293783,.04726997,.45256379,.080417611,.037850466,.064657532,.087790109,.061370123,,,,.41714144,.10131285,.48154572,0,0,0,0,,0,4037,409,0,2729,1025,9,187,6,58.754639,.070964746,.14888683,.24118738,.53896105,0,0,0,.00086058519,.65534419,.28623188,.00090579712,.032931354,.44746378,.061046511,.035690237,.043723553,.073041804,.061411548,.35914856,.62907606,.011775362,.57699275,.070652172,.35235506,.0073529412,0,0,.012658228,,0,2208,156,1,1447,632,2,71,4,60.346653,.076899789,.10838632,.22282773,.59188616,0,0,0,0,.66103232,.28342891,.0018110474,.049349077,.44642317,.11719833,.056272585,.081126757,.12665986,.07778915,.35416666,.63466185,.011171497,.28282523,.53546637,.18170843,.03996367,0,0,0,0,0,0,3313,1774,132,0,2190,939,6,163,5,90,52.562004,.15172638,.20003241,.24444805,.40379316,.65348458,.26272285,.0035656402,.080077812,2020-06-09,Georgia,13181,16,1,.33333337,
LONG,51.362072,.090206824,.26538751,.31946176,.32494393,0,0,.0007800312,.00076687115,.61833334,.22095238,.028571429,.083478697,.42976192,.020938627,.0027453671,.026584867,.037699059,.024109015,,,,.49476191,.027857143,.47738096,.030927835,0,.044444446,0,,0,4200,117,3,2597,928,120,335,33,56.421917,.042465754,.17876713,.33356163,.44520548,0,0,0,0,.70638019,.14908855,.018229166,.075342469,.45898438,.010966416,.0026058631,.006554307,.024114544,.012820513,.25,.74934894,.00065104169,.82877606,.0026041667,.1686198,0,0,0,,,0,1536,4,0,1085,229,28,110,8,55.17543,.063097514,.19407266,.32791588,.41491395,0,0,0,0,.72136366,.16,.012272728,.056405354,.44136363,.026476579,.0037278659,.02722658,.031496063,.023287671,.86541969,.13366789,.00091240875,.55863637,.039090909,.40227273,0,0,0,0,,0,2200,86,0,1587,352,27,118,8,51.019264,.097591892,.26413181,.3201521,.3181242,0,0,0,0,.61563355,.24197163,.02738362,.087959446,.45158079,.015257469,.0014947683,.018171493,.042328041,.021105528,,,,.45954692,.050784167,.48966891,0,0,0,0,0,0,4017,204,0,2473,972,110,347,43,57.580002,.05047619,.15523809,.30190477,.49238095,0,0,0,0,.58049679,.29438823,.013799448,.078095235,.47010121,.011305242,.0015974441,.012328767,.024826216,.030985916,.42594296,.54921806,.024839006,.68169272,.045078196,.27322906,0,0,0,0,,0,1087,49,0,631,320,15,82,2,51.966995,.1074117,.2298784,.29820499,.36450493,0,.0037783375,.0077669905,.0023828435,.65538192,.23350695,.025173612,.079617836,.4620949,.018424148,.00079302141,.020966802,.040719002,.023711341,.34346065,.6032986,.053240743,.36226851,.3454861,.29224536,.11146497,.014846236,.0037615742,.012302285,.018726591,.034482758,.01369863,3456,1194,385,14,2265,807,87,275,20,91,43.722786,.24126984,.3184844,.24219149,.19805427,.54039937,.24167947,.051612902,.16630824,2020-06-09,Georgia,13183,17,1,2.4000001,
LOWNDES,53.129436,.10884739,.23065729,.274746,.38574931,.00049517205,.00081785256,.0003923492,.0011876485,.6153627,.28366095,.013026701,.042363975,.4042162,.035069242,.022784811,.049962491,.0472688,.013558123,,,,.31183797,.048403386,.63975865,.023153942,0,.010676157,.038071066,.10714286,.0064102565,38613,1869,37,23761,10953,503,1572,318,56.950577,.072899885,.18314154,.26542002,.47853854,.0063141277,.00062833802,.00043355735,.001442828,.68914145,.22290885,.0082763191,.03452244,.42120945,.030333372,.021960305,.052465703,.036541432,.013870044,.33107102,.66892898,0,.73466122,.028029133,.23730965,.057312254,0,.044520549,.10227273,0,.017094018,18124,508,29,12490,4040,150,600,100,62.560001,.036390979,.10676692,.23714286,.61969924,.08677686,.030985916,.0063411542,.01601553,.58654118,.33119476,.0035643,.023759399,.42144284,.061510898,.058391482,.047744967,.051199999,.019832188,.53780788,.45945558,.0027365691,.48488736,.069575138,.44553751,.2972973,0,.29545453,.27083334,.83333331,.073394492,7014,488,143,4114,2323,25,158,30,52.841785,.1207848,.21868904,.27317318,.387353,.0064605447,.0019115586,.00112222,.0020145334,.61796761,.30650666,.013596829,.041664343,.42673126,.028413896,.017981889,.039575748,.051491197,.012305549,,,,.34793019,.064571179,.58749861,.041162226,0,.050964188,.037700284,0,.014851485,36332,2346,85,22452,11136,494,1495,305,61.193035,.043433297,.11995863,.24118119,.59542686,.0026455026,0,0,.00077190273,.69254237,.25016949,.0079096043,.028495921,.47706214,.025442872,.019349962,.031344794,.027961481,.012168771,.36214688,.62926555,.0085875709,.64734465,.016271187,.33638418,.042735044,0,.048780486,.050000001,,0,8850,144,5,6129,2214,70,248,42,57.780468,.094044328,.1415585,.23368165,.53071553,0,0,.00020052136,.00017658484,.58552229,.35196891,.011378002,.042875215,.41695932,.042265873,.028840922,.047287207,.073235981,.017718572,.49894649,.47946808,.021585429,.24479094,.51472586,.24048321,.074691907,.00036491911,.0018260991,0,.0011737089,0,0,21357,10993,1594,3,12505,7517,243,915,161,92,46.15551,.23028599,.28123972,.22806951,.2604048,.55515867,.34075537,.024621932,.079463989,2020-06-09,Georgia,13185,474,4,1.576087,0
LUMPKIN,55.254005,.10712232,.18491744,.24735069,.46060956,.0015337423,.00044424701,.0009963467,.0017834849,.88763779,.0059842519,.009606299,.054054055,.44409448,.041311789,.01665936,.032088123,.039231628,.025421133,,,,.23110236,.048582677,.72031498,.040540539,0,.028508771,0,.33333334,.0079365084,12700,617,24,11273,76,122,658,44,59.350594,.061390534,.14201184,.23994082,.55665678,.012048192,.003125,.0006165228,.0018602179,.89169729,.0040948885,.0072013554,.051775146,.45679188,.038410202,.01489573,.028405797,.038696874,.023507463,.15842982,.8415702,0,.7595312,.018356396,.2221124,.15384616,0,.13402061,0,,.09375,7082,130,20,6315,29,51,350,15,62.106461,.035976507,.1174743,.22956437,.61698484,0,0,0,.00079333596,.90304577,.0016275285,.0030225529,.043563388,.4573355,.049003124,.026156941,.030910807,.045097012,.032485876,.059806924,.928891,.011302096,.59195536,.041850731,.36619392,.019354839,0,.017857144,0,,0,4301,180,3,3884,7,13,178,4,55.638569,.10342728,.17232081,.25,.47425193,.0016820858,.00050479558,.0010438414,.00073367573,.91008151,.0055770054,.0099528097,.058281142,.46975547,.038567767,.013631321,.025824597,.038155392,.025443787,,,,.31926212,.043843843,.63689405,.020242915,0,.021634616,.14285715,0,0,11655,511,10,10607,65,116,670,38,62.709801,.046490967,.098015994,.20373112,.65176189,0,0,0,.0031803725,.91601509,.0057920651,.0072400812,.048859935,.47552854,.044780634,.017022818,.032392412,.051549464,.025029104,.18418767,.79669851,.019113814,.58963221,.029539531,.38082826,.072164945,0,.084337346,0,,0,3453,102,7,3163,20,25,165,4,58.373947,.082717113,.13533963,.23430783,.54763544,.0041580042,.00063532399,.0011009175,.0012560842,.92586547,.0043810671,.0075594881,.058555461,.46550983,.052207574,.019102486,.032102022,.052599009,.031242313,.18280217,.78592902,.03126879,.17275149,.54204965,.28519887,.077644028,.0029795158,.0013744524,.0028169013,0,.068965517,0,11641,6310,903,16,10778,51,88,681,32,93,49.669773,.20029713,.21745002,.23118134,.35107151,.87781382,.0085539352,.015262021,.098370254,2020-06-09,Georgia,13187,103,1,.35526311,0
MACON,56.275253,.073465444,.1875302,.26365393,.47535041,.0032894737,.0012886598,.00091659027,.0020335536,.36313868,.55177921,.0031934306,.021507975,.38366789,.057083428,.016474465,.038167939,.068032786,.023919754,,,,.41856751,.068202555,.51322991,.029629629,0,.044117648,.027777778,,0,4384,299,8,1592,2419,14,89,24,61.05138,.034806632,.12320442,.23756906,.60441989,0,.0044843052,0,.0027422304,.43981239,.48514852,.0031266285,.014364641,.39812401,.031113537,.016213389,.022084195,.03826087,.01609442,.5695675,.43043253,0,.71235019,.019280875,.26836893,.13513513,0,.15384616,.16666667,,0,1919,37,5,844,931,6,26,3,60.119579,.044210527,.13347368,.24421053,.57810527,0,.0031545742,.0017241379,.0029133286,.38245752,.5408929,.00039510074,.012210527,.38522324,.053541314,.017881706,.03967936,.052304965,.02340824,.98735678,.012643224,0,.55037534,.052943502,.39668116,.081081077,0,.086956523,.071428575,,0,2531,134,9,968,1369,1,29,8,55.519108,.087823406,.18870164,.26014715,.4633278,0,.0012578616,0,.0015368853,.36854351,.5809679,.0016286644,.024448136,.41577479,.043562174,.010471204,.028442439,.078199051,.024049651,,,,.38110748,.092368543,.52652395,.011594203,0,0,.015209125,,0,4298,397,4,1584,2497,7,103,22,61.777779,.037808642,.097993828,.23070988,.63348764,0,0,0,0,.3509036,.60768074,.00075301202,.013888889,.41415662,.030256012,.0086673889,.021780303,.035742037,.023484848,.71837348,.27786145,.0037650603,.70933735,.029367469,.26129517,0,0,0,0,,0,1328,39,0,466,807,1,18,4,59.382019,.070031546,.11829653,.23470032,.57697159,.0045045046,.0026666666,.002688172,.0032804811,.3586272,.61114609,.0015743073,.02302839,.41530228,.057216685,.016179215,.034782607,.089023955,.020059435,.7685768,.21977329,.011649874,.24622166,.52141058,.23236775,.047003154,.0080192462,.0018891688,.0049261083,.0074349442,.5,.039999999,3176,1656,149,10,1139,1941,5,73,12,94,50.182121,.18643126,.21673849,.23953845,.35729182,.33810648,.59627414,.010704852,.054914501,2020-06-09,Georgia,13193,106,7,.29268289,.75
MADISON,54.537151,.088688396,.20631543,.28947145,.41552472,.013435701,.0012376237,.00058806234,.0018435067,.83138251,.067610703,.0084308749,.052515108,.44151592,.041243918,.018683001,.038854003,.043111894,.022104084,,,,.43971515,.04567406,.51461077,.059566788,0,.059999999,.10344828,0,0,12217,558,33,10157,826,103,617,46,57.970791,.053623859,.15994437,.28867254,.49775922,.0086455336,0,.0026766595,.0027941633,.85801184,.052967358,.0040059346,.043888114,.45771512,.033051498,.017267045,.030912289,.037171651,.022444751,.17611276,.82388723,0,.79718101,.020474777,.18234421,.14492753,0,.14285715,0,.5,.033333335,6740,138,20,5783,357,27,284,20,59.351154,.045707472,.14288554,.28557235,.52583468,.0086956518,0,.002783577,0,.88853139,.026684331,.0022710068,.034181241,.46631339,.052971072,.0275,.03688838,.04630604,.030291263,.068919688,.9307006,.0003797228,.65897048,.043527629,.29750189,.037037037,0,.033333335,0,1,0,5284,230,8,4695,141,12,172,12,53.980499,.10085911,.20257732,.28685567,.4097079,.0025553664,.00042408821,.00029949087,.00020968757,.84076864,.074832812,.009057818,.057560138,.46169475,.035018329,.015111695,.030167835,.043470833,.023243096,,,,.50325912,.049860325,.44688055,.013108614,0,.01344086,.011904762,0,0,11813,589,7,9932,884,107,670,47,59.785263,.047658175,.13749658,.25582033,.55902493,0,0,.0010706638,.0014698678,.87496656,.056760374,.0032128515,.041632429,.49959838,.033268645,.019931272,.030703459,.039365772,.02264151,.17572998,.81516206,.0091079557,.76251674,.027309237,.21017402,.041666668,0,.054054055,0,0,0,3735,102,4,3268,212,12,152,7,56.473793,.09358234,.16013207,.26042098,.48586464,.0033076075,.010309278,.0015847861,.0031853896,.86195874,.074432991,.0053608245,.052311186,.4657732,.050762046,.023192111,.042628776,.057129256,.028073044,.21226804,.76474226,.02298969,.29309279,.54762888,.15927835,.064073466,.0084538376,.0049484535,.0081156483,.017123288,.050000001,0,9700,5312,621,38,8361,722,52,507,50,95,48.911728,.19304755,.23444976,.25925201,.31325066,.79884779,.084806174,.016062884,.10028318,2020-06-09,Georgia,13195,66,2,1.275862,1
MARION,55.567173,.081717454,.19494461,.27804708,.44529086,.0084745763,.0035523979,.00124533,.00311042,.58306295,.30953926,.012329656,.029085873,.40720311,.084143482,.029411765,.055981595,.083196044,.02843016,,,,.46268657,.10837119,.42894223,.053156145,0,.028571429,.045454547,,0,3082,334,16,1797,954,38,84,15,58.608696,.050000001,.1673913,.25869566,.52391303,.043478262,0,.0084033618,.0041493778,.64305174,.26089919,.010217983,.025362318,.42098093,.053598776,.028217481,.04945055,.060185187,.02672956,.39032698,.60967302,0,.80653954,.037465941,.15599455,.2264151,0,.3888889,.0625,,.05882353,1468,55,12,944,383,15,35,3,58.554016,.05839416,.15620437,.26350364,.52189779,0,.0093457941,.0055401661,.0055944058,.64065707,.26762491,.0047912388,.024817519,.42984256,.085626908,.043572985,.050490882,.071316615,.027439024,.4019337,.59806627,0,.69883639,.072553046,.22861055,.10752688,0,.10526316,.10869565,,.037037037,1461,106,10,936,391,7,34,2,54.952446,.10062026,.18090972,.28152999,.43694004,.006849315,0,.0012239902,.0015772871,.6340726,.29637095,.010752688,.031702273,.44018817,.065118209,.019349845,.039872408,.080396853,.0259009,,,,.49428764,.094086021,.41162634,.023715414,0,.016666668,.024390243,,0,2976,280,6,1887,882,32,92,9,59.557415,.051282052,.12374582,.27536231,.54960984,0,0,.0080971662,.0020283975,.71258134,.23210412,.0032537961,.023411371,.47288504,.050306749,.02354788,.032012194,.047297299,.024122806,.30944625,.6829533,.0076004341,.74403471,.033622559,.22234273,.11538462,0,.125,.14285715,,0,922,31,3,657,214,3,21,2,56.677624,.09148515,.15603961,.26336634,.48910892,0,0,.0030075188,0,.63388628,.32622433,.0051342812,.029702971,.44549763,.080179282,.028317152,.05237316,.092244148,.036223929,.40837282,.57306474,.018562401,.30410743,.51224327,.18364929,.064158417,.0018165305,.0019747235,0,.0052083335,0,0,2532,1297,162,2,1605,826,13,75,6,96,50.327164,.17242782,.22082147,.26352176,.34322897,.62220412,.30012199,.018096788,.059577063,2020-06-09,Georgia,13197,59,2,.51282048,1
MCDUFFIE,55.278957,.075553574,.21119395,.28018248,.43307,0,0,.0003971406,0,.59970504,.33487833,.0043189717,.00545232,.38733804,.06064475,.045274727,.073913045,.095250592,.15261209,,,,.35963342,.067839459,.57252711,.0016949152,0,0,.0046948357,0,0,9493,644,1,5693,3179,41,49,25,60.344681,.039163329,.14307967,.25945705,.55829996,.028409092,.0062208399,0,.01155839,.66895831,.25937501,.0037499999,.0033377837,.39229167,.072079897,.045570698,.091554053,.1079478,.15744032,.32242602,.67715716,.00041684034,.76625001,.059791666,.17395833,.15492958,0,.19727892,.15000001,,0,4800,287,44,3211,1245,18,15,5,62.406628,.030773276,.10757496,.24881642,.61283535,0,0,0,0,.67450404,.25177565,.0019593437,.0021041557,.39235857,.086824067,.065082647,.072015949,.11718967,.1650641,.33240718,.65597373,.011619096,.51236838,.084251776,.40337986,0,0,0,0,,0,4083,344,0,2754,1028,8,8,4,55.083782,.088481374,.19472779,.28034383,.43644699,0,0,0,0,.62254405,.34736723,.0039294935,.0040114615,.41214776,.052440763,.036195885,.061162081,.098897316,.160882,,,,.32030988,.11451668,.56517345,0,0,0,0,,0,8907,1020,0,5545,3094,35,35,16,64.076736,.028230617,.088270381,.21749502,.666004,0,0,0,.00059701491,.62485617,.33256617,.0030686613,.0035785288,.41925585,.095841587,.065458208,.099320441,.18614021,.15331993,.39539346,.58349329,.021113243,.56348294,.19140776,.24510932,.0024875621,0,.0040485831,0,,0,2607,499,1,1629,867,8,9,2,61.289619,.06125731,.10248538,.22251461,.61374271,0,0,0,0,.6253283,.36387512,.003501605,.0036549708,.41756639,.094727889,.061949197,.097874723,.18679823,.22178571,.42938429,.53924716,.031368542,.21768311,.58360082,.19871607,.054532163,0,.00029180042,0,0,0,0,6854,4000,373,0,4286,2494,24,25,11,97,49.543125,.18629704,.23221441,.24876831,.33272022,.59022534,.38881955,.0089995405,.011955594,2020-06-09,Georgia,13189,73,5,.46000004,.25
MCINTOSH,57.695335,.072193436,.17357513,.24455959,.50967187,.0047846888,.0039800997,0,.0013554727,.61116505,.28656957,.0038834952,.035924006,.42524272,.10060667,.036568694,.061317183,.077213593,.034615386,,,,.37475729,.12961166,.49563107,.016923077,0,.0054794522,.046511628,0,0,6180,801,11,3777,1771,24,208,10,62.996864,.030303031,.107628,.21734588,.64472312,.034482758,.025889968,.0048076925,.010804971,.66234189,.23029517,.0029192346,.036224313,.41193643,.062673129,.037110668,.04752066,.061761342,.027795734,.34155044,.65844959,0,.69834578,.053843658,.24781057,.25903615,0,.23999999,.25,,.05882353,3083,166,43,2042,710,9,104,6,62.393524,.034321371,.11388455,.22776911,.62402499,0,0,0,0,.64161217,.25998548,.0014524328,.028861154,.40305009,.090285711,.042827658,.05825603,.072765075,.03683858,.30681819,.69244868,.00073313783,.58387798,.076615833,.33950618,0,0,0,0,,0,2754,211,0,1767,716,4,74,3,57.918777,.079555966,.14875115,.25143385,.52025902,.027906977,.0024875621,.0029433407,.0056899004,.63015676,.29868492,.0041433978,.040333025,.44424427,.076842546,.027767355,.048942346,.079577073,.033771105,,,,.36606017,.10106287,.53287697,.077534795,0,.039215688,.10548523,0,.017241379,5551,561,39,3498,1658,23,218,8,63.378639,.030513177,.091539532,.22746186,.65048546,0,0,0,0,.59452176,.33857208,.0031432421,.034674063,.428379,.060678452,.025706941,.041005291,.065350257,.033516988,.45801526,.53524923,.0067355186,.64122134,.053884149,.30489448,.012987013,0,0,0,,0,2227,120,1,1324,754,7,75,3,60.324432,.068291739,.10872509,.22770362,.59527957,0,0,0,.00032499188,.64933306,.3098782,.0040595401,.033855677,.44944906,.082741231,.028623853,.052029956,.089024119,.040876526,.41426638,.5749082,.010825439,.26097041,.50782913,.23120046,.065389827,.0004407228,.0007732457,.00065573771,0,0,0,5173,2627,338,1,3359,1603,21,175,11,98,52.740757,.15370275,.18902123,.24981874,.40745726,.64060074,.28389436,.008803729,.066701189,2020-06-09,Georgia,13191,15,1,1.1428571,
