county,age_2016gen,age1829_2016gen,age3044_2016gen,age4560_2016gen,age60plus_2016gen,age1829reject_2016gen,age3044reject_2016gen,age4560reject_2016gen,age60plusreject_2016gen,white_2016gen,black_2016gen,hispanic_2016gen,other_2016gen,male_2016gen,VBM2016gen_2016gen,VBM2016prepri_2016gen,VBM2016genpri_2016gen,VBM2018gen_2016gen,VBM2018genpri_2016gen,partydem_2016gen,partyrep_2016gen,partynp_2016gen,electionday_2016gen,bymail_2016gen,early_2016gen,rejected_2016gen,lateballot_2016gen,WHreject_2016gen,BHreject_2016gen,HPreject_2016gen,OTreject_2016gen,votedpop_2016gen,votedbymailpop_2016gen,rejectedpop_2016gen,whitepop_2016gen,blackpop_2016gen,hispanicpop_2016gen,otherpop_2016gen,asianpop_2016gen,age_2016prepri,age1829_2016prepri,age3044_2016prepri,age4560_2016prepri,age60plus_2016prepri,age1829reject_2016prepri,age3044reject_2016prepri,age4560reject_2016prepri,age60plusreject_2016prepri,white_2016prepri,black_2016prepri,hispanic_2016prepri,other_2016prepri,male_2016prepri,VBM2016gen_2016prepri,VBM2016prepri_2016prepri,VBM2016genpri_2016prepri,VBM2018gen_2016prepri,VBM2018genpri_2016prepri,partydem_2016prepri,partyrep_2016prepri,partynp_2016prepri,electionday_2016prepri,bymail_2016prepri,early_2016prepri,rejected_2016prepri,lateballot_2016prepri,WHreject_2016prepri,BHreject_2016prepri,HPreject_2016prepri,OTreject_2016prepri,votedpop_2016prepri,votedbymailpop_2016prepri,rejectedpop_2016prepri,whitepop_2016prepri,blackpop_2016prepri,hispanicpop_2016prepri,otherpop_2016prepri,asianpop_2016prepri,age_2016genpri,age1829_2016genpri,age3044_2016genpri,age4560_2016genpri,age60plus_2016genpri,age1829reject_2016genpri,age3044reject_2016genpri,age4560reject_2016genpri,age60plusreject_2016genpri,white_2016genpri,black_2016genpri,hispanic_2016genpri,other_2016genpri,male_2016genpri,VBM2016gen_2016genpri,VBM2016prepri_2016genpri,VBM2016genpri_2016genpri,VBM2018gen_2016genpri,VBM2018genpri_2016genpri,partydem_2016genpri,partyrep_2016genpri,partynp_2016genpri,electionday_2016genpri,bymail_2016genpri,early_2016genpri,rejected_2016genpri,lateballot_2016genpri,WHreject_2016genpri,BHreject_2016genpri,HPreject_2016genpri,OTreject_2016genpri,votedpop_2016genpri,votedbymailpop_2016genpri,rejectedpop_2016genpri,whitepop_2016genpri,blackpop_2016genpri,hispanicpop_2016genpri,otherpop_2016genpri,asianpop_2016genpri,age_2018gen,age1829_2018gen,age3044_2018gen,age4560_2018gen,age60plus_2018gen,age1829reject_2018gen,age3044reject_2018gen,age4560reject_2018gen,age60plusreject_2018gen,white_2018gen,black_2018gen,hispanic_2018gen,other_2018gen,male_2018gen,VBM2016gen_2018gen,VBM2016prepri_2018gen,VBM2016genpri_2018gen,VBM2018gen_2018gen,VBM2018genpri_2018gen,partydem_2018gen,partyrep_2018gen,partynp_2018gen,electionday_2018gen,bymail_2018gen,early_2018gen,rejected_2018gen,lateballot_2018gen,WHreject_2018gen,BHreject_2018gen,HPreject_2018gen,OTreject_2018gen,votedpop_2018gen,votedbymailpop_2018gen,rejectedpop_2018gen,whitepop_2018gen,blackpop_2018gen,hispanicpop_2018gen,otherpop_2018gen,asianpop_2018gen,age_2018genpri,age1829_2018genpri,age3044_2018genpri,age4560_2018genpri,age60plus_2018genpri,age1829reject_2018genpri,age3044reject_2018genpri,age4560reject_2018genpri,age60plusreject_2018genpri,white_2018genpri,black_2018genpri,hispanic_2018genpri,other_2018genpri,male_2018genpri,VBM2016gen_2018genpri,VBM2016prepri_2018genpri,VBM2016genpri_2018genpri,VBM2018gen_2018genpri,VBM2018genpri_2018genpri,partydem_2018genpri,partyrep_2018genpri,partynp_2018genpri,electionday_2018genpri,bymail_2018genpri,early_2018genpri,rejected_2018genpri,lateballot_2018genpri,WHreject_2018genpri,BHreject_2018genpri,HPreject_2018genpri,OTreject_2018genpri,votedpop_2018genpri,votedbymailpop_2018genpri,rejectedpop_2018genpri,whitepop_2018genpri,blackpop_2018genpri,hispanicpop_2018genpri,otherpop_2018genpri,asianpop_2018genpri,age_2020combopri,age1829_2020combopri,age3044_2020combopri,age4560_2020combopri,age60plus_2020combopri,age1829reject_2020combopri,age3044reject_2020combopri,age4560reject_2020combopri,age60plusreject_2020combopri,white_2020combopri,black_2020combopri,hispanic_2020combopri,other_2020combopri,male_2020combopri,VBM2016gen_2020combopri,VBM2016prepri_2020combopri,VBM2016genpri_2020combopri,VBM2018gen_2020combopri,VBM2018genpri_2020combopri,partydem_2020combopri,partyrep_2020combopri,partynp_2020combopri,electionday_2020combopri,bymail_2020combopri,early_2020combopri,newvoter_2020combopri,rejected_2020combopri,lateballot_2020combopri,WHreject_2020combopri,BHreject_2020combopri,HPreject_2020combopri,OTreject_2020combopri,votedpop_2020combopri,votedbymailpop_2020combopri,newvoterpop_2020combopri,rejectedpop_2020combopri,whitepop_2020combopri,blackpop_2020combopri,hispanicpop_2020combopri,otherpop_2020combopri,asianpop_2020combopri,county_code,county_age,county_age1829,county_age3044,county_age4560,county_age60plus,county_white,county_black,county_hispanic,county_other,datestr,state,fips,cases,deaths,d_cases,d_deaths
THOMAS,55.665882,.077617824,.20898791,.27467296,.43872133,.0056417491,.0018334206,.00099641294,.0013724267,.62570965,.2739726,.0053648627,.044884779,.39345798,.044269189,.010409745,.033575632,.053688604,.013984169,,,,.38731185,.051408928,.56127924,.03888889,0,.021231422,.077868849,.25,.0056497175,19199,987,35,12013,5260,103,820,73,59.873901,.03352081,.16130483,.26625422,.53892016,.030201342,.0027894003,.00042247571,.0022959716,.70912385,.20070347,.0037305478,.033633295,.40726924,.028796101,.010273973,.029185245,.03441985,.01344,.28537762,.71365827,.00096411357,.79940313,.014069495,.18652739,.25190839,0,.22368421,.27272728,,.0625,9382,132,33,6653,1883,35,299,20,66.029564,.021629415,.069935113,.19538572,.71304977,0,0,.0018450185,.010616785,.59731543,.30738255,.0016778524,.025234319,.41006711,.057751805,.028663706,.033139732,.053027455,.016770186,.44595978,.54756224,.0064780088,.6510067,.046308726,.30268458,.25563911,0,.2857143,.19354838,,0,2980,138,34,1780,916,5,70,3,55.409481,.085412554,.20146222,.27364513,.4394801,.011548913,.002016129,.0014843087,.0022445207,.63876379,.28733534,.0041056052,.049669258,.41734618,.035102684,.0086632175,.027654868,.057508543,.013538141,,,,.45076126,.069510177,.47972858,.046831954,0,.039906103,.05046729,.25,.025210084,17537,1219,51,11202,5039,72,856,65,62.67149,.033858877,.10493667,.22227965,.63892478,0,0,0,.001618123,.63670886,.30303797,.0032911391,.035151202,.43898734,.02681388,.0076530613,.014796548,.037056368,.013503185,.41945288,.57573456,.0048125633,.76253164,.017974684,.21949367,.086206898,0,.088888891,0,,0,3950,71,5,2515,1197,13,136,8,60.608509,.067931399,.12034109,.21548338,.59624416,.012693935,.0087579619,.006224989,.0067491564,.63027459,.31164482,.0043058079,.048864618,.40742514,.054904662,.014141061,.034738485,.08431571,.019524617,.45804229,.51545304,.026504641,.25251171,.5575543,.18993397,.062374245,.01822054,.0074634007,.013114754,.027709862,.0625,.022624435,10451,5827,651,77,6587,3257,45,510,38,136,50.22559,.17640251,.23684295,.24398006,.34277448,.59302366,.31425816,.0092589613,.083459251,2020-06-09,Georgia,13275,357,33,.47520661,.26923072
TIFT,54.392506,.086474337,.22151348,.27863148,.41338068,.004191115,.0013089005,.00026014569,.00070138526,.69407463,.2051459,.018003725,.030878516,.40656689,.036681283,.011476115,.019401096,.035329089,.024050023,,,,.38676968,.043457266,.56977308,.024390243,0,.028938906,.05050505,0,0,14497,630,14,10062,2974,261,426,73,58.22562,.047749568,.17484131,.27221581,.50519329,.060422961,0,0,.002284409,.78080875,.13269362,.010143934,.024812464,.42618233,.024753183,.011296322,.016192216,.025119433,.016267648,.21296807,.78689426,.00013766519,.77628511,.015901303,.20781358,.29310346,0,.31944445,.40000001,,.029411765,7295,116,34,5696,968,74,172,22,60.380241,.030263728,.14440121,.27258971,.55274534,0,0,0,.0003910833,.79645115,.1221701,.0048949621,.018374406,.43422395,.029331658,.015404699,.018084669,.028616494,.017334778,.13758458,.86241543,0,.60004079,.023862941,.37609628,.010752688,0,.022727273,0,,0,4903,117,1,3905,599,24,85,13,53.880196,.0991778,.21501982,.27763912,.40816328,.0074019246,.00034141346,.00026441037,.0025179856,.7144711,.2130651,.017448988,.032814566,.42800489,.028680203,.0078594545,.012250454,.039546784,.023894014,,,,.39620736,.050183862,.55360878,.045226131,0,.051660515,.046218488,0,0,13869,696,27,9909,2955,242,447,69,60.600929,.043670151,.12891985,.24436702,.58304298,.015957447,.0036036037,.0057034222,.0035856573,.77201718,.16934571,.0092823179,.02253194,.47702059,.027148252,.0072749318,.0089863408,.033623327,.026006905,.24700023,.74009508,.012904687,.65179986,.041657232,.3065429,.14925373,0,.11111111,.1882353,,0,4417,184,20,3410,748,41,97,9,57.889599,.07748659,.15053652,.24865869,.52331817,0,0,0,0,.76193422,.193422,.010001031,.029921586,.4351995,.032300994,.0085376929,.012434242,.046803519,.025901718,.28044128,.70079392,.018764822,.30126816,.46736777,.23136406,.051898472,0,0,0,0,0,0,9699,4533,503,0,7390,1876,97,290,39,137,48.133896,.20435685,.25239387,.24218002,.30106926,.62244654,.27916533,.037144911,.061243217,2020-06-09,Georgia,13277,327,22,1.1513157,2.6666667
TOOMBS,55.619518,.078817181,.2121655,.26624691,.44277042,.0057061343,.0021197668,0,.0025393602,.72167039,.18049771,.014738866,.031481899,.40200791,.065245762,.020379147,.057101026,.0722844,.056280028,,,,.40072626,.078180067,.52109367,.032835823,0,.030030031,.039800994,0,0,9363,732,22,6757,1690,138,280,29,59.941628,.041796781,.15277444,.25270239,.55272639,.0057471264,.0047169812,.0057034222,.0039113429,.80186319,.11338332,.0065894113,.022820082,.41672346,.041991036,.0194508,.025790922,.053562406,.032363977,.16935667,.83064336,0,.79027492,.024994319,.18473074,.18181819,0,.21333334,.11111111,0,.079999998,4401,110,20,3529,499,29,95,11,59.799126,.049247939,.14653081,.25909752,.54512376,0,.0049668876,.0018726592,.0035603025,.81863862,.099360436,.0031978071,.018680252,.42485154,.060966723,.019587629,.06669765,.064105891,.050708085,.081398025,.91860199,0,.60027409,.081315666,.31841025,.053627759,0,.072916664,.03125,,0,4378,356,17,3584,435,14,77,12,55.124775,.092312895,.2031109,.26465285,.43992335,.0097680101,.00055493898,.0012776832,.0023059186,.74037182,.19234174,.0099601597,.036632102,.42552015,.05581823,.017433047,.049816467,.075539976,.06381534,,,,.36775121,.090637453,.54161131,.029649595,0,.022222223,.038235296,0,.012987013,9036,819,22,6690,1738,90,325,29,61.629044,.04158416,.11782178,.23366337,.60693067,.039682541,.005602241,.0056497175,.0038064166,.74799615,.19653735,.0051298495,.01980198,.44020519,.062626943,.016901409,.051930148,.074346952,.063949637,.23220013,.75721616,.010583707,.64860535,.093940362,.25745431,.09375,0,.047619049,.11111111,0,0,3119,293,21,2333,613,16,60,8,57.914345,.079191916,.15811448,.24107744,.52161616,0,.0025553664,0,.00232378,.76282138,.18777762,.0082110651,.036632996,.4293983,.065665729,.01778766,.05439911,.0875277,.061272062,.22939116,.7512123,.019396551,.29371384,.47853008,.2277561,.081346802,.0040458529,.0020191143,.0030877811,.0070671379,0,0,7429,3555,604,12,5667,1395,61,272,30,138,49.411659,.19193754,.24096604,.2354579,.33163851,.6374917,.22401792,.027782822,.11070758,2020-06-09,Georgia,13279,77,4,.92499995,.33333337
TOWNS,61.544628,.091414452,.10592958,.18020383,.62245214,0,0,0,0,.88994253,.002729885,.0037356322,.034434836,.42816091,.060260117,.019541206,.033472802,.044708546,.020141535,,,,.27169541,.064511493,.66379309,0,0,0,,,0,6960,449,0,6194,19,26,223,14,65.656029,.05071599,.074880667,.1605012,.71390218,.0058823531,.0039840639,.001858736,.0020894276,.89628398,.0016638935,.0016638935,.031921241,.43427619,.03856115,.020022247,.019123135,.036363635,.019368723,.16638935,.83333331,.00027731559,.68080974,.022739878,.29645035,.1097561,0,.12121212,,,0,3606,82,9,3232,6,6,107,1,65.63179,.034986414,.081521742,.18580163,.69769019,0,0,0,0,.90567821,0,.0015772871,.021739131,.44290221,.052495141,.021962617,.032771237,.035634745,.019985195,.13594688,.86405313,0,.47255519,.040694006,.48675078,0,0,0,,,0,3170,129,0,2871,0,5,64,4,62.860718,.059269015,.098287784,.1848864,.65755677,.016666668,.0050251256,.00089047197,.0025037557,.92487508,.0025793971,.0043527326,.046098124,.46364662,.041666668,.016057935,.019729631,.045417681,.020228216,,,,.29888764,.050298244,.65081412,.067307696,0,.076335877,0,0,0,6203,312,21,5737,16,27,280,14,68.362503,.020312499,.053125001,.1328125,.79374999,0,0,.0039215689,.001312336,.93810248,.0010147133,.0025367835,.032812499,.47082698,.035581518,.022494888,.018840579,.037716083,.020408163,.17148656,.82648402,.0020294266,.54439372,.02587519,.4297311,.065217391,0,.078947365,,,0,1971,51,3,1849,2,5,63,1,64.428528,.05325165,.072887212,.16368206,.71017909,0,0,0,0,.9436686,.0018829437,.0047073592,.047282439,.46257651,.052105777,.01898928,.027291104,.049174104,.023488473,.18081933,.79438078,.024799874,.13761181,.55892044,.30346775,.090009429,0,.00015691198,0,0,0,0,6373,3562,573,0,6014,12,30,301,9,139,57.903214,.12386765,.13693143,.1950987,.54410225,.92009157,.0053399447,.00867741,.065891102,2020-06-09,Georgia,13281,30,1,.5,0
TREUTLEN,55.188248,.083494395,.21917279,.26749131,.42984152,0,0,0,0,.65437955,.26751825,.0021897811,.020873599,.40036497,.062660314,.034852546,.050318923,.052092608,.040791102,,,,.34014598,.066423357,.59343064,0,0,0,0,,0,2740,182,0,1793,733,6,54,1,58.956043,.050366301,.16300367,.27197802,.51465201,0,0,.0067340066,.0017793594,.67634499,.23654996,.00085397094,.020146521,.4090521,.057142857,.036909871,.048751485,.054131053,.04174573,.31682321,.68317676,0,.66097355,.041844577,.2971819,.12244898,0,0,.375,,0,1171,49,6,792,277,1,22,0,58.172028,.051048949,.18111888,.27692309,.4909091,0,0,0,0,.63164723,.27561608,.0025940337,.01888112,.40661478,.061397318,.041469194,.058862001,.052140079,.043478262,.91699094,.083009079,0,.55836576,.06549935,.3761349,0,0,0,0,,0,1542,101,0,974,425,4,27,0,54.487778,.10771582,.20550038,.26203209,.42475173,.0070921984,.001858736,0,.0026978417,.672768,.27642885,.0026148674,.025974026,.42024654,.051248357,.031015038,.04454685,.05446874,.049101796,,,,.30220395,.075084053,.62271202,.034883723,0,.026666667,.051282052,0,0,2677,201,6,1801,740,7,68,2,59.513607,.045351475,.15873016,.26984128,.52607709,0,0,0,.0043103448,.55543238,.40354767,.0011086474,.01814059,.45343682,.04540024,.027932961,.033950616,.044258375,.046910755,.49667406,.49113083,.012195121,.54212862,.063192904,.3946785,.04255319,0,0,.074074075,,0,902,57,2,501,364,1,16,0,57.841667,.08284314,.15000001,.25196078,.51519608,0,.0098039219,.0019455253,.0047573741,.70666015,.26836434,.0014691479,.022058824,.43829578,.056395348,.037755102,.048346058,.057517085,.045232274,.25759059,.73457396,.0078354552,.30019587,.47061706,.22918707,.053921569,.011378002,.0024485798,.0086058518,.015625,0,.06666667,2042,961,110,9,1443,548,3,45,1,140,50.036724,.17495438,.24087591,.24384125,.34032845,.65077555,.29265511,.0045620436,.052007299,2020-06-09,Georgia,13283,14,0,1.8,
TROUP,54.15337,.092439622,.21658406,.2858941,.40508223,.0038297873,.0010897203,.00041276831,.0013594873,.63313943,.27273411,.0067554889,.038785305,.39846125,.046934828,.032071505,.052830666,.049901731,.023323193,,,,.46061176,.055657722,.48373052,.027252082,0,.022792023,.043343652,0,.0071428572,26645,1483,36,16870,7267,180,986,119,58.626953,.043790109,.16194791,.28546622,.5087958,.027586207,.0046620048,.0010579212,.0040065292,.68607557,.22476245,.004715296,.030200075,.39972851,.042473361,.030737115,.052016985,.043676447,.023202267,.30956635,.69043368,0,.80367219,.037222262,.15910552,.16409266,0,.15151516,.12371134,.66666669,.019607844,13997,521,85,9603,3146,66,400,30,61.206852,.034646478,.12139099,.27229565,.5716669,0,0,0,.0020202021,.79156119,.11838457,.0036166366,.025664058,.41567209,.070168853,.05910591,.050430503,.056471556,.029182445,.1618139,.835832,.0023541073,.64086801,.067992769,.29113925,.021327015,0,.021834061,.045454547,,0,8295,564,9,6566,982,30,200,15,54.197708,.096890152,.20414646,.28799531,.41096807,.0060396893,.0012285012,.0014513788,.00091537833,.63503557,.29760092,.0065840911,.041882627,.41846016,.03761398,.024557631,.040521786,.051565379,.02466628,,,,.47142094,.064894445,.46368462,.028985508,0,.026755853,.030303031,.090909094,.014705882,24301,1577,40,15432,7232,160,1002,98,61.81715,.036059059,.10335037,.24985804,.61073256,0,0,0,.0013947001,.73151106,.21270986,.0033300957,.029244747,.44845289,.039965373,.029816514,.03629481,.04296875,.023646286,.27501041,.64423478,.080754824,.71097547,.031358402,.25766617,.043243244,0,.048076924,.021276595,,0,7207,226,8,5272,1533,24,206,9,57.018269,.08780513,.15354188,.26237443,.49627855,.0041493778,.0020338984,.0027772267,.0027267961,.67458916,.27595174,.0059808614,.039452452,.42042854,.051469225,.035050597,.055949897,.066390291,.031734738,.37710631,.59886622,.024027459,.29233411,.50166422,.20600167,.069952637,.0064187963,.0034845017,.0043081166,.011673152,0,.012307692,19228,9646,1344,53,12971,5306,115,758,63,141,48.434711,.19779527,.24929135,.25023621,.30267715,.58906639,.31977502,.0097637791,.081394829,2020-06-09,Georgia,13285,476,11,1.572973,1.2
TURNER,55.664719,.079594344,.20866625,.2621389,.44960049,0,0,0,0,.6133256,.30317137,.0049461741,.024585126,.40034914,.024868345,.0045572915,.018207284,.040407591,.027531957,,,,.3520512,.02705848,.62089032,0,0,0,0,0,0,3437,93,0,2108,1042,17,80,7,60.1749,.046061415,.14218959,.24833111,.56341791,.014492754,0,0,0,.72853535,.19507575,.0025252525,.019359145,.42108586,.010450685,.0044219834,.011570248,.027894003,.020833334,.26696259,.73303741,0,.77714646,.005050505,.21780303,.125,0,0,0,,0,1584,8,1,1154,309,4,29,2,64.213142,.03941606,.091970801,.20729928,.66131389,0,0,0,0,.78171897,.13915417,.002728513,.010218978,.43519783,.025210084,.0066115703,.017735334,.036873158,.013015185,.23182441,.76543212,.0027434842,.62892222,.017735334,.35334241,0,0,0,0,,0,733,13,0,573,102,2,7,1,55.105816,.08632426,.21101485,.26299506,.43966585,.0035842294,.0014662757,0,.0049261083,.61640531,.3220748,.0060313633,.030012377,.41616404,.020586183,.0027739252,.010309278,.043172076,.032289628,,,,.36580217,.05217129,.58202654,.064516127,0,.04255319,.079545453,0,0,3316,173,10,2044,1068,20,97,3,62.213516,.044074439,.10381979,.2360431,.6160627,0,0,.0041493778,0,.71184832,.23222749,.0018957346,.022526935,.45118484,.01953125,.0051948051,.010869565,.04195122,.030858245,.29668248,.69952607,.0037914691,.61042655,.046445496,.34312797,.029411765,0,0,.039999999,,0,1055,49,1,751,245,2,23,0,58.572899,.066793896,.14847328,.25114504,.53358781,.0057142857,0,0,0,.69870329,.27192983,.0068649887,.020610686,.42143402,.017761989,.0059084194,.012,.043908738,.032467533,.35583523,.62471396,.0194508,.30358505,.37223494,.32418001,.066793896,.0012547051,.0038138826,.001776199,0,,0,2622,976,175,1,1832,713,18,54,3,142,49.688,.18241447,.24321929,.23772381,.33664244,.56833893,.36908349,.0120546,.050522957,2020-06-09,Georgia,13287,141,13,.80769229,.083333373
TWIGGS,56.43671,.076399393,.19062027,.25466466,.47831568,.0099009899,0,0,.0047443332,.48411751,.42225936,.0042990209,.03756934,.41987103,.078239612,.029843196,.10987483,.069444448,.050498754,,,,.51922619,.096966803,.38380703,.03846154,0,0,.054455444,0,.014084507,4187,406,14,2027,1768,18,149,4,60.745781,.040920716,.12736572,.2398977,.59181583,.0125,.012048192,.0021321962,.003457217,.51168454,.40749756,.00097370986,.032225065,.4298929,.055134043,.027545499,.067375883,.059967585,.044406489,.46689385,.53310615,0,.8261928,.035053555,.13875365,.16666667,0,.043478262,.2,,.071428575,2054,72,12,1051,837,2,63,2,59.981842,.040744022,.14481843,.25509301,.55934453,.010869565,.012232416,.0034722222,.0063341251,.45261845,.45428097,.0020781381,.029672276,.41604322,.10188159,.037271447,.11057901,.078282826,.057708163,.85935539,.14064462,0,.61970073,.14546967,.23482959,.055921052,0,.089285716,.051282052,0,0,2406,350,17,1089,1093,5,67,4,56.183754,.08675079,.17166141,.26445848,.47712934,.0030303029,0,0,.00055096421,.51654601,.42244053,.0038779732,.039432175,.44777662,.065365277,.02661597,.079875521,.070092224,.051810239,,,,.51654601,.085315406,.39813858,.0068259384,0,0,.01010101,0,0,3868,330,2,1998,1634,15,150,7,61.341297,.044117648,.10171568,.23774509,.61642158,0,0,0,.003976143,.46598434,.48585188,.00060204696,.029411765,.4244431,.066831686,.039999999,.067993365,.070404984,.051157124,.56050575,.42323902,.016255269,.76038533,.062010836,.17760386,.043010753,0,.043478262,.044776119,,0,1661,103,4,774,807,1,48,2,58.764622,.07375396,.13166234,.24085277,.55373091,.01171875,.0043763677,.0035885167,.0031217481,.47772348,.47312447,.0028743893,.04263901,.44179362,.090026774,.045842219,.10728347,.096602269,.074914873,.74245471,.24518541,.012359873,.3147456,.50388044,.18137395,.053586863,.0093085105,.0040241447,.0091463411,.0077120825,0,.030769231,3479,1753,186,14,1662,1646,10,148,5,143,51.518829,.16228139,.20765716,.25319049,.37687096,.51299828,.40775168,.007562628,.071687408,2020-06-09,Georgia,13289,19,1,1.375,
UNION,61.969124,.052320097,.11827773,.20765074,.62175143,0,0,0,0,.89498049,.00081221573,.0050357375,.045715757,.43835282,.051870611,.020545935,.024555616,.038052209,.013750498,,,,.33049059,.05523067,.61427873,0,0,0,0,0,0,12312,680,0,11019,10,62,533,35,65.323128,.025734734,.080554284,.1882138,.70549721,.023668639,0,.001618123,.0030218002,.8928827,.0010024345,.003723328,.043855641,.44894743,.035746068,.019754866,.019410497,.030193038,.013742072,.1480739,.85192609,0,.6835171,.024917657,.29156524,.20231214,0,.15447155,,,.02,6983,174,35,6235,7,26,288,11,64.718071,.034041751,.09460222,.18525484,.6861012,0,0,.0010152285,.0010964912,.90228361,.00017702248,.0030093822,.036674816,.44839793,.041461188,.021510515,.024111448,.031787813,.014903984,.10083585,.89880848,.00035568202,.55177909,.032041069,.41617987,.041958041,0,.048543688,,,0,5649,181,6,5097,1,17,195,7,61.935623,.054341357,.10672677,.20324858,.6356833,.0046948357,.00079681276,0,.00040133781,.9150092,.00091927126,.0053484873,.059783995,.46297845,.04039428,.016909348,.017860686,.038985044,.015486307,,,,.39938158,.042704329,.55791408,.014227643,0,.01438849,0,0,.014492754,11966,511,7,10949,11,64,703,32,64.482315,.031443011,.087591238,.18921953,.69174623,0,.0021367522,0,.00081168831,.92140377,.00018278194,.0034728569,.051469211,.47176018,.033598758,.016564731,.016633775,.029010238,.014133627,.13800037,.84865654,.013343082,.59020287,.017181503,.39261562,.047619049,0,.055555556,,,0,5471,94,4,5041,1,19,275,7,64.614044,.044434931,.066866435,.16806507,.72063357,.0038535646,.0025608195,.0010188487,.00083165022,.92176145,.0016246259,.005985464,.067123286,.46241984,.048426665,.019932536,.020155923,.044723619,.017519515,.20196666,.77451903,.023514323,.17460454,.55288583,.2725096,.080222599,.002413217,.0014536127,.0024198426,0,0,.0026737968,11695,6466,937,13,10780,19,70,784,27,144,57.445305,.11254203,.14641841,.20936126,.53167832,.91109389,.002275666,.0090509439,.077579521,2020-06-09,Georgia,13291,50,1,.47058821,0
UPSON,55.822361,.084716655,.18813203,.2785728,.44857851,.0022522523,.00050709938,0,.00042535091,.65921938,.23589054,.0027815164,.042930737,.40197399,.041625284,.015200456,.033617113,.050612155,.016491754,,,,.27671602,.04674742,.67653656,.012371134,0,.010600707,.011764706,0,.0086956518,11145,521,6,7347,2629,31,450,25,60.523159,.044959128,.12553523,.26138574,.56811988,.012987013,0,.00074460165,.0013703323,.69894433,.2022206,.001456134,.034643829,.40516928,.03339025,.016096579,.025877453,.036374845,.014276003,.28066981,.71933019,0,.75955588,.02074991,.21969421,.11403508,0,.11594203,0,,0,5494,114,13,3840,1111,8,178,1,61.48851,.034812286,.12354949,.25574517,.58589303,0,0,0,0,.71122426,.19902398,.0008487163,.022753129,.41099086,.045831516,.01848539,.034115139,.042873971,.020920502,.21622787,.78269315,.0010789814,.46700615,.037767876,.49522597,0,0,0,0,,0,4713,178,0,3352,938,4,100,1,55.340862,.095023923,.18344498,.27885169,.44267944,.010070493,.00052164838,.00068634178,.0015131864,.66974962,.25298953,.0021487295,.050526317,.4188154,.032502707,.01135442,.02682353,.055797238,.017517518,,,,.30213004,.065956652,.6319133,.032407407,0,.030418251,.026578072,.5,.025641026,10704,706,21,7169,2708,23,528,22,61.302082,.044873402,.11481574,.24592629,.59438455,.005586592,0,.0010193679,.00084352592,.78860605,.15248485,.00072727271,.025570318,.44848484,.028757188,.011852354,.02091321,.02972028,.016313611,.20339394,.7912727,.0053333333,.61503029,.020606061,.36436364,.08219178,0,.08510638,0,,0,4125,85,6,3253,629,3,102,2,58.347179,.078794524,.13512328,.25720549,.52887672,.0027816412,.00243309,.00085215166,.0029009532,.70892584,.24239773,.0022970904,.043835618,.4368847,.038724668,.015432099,.027547592,.057018634,.016159251,.32006127,.66681254,.013126231,.20225334,.5304091,.26733756,.060054794,.0049411766,.0027346313,.0040309038,.0082568806,0,0,9142,4849,548,21,6481,2216,21,400,7,145,49.870728,.18903847,.22165267,.24835239,.34095645,.64546835,.25590041,.0051822229,.093448997,2020-06-09,Georgia,13293,290,36,.16465867,.5
WALKER,55.827255,.076140851,.19825195,.28162029,.44398689,.0038631347,.001059771,.00044762756,.00094643194,.85088181,.025384398,.0034303241,.081729554,.44005004,.039353076,.016865166,.033415459,.037945718,.022352204,,,,.39178336,.045199566,.56301707,.026768642,0,.026548672,.037037037,0,.013392857,24779,1120,28,21084,629,85,1945,55,59.587406,.04302761,.14998694,.26600471,.54098076,.016194332,.0029036005,.00032743943,.0033810982,.87247539,.017943582,.0026706727,.066283427,.46152562,.030851251,.016012743,.027042577,.034546878,.018138802,.16124186,.83875811,0,.76256049,.019779669,.21765982,.19409283,0,.17127071,0,,.078431375,11982,237,46,10454,215,32,761,19,62.465797,.028396612,.10903671,.25698149,.60558522,.0055248621,0,0,.0028497409,.89200896,.0092606423,.0011949216,.050988391,.45884988,.051215012,.026546983,.031770047,.042614114,.025120441,.071944609,.92730284,.0007525587,.70888722,.040328603,.25078416,.055793993,0,.066298343,0,,0,6695,270,13,5972,62,8,325,7,55.969372,.077368446,.18704768,.28183219,.45375168,.0048280023,.00099850225,.00033134528,.00041160733,.86516386,.02793528,.0039183148,.088854648,.46323699,.030688902,.012973079,.025901472,.037140075,.022907121,,,,.4416171,.04144194,.51694095,.022538552,0,.020280812,.029411765,0,.024193548,21693,899,19,18768,606,85,1903,55,62.74234,.032055184,.10367215,.23250152,.63177115,0,.0019569471,0,.00096339115,.88268048,.025253529,.0017896201,.070196792,.48339629,.037948292,.019827811,.031539254,.042786274,.021643287,.20520978,.77570093,.019089282,.83555377,.028633922,.13581228,.028776979,0,.031746034,0,,0,5029,144,4,4439,127,9,346,8,58.415089,.072079636,.14655793,.24922043,.53214198,.0099833608,.011456628,.010346487,.010705432,.8847214,.023367286,.0031755543,.085152313,.46632713,.047284298,.020661157,.033974472,.052670188,.027801912,.17614624,.80341625,.020437518,.3419413,.54571599,.11234272,.08707124,.023632502,.011024565,.021820355,.016949153,.090909094,.041733548,16690,9108,1452,178,14766,390,53,1420,47,146,50.013855,.17929494,.23373516,.25105393,.33591595,.82820225,.031128228,.0058792699,.13479024,2020-06-09,Georgia,13295,203,0,2.171875,
