"HINDI","Muni2","County","total_ballots_2020","registered_voters_2020","provisional_all_2020","prov_counted_2020","prov_rejected_2020","abs_issued_2020","abs_counted_2020","abs_rejected_2020","total_ballots_2016","registered_voters_2016","provisional_all_2016","prov_counted_2016","prov_rejected_2016","abs_issued_2016","abs_counted_2016","abs_not_returned_2016","abs_late_2016","abs_rejected_2016"
54241,"CITY OF JANESVILLE","ROCK COUNTY",14294,33981,0,0,0,1144,1140,0,21131,34399,0,0,0,2573,2418,68,0,7
54257,"CITY OF MILTON","ROCK COUNTY",1527,3320,0,0,0,310,310,0,2102,3239,0,0,0,244,236,5,0,0
55002,"TOWN OF ATLANTA","RUSK COUNTY",172,365,0,0,0,1,1,0,248,362,0,0,0,4,3,1,0,0
55004,"TOWN OF BIG BEND","RUSK COUNTY",143,282,0,0,0,8,8,0,187,282,0,0,0,17,15,2,0,0
55006,"TOWN OF BIG FALLS","RUSK COUNTY",32,87,0,0,0,0,0,0,67,93,0,0,0,3,3,2,0,0
55008,"TOWN OF CEDAR RAPIDS","RUSK COUNTY",17,33,0,0,0,0,0,0,21,23,0,0,0,0,0,0,0,0
55010,"TOWN OF DEWEY","RUSK COUNTY",184,329,0,0,0,6,6,0,229,319,0,0,0,2,2,0,0,0
55012,"TOWN OF FLAMBEAU","RUSK COUNTY",221,572,0,0,0,18,18,0,404,575,0,0,0,14,0,1,1,0
55014,"TOWN OF GRANT","RUSK COUNTY",173,392,0,0,0,14,14,0,271,405,0,0,0,19,19,0,0,0
55016,"TOWN OF GROW","RUSK COUNTY",116,223,0,0,0,2,2,0,148,214,0,0,0,2,2,0,0,0
55018,"TOWN OF HAWKINS","RUSK COUNTY",47,76,0,0,0,2,2,0,54,87,0,0,0,1,1,0,0,0
55020,"TOWN OF HUBBARD","RUSK COUNTY",59,112,0,0,0,2,2,0,69,108,0,0,0,1,1,0,0,0
55022,"TOWN OF LAWRENCE","RUSK COUNTY",69,152,0,0,0,13,12,0,99,150,0,0,0,10,10,1,0,0
55024,"TOWN OF MARSHALL","RUSK COUNTY",97,234,0,0,0,10,10,0,138,238,0,0,0,7,6,1,0,0
55026,"TOWN OF MURRY","RUSK COUNTY",70,137,0,0,0,2,2,0,94,153,0,0,0,2,2,0,0,0
55028,"TOWN OF RICHLAND","RUSK COUNTY",76,129,0,0,0,9,9,0,85,135,0,0,0,1,1,0,0,0
55030,"TOWN OF RUSK","RUSK COUNTY",180,365,0,0,0,0,0,0,236,364,0,0,0,10,12,1,0,1
55032,"TOWN OF SOUTH FORK","RUSK COUNTY",30,77,0,0,0,0,0,0,46,74,0,0,0,5,3,0,0,2
55034,"TOWN OF STRICKLAND","RUSK COUNTY",105,180,0,0,0,16,16,0,117,168,0,0,0,5,5,0,0,0
55036,"TOWN OF STUBBS","RUSK COUNTY",158,351,0,0,0,10,10,0,228,392,0,0,0,11,10,1,0,0
55038,"TOWN OF THORNAPPLE","RUSK COUNTY",191,434,0,0,0,19,19,0,311,467,0,0,0,6,5,1,0,0
55040,"TOWN OF TRUE","RUSK COUNTY",75,173,0,0,0,2,2,0,113,182,0,0,0,3,1,2,0,0
55042,"TOWN OF WASHINGTON","RUSK COUNTY",118,249,0,0,0,1,1,0,166,227,0,0,0,5,4,1,0,0
55044,"TOWN OF WILKINSON","RUSK COUNTY",14,34,0,0,0,0,0,0,18,29,0,0,0,0,0,0,0,0
55046,"TOWN OF WILLARD","RUSK COUNTY",136,279,0,0,0,15,15,0,190,270,0,0,0,12,10,0,0,2
55048,"TOWN OF WILSON","RUSK COUNTY",50,83,0,0,0,10,10,0,44,63,0,0,0,0,0,0,0,0
55106,"VILLAGE OF BRUCE","RUSK COUNTY",159,391,0,0,0,1,1,0,247,412,0,0,0,24,23,1,0,0
55111,"VILLAGE OF CONRATH","RUSK COUNTY",21,39,0,0,0,1,1,0,36,49,0,0,0,3,3,0,0,0
55131,"VILLAGE OF GLEN FLORA","RUSK COUNTY",16,48,0,0,0,0,0,0,30,47,0,0,0,0,0,0,0,0
55136,"VILLAGE OF HAWKINS","RUSK COUNTY",82,168,0,0,0,6,6,0,125,168,0,0,0,4,4,0,0,0
55141,"VILLAGE OF INGRAM","RUSK COUNTY",17,44,0,0,0,0,0,0,29,54,0,0,0,0,0,0,0,0
55181,"VILLAGE OF SHELDON","RUSK COUNTY",57,126,0,0,0,0,0,0,64,111,0,0,0,2,2,0,0,0
55186,"VILLAGE OF TONY","RUSK COUNTY",21,56,0,0,0,4,4,0,45,58,0,0,0,0,0,0,0,0
55191,"VILLAGE OF WEYERHAEUSER","RUSK COUNTY",62,120,0,0,0,7,7,0,70,101,0,0,0,1,1,0,0,0
55246,"CITY OF LADYSMITH","RUSK COUNTY",786,1570,0,0,0,61,54,0,1059,1592,0,0,0,128,115,10,0,0
56002,"TOWN OF BALDWIN","ST. CROIX COUNTY",351,612,0,0,0,11,11,0,303,588,0,0,0,12,12,0,0,0
56004,"TOWN OF CADY","ST. CROIX COUNTY",250,538,0,0,0,17,17,0,322,511,0,0,0,6,6,0,0,0
56006,"TOWN OF CYLON","ST. CROIX COUNTY",171,403,0,0,0,14,14,0,233,381,0,0,0,7,6,0,0,1
56008,"TOWN OF EAU GALLE","ST. CROIX COUNTY",384,729,0,0,0,7,7,0,391,706,0,0,0,0,5,0,0,0
56010,"TOWN OF EMERALD","ST. CROIX COUNTY",218,462,0,0,0,5,5,0,227,454,0,0,0,6,6,0,0,0
56012,"TOWN OF ERIN PRAIRIE","ST. CROIX COUNTY",213,428,0,0,0,17,17,0,214,410,0,0,0,1,1,0,0,0
56014,"TOWN OF FOREST","ST. CROIX COUNTY",154,372,0,0,0,7,7,0,189,421,0,0,0,9,9,0,0,0
56016,"TOWN OF GLENWOOD","ST. CROIX COUNTY",142,424,0,0,0,3,3,0,229,455,0,0,0,2,2,0,0,0
56018,"TOWN OF HAMMOND","ST. CROIX COUNTY",0,1440,0,0,0,0,0,0,576,1334,0,0,0,7,7,1,0,0
56020,"TOWN OF HUDSON","ST. CROIX COUNTY",2141,5612,0,0,0,129,129,0,3614,5566,0,0,0,341,329,11,2,1
56022,"TOWN OF KINNICKINNIC","ST. CROIX COUNTY",548,1177,0,0,0,38,38,0,632,1167,0,0,0,20,15,1,1,5
56024,"TOWN OF PLEASANT VALLEY","ST. CROIX COUNTY",150,332,0,0,0,0,0,0,174,318,0,0,0,2,1,1,1,0
56026,"TOWN OF RICHMOND","ST. CROIX COUNTY",696,2144,0,0,0,19,18,0,845,1937,0,0,0,19,19,0,0,0
56028,"TOWN OF RUSH RIVER","ST. CROIX COUNTY",0,300,0,0,0,0,0,0,181,336,0,0,0,0,0,0,0,0
56030,"TOWN OF ST. JOSEPH","ST. CROIX COUNTY",0,2737,0,0,0,73,73,0,1753,2669,0,0,0,113,106,4,1,1
56032,"TOWN OF SOMERSET","ST. CROIX COUNTY",1032,2685,0,0,0,84,84,0,1302,2484,0,0,0,55,51,55,0,0
56034,"TOWN OF SPRINGFIELD","ST. CROIX COUNTY",236,548,0,0,0,5,5,0,281,554,0,0,0,6,6,0,0,0
56036,"TOWN OF STANTON","ST. CROIX COUNTY",234,552,0,0,0,4,4,0,266,550,0,0,0,3,2,0,0,1
56038,"TOWN OF STAR PRAIRIE","ST. CROIX COUNTY",777,2090,0,0,0,46,46,0,907,2107,0,0,0,38,38,0,0,0
56040,"TOWN OF TROY","ST. CROIX COUNTY",1399,3662,0,0,0,276,272,0,2015,3332,0,0,0,167,165,2,0,0
56042,"TOWN OF WARREN","ST. CROIX COUNTY",393,1071,0,0,0,0,0,0,501,1062,1,1,0,22,22,0,0,0
56106,"VILLAGE OF BALDWIN","ST. CROIX COUNTY",1036,2090,0,0,0,138,138,0,994,2107,0,0,0,94,85,9,0,3
56116,"VILLAGE OF DEER PARK","ST. CROIX COUNTY",60,122,0,0,0,0,0,0,70,105,0,0,0,3,3,0,0,0
56136,"VILLAGE OF HAMMOND","ST. CROIX COUNTY",441,951,0,0,0,0,0,0,518,1051,0,0,0,30,1,0,0,1
56161,"VILLAGE OF NORTH HUDSON","ST. CROIX COUNTY",1047,2426,0,0,0,98,97,0,1572,2511,0,0,0,161,161,0,0,0
56176,"VILLAGE OF ROBERTS","ST. CROIX COUNTY",367,961,0,0,0,44,44,0,419,938,0,0,0,17,17,0,0,0
56181,"VILLAGE OF SOMERSET","ST. CROIX COUNTY",467,1395,0,0,0,23,23,0,567,3,1,0,1,25,23,2,0,0
56182,"VILLAGE OF STAR PRAIRIE","ST. CROIX COUNTY",144,372,0,0,0,17,17,0,186,367,0,0,0,8,0,0,0,0
56191,"VILLAGE OF WILSON","ST. CROIX COUNTY",61,108,0,0,0,1,0,0,66,124,0,0,0,0,0,0,0,0
56192,"VILLAGE OF WOODVILLE","ST. CROIX COUNTY",0,599,0,0,0,25,25,0,326,673,0,0,0,12,12,0,0,0
56231,"CITY OF GLENWOOD CITY","ST. CROIX COUNTY",226,620,0,0,0,15,15,0,344,655,0,0,0,22,0,0,0,0
56236,"CITY OF HUDSON","ST. CROIX COUNTY",0,8540,0,0,0,89,89,0,4949,7832,0,0,0,647,15,39,0,0
56261,"CITY OF NEW RICHMOND","ST. CROIX COUNTY",0,4461,0,0,0,1,1,0,1953,4365,0,0,0,236,185,10,0,3
57002,"TOWN OF BARABOO","SAUK COUNTY",680,1194,0,0,0,87,87,0,832,1220,0,0,0,60,51,1,0,0
57004,"TOWN OF BEAR CREEK","SAUK COUNTY",206,371,0,0,0,5,5,0,266,385,0,0,0,13,13,0,0,0
57006,"TOWN OF DELLONA","SAUK COUNTY",446,1046,0,0,0,4,4,0,619,978,0,0,0,24,23,1,0,0
57008,"TOWN OF DELTON","SAUK COUNTY",704,1332,0,0,0,62,62,0,885,1312,0,0,0,60,51,1,0,0
57010,"TOWN OF EXCELSIOR","SAUK COUNTY",609,1044,0,0,0,38,38,0,475,676,0,0,0,32,32,0,0,0
57012,"TOWN OF FAIRFIELD","SAUK COUNTY",419,756,0,0,0,63,63,0,321,449,0,0,0,21,21,0,0,0
57014,"TOWN OF FRANKLIN","SAUK COUNTY",245,426,0,0,0,0,0,0,352,484,0,0,0,15,12,1,0,1
57016,"TOWN OF FREEDOM","SAUK COUNTY",182,292,0,0,0,0,0,0,213,304,0,0,0,2,2,0,0,0
57018,"TOWN OF GREENFIELD","SAUK COUNTY",443,656,0,0,0,6,6,0,445,621,0,0,0,8,8,0,0,0
57020,"TOWN OF HONEY CREEK","SAUK COUNTY",277,452,0,0,0,20,20,0,323,476,0,0,0,10,10,0,0,0
57022,"TOWN OF IRONTON","SAUK COUNTY",149,300,0,0,0,32,32,0,214,314,0,0,0,3,3,0,0,0
57024,"TOWN OF LA VALLE","SAUK COUNTY",468,902,0,0,0,42,42,0,563,836,0,0,0,49,45,2,0,2
57026,"TOWN OF MERRIMAC","SAUK COUNTY",480,778,0,0,0,21,21,0,484,699,0,0,0,43,42,1,0,0
57028,"TOWN OF PRAIRIE DU SAC","SAUK COUNTY",396,725,0,0,0,34,34,0,468,693,0,0,0,5,2,1,0,0
57030,"TOWN OF REEDSBURG","SAUK COUNTY",398,719,1,1,0,13,13,0,451,728,0,0,0,13,12,1,0,0
57032,"TOWN OF SPRING GREEN","SAUK COUNTY",691,1184,0,0,0,2,2,0,723,1093,0,0,0,20,16,1,1,0
57034,"TOWN OF SUMPTER","SAUK COUNTY",212,453,0,0,0,4,4,0,255,434,0,0,0,24,23,19,0,0
57036,"TOWN OF TROY","SAUK COUNTY",275,490,0,0,0,0,0,0,338,504,0,0,0,20,20,0,0,0
57038,"TOWN OF WASHINGTON","SAUK COUNTY",223,384,0,0,0,22,22,0,297,419,0,0,0,11,10,1,0,1
57040,"TOWN OF WESTFIELD","SAUK COUNTY",179,316,0,0,0,11,11,0,236,341,0,0,0,0,0,0,0,0
57042,"TOWN OF WINFIELD","SAUK COUNTY",248,550,0,0,0,27,27,0,348,500,0,0,0,6,6,0,0,0
57044,"TOWN OF WOODLAND","SAUK COUNTY",259,392,0,0,0,26,26,0,274,409,0,0,0,22,22,0,0,0
57141,"VILLAGE OF IRONTON","SAUK COUNTY",61,113,0,0,0,0,0,0,66,127,0,0,0,0,0,0,0,0
57146,"VILLAGE OF LAKE DELTON","SAUK COUNTY",581,1375,0,0,0,145,145,0,802,1374,0,0,0,51,50,0,0,1
57147,"VILLAGE OF LAVALLE","SAUK COUNTY",86,202,0,0,0,7,7,0,121,204,0,0,0,5,0,0,0,0
57148,"VILLAGE OF LIME RIDGE","SAUK COUNTY",48,109,0,0,0,0,0,0,74,97,0,0,0,0,0,0,0,0
57149,"VILLAGE OF LOGANVILLE","SAUK COUNTY",80,158,0,0,0,4,4,0,106,48,0,0,0,2,2,0,0,0
57151,"VILLAGE OF MERRIMAC","SAUK COUNTY",209,307,0,0,0,26,26,0,191,284,0,0,0,9,9,0,0,0
57161,"VILLAGE OF NORTH FREEDOM","SAUK COUNTY",0,291,0,0,0,0,0,0,215,333,0,0,0,2,2,0,0,0
57171,"VILLAGE OF PLAIN","SAUK COUNTY",262,448,0,0,0,15,15,0,301,447,0,0,0,21,21,0,0,0
57172,"VILLAGE OF PRAIRIE DU SAC","SAUK COUNTY",1791,2634,0,0,0,334,334,0,1732,2433,0,0,0,255,118,8,0,1
57176,"VILLAGE OF ROCK SPRINGS","SAUK COUNTY",78,158,0,0,0,0,0,0,122,206,0,0,0,3,3,0,0,0
57181,"VILLAGE OF SAUK CITY","SAUK COUNTY",1247,2110,0,0,0,172,172,0,1330,2044,0,0,0,198,195,0,0,1
57182,"VILLAGE OF SPRING GREEN","SAUK COUNTY",700,1068,0,0,0,71,70,0,728,1047,0,0,0,68,66,1,0,0
57191,"VILLAGE OF WEST BARABOO","SAUK COUNTY",383,817,0,0,0,22,22,0,511,790,0,0,0,31,0,0,0,0
57206,"CITY OF BARABOO","SAUK COUNTY",3458,6373,0,0,0,404,401,1,4369,6066,6,3,3,778,723,44,0,2
57276,"CITY OF REEDSBURG","SAUK COUNTY",2139,4559,0,0,0,496,496,0,2455,4028,0,0,0,463,414,49,0,0
58002,"TOWN OF BASS LAKE","SAWYER COUNTY",608,1556,0,0,0,58,58,0,916,1444,0,0,0,43,38,4,1,0
58004,"TOWN OF COUDERAY","SAWYER COUNTY",81,179,0,0,0,3,3,0,97,173,0,0,0,8,8,0,0,0
58006,"TOWN OF DRAPER","SAWYER COUNTY",78,162,0,0,0,8,8,0,110,154,0,0,0,15,15,0,0,0
58008,"TOWN OF EDGEWATER","SAWYER COUNTY",198,381,0,0,0,0,0,0,255,374,0,0,0,10,0,2,0,0
58010,"TOWN OF HAYWARD","SAWYER COUNTY",0,2058,0,0,0,58,58,0,1232,2012,0,0,0,121,99,21,0,1
58012,"TOWN OF HUNTER","SAWYER COUNTY",208,461,0,0,0,30,30,0,286,444,0,0,0,27,25,2,0,0
58014,"TOWN OF LENROOT","SAWYER COUNTY",448,925,0,0,0,70,69,0,642,941,0,0,0,48,3,2,0,2
58016,"TOWN OF MEADOWBROOK","SAWYER COUNTY",47,92,0,0,0,0,0,0,62,92,0,0,0,5,5,0,0,0
58018,"TOWN OF METEOR","SAWYER COUNTY",63,97,0,0,0,2,2,0,67,103,0,0,0,0,0,0,0,0
58020,"TOWN OF OJIBWA","SAWYER COUNTY",89,190,0,0,0,8,8,0,109,158,0,0,0,6,4,0,0,1
58022,"TOWN OF RADISSON","SAWYER COUNTY",83,259,0,0,0,0,0,0,171,250,0,0,0,7,7,0,0,0
58024,"TOWN OF ROUND LAKE","SAWYER COUNTY",395,791,0,0,0,50,50,0,481,778,0,0,0,55,54,1,0,0
58026,"TOWN OF SAND LAKE","SAWYER COUNTY",308,606,0,0,0,27,26,0,373,591,1,0,1,29,29,0,0,0
58028,"TOWN OF SPIDER LAKE","SAWYER COUNTY",0,333,0,0,0,89,89,0,186,297,0,0,0,20,0,20,0,0
58030,"TOWN OF WEIRGOR","SAWYER COUNTY",119,227,0,0,0,2,2,0,136,202,0,0,0,4,0,0,0,0
58032,"TOWN OF WINTER","SAWYER COUNTY",338,664,0,0,0,7,7,0,443,644,0,0,0,91,0,2,0,0
58111,"VILLAGE OF COUDERAY","SAWYER COUNTY",31,71,0,0,0,0,0,0,37,62,0,0,0,0,0,0,0,0
58121,"VILLAGE OF EXELAND","SAWYER COUNTY",55,89,0,0,0,1,1,0,59,97,0,0,0,1,1,0,0,0
58176,"VILLAGE OF RADISSON","SAWYER COUNTY",51,96,0,0,0,1,1,0,62,95,0,0,0,4,4,0,0,0
58190,"VILLAGE OF WINTER","SAWYER COUNTY",89,162,0,0,0,3,3,0,125,176,0,0,0,11,11,0,0,0
58236,"CITY OF HAYWARD","SAWYER COUNTY",452,1209,0,0,0,70,70,0,674,1150,0,0,0,80,72,6,2,0
59002,"TOWN OF ALMON","SHAWANO COUNTY",129,332,0,0,0,12,12,0,204,285,0,0,0,2,0,2,0,0
59004,"TOWN OF ANGELICA","SHAWANO COUNTY",450,1083,0,0,0,40,40,0,689,1092,1,0,1,34,32,2,0,0
59006,"TOWN OF ANIWA","SHAWANO COUNTY",124,286,0,0,0,0,0,0,176,285,0,0,0,6,6,0,0,0
59008,"TOWN OF BARTELME","SHAWANO COUNTY",155,389,0,0,0,1,1,0,268,394,0,0,0,7,7,0,0,0
59010,"TOWN OF BELLE PLAINE","SHAWANO COUNTY",504,1137,0,0,0,93,93,0,729,1095,1,1,0,41,38,4,0,2
59012,"TOWN OF BIRNAMWOOD","SHAWANO COUNTY",176,405,0,0,0,2,2,0,236,416,0,0,0,6,6,0,0,0
59014,"TOWN OF FAIRBANKS","SHAWANO COUNTY",192,378,0,0,0,0,0,0,237,370,0,0,0,6,6,0,0,0
59016,"TOWN OF GERMANIA","SHAWANO COUNTY",100,204,0,0,0,5,5,0,122,213,0,0,0,2,1,1,0,0
59018,"TOWN OF GRANT","SHAWANO COUNTY",230,523,0,0,0,7,7,0,332,566,0,0,0,2,2,0,0,0
59020,"TOWN OF GREEN VALLEY","SHAWANO COUNTY",273,583,0,0,0,15,15,0,373,599,0,0,0,14,12,4,0,0
59022,"TOWN OF HARTLAND","SHAWANO COUNTY",182,452,0,0,0,3,3,0,278,454,0,0,0,7,6,1,0,0
59024,"TOWN OF HERMAN","SHAWANO COUNTY",174,421,0,0,0,2,2,0,336,450,0,0,0,6,4,2,0,0
59026,"TOWN OF HUTCHINS","SHAWANO COUNTY",165,322,0,0,0,11,11,0,244,341,0,0,0,6,6,0,0,0
59028,"TOWN OF LESSOR","SHAWANO COUNTY",336,740,0,0,0,3,1,0,456,721,0,0,0,9,7,1,0,1
59030,"TOWN OF MAPLE GROVE","SHAWANO COUNTY",254,549,0,0,0,0,0,0,326,549,0,0,0,26,26,0,0,0
59032,"TOWN OF MORRIS","SHAWANO COUNTY",128,240,0,0,0,3,3,0,183,255,0,0,0,4,4,0,0,0
59034,"TOWN OF NAVARINO","SHAWANO COUNTY",114,249,0,0,0,5,5,0,185,265,0,0,0,5,5,0,0,0
59036,"TOWN OF PELLA","SHAWANO COUNTY",273,523,0,0,0,1,1,0,353,546,0,0,0,11,10,0,0,1
59038,"TOWN OF RED SPRINGS","SHAWANO COUNTY",225,523,0,0,0,6,6,0,378,527,0,0,0,23,23,0,0,0
59040,"TOWN OF RICHMOND","SHAWANO COUNTY",561,1182,0,0,0,147,147,0,793,1192,0,0,0,40,39,1,0,0
59042,"TOWN OF SENECA","SHAWANO COUNTY",128,304,0,0,0,1,1,0,200,333,0,0,0,3,1,2,0,0
59044,"TOWN OF WASHINGTON","SHAWANO COUNTY",462,1109,0,0,0,42,42,0,682,1121,0,0,0,24,23,1,0,0
59046,"TOWN OF WAUKECHON","SHAWANO COUNTY",246,596,0,0,0,3,3,0,403,606,0,0,0,7,7,0,0,0
59048,"TOWN OF WESCOTT","SHAWANO COUNTY",906,1945,0,0,0,188,188,0,1183,1892,0,0,0,120,115,3,0,0
59050,"TOWN OF WITTENBERG","SHAWANO COUNTY",233,507,0,0,0,0,0,0,299,505,0,0,0,21,21,0,0,0
59101,"VILLAGE OF ANIWA","SHAWANO COUNTY",52,112,0,0,0,3,3,0,74,130,0,0,0,0,0,0,0,0
59106,"VILLAGE OF BIRNAMWOOD","SHAWANO COUNTY",140,357,0,0,0,2,2,0,219,354,0,0,0,2,2,0,0,0
59107,"VILLAGE OF BONDUEL","SHAWANO COUNTY",323,818,0,0,0,69,69,0,524,799,1,1,0,37,37,0,0,0
59108,"VILLAGE OF BOWLER","SHAWANO COUNTY",61,142,0,0,0,7,7,0,103,145,0,0,0,4,4,0,0,0
59111,"VILLAGE OF CECIL","SHAWANO COUNTY",180,360,0,0,0,46,44,0,242,354,0,0,0,12,11,1,0,0
59121,"VILLAGE OF ELAND","SHAWANO COUNTY",104,140,0,0,0,0,0,0,114,134,0,0,0,11,10,0,0,1
59131,"VILLAGE OF GRESHAM","SHAWANO COUNTY",113,310,0,0,0,29,28,0,220,303,0,0,0,9,9,0,0,0
59151,"VILLAGE OF MATTOON","SHAWANO COUNTY",86,177,0,0,0,18,18,0,119,168,0,0,0,3,3,0,0,0
59186,"VILLAGE OF TIGERTON","SHAWANO COUNTY",218,397,0,0,0,34,34,0,268,419,0,0,0,8,8,0,0,0
59191,"VILLAGE OF WITTENBERG","SHAWANO COUNTY",188,447,0,0,0,0,0,0,250,489,0,0,0,25,23,0,0,2
59281,"CITY OF SHAWANO","SHAWANO COUNTY",1831,4221,0,0,0,417,417,0,2862,4387,0,0,0,366,353,7,0,2
60002,"TOWN OF GREENBUSH","SHEBOYGAN COUNTY",554,975,0,0,0,4,4,0,697,1004,0,0,0,32,2,4,0,1
60004,"TOWN OF HERMAN","SHEBOYGAN COUNTY",515,1093,0,0,0,69,68,0,738,1235,0,0,0,34,0,1,0,0
60006,"TOWN OF HOLLAND","SHEBOYGAN COUNTY",0,1624,0,0,0,148,146,2,1155,1574,0,0,0,69,1,1,0,0
60008,"TOWN OF LIMA","SHEBOYGAN COUNTY",1155,1919,0,0,0,0,0,0,1337,1948,0,0,0,52,49,1,2,0
60010,"TOWN OF LYNDON","SHEBOYGAN COUNTY",517,1013,0,0,0,33,33,0,681,1003,0,0,0,39,37,1,1,0
60012,"TOWN OF MITCHELL","SHEBOYGAN COUNTY",0,782,0,0,0,45,45,0,565,814,0,0,0,30,29,22,0,1
60014,"TOWN OF MOSEL","SHEBOYGAN COUNTY",0,511,0,0,0,20,20,0,349,537,0,0,0,17,1,0,0,0
60016,"TOWN OF PLYMOUTH","SHEBOYGAN COUNTY",1129,2091,0,0,0,176,173,0,1429,2094,0,0,0,131,0,1,0,0
60018,"TOWN OF RHINE","SHEBOYGAN COUNTY",0,1541,0,0,0,202,202,0,1039,1539,0,0,0,61,0,0,0,2
6002,"TOWN OF ALMA","BUFFALO COUNTY",95,182,0,0,0,3,3,0,128,211,0,0,0,3,2,0,0,1
60020,"TOWN OF RUSSELL","SHEBOYGAN COUNTY",0,221,0,0,0,0,0,0,142,227,0,0,0,4,4,0,0,0
60022,"TOWN OF SCOTT","SHEBOYGAN COUNTY",626,1177,0,0,0,67,66,0,750,1177,0,0,0,20,16,2,0,2
60024,"TOWN OF SHEBOYGAN","SHEBOYGAN COUNTY",0,5035,0,0,0,621,621,0,3325,4991,0,0,0,432,407,15,4,2
60026,"TOWN OF SHEBOYGAN FALLS","SHEBOYGAN COUNTY",582,1116,0,0,0,107,107,0,722,1107,0,0,0,45,29,1,0,0
60028,"TOWN OF SHERMAN","SHEBOYGAN COUNTY",0,1010,0,0,0,25,24,0,634,1005,0,0,0,13,11,1,0,0
60030,"TOWN OF WILSON","SHEBOYGAN COUNTY",0,2419,0,0,0,251,251,0,1800,2450,0,0,0,188,52,0,0,0
6004,"TOWN OF BELVIDERE","BUFFALO COUNTY",147,271,0,0,0,34,32,0,189,282,0,0,0,11,0,0,0,0
6006,"TOWN OF BUFFALO","BUFFALO COUNTY",193,476,0,0,0,13,13,0,266,477,0,0,0,3,3,0,0,0
6008,"TOWN OF CANTON","BUFFALO COUNTY",94,162,0,0,0,4,4,0,108,161,0,0,0,1,1,0,0,0
6010,"TOWN OF CROSS","BUFFALO COUNTY",94,228,0,0,0,9,9,0,135,227,0,0,0,0,0,0,0,0
60101,"VILLAGE OF ADELL","SHEBOYGAN COUNTY",0,307,0,0,0,0,0,0,188,308,0,0,0,2,0,0,0,0
60111,"VILLAGE OF CASCADE","SHEBOYGAN COUNTY",0,429,0,0,0,16,16,0,252,289,0,0,0,5,5,0,0,0
60112,"VILLAGE OF CEDAR GROVE","SHEBOYGAN COUNTY",0,1259,0,0,0,102,101,0,855,1322,0,0,0,50,3,5,0,2
6012,"TOWN OF DOVER","BUFFALO COUNTY",121,257,0,0,0,0,0,0,135,277,0,0,0,2,2,0,0,0
60121,"VILLAGE OF ELKHART LAKE","SHEBOYGAN COUNTY",0,764,0,0,0,135,135,0,559,776,0,0,0,76,76,0,0,0
60131,"VILLAGE OF GLENBEULAH","SHEBOYGAN COUNTY",166,292,0,0,0,6,6,0,202,298,0,0,0,6,0,0,0,0
60135,"VILLAGE OF HOWARDS GROVE","SHEBOYGAN COUNTY",0,2071,0,0,0,194,193,0,1429,2123,0,0,0,143,2,0,0,0
6014,"TOWN OF GILMANTON","BUFFALO COUNTY",88,219,0,0,0,0,0,0,123,263,0,0,0,4,0,2,0,0
60141,"VILLAGE OF KOHLER","SHEBOYGAN COUNTY",919,1494,0,0,0,15,15,0,1058,1495,0,0,0,118,115,3,0,0
6016,"TOWN OF GLENCOE","BUFFALO COUNTY",144,252,0,0,0,18,18,0,189,271,0,0,0,7,7,0,0,0
60165,"VILLAGE OF OOSTBURG","SHEBOYGAN COUNTY",1390,2005,0,0,0,508,508,0,1417,2072,0,0,0,135,133,2,0,0
60176,"VILLAGE OF RANDOM LAKE","SHEBOYGAN COUNTY",512,968,0,0,0,73,73,0,670,986,0,0,0,70,2,2,0,0
6018,"TOWN OF LINCOLN","BUFFALO COUNTY",105,127,0,0,0,0,0,0,108,129,1,1,0,5,5,0,0,0
60191,"VILLAGE OF WALDO","SHEBOYGAN COUNTY",186,287,0,0,0,0,0,0,227,321,0,0,0,11,11,0,0,0
6020,"TOWN OF MAXVILLE","BUFFALO COUNTY",90,189,0,0,0,10,10,0,128,193,0,0,0,4,4,0,0,0
6022,"TOWN OF MILTON","BUFFALO COUNTY",188,374,0,0,0,54,50,0,207,377,0,0,0,5,5,0,0,0
6024,"TOWN OF MODENA","BUFFALO COUNTY",92,172,0,0,0,2,2,0,140,183,0,0,0,4,4,0,0,0
6026,"TOWN OF MONDOVI","BUFFALO COUNTY",132,271,0,0,0,11,11,0,161,0,0,0,0,2,2,0,0,0
60271,"CITY OF PLYMOUTH","SHEBOYGAN COUNTY",2350,4866,0,0,0,535,535,0,3064,4876,0,0,0,440,424,9,0,3
6028,"TOWN OF MONTANA","BUFFALO COUNTY",58,163,0,0,0,5,5,0,106,184,0,0,0,0,0,0,0,0
60281,"CITY OF SHEBOYGAN","SHEBOYGAN COUNTY",10132,22823,1,0,1,1239,1233,0,14508,23897,0,0,0,1687,1586,113,3,8
60282,"CITY OF SHEBOYGAN FALLS","SHEBOYGAN COUNTY",2728,4999,0,0,0,607,607,0,3238,5148,0,0,0,427,393,22,0,7
6030,"TOWN OF NAPLES","BUFFALO COUNTY",218,413,0,0,0,18,18,0,259,403,0,0,0,7,7,0,0,0
6032,"TOWN OF NELSON","BUFFALO COUNTY",155,346,0,0,0,2,2,0,194,60,0,0,0,5,5,0,0,0
6034,"TOWN OF WAUMANDEE","BUFFALO COUNTY",209,320,0,0,0,4,4,0,201,306,0,0,0,11,11,0,0,0
61002,"TOWN OF AURORA","TAYLOR COUNTY",94,191,0,0,0,0,0,0,122,191,0,0,0,0,0,0,0,0
