"HINDI","Muni2","County","total_ballots_2020","registered_voters_2020","provisional_all_2020","prov_counted_2020","prov_rejected_2020","abs_issued_2020","abs_counted_2020","abs_rejected_2020","total_ballots_2016","registered_voters_2016","provisional_all_2016","prov_counted_2016","prov_rejected_2016","abs_issued_2016","abs_counted_2016","abs_not_returned_2016","abs_late_2016","abs_rejected_2016"
22052,"TOWN OF POTOSI","GRANT COUNTY",174,487,0,0,0,1,1,0,242,498,0,0,0,8,8,0,0,0
22054,"TOWN OF SMELSER","GRANT COUNTY",208,484,0,0,0,7,7,0,291,529,0,0,0,11,11,1,0,0
22056,"TOWN OF SOUTH LANCASTER","GRANT COUNTY",159,377,0,0,0,6,6,0,204,383,0,0,0,20,11,0,0,9
22058,"TOWN OF WATERLOO","GRANT COUNTY",124,298,0,0,0,18,18,0,148,305,0,0,0,6,6,0,0,0
22060,"TOWN OF WATTERSTOWN","GRANT COUNTY",88,199,0,0,0,2,2,0,138,181,0,0,0,3,3,0,0,0
22062,"TOWN OF WINGVILLE","GRANT COUNTY",82,181,0,0,0,0,0,0,112,178,1,1,0,0,0,0,0,0
22064,"TOWN OF WOODMAN","GRANT COUNTY",39,84,0,0,0,4,4,0,64,89,0,0,0,3,2,1,0,0
22066,"TOWN OF WYALUSING","GRANT COUNTY",109,205,0,0,0,5,5,0,166,213,0,0,0,7,7,0,0,1
22106,"VILLAGE OF BAGLEY","GRANT COUNTY",84,192,0,0,0,1,1,0,138,209,0,0,0,14,6,3,0,1
22107,"VILLAGE OF BLOOMINGTON","GRANT COUNTY",192,377,0,0,0,35,35,0,303,404,0,0,0,27,27,0,0,0
22108,"VILLAGE OF BLUE RIVER","GRANT COUNTY",114,207,0,0,0,6,6,0,162,232,0,0,0,9,8,0,0,1
22111,"VILLAGE OF CASSVILLE","GRANT COUNTY",250,466,0,0,0,50,50,0,277,504,0,0,0,12,12,0,0,0
22116,"VILLAGE OF DICKEYVILLE","GRANT COUNTY",226,556,0,0,0,6,6,0,320,609,0,0,0,0,0,0,0,0
22136,"VILLAGE OF HAZEL GREEN","GRANT COUNTY",0,601,0,0,0,81,81,0,415,587,0,0,0,17,15,2,0,0
22147,"VILLAGE OF LIVINGSTON","GRANT COUNTY",171,339,0,0,0,17,17,0,224,345,0,0,0,1,1,0,0,0
22151,"VILLAGE OF MONTFORT","GRANT COUNTY",156,273,0,0,0,19,19,0,205,315,0,0,0,14,13,1,0,0
22152,"VILLAGE OF MOUNT HOPE","GRANT COUNTY",38,96,0,0,0,0,0,0,75,85,0,0,0,2,0,0,0,1
22153,"VILLAGE OF MUSCODA","GRANT COUNTY",247,541,0,0,0,7,7,0,334,560,0,0,0,33,33,0,0,0
22171,"VILLAGE OF PATCH GROVE","GRANT COUNTY",41,88,0,0,0,0,0,0,65,86,0,0,0,5,5,0,0,0
22172,"VILLAGE OF POTOSI","GRANT COUNTY",184,391,0,0,0,34,34,0,230,433,0,0,0,7,7,0,0,0
22186,"VILLAGE OF TENNYSON","GRANT COUNTY",69,196,0,0,0,0,0,0,121,212,0,0,0,5,3,5,0,0
22191,"VILLAGE OF WOODMAN","GRANT COUNTY",26,64,0,0,0,0,0,0,36,60,0,0,0,0,0,0,0,0
22206,"CITY OF BOSCOBEL","GRANT COUNTY",0,1378,0,0,0,0,0,0,1046,1428,0,0,0,43,0,1,0,0
22211,"CITY OF CUBA CITY","GRANT COUNTY",395,929,0,0,0,29,29,0,547,1003,0,0,0,32,31,1,0,0
22226,"CITY OF FENNIMORE","GRANT COUNTY",0,1185,0,0,0,7,7,0,767,1323,0,0,0,67,66,1,0,0
22246,"CITY OF LANCASTER","GRANT COUNTY",818,1853,0,0,0,145,145,0,1102,2043,0,0,0,134,112,4,0,2
22271,"CITY OF PLATTEVILLE","GRANT COUNTY",0,5668,0,0,0,243,243,0,3850,6484,0,0,0,396,391,5,0,0
2251,"CITY OF MELLEN","ASHLAND COUNTY",156,328,0,0,0,1,1,0,176,353,0,0,0,18,14,0,0,4
23002,"TOWN OF ADAMS","GREEN COUNTY",162,327,0,0,0,22,22,0,228,329,0,0,0,4,4,0,0,0
23004,"TOWN OF ALBANY","GREEN COUNTY",372,736,0,0,0,0,0,0,543,2,0,0,0,26,25,1,0,1
23006,"TOWN OF BROOKLYN","GREEN COUNTY",466,776,0,0,0,68,68,0,533,747,0,0,0,34,26,3,0,0
23008,"TOWN OF CADIZ","GREEN COUNTY",249,495,0,0,0,68,68,0,319,484,0,0,0,10,9,0,0,1
23010,"TOWN OF CLARNO","GREEN COUNTY",320,684,0,0,0,6,6,0,461,662,0,0,0,3,0,0,0,0
23012,"TOWN OF DECATUR","GREEN COUNTY",471,1053,0,0,0,33,33,0,717,1077,0,0,0,48,42,4,0,2
23014,"TOWN OF EXETER","GREEN COUNTY",731,1340,0,0,0,141,141,0,830,11258,0,0,0,44,44,0,0,0
23016,"TOWN OF JEFFERSON","GREEN COUNTY",317,708,0,0,0,8,8,0,490,676,0,0,0,16,14,2,0,0
23018,"TOWN OF JORDAN","GREEN COUNTY",185,319,0,0,0,10,10,0,244,256,0,0,0,10,11,0,0,0
23020,"TOWN OF MONROE","GREEN COUNTY",373,736,0,0,0,26,26,0,548,778,0,0,0,45,3,1,1,0
23022,"TOWN OF MOUNT PLEASANT","GREEN COUNTY",213,386,0,0,0,0,0,0,276,373,0,0,0,9,9,0,0,0
23024,"TOWN OF NEW GLARUS","GREEN COUNTY",521,923,0,0,0,11,11,0,650,888,0,0,0,52,51,1,0,0
23026,"TOWN OF SPRING GROVE","GREEN COUNTY",239,520,0,0,0,2,2,0,381,520,0,0,0,12,12,0,0,0
23028,"TOWN OF SYLVESTER","GREEN COUNTY",323,637,0,0,0,8,7,0,411,602,0,0,0,12,12,0,0,0
23030,"TOWN OF WASHINGTON","GREEN COUNTY",264,521,0,0,0,2,2,0,348,510,0,0,0,4,4,0,0,0
23032,"TOWN OF YORK","GREEN COUNTY",412,643,0,0,0,20,20,0,432,607,0,0,0,16,17,1,0,0
23101,"VILLAGE OF ALBANY","GREEN COUNTY",228,551,0,0,0,0,0,0,420,545,0,0,0,20,20,0,0,0
23110,"VILLAGE OF BROWNTOWN","GREEN COUNTY",68,133,0,0,0,2,2,0,92,130,0,0,0,5,5,0,0,0
23151,"VILLAGE OF MONTICELLO","GREEN COUNTY",341,674,0,0,0,59,59,0,479,728,0,0,0,29,28,0,0,1
23161,"VILLAGE OF NEW GLARUS","GREEN COUNTY",832,1358,0,0,0,85,83,0,939,1350,0,0,0,94,0,0,0,0
23206,"CITY OF BRODHEAD","GREEN COUNTY",747,1458,0,0,0,235,235,0,1014,1533,0,0,0,69,3,2,0,0
23251,"CITY OF MONROE","GREEN COUNTY",2795,5441,0,0,0,778,776,0,3540,5458,0,0,0,398,387,6,0,0
24002,"TOWN OF BERLIN","GREEN LAKE COUNTY",353,722,0,0,0,66,66,0,514,762,0,0,0,28,28,0,0,0
24004,"TOWN OF BROOKLYN","GREEN LAKE COUNTY",725,1276,0,0,0,135,135,0,912,1273,0,0,0,76,2,3,0,0
24006,"TOWN OF GREEN LAKE","GREEN LAKE COUNTY",349,781,0,0,0,4,4,0,515,831,0,0,0,28,28,0,0,0
24008,"TOWN OF KINGSTON","GREEN LAKE COUNTY",149,317,0,0,0,13,13,0,216,340,0,0,0,4,3,1,0,0
24010,"TOWN OF MACKFORD","GREEN LAKE COUNTY",135,321,0,0,0,0,0,0,200,347,0,0,0,3,0,0,0,3
24012,"TOWN OF MANCHESTER","GREEN LAKE COUNTY",169,409,0,0,0,0,0,0,264,442,0,0,0,12,10,2,0,1
24014,"TOWN OF MARQUETTE","GREEN LAKE COUNTY",149,303,0,0,0,24,24,0,208,328,0,0,0,25,23,2,0,0
24016,"TOWN OF PRINCETON","GREEN LAKE COUNTY",500,1002,0,0,0,10,10,0,633,949,0,0,0,27,21,4,0,2
24018,"TOWN OF ST. MARIE","GREEN LAKE COUNTY",114,245,0,0,0,2,2,0,170,254,0,0,0,4,4,0,0,0
24020,"TOWN OF SENECA","GREEN LAKE COUNTY",128,253,0,0,0,0,0,0,179,252,0,0,0,4,4,0,0,0
24141,"VILLAGE OF KINGSTON","GREEN LAKE COUNTY",105,207,0,0,0,0,0,0,126,213,0,0,0,7,7,0,0,0
24154,"VILLAGE OF MARQUETTE","GREEN LAKE COUNTY",46,102,0,0,0,1,1,0,83,94,0,0,0,3,1,0,0,2
24206,"CITY OF BERLIN","GREEN LAKE COUNTY",1031,2473,0,0,0,216,216,0,1494,2534,0,0,0,122,118,4,0,0
24231,"CITY OF GREEN LAKE","GREEN LAKE COUNTY",0,588,0,0,0,79,79,0,436,652,0,0,0,43,0,2,0,0
24251,"CITY OF MARKESAN","GREEN LAKE COUNTY",340,760,0,0,0,71,71,0,465,823,0,0,0,46,21,0,0,0
24271,"CITY OF PRINCETON","GREEN LAKE COUNTY",328,678,0,0,0,19,19,0,404,702,0,0,0,26,0,0,0,25
25002,"TOWN OF ARENA","IOWA COUNTY",487,910,0,0,0,38,38,0,655,944,0,0,0,24,24,0,0,0
25004,"TOWN OF BRIGHAM","IOWA COUNTY",0,712,0,0,0,38,38,0,516,705,0,0,0,43,0,1,0,1
25006,"TOWN OF CLYDE","IOWA COUNTY",134,212,0,0,0,37,36,0,164,212,0,0,0,8,8,0,0,0
25008,"TOWN OF DODGEVILLE","IOWA COUNTY",0,1029,0,0,0,168,168,0,791,1031,0,0,0,107,105,0,0,0
25010,"TOWN OF EDEN","IOWA COUNTY",119,225,0,0,0,5,5,0,181,233,0,0,0,3,3,0,0,0
25012,"TOWN OF HIGHLAND","IOWA COUNTY",195,405,0,0,0,37,37,0,287,433,0,0,0,7,7,0,0,0
25014,"TOWN OF LINDEN","IOWA COUNTY",186,420,0,0,0,10,10,0,295,440,0,0,0,21,21,0,0,0
25016,"TOWN OF MIFFLIN","IOWA COUNTY",133,283,0,0,0,2,2,0,209,326,0,0,0,6,6,0,0,0
25018,"TOWN OF MINERAL POINT","IOWA COUNTY",0,574,0,0,0,0,0,0,401,576,0,0,0,31,30,1,0,0
25020,"TOWN OF MOSCOW","IOWA COUNTY",237,385,0,0,0,41,41,0,261,393,0,0,0,16,16,0,0,0
25022,"TOWN OF PULASKI","IOWA COUNTY",80,211,0,0,0,4,4,0,128,204,0,0,0,8,7,1,0,0
25024,"TOWN OF RIDGEWAY","IOWA COUNTY",216,398,0,0,0,20,16,2,298,398,0,0,0,6,6,0,0,0
25026,"TOWN OF WALDWICK","IOWA COUNTY",155,298,0,0,0,3,3,0,208,286,0,0,0,5,5,0,0,0
25028,"TOWN OF WYOMING","IOWA COUNTY",165,243,0,0,0,20,20,0,173,216,0,0,0,18,18,0,0,0
25101,"VILLAGE OF ARENA","IOWA COUNTY",250,477,0,0,0,16,14,0,313,515,0,0,0,12,12,0,0,0
25102,"VILLAGE OF AVOCA","IOWA COUNTY",126,269,0,0,0,61,61,0,187,283,0,0,0,5,5,0,0,0
25106,"VILLAGE OF BARNEVELD","IOWA COUNTY",369,755,0,0,0,48,48,0,432,686,0,0,0,20,0,0,0,0
25111,"VILLAGE OF COBB","IOWA COUNTY",156,274,0,0,0,14,14,0,184,285,0,0,0,16,14,2,0,0
25136,"VILLAGE OF HIGHLAND","IOWA COUNTY",205,440,0,0,0,20,20,0,265,460,1,0,1,13,13,0,0,0
25137,"VILLAGE OF HOLLANDALE","IOWA COUNTY",79,177,0,0,0,5,5,0,106,170,0,0,0,0,0,0,0,0
25146,"VILLAGE OF LINDEN","IOWA COUNTY",111,246,0,0,0,22,22,0,173,251,0,0,0,2,2,0,0,0
25176,"VILLAGE OF REWEY","IOWA COUNTY",56,124,0,0,0,4,4,0,72,115,0,0,0,3,3,0,0,0
25177,"VILLAGE OF RIDGEWAY","IOWA COUNTY",175,370,0,0,0,21,21,0,273,400,0,0,0,2,2,0,0,0
25251,"CITY OF MINERAL POINT","IOWA COUNTY",887,1589,0,0,0,90,90,0,1112,1559,0,0,0,148,146,1,0,1
26002,"TOWN OF ANDERSON","IRON COUNTY",32,51,0,0,0,0,0,0,37,55,0,0,0,9,9,0,0,0
26004,"TOWN OF CAREY","IRON COUNTY",60,107,0,0,0,0,0,0,63,117,0,0,0,5,3,2,0,0
26006,"TOWN OF GURNEY","IRON COUNTY",59,97,0,0,0,0,0,0,62,101,0,0,0,1,1,0,0,0
26008,"TOWN OF KIMBALL","IRON COUNTY",243,340,0,0,0,0,0,0,189,337,0,0,0,8,8,0,0,0
26010,"TOWN OF KNIGHT","IRON COUNTY",67,123,0,0,0,0,0,0,84,138,0,0,0,3,3,0,0,0
26012,"TOWN OF MERCER","IRON COUNTY",0,1167,0,0,0,104,100,2,847,1147,0,0,0,133,0,3,0,0
26014,"TOWN OF OMA","IRON COUNTY",169,261,0,0,0,0,0,0,168,249,0,0,0,30,27,3,0,0
26016,"TOWN OF PENCE","IRON COUNTY",73,118,0,0,0,0,0,0,81,135,0,0,0,8,8,0,0,0
26018,"TOWN OF SAXON","IRON COUNTY",129,234,0,0,0,0,0,0,163,230,0,0,0,4,4,0,0,0
26020,"TOWN OF SHERMAN","IRON COUNTY",122,224,0,0,0,0,0,0,160,232,0,0,0,13,13,0,0,0
26236,"CITY OF HURLEY","IRON COUNTY",560,825,0,0,0,14,14,0,503,819,0,0,0,109,75,6,0,0
26251,"CITY OF MONTREAL","IRON COUNTY",337,485,0,0,0,15,15,0,331,493,1,1,0,24,22,1,0,0
27002,"TOWN OF ADAMS","JACKSON COUNTY",445,918,0,0,0,12,12,0,587,881,0,0,0,23,19,4,0,0
27004,"TOWN OF ALBION","JACKSON COUNTY",322,702,0,0,0,20,20,0,458,707,0,0,0,12,11,1,1,0
27006,"TOWN OF ALMA","JACKSON COUNTY",216,510,0,0,0,10,10,0,382,565,0,0,0,12,12,0,0,0
27008,"TOWN OF BEAR BLUFF","JACKSON COUNTY",41,90,0,0,0,6,6,0,60,87,0,0,0,1,1,0,0,0
27010,"TOWN OF BROCKWAY","JACKSON COUNTY",382,934,0,0,0,80,79,0,526,941,0,0,0,19,17,2,0,0
27012,"TOWN OF CITY POINT","JACKSON COUNTY",61,108,0,0,0,1,1,0,85,118,0,0,0,3,3,0,0,0
27014,"TOWN OF CLEVELAND","JACKSON COUNTY",124,319,0,0,0,0,0,0,204,326,0,0,0,14,11,2,1,1
27016,"TOWN OF CURRAN","JACKSON COUNTY",85,182,0,0,0,2,2,0,120,175,0,0,0,3,3,0,0,0
27018,"TOWN OF FRANKLIN","JACKSON COUNTY",71,192,0,0,0,0,0,0,120,229,0,0,0,6,6,0,0,0
27020,"TOWN OF GARDEN VALLEY","JACKSON COUNTY",130,242,0,0,0,10,10,0,178,260,0,0,0,3,3,0,0,0
27022,"TOWN OF GARFIELD","JACKSON COUNTY",180,391,0,0,0,9,9,0,227,338,0,0,0,4,4,0,0,0
27024,"TOWN OF HIXTON","JACKSON COUNTY",160,338,0,0,0,14,14,0,215,360,0,0,0,3,3,0,0,0
27026,"TOWN OF IRVING","JACKSON COUNTY",166,404,0,0,0,27,27,0,250,404,0,0,0,4,4,0,0,0
27028,"TOWN OF KNAPP","JACKSON COUNTY",100,208,0,0,0,1,1,0,135,190,0,0,0,0,0,0,0,0
27030,"TOWN OF KOMENSKY","JACKSON COUNTY",72,182,0,0,0,0,0,0,120,162,0,0,0,3,3,0,0,0
27032,"TOWN OF MANCHESTER","JACKSON COUNTY",184,470,0,0,0,12,12,0,278,435,0,0,0,13,13,0,0,0
27034,"TOWN OF MELROSE","JACKSON COUNTY",99,235,0,0,0,16,16,0,153,241,0,0,0,4,4,0,0,0
27036,"TOWN OF MILLSTON","JACKSON COUNTY",52,107,0,0,0,0,0,0,75,120,0,0,0,1,1,0,0,0
27038,"TOWN OF NORTH BEND","JACKSON COUNTY",108,291,0,0,0,8,8,0,165,285,0,0,0,2,2,0,0,0
27040,"TOWN OF NORTHFIELD","JACKSON COUNTY",174,373,0,0,0,23,23,0,239,394,0,0,0,8,8,0,0,0
27042,"TOWN OF SPRINGFIELD","JACKSON COUNTY",97,242,0,0,0,0,0,0,156,268,0,0,0,0,0,0,0,0
27101,"VILLAGE OF ALMA CENTER","JACKSON COUNTY",113,248,0,0,0,17,17,0,186,265,0,0,0,8,8,0,0,0
27136,"VILLAGE OF HIXTON","JACKSON COUNTY",119,235,0,0,0,1,1,0,160,254,0,0,0,3,3,0,0,0
27151,"VILLAGE OF MELROSE","JACKSON COUNTY",164,312,0,0,0,32,32,0,194,319,0,0,0,10,10,0,0,0
27152,"VILLAGE OF MERRILLAN","JACKSON COUNTY",97,252,0,0,0,17,17,0,168,267,0,0,0,14,14,0,0,0
27186,"VILLAGE OF TAYLOR","JACKSON COUNTY",85,192,0,0,0,5,5,0,125,204,0,0,0,4,4,0,0,0
27206,"CITY OF BLACK RIVER FALLS","JACKSON COUNTY",761,1771,0,0,0,125,125,0,1165,1866,0,0,0,72,29,6,0,0
28002,"TOWN OF AZTALAN","JEFFERSON COUNTY",420,905,0,0,0,0,0,0,594,899,0,0,0,10,10,0,0,0
28004,"TOWN OF COLD SPRING","JEFFERSON COUNTY",255,500,0,0,0,0,0,0,340,506,0,0,0,12,12,0,0,0
28006,"TOWN OF CONCORD","JEFFERSON COUNTY",725,1328,0,0,0,2,2,0,893,1360,0,0,0,22,0,0,0,0
28008,"TOWN OF FARMINGTON","JEFFERSON COUNTY",528,982,0,0,0,0,0,0,640,965,0,0,0,18,0,8,0,0
28010,"TOWN OF HEBRON","JEFFERSON COUNTY",370,663,0,0,0,0,0,0,453,718,0,0,0,13,11,2,0,0
28012,"TOWN OF IXONIA","JEFFERSON COUNTY",0,3061,0,0,0,702,701,0,1938,3013,0,0,0,250,248,2,0,0
28014,"TOWN OF JEFFERSON","JEFFERSON COUNTY",677,1291,0,0,0,10,10,0,887,1348,0,0,0,38,0,1,0,0
28016,"TOWN OF KOSHKONONG","JEFFERSON COUNTY",1197,2286,0,0,0,198,198,0,1491,2356,0,0,0,104,95,4,1,0
28018,"TOWN OF LAKE MILLS","JEFFERSON COUNTY",0,1443,0,0,0,0,0,0,902,1357,0,0,0,59,2,0,0,0
28020,"TOWN OF MILFORD","JEFFERSON COUNTY",373,710,0,0,0,0,0,0,406,675,0,0,0,12,11,0,0,1
28022,"TOWN OF OAKLAND","JEFFERSON COUNTY",0,2139,0,0,0,225,225,0,1387,2069,1,0,1,141,1,2,0,0
28024,"TOWN OF PALMYRA","JEFFERSON COUNTY",0,882,0,0,0,28,28,0,575,853,0,0,0,30,0,0,0,0
28026,"TOWN OF SULLIVAN","JEFFERSON COUNTY",731,1470,0,0,0,0,0,0,925,1486,0,0,0,38,28,6,0,2
28028,"TOWN OF SUMNER","JEFFERSON COUNTY",340,584,0,0,0,0,0,0,390,562,0,0,0,15,15,0,0,0
28030,"TOWN OF WATERLOO","JEFFERSON COUNTY",303,575,0,0,0,0,0,0,394,570,0,0,0,123,11,1,0,0
28032,"TOWN OF WATERTOWN","JEFFERSON COUNTY",635,1269,0,0,0,0,0,0,808,1206,1,1,0,22,22,22,0,0
28141,"VILLAGE OF JOHNSON CREEK","JEFFERSON COUNTY",0,1752,0,0,0,169,168,0,977,1753,0,0,0,70,70,0,0,0
28171,"VILLAGE OF PALMYRA","JEFFERSON COUNTY",508,1073,0,0,0,6,6,0,667,1020,0,0,0,35,34,1,0,0
28181,"VILLAGE OF SULLIVAN","JEFFERSON COUNTY",0,400,0,0,0,47,47,0,266,411,0,0,0,25,1,2,0,0
28226,"CITY OF FORT ATKINSON","JEFFERSON COUNTY",3370,6298,1,0,1,532,532,0,4182,6684,0,0,0,427,389,43,0,2
28241,"CITY OF JEFFERSON","JEFFERSON COUNTY",0,3924,0,0,0,195,194,0,2392,4158,0,0,0,202,62,18,0,1
28246,"CITY OF LAKE MILLS","JEFFERSON COUNTY",2059,3670,0,0,0,289,289,0,2398,3646,0,0,0,274,257,8,3,0
28290,"CITY OF WATERLOO","JEFFERSON COUNTY",890,1788,0,0,0,187,187,0,1112,1782,0,0,0,91,0,4,0,0
28291,"CITY OF WATERTOWN","JEFFERSON COUNTY",3351,7225,0,0,0,669,662,3,4774,7701,4,2,2,536,529,11,0,0
29002,"TOWN OF ARMENIA","JUNEAU COUNTY",171,439,0,0,0,0,0,0,243,404,0,0,0,15,15,0,0,0
29004,"TOWN OF CLEARFIELD","JUNEAU COUNTY",221,439,0,0,0,0,0,0,322,401,0,0,0,4,4,0,0,0
29006,"TOWN OF CUTLER","JUNEAU COUNTY",108,208,0,0,0,0,0,0,138,203,0,0,0,5,4,1,0,0
29008,"TOWN OF FINLEY","JUNEAU COUNTY",38,72,0,0,0,0,0,0,52,69,0,0,0,4,4,0,0,0
29010,"TOWN OF FOUNTAIN","JUNEAU COUNTY",171,354,0,0,0,0,0,0,212,364,0,0,0,8,8,0,0,0
29012,"TOWN OF GERMANTOWN","JUNEAU COUNTY",453,949,0,0,0,0,0,0,531,817,1,1,0,41,15,0,0,0
29014,"TOWN OF KILDARE","JUNEAU COUNTY",179,371,0,0,0,0,0,0,229,375,0,0,0,10,9,10,0,0
29016,"TOWN OF KINGSTON","JUNEAU COUNTY",13,21,0,0,0,0,0,0,17,27,0,0,0,2,2,0,0,0
29018,"TOWN OF LEMONWEIR","JUNEAU COUNTY",385,864,0,0,0,0,0,0,517,886,0,0,0,27,0,0,0,0
29020,"TOWN OF LINDINA","JUNEAU COUNTY",233,444,0,0,0,0,0,0,303,463,0,0,0,13,10,3,0,0
29022,"TOWN OF LISBON","JUNEAU COUNTY",223,512,0,0,0,0,0,0,321,520,0,0,0,7,7,0,0,0
29024,"TOWN OF LYNDON","JUNEAU COUNTY",351,749,0,0,0,0,0,0,440,725,0,0,0,19,18,0,0,1
29026,"TOWN OF MARION","JUNEAU COUNTY",112,238,0,0,0,0,0,0,181,271,0,0,0,12,12,0,0,0
29028,"TOWN OF NECEDAH","JUNEAU COUNTY",649,1317,0,0,0,0,0,0,762,1250,0,0,0,97,84,13,0,0
29030,"TOWN OF ORANGE","JUNEAU COUNTY",154,277,0,0,0,0,0,0,220,286,0,0,0,4,4,0,0,0
29032,"TOWN OF PLYMOUTH","JUNEAU COUNTY",0,356,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0
29034,"TOWN OF SEVEN MILE CREEK","JUNEAU COUNTY",86,196,0,0,0,0,0,0,113,189,0,0,0,11,10,1,0,0
29036,"TOWN OF SUMMIT","JUNEAU COUNTY",187,354,0,0,0,0,0,0,241,387,0,0,0,3,3,0,0,0
29038,"TOWN OF WONEWOC","JUNEAU COUNTY",189,374,0,0,0,0,0,0,256,367,0,0,0,6,6,0,0,0
29111,"VILLAGE OF CAMP DOUGLAS","JUNEAU COUNTY",129,297,0,0,0,0,0,0,183,314,0,0,0,10,9,9,0,0
29136,"VILLAGE OF HUSTLER","JUNEAU COUNTY",63,113,0,0,0,0,0,0,65,101,0,0,0,0,0,0,0,0
29146,"VILLAGE OF LYNDON STATION","JUNEAU COUNTY",82,220,0,0,0,0,0,0,132,238,0,0,0,10,6,1,0,0
29161,"VILLAGE OF NECEDAH","JUNEAU COUNTY",202,420,0,0,0,0,0,0,277,430,0,0,0,32,31,1,0,0
29186,"VILLAGE OF UNION CENTER","JUNEAU COUNTY",59,109,0,0,0,0,0,0,77,113,0,0,0,2,2,0,0,0
29191,"VILLAGE OF WONEWOC","JUNEAU COUNTY",189,351,0,0,0,0,0,0,212,388,0,0,0,13,11,2,0,0
29221,"CITY OF ELROY","JUNEAU COUNTY",350,627,0,0,0,0,0,0,439,673,0,0,0,24,24,0,0,0
29251,"CITY OF MAUSTON","JUNEAU COUNTY",853,1781,0,0,0,145,145,0,1081,1861,1,1,0,120,119,1,0,0
29261,"CITY OF NEW LISBON","JUNEAU COUNTY",305,666,0,0,0,34,34,0,404,673,0,0,0,19,19,0,0,0
30002,"TOWN OF BRIGHTON","KENOSHA COUNTY",473,1011,0,0,0,84,84,0,640,984,0,0,0,37,36,1,0,0
30006,"TOWN OF PARIS","KENOSHA COUNTY",0,1006,0,0,0,69,69,0,679,1037,0,0,0,35,33,2,0,0
30010,"TOWN OF RANDALL","KENOSHA COUNTY",835,1989,0,0,0,184,183,1,1129,1937,0,0,0,0,0,0,1,1
30014,"TOWN OF SOMERS","KENOSHA COUNTY",268,601,0,0,0,45,39,0,430,689,0,0,0,89,85,0,1,0
30016,"TOWN OF WHEATLAND","KENOSHA COUNTY",938,2005,0,0,0,210,208,0,1194,1991,1,1,0,83,81,2,0,0
3002,"TOWN OF ALMENA","BARRON COUNTY",216,530,0,0,0,12,12,0,296,529,0,0,0,9,8,0,1,0
3004,"TOWN OF ARLAND","BARRON COUNTY",137,335,0,0,0,5,5,0,204,380,0,0,0,3,3,0,0,0
3006,"TOWN OF BARRON","BARRON COUNTY",215,400,0,0,0,22,22,0,275,413,0,0,0,6,1,1,0,0
3008,"TOWN OF BEAR LAKE","BARRON COUNTY",170,432,0,0,0,16,16,0,253,418,0,0,0,10,9,0,0,1
3010,"TOWN OF CEDAR LAKE","BARRON COUNTY",407,802,0,0,0,6,6,0,577,764,0,0,0,72,7,3,0,55
30104,"VILLAGE OF BRISTOL","KENOSHA COUNTY",0,3153,0,0,0,272,271,0,2061,3115,0,0,0,185,1,8,0,1
3012,"TOWN OF CHETEK","BARRON COUNTY",482,1137,0,0,0,22,22,0,678,1134,0,0,0,32,0,0,0,0
3014,"TOWN OF CLINTON","BARRON COUNTY",148,384,0,0,0,0,0,0,227,380,0,0,0,8,0,0,0,0
3016,"TOWN OF CRYSTAL LAKE","BARRON COUNTY",212,442,0,0,0,20,20,0,266,422,0,0,0,7,7,0,0,0
30171,"VILLAGE OF PADDOCK LAKE","KENOSHA COUNTY",0,1634,0,0,0,111,111,0,973,1700,0,0,0,91,91,3,0,0
30174,"VILLAGE OF PLEASANT PRAIRIE","KENOSHA COUNTY",5390,12602,0,0,0,1261,1250,0,7347,12100,0,0,0,1347,1298,44,0,4
3018,"TOWN OF CUMBERLAND","BARRON COUNTY",217,516,0,0,0,32,32,0,323,518,0,0,0,25,25,0,0,0
30182,"VILLAGE OF SOMERS","KENOSHA COUNTY",2228,5021,0,0,0,317,314,0,3046,4864,0,0,0,576,549,9,2,19
30186,"VILLAGE OF TWIN LAKES","KENOSHA COUNTY",1177,3137,0,0,0,189,189,0,1441,3013,1,1,0,281,272,7,0,0
3020,"TOWN OF DALLAS","BARRON COUNTY",138,299,0,0,0,4,4,0,211,315,0,0,0,6,0,0,0,0
3022,"TOWN OF DOVRE","BARRON COUNTY",215,407,0,0,0,0,0,0,249,495,0,0,0,2,2,0,0,0
3024,"TOWN OF DOYLE","BARRON COUNTY",134,325,0,0,0,0,0,0,180,317,0,0,0,4,4,0,0,0
30241,"CITY OF KENOSHA","KENOSHA COUNTY",19173,46487,0,0,0,89,85,0,28928,48620,0,0,0,4268,4065,149,5,2
3026,"TOWN OF LAKELAND","BARRON COUNTY",257,602,0,0,0,19,19,0,375,622,0,0,0,8,8,0,0,0
3028,"TOWN OF MAPLE GROVE","BARRON COUNTY",227,506,0,0,0,13,13,0,345,547,0,0,0,15,15,0,0,0
3030,"TOWN OF MAPLE PLAIN","BARRON COUNTY",240,519,0,0,0,15,15,0,337,546,0,0,0,17,0,0,0,1
3032,"TOWN OF OAK GROVE","BARRON COUNTY",220,520,0,0,0,5,5,0,312,532,0,0,0,11,11,0,0,0
3034,"TOWN OF PRAIRIE FARM","BARRON COUNTY",0,318,0,0,0,0,0,0,180,325,0,0,0,9,9,0,0,0
3036,"TOWN OF PRAIRIE LAKE","BARRON COUNTY",475,920,1,1,0,0,0,0,554,878,0,0,0,30,29,1,0,0
