election_date,vote_mode,party,county,race,age_group,vote_count
03/15/2016,Y,REP,LEE,4,60+,267
03/17/2020,Y,REP,LEE,4,60+,97
03/15/2016,A,DEM,LEO,4,60+,40
03/17/2020,A,DEM,LEO,4,60+,81
03/17/2020,B,DEM,LEO,4,60+,2
03/15/2016,E,DEM,LEO,4,60+,37
03/17/2020,E,DEM,LEO,4,60+,72
03/15/2016,Y,DEM,LEO,4,60+,57
03/17/2020,Y,DEM,LEO,4,60+,59
03/15/2016,A,REP,LEO,4,60+,29
03/17/2020,A,REP,LEO,4,60+,59
03/15/2016,E,REP,LEO,4,60+,32
03/17/2020,E,REP,LEO,4,60+,32
03/15/2016,Y,REP,LEO,4,60+,42
03/17/2020,Y,REP,LEO,4,60+,22
03/15/2016,A,DEM,LEV,4,60+,7
03/17/2020,A,DEM,LEV,4,60+,23
03/15/2016,E,DEM,LEV,4,60+,5
03/17/2020,E,DEM,LEV,4,60+,4
03/15/2016,Y,DEM,LEV,4,60+,19
03/17/2020,Y,DEM,LEV,4,60+,14
03/15/2016,A,REP,LEV,4,60+,7
03/17/2020,A,REP,LEV,4,60+,22
03/15/2016,E,REP,LEV,4,60+,4
03/17/2020,E,REP,LEV,4,60+,6
03/15/2016,P,REP,LEV,4,60+,1
03/15/2016,Y,REP,LEV,4,60+,20
03/17/2020,Y,REP,LEV,4,60+,8
03/15/2016,E,DEM,LIB,4,60+,1
03/17/2020,E,DEM,LIB,4,60+,1
03/15/2016,E,REP,LIB,4,60+,1
03/17/2020,E,REP,LIB,4,60+,2
03/15/2016,E,DEM,MAD,4,60+,2
03/17/2020,E,DEM,MAD,4,60+,2
03/17/2020,Y,DEM,MAD,4,60+,1
03/15/2016,A,REP,MAD,4,60+,1
03/17/2020,A,REP,MAD,4,60+,2
03/15/2016,E,REP,MAD,4,60+,2
03/17/2020,E,REP,MAD,4,60+,3
03/15/2016,Y,REP,MAD,4,60+,3
03/17/2020,Y,REP,MAD,4,60+,3
03/15/2016,A,DEM,MAN,4,60+,94
03/17/2020,A,DEM,MAN,4,60+,335
03/15/2016,B,DEM,MAN,4,60+,1
03/17/2020,B,DEM,MAN,4,60+,12
03/15/2016,E,DEM,MAN,4,60+,82
03/17/2020,E,DEM,MAN,4,60+,81
03/15/2016,P,DEM,MAN,4,60+,4
03/17/2020,P,DEM,MAN,4,60+,1
03/15/2016,Y,DEM,MAN,4,60+,157
03/17/2020,Y,DEM,MAN,4,60+,150
03/15/2016,A,REP,MAN,4,60+,78
03/17/2020,A,REP,MAN,4,60+,206
03/15/2016,B,REP,MAN,4,60+,1
03/17/2020,B,REP,MAN,4,60+,5
03/15/2016,E,REP,MAN,4,60+,35
03/17/2020,E,REP,MAN,4,60+,50
03/15/2016,P,REP,MAN,4,60+,2
03/15/2016,Y,REP,MAN,4,60+,124
03/17/2020,Y,REP,MAN,4,60+,67
03/15/2016,A,DEM,MON,4,60+,109
03/17/2020,A,DEM,MON,4,60+,149
03/17/2020,B,DEM,MON,4,60+,1
03/15/2016,E,DEM,MON,4,60+,26
03/17/2020,E,DEM,MON,4,60+,46
03/15/2016,Y,DEM,MON,4,60+,77
03/17/2020,Y,DEM,MON,4,60+,68
03/15/2016,A,REP,MON,4,60+,187
03/17/2020,A,REP,MON,4,60+,202
03/15/2016,B,REP,MON,4,60+,3
03/17/2020,B,REP,MON,4,60+,3
03/15/2016,E,REP,MON,4,60+,63
03/17/2020,E,REP,MON,4,60+,43
03/15/2016,Y,REP,MON,4,60+,146
03/17/2020,Y,REP,MON,4,60+,55
03/15/2016,A,DEM,MRN,4,60+,117
03/17/2020,A,DEM,MRN,4,60+,408
03/15/2016,B,DEM,MRN,4,60+,5
03/17/2020,B,DEM,MRN,4,60+,10
03/15/2016,E,DEM,MRN,4,60+,163
03/17/2020,E,DEM,MRN,4,60+,119
03/15/2016,P,DEM,MRN,4,60+,1
03/17/2020,P,DEM,MRN,4,60+,1
03/15/2016,Y,DEM,MRN,4,60+,502
03/17/2020,Y,DEM,MRN,4,60+,352
03/15/2016,A,REP,MRN,4,60+,103
03/17/2020,A,REP,MRN,4,60+,231
03/15/2016,B,REP,MRN,4,60+,6
03/17/2020,B,REP,MRN,4,60+,1
03/15/2016,E,REP,MRN,4,60+,120
03/17/2020,E,REP,MRN,4,60+,30
03/15/2016,Y,REP,MRN,4,60+,288
03/17/2020,Y,REP,MRN,4,60+,113
03/15/2016,A,DEM,MRT,4,60+,35
03/17/2020,A,DEM,MRT,4,60+,80
03/17/2020,B,DEM,MRT,4,60+,1
03/15/2016,E,DEM,MRT,4,60+,10
03/17/2020,E,DEM,MRT,4,60+,21
03/15/2016,Y,DEM,MRT,4,60+,52
03/17/2020,Y,DEM,MRT,4,60+,54
03/15/2016,A,REP,MRT,4,60+,44
03/17/2020,A,REP,MRT,4,60+,75
03/15/2016,E,REP,MRT,4,60+,19
03/17/2020,E,REP,MRT,4,60+,15
03/15/2016,Y,REP,MRT,4,60+,58
03/17/2020,Y,REP,MRT,4,60+,31
03/15/2016,A,DEM,NAS,4,60+,4
03/17/2020,A,DEM,NAS,4,60+,14
03/15/2016,E,DEM,NAS,4,60+,5
03/17/2020,E,DEM,NAS,4,60+,14
03/15/2016,Y,DEM,NAS,4,60+,12
03/17/2020,Y,DEM,NAS,4,60+,18
03/15/2016,A,REP,NAS,4,60+,5
03/17/2020,A,REP,NAS,4,60+,16
03/17/2020,B,REP,NAS,4,60+,1
03/15/2016,E,REP,NAS,4,60+,11
03/17/2020,E,REP,NAS,4,60+,11
03/15/2016,Y,REP,NAS,4,60+,13
03/17/2020,Y,REP,NAS,4,60+,15
03/15/2016,A,DEM,OKA,4,60+,8
03/17/2020,A,DEM,OKA,4,60+,21
03/17/2020,B,DEM,OKA,4,60+,2
03/15/2016,E,DEM,OKA,4,60+,9
03/17/2020,E,DEM,OKA,4,60+,22
03/15/2016,P,DEM,OKA,4,60+,1
03/15/2016,Y,DEM,OKA,4,60+,24
03/17/2020,Y,DEM,OKA,4,60+,32
03/15/2016,A,REP,OKA,4,60+,24
03/17/2020,A,REP,OKA,4,60+,30
03/15/2016,E,REP,OKA,4,60+,30
03/17/2020,E,REP,OKA,4,60+,34
03/15/2016,Y,REP,OKA,4,60+,63
03/17/2020,Y,REP,OKA,4,60+,40
03/15/2016,A,DEM,OKE,4,60+,1
03/17/2020,A,DEM,OKE,4,60+,13
03/15/2016,E,DEM,OKE,4,60+,7
03/17/2020,E,DEM,OKE,4,60+,14
03/15/2016,Y,DEM,OKE,4,60+,18
03/17/2020,Y,DEM,OKE,4,60+,14
03/15/2016,A,REP,OKE,4,60+,5
03/17/2020,A,REP,OKE,4,60+,7
03/15/2016,E,REP,OKE,4,60+,14
03/17/2020,E,REP,OKE,4,60+,13
03/15/2016,Y,REP,OKE,4,60+,9
03/17/2020,Y,REP,OKE,4,60+,8
03/15/2016,A,DEM,ORA,4,60+,2115
03/17/2020,A,DEM,ORA,4,60+,2834
03/15/2016,B,DEM,ORA,4,60+,98
03/17/2020,B,DEM,ORA,4,60+,94
03/15/2016,E,DEM,ORA,4,60+,1534
03/17/2020,E,DEM,ORA,4,60+,2016
03/15/2016,P,DEM,ORA,4,60+,10
03/17/2020,P,DEM,ORA,4,60+,1
03/15/2016,Y,DEM,ORA,4,60+,2525
03/17/2020,Y,DEM,ORA,4,60+,2072
03/15/2016,A,REP,ORA,4,60+,820
03/17/2020,A,REP,ORA,4,60+,891
03/15/2016,B,REP,ORA,4,60+,31
03/17/2020,B,REP,ORA,4,60+,20
03/15/2016,E,REP,ORA,4,60+,753
03/17/2020,E,REP,ORA,4,60+,449
03/15/2016,Y,REP,ORA,4,60+,1114
03/17/2020,Y,REP,ORA,4,60+,461
03/15/2016,A,DEM,OSC,4,60+,1639
03/17/2020,A,DEM,OSC,4,60+,3120
03/15/2016,B,DEM,OSC,4,60+,36
03/17/2020,B,DEM,OSC,4,60+,40
03/15/2016,E,DEM,OSC,4,60+,600
03/17/2020,E,DEM,OSC,4,60+,790
03/15/2016,P,DEM,OSC,4,60+,56
03/15/2016,Y,DEM,OSC,4,60+,1463
03/17/2020,Y,DEM,OSC,4,60+,1000
03/15/2016,A,REP,OSC,4,60+,394
03/17/2020,A,REP,OSC,4,60+,803
03/15/2016,B,REP,OSC,4,60+,10
03/17/2020,B,REP,OSC,4,60+,16
03/15/2016,E,REP,OSC,4,60+,253
03/17/2020,E,REP,OSC,4,60+,130
03/15/2016,P,REP,OSC,4,60+,10
03/15/2016,Y,REP,OSC,4,60+,409
03/17/2020,Y,REP,OSC,4,60+,164
03/15/2016,A,DEM,PAL,4,60+,536
03/17/2020,A,DEM,PAL,4,60+,1590
03/15/2016,B,DEM,PAL,4,60+,11
03/17/2020,B,DEM,PAL,4,60+,19
03/15/2016,E,DEM,PAL,4,60+,481
03/17/2020,E,DEM,PAL,4,60+,679
03/15/2016,P,DEM,PAL,4,60+,9
03/17/2020,P,DEM,PAL,4,60+,10
03/15/2016,Y,DEM,PAL,4,60+,1833
03/17/2020,Y,DEM,PAL,4,60+,1427
03/15/2016,A,REP,PAL,4,60+,595
03/17/2020,A,REP,PAL,4,60+,886
03/15/2016,B,REP,PAL,4,60+,8
03/17/2020,B,REP,PAL,4,60+,7
03/15/2016,E,REP,PAL,4,60+,417
03/17/2020,E,REP,PAL,4,60+,172
03/15/2016,P,REP,PAL,4,60+,10
03/17/2020,P,REP,PAL,4,60+,4
03/15/2016,Y,REP,PAL,4,60+,1255
03/17/2020,Y,REP,PAL,4,60+,425
03/15/2016,A,DEM,PAS,4,60+,277
03/17/2020,A,DEM,PAS,4,60+,648
03/15/2016,B,DEM,PAS,4,60+,3
03/17/2020,B,DEM,PAS,4,60+,18
03/15/2016,E,DEM,PAS,4,60+,166
03/17/2020,E,DEM,PAS,4,60+,220
03/15/2016,Y,DEM,PAS,4,60+,444
03/17/2020,Y,DEM,PAS,4,60+,449
03/15/2016,A,REP,PAS,4,60+,161
03/17/2020,A,REP,PAS,4,60+,295
03/15/2016,B,REP,PAS,4,60+,1
03/17/2020,B,REP,PAS,4,60+,7
03/15/2016,E,REP,PAS,4,60+,110
03/17/2020,E,REP,PAS,4,60+,74
03/17/2020,P,REP,PAS,4,60+,1
03/15/2016,Y,REP,PAS,4,60+,286
03/17/2020,Y,REP,PAS,4,60+,163
03/15/2016,A,DEM,PIN,4,60+,740
03/17/2020,A,DEM,PIN,4,60+,1259
03/15/2016,B,DEM,PIN,4,60+,1
03/17/2020,B,DEM,PIN,4,60+,2
03/15/2016,E,DEM,PIN,4,60+,34
03/17/2020,E,DEM,PIN,4,60+,66
03/15/2016,P,DEM,PIN,4,60+,3
03/17/2020,P,DEM,PIN,4,60+,1
03/15/2016,Y,DEM,PIN,4,60+,337
03/17/2020,Y,DEM,PIN,4,60+,375
03/15/2016,A,REP,PIN,4,60+,447
03/17/2020,A,REP,PIN,4,60+,658
03/15/2016,E,REP,PIN,4,60+,24
03/17/2020,E,REP,PIN,4,60+,7
03/15/2016,P,REP,PIN,4,60+,1
03/15/2016,Y,REP,PIN,4,60+,261
03/17/2020,Y,REP,PIN,4,60+,95
03/15/2016,A,DEM,POL,4,60+,455
03/17/2020,A,DEM,POL,4,60+,880
03/15/2016,B,DEM,POL,4,60+,8
03/17/2020,B,DEM,POL,4,60+,7
03/15/2016,E,DEM,POL,4,60+,222
03/17/2020,E,DEM,POL,4,60+,351
03/15/2016,P,DEM,POL,4,60+,6
03/17/2020,P,DEM,POL,4,60+,6
03/15/2016,Y,DEM,POL,4,60+,725
03/17/2020,Y,DEM,POL,4,60+,750
03/15/2016,A,REP,POL,4,60+,212
03/17/2020,A,REP,POL,4,60+,307
03/15/2016,B,REP,POL,4,60+,1
03/17/2020,B,REP,POL,4,60+,4
03/15/2016,E,REP,POL,4,60+,117
03/17/2020,E,REP,POL,4,60+,65
03/15/2016,P,REP,POL,4,60+,2
03/15/2016,Y,REP,POL,4,60+,393
03/17/2020,Y,REP,POL,4,60+,199
03/15/2016,A,DEM,PUT,4,60+,10
03/17/2020,A,DEM,PUT,4,60+,23
03/15/2016,E,DEM,PUT,4,60+,16
03/17/2020,E,DEM,PUT,4,60+,12
03/17/2020,P,DEM,PUT,4,60+,1
03/15/2016,Y,DEM,PUT,4,60+,13
03/17/2020,Y,DEM,PUT,4,60+,9
03/15/2016,A,REP,PUT,4,60+,5
03/17/2020,A,REP,PUT,4,60+,7
03/17/2020,B,REP,PUT,4,60+,1
03/15/2016,E,REP,PUT,4,60+,8
03/17/2020,E,REP,PUT,4,60+,11
03/15/2016,Y,REP,PUT,4,60+,12
03/17/2020,Y,REP,PUT,4,60+,9
03/15/2016,A,DEM,SAN,4,60+,13
03/17/2020,A,DEM,SAN,4,60+,24
03/17/2020,B,DEM,SAN,4,60+,1
03/15/2016,E,DEM,SAN,4,60+,10
03/17/2020,E,DEM,SAN,4,60+,23
03/17/2020,P,DEM,SAN,4,60+,2
03/15/2016,Y,DEM,SAN,4,60+,19
03/17/2020,Y,DEM,SAN,4,60+,21
03/15/2016,A,REP,SAN,4,60+,19
03/17/2020,A,REP,SAN,4,60+,23
03/15/2016,E,REP,SAN,4,60+,18
03/17/2020,E,REP,SAN,4,60+,28
03/15/2016,Y,REP,SAN,4,60+,27
03/17/2020,Y,REP,SAN,4,60+,21
03/15/2016,A,DEM,SAR,4,60+,131
03/17/2020,A,DEM,SAR,4,60+,304
03/15/2016,E,DEM,SAR,4,60+,84
03/17/2020,E,DEM,SAR,4,60+,128
03/15/2016,P,DEM,SAR,4,60+,5
03/17/2020,P,DEM,SAR,4,60+,1
03/15/2016,Y,DEM,SAR,4,60+,173
03/17/2020,Y,DEM,SAR,4,60+,149
03/15/2016,A,REP,SAR,4,60+,82
03/17/2020,A,REP,SAR,4,60+,145
03/15/2016,B,REP,SAR,4,60+,1
03/15/2016,E,REP,SAR,4,60+,45
03/17/2020,E,REP,SAR,4,60+,57
03/15/2016,P,REP,SAR,4,60+,2
03/15/2016,Y,REP,SAR,4,60+,156
03/17/2020,Y,REP,SAR,4,60+,65
03/15/2016,A,DEM,SEM,4,60+,366
03/17/2020,A,DEM,SEM,4,60+,638
03/15/2016,B,DEM,SEM,4,60+,3
03/17/2020,B,DEM,SEM,4,60+,22
03/15/2016,E,DEM,SEM,4,60+,306
03/17/2020,E,DEM,SEM,4,60+,429
03/15/2016,Y,DEM,SEM,4,60+,624
03/17/2020,Y,DEM,SEM,4,60+,552
03/15/2016,A,REP,SEM,4,60+,259
03/17/2020,A,REP,SEM,4,60+,337
03/15/2016,B,REP,SEM,4,60+,2
03/17/2020,B,REP,SEM,4,60+,11
03/15/2016,E,REP,SEM,4,60+,180
03/17/2020,E,REP,SEM,4,60+,123
03/15/2016,P,REP,SEM,4,60+,1
03/15/2016,Y,REP,SEM,4,60+,351
03/17/2020,Y,REP,SEM,4,60+,169
03/15/2016,A,DEM,STJ,4,60+,29
03/17/2020,A,DEM,STJ,4,60+,111
03/17/2020,B,DEM,STJ,4,60+,1
03/15/2016,E,DEM,STJ,4,60+,41
03/17/2020,E,DEM,STJ,4,60+,87
03/15/2016,Y,DEM,STJ,4,60+,69
03/17/2020,Y,DEM,STJ,4,60+,78
03/15/2016,A,REP,STJ,4,60+,37
03/17/2020,A,REP,STJ,4,60+,62
03/17/2020,B,REP,STJ,4,60+,2
03/15/2016,E,REP,STJ,4,60+,56
03/17/2020,E,REP,STJ,4,60+,53
03/15/2016,P,REP,STJ,4,60+,1
03/15/2016,Y,REP,STJ,4,60+,78
03/17/2020,Y,REP,STJ,4,60+,47
03/15/2016,A,DEM,STL,4,60+,213
03/17/2020,A,DEM,STL,4,60+,429
03/15/2016,B,DEM,STL,4,60+,2
03/17/2020,B,DEM,STL,4,60+,7
03/15/2016,E,DEM,STL,4,60+,148
03/17/2020,E,DEM,STL,4,60+,276
03/15/2016,P,DEM,STL,4,60+,2
03/17/2020,P,DEM,STL,4,60+,1
03/15/2016,Y,DEM,STL,4,60+,320
03/17/2020,Y,DEM,STL,4,60+,315
03/15/2016,A,REP,STL,4,60+,145
03/17/2020,A,REP,STL,4,60+,206
03/15/2016,B,REP,STL,4,60+,1
03/17/2020,B,REP,STL,4,60+,6
03/15/2016,E,REP,STL,4,60+,108
03/17/2020,E,REP,STL,4,60+,92
03/15/2016,P,REP,STL,4,60+,1
03/15/2016,Y,REP,STL,4,60+,201
03/17/2020,Y,REP,STL,4,60+,126
03/15/2016,A,DEM,SUM,4,60+,23
03/17/2020,A,DEM,SUM,4,60+,86
03/15/2016,B,DEM,SUM,4,60+,3
03/17/2020,B,DEM,SUM,4,60+,3
03/15/2016,E,DEM,SUM,4,60+,37
03/17/2020,E,DEM,SUM,4,60+,43
03/15/2016,Y,DEM,SUM,4,60+,32
03/17/2020,Y,DEM,SUM,4,60+,35
03/15/2016,A,REP,SUM,4,60+,42
03/17/2020,A,REP,SUM,4,60+,64
03/15/2016,B,REP,SUM,4,60+,2
03/15/2016,E,REP,SUM,4,60+,74
03/17/2020,E,REP,SUM,4,60+,58
03/15/2016,Y,REP,SUM,4,60+,52
03/17/2020,Y,REP,SUM,4,60+,24
03/15/2016,A,DEM,SUW,4,60+,1
03/17/2020,A,DEM,SUW,4,60+,7
03/17/2020,E,DEM,SUW,4,60+,4
03/15/2016,Y,DEM,SUW,4,60+,6
03/17/2020,Y,DEM,SUW,4,60+,2
03/15/2016,A,REP,SUW,4,60+,6
03/17/2020,A,REP,SUW,4,60+,6
03/15/2016,E,REP,SUW,4,60+,3
03/17/2020,E,REP,SUW,4,60+,4
03/15/2016,Y,REP,SUW,4,60+,9
03/17/2020,Y,REP,SUW,4,60+,6
03/17/2020,A,DEM,TAY,4,60+,2
03/15/2016,E,DEM,TAY,4,60+,1
03/17/2020,E,DEM,TAY,4,60+,3
03/15/2016,Y,DEM,TAY,4,60+,1
03/17/2020,Y,DEM,TAY,4,60+,1
03/15/2016,A,REP,TAY,4,60+,1
03/17/2020,A,REP,TAY,4,60+,1
03/15/2016,E,REP,TAY,4,60+,2
03/17/2020,E,REP,TAY,4,60+,3
03/15/2016,Y,REP,TAY,4,60+,1
03/17/2020,Y,REP,TAY,4,60+,1
03/15/2016,A,DEM,UNI,4,60+,2
03/17/2020,A,DEM,UNI,4,60+,1
03/15/2016,Y,DEM,UNI,4,60+,1
03/15/2016,A,REP,UNI,4,60+,1
03/17/2020,A,REP,UNI,4,60+,1
03/15/2016,E,REP,UNI,4,60+,2
03/17/2020,E,REP,UNI,4,60+,1
03/15/2016,Y,REP,UNI,4,60+,2
03/15/2016,A,DEM,VOL,4,60+,275
03/17/2020,A,DEM,VOL,4,60+,745
03/15/2016,B,DEM,VOL,4,60+,13
03/17/2020,B,DEM,VOL,4,60+,34
03/15/2016,E,DEM,VOL,4,60+,112
03/17/2020,E,DEM,VOL,4,60+,175
03/15/2016,P,DEM,VOL,4,60+,7
03/17/2020,P,DEM,VOL,4,60+,3
03/15/2016,Y,DEM,VOL,4,60+,698
03/17/2020,Y,DEM,VOL,4,60+,527
03/15/2016,A,REP,VOL,4,60+,168
03/17/2020,A,REP,VOL,4,60+,300
03/15/2016,B,REP,VOL,4,60+,7
03/17/2020,B,REP,VOL,4,60+,1
03/15/2016,E,REP,VOL,4,60+,84
03/17/2020,E,REP,VOL,4,60+,30
03/15/2016,P,REP,VOL,4,60+,4
03/15/2016,Y,REP,VOL,4,60+,302
03/17/2020,Y,REP,VOL,4,60+,83
03/15/2016,A,DEM,WAK,4,60+,2
03/17/2020,A,DEM,WAK,4,60+,1
03/15/2016,E,DEM,WAK,4,60+,3
03/17/2020,E,DEM,WAK,4,60+,2
03/15/2016,Y,DEM,WAK,4,60+,1
03/17/2020,Y,DEM,WAK,4,60+,7
03/17/2020,A,REP,WAK,4,60+,1
03/15/2016,E,REP,WAK,4,60+,1
03/17/2020,E,REP,WAK,4,60+,2
03/15/2016,Y,REP,WAK,4,60+,1
03/17/2020,Y,REP,WAK,4,60+,3
03/15/2016,A,DEM,WAL,4,60+,5
03/17/2020,A,DEM,WAL,4,60+,3
03/15/2016,E,DEM,WAL,4,60+,4
03/17/2020,E,DEM,WAL,4,60+,6
03/15/2016,Y,DEM,WAL,4,60+,4
03/17/2020,Y,DEM,WAL,4,60+,6
03/15/2016,A,REP,WAL,4,60+,5
03/17/2020,A,REP,WAL,4,60+,5
03/17/2020,B,REP,WAL,4,60+,1
03/15/2016,E,REP,WAL,4,60+,10
03/17/2020,E,REP,WAL,4,60+,3
03/15/2016,Y,REP,WAL,4,60+,13
03/17/2020,Y,REP,WAL,4,60+,11
03/15/2016,A,DEM,WAS,4,60+,2
03/17/2020,A,DEM,WAS,4,60+,3
03/15/2016,B,DEM,WAS,4,60+,2
03/15/2016,Y,DEM,WAS,4,60+,4
03/17/2020,Y,DEM,WAS,4,60+,2
03/15/2016,A,REP,WAS,4,60+,1
03/17/2020,A,REP,WAS,4,60+,1
03/17/2020,E,REP,WAS,4,60+,1
03/15/2016,Y,REP,WAS,4,60+,1
03/17/2020,Y,REP,WAS,4,60+,3
03/15/2016,A,DEM,ALA,5,60+,3170
03/17/2020,A,DEM,ALA,5,60+,4812
03/15/2016,B,DEM,ALA,5,60+,33
03/17/2020,B,DEM,ALA,5,60+,122
03/15/2016,E,DEM,ALA,5,60+,2835
03/17/2020,E,DEM,ALA,5,60+,3890
03/15/2016,P,DEM,ALA,5,60+,2
03/17/2020,P,DEM,ALA,5,60+,9
03/15/2016,Y,DEM,ALA,5,60+,3869
03/17/2020,Y,DEM,ALA,5,60+,2810
03/15/2016,A,REP,ALA,5,60+,2598
03/17/2020,A,REP,ALA,5,60+,3036
03/15/2016,B,REP,ALA,5,60+,29
03/17/2020,B,REP,ALA,5,60+,49
03/15/2016,E,REP,ALA,5,60+,1538
03/17/2020,E,REP,ALA,5,60+,1102
03/15/2016,P,REP,ALA,5,60+,8
03/17/2020,P,REP,ALA,5,60+,2
03/15/2016,Y,REP,ALA,5,60+,3769
03/17/2020,Y,REP,ALA,5,60+,1713
03/15/2016,A,DEM,BAK,5,60+,112
03/17/2020,A,DEM,BAK,5,60+,122
03/15/2016,E,DEM,BAK,5,60+,155
03/17/2020,E,DEM,BAK,5,60+,130
03/15/2016,Y,DEM,BAK,5,60+,176
03/17/2020,Y,DEM,BAK,5,60+,108
03/15/2016,A,REP,BAK,5,60+,338
03/17/2020,A,REP,BAK,5,60+,490
03/15/2016,E,REP,BAK,5,60+,634
03/17/2020,E,REP,BAK,5,60+,699
03/15/2016,Y,REP,BAK,5,60+,478
03/17/2020,Y,REP,BAK,5,60+,425
03/15/2016,A,DEM,BAY,5,60+,797
03/17/2020,A,DEM,BAY,5,60+,1012
03/15/2016,B,DEM,BAY,5,60+,21
03/17/2020,B,DEM,BAY,5,60+,17
03/15/2016,E,DEM,BAY,5,60+,925
03/17/2020,E,DEM,BAY,5,60+,1435
03/17/2020,P,DEM,BAY,5,60+,2
03/15/2016,Y,DEM,BAY,5,60+,1210
03/17/2020,Y,DEM,BAY,5,60+,624
03/15/2016,A,REP,BAY,5,60+,2705
03/17/2020,A,REP,BAY,5,60+,2254
03/15/2016,B,REP,BAY,5,60+,63
03/17/2020,B,REP,BAY,5,60+,43
03/15/2016,E,REP,BAY,5,60+,4169
03/17/2020,E,REP,BAY,5,60+,4165
03/15/2016,P,REP,BAY,5,60+,15
03/15/2016,Y,REP,BAY,5,60+,4594
03/17/2020,Y,REP,BAY,5,60+,2028
03/15/2016,A,DEM,BRA,5,60+,149
03/17/2020,A,DEM,BRA,5,60+,323
03/15/2016,B,DEM,BRA,5,60+,2
03/17/2020,B,DEM,BRA,5,60+,6
03/15/2016,E,DEM,BRA,5,60+,110
03/17/2020,E,DEM,BRA,5,60+,92
03/15/2016,P,DEM,BRA,5,60+,2
03/15/2016,Y,DEM,BRA,5,60+,326
03/17/2020,Y,DEM,BRA,5,60+,222
03/15/2016,A,REP,BRA,5,60+,374
03/17/2020,A,REP,BRA,5,60+,790
03/15/2016,B,REP,BRA,5,60+,5
03/17/2020,B,REP,BRA,5,60+,2
03/15/2016,E,REP,BRA,5,60+,378
03/17/2020,E,REP,BRA,5,60+,272
03/15/2016,P,REP,BRA,5,60+,1
03/15/2016,Y,REP,BRA,5,60+,812
03/17/2020,Y,REP,BRA,5,60+,582
03/15/2016,A,DEM,BRE,5,60+,7286
03/17/2020,A,DEM,BRE,5,60+,11914
03/15/2016,B,DEM,BRE,5,60+,55
03/17/2020,B,DEM,BRE,5,60+,119
03/15/2016,E,DEM,BRE,5,60+,3045
03/17/2020,E,DEM,BRE,5,60+,6220
03/15/2016,P,DEM,BRE,5,60+,100
03/17/2020,P,DEM,BRE,5,60+,11
03/15/2016,Y,DEM,BRE,5,60+,8193
03/17/2020,Y,DEM,BRE,5,60+,6608
03/15/2016,A,REP,BRE,5,60+,15623
03/17/2020,A,REP,BRE,5,60+,19179
03/15/2016,B,REP,BRE,5,60+,74
03/17/2020,B,REP,BRE,5,60+,166
03/15/2016,E,REP,BRE,5,60+,7001
03/17/2020,E,REP,BRE,5,60+,8306
03/15/2016,P,REP,BRE,5,60+,246
03/17/2020,P,REP,BRE,5,60+,8
03/15/2016,Y,REP,BRE,5,60+,18878
03/17/2020,Y,REP,BRE,5,60+,9218
03/15/2016,A,DEM,BRO,5,60+,15055
03/17/2020,A,DEM,BRO,5,60+,24117
03/15/2016,B,DEM,BRO,5,60+,182
03/17/2020,B,DEM,BRO,5,60+,109
03/15/2016,E,DEM,BRO,5,60+,10943
03/17/2020,E,DEM,BRO,5,60+,14261
03/15/2016,P,DEM,BRO,5,60+,52
03/17/2020,P,DEM,BRO,5,60+,43
03/15/2016,Y,DEM,BRO,5,60+,13675
03/17/2020,Y,DEM,BRO,5,60+,12001
03/15/2016,A,REP,BRO,5,60+,11613
03/17/2020,A,REP,BRO,5,60+,15193
03/15/2016,B,REP,BRO,5,60+,145
03/17/2020,B,REP,BRO,5,60+,76
03/15/2016,E,REP,BRO,5,60+,8760
03/17/2020,E,REP,BRO,5,60+,2524
03/15/2016,P,REP,BRO,5,60+,110
03/17/2020,P,REP,BRO,5,60+,8
03/15/2016,Y,REP,BRO,5,60+,14213
03/17/2020,Y,REP,BRO,5,60+,4744
03/15/2016,A,DEM,CAL,5,60+,95
03/17/2020,A,DEM,CAL,5,60+,126
03/15/2016,E,DEM,CAL,5,60+,101
03/17/2020,E,DEM,CAL,5,60+,63
03/15/2016,Y,DEM,CAL,5,60+,168
03/17/2020,Y,DEM,CAL,5,60+,96
03/15/2016,A,REP,CAL,5,60+,80
03/17/2020,A,REP,CAL,5,60+,156
03/17/2020,B,REP,CAL,5,60+,1
03/15/2016,E,REP,CAL,5,60+,185
03/17/2020,E,REP,CAL,5,60+,174
03/15/2016,Y,REP,CAL,5,60+,219
03/17/2020,Y,REP,CAL,5,60+,158
03/15/2016,A,DEM,CHA,5,60+,2767
03/17/2020,A,DEM,CHA,5,60+,5781
03/15/2016,B,DEM,CHA,5,60+,26
03/17/2020,B,DEM,CHA,5,60+,37
03/15/2016,E,DEM,CHA,5,60+,2270
03/17/2020,E,DEM,CHA,5,60+,2568
03/15/2016,P,DEM,CHA,5,60+,2
03/17/2020,P,DEM,CHA,5,60+,10
03/15/2016,Y,DEM,CHA,5,60+,2001
03/17/2020,Y,DEM,CHA,5,60+,1912
03/15/2016,A,REP,CHA,5,60+,5464
03/17/2020,A,REP,CHA,5,60+,6509
03/15/2016,B,REP,CHA,5,60+,29
03/17/2020,B,REP,CHA,5,60+,36
03/15/2016,E,REP,CHA,5,60+,6318
03/17/2020,E,REP,CHA,5,60+,2139
03/15/2016,P,REP,CHA,5,60+,4
03/17/2020,P,REP,CHA,5,60+,7
03/15/2016,Y,REP,CHA,5,60+,5838
