,,Voter Status,,
,,Active,Dropped,
,,Count,Count,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 5,9,,
,CALUMET - TOWN OF BRILLION - WARD 1,37,,
,CALUMET - TOWN OF BRILLION - WARD 2,21,,
,CALUMET - TOWN OF BROTHERTOWN - WARD 1,17,,
,CALUMET - TOWN OF BROTHERTOWN - WARD 2,23,,
,CALUMET - TOWN OF CHARLESTOWN - WARD 1,28,,
,CALUMET - TOWN OF CHILTON - WARD 1,14,,
,CALUMET - TOWN OF CHILTON - WARD 2,32,,
,CALUMET - TOWN OF CHILTON - WARD 3,6,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 1,19,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 2,10,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 3,29,,
,CALUMET - TOWN OF RANTOUL - WARD 1,28,,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 1,26,,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 2,19,,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 3,4,,
,CALUMET - TOWN OF WOODVILLE - WARD 1,48,,
,CALUMET - VILLAGE OF HARRISON - WARD 10,29,,
,CALUMET - VILLAGE OF HARRISON - WARD 11,14,,
,CALUMET - VILLAGE OF HARRISON - WARD 12,22,,
,CALUMET - VILLAGE OF HARRISON - WARD 13,31,,
,CALUMET - VILLAGE OF HARRISON - WARD 14,20,,
,CALUMET - VILLAGE OF HARRISON - WARD 15,9,,
,CALUMET - VILLAGE OF HARRISON - WARD 16,13,,
,CALUMET - VILLAGE OF HARRISON - WARD 17,3,,
,CALUMET - VILLAGE OF HARRISON - WARD 18,26,,
,CALUMET - VILLAGE OF HARRISON - WARD 3,33,,
,CALUMET - VILLAGE OF HARRISON - WARD 4,35,,
,CALUMET - VILLAGE OF HARRISON - WARD 5,16,,
,CALUMET - VILLAGE OF HARRISON - WARD 6,16,,
,CALUMET - VILLAGE OF HARRISON - WARD 7,5,,
,CALUMET - VILLAGE OF HARRISON - WARD 8,12,,
,CALUMET - VILLAGE OF HARRISON - WARD 9,20,,
,CALUMET - VILLAGE OF HILBERT - WARD 1,11,,
,CALUMET - VILLAGE OF HILBERT - WARD 2,4,,
,CALUMET - VILLAGE OF POTTER - WARD 1,17,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 1,10,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 2,28,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 3,47,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 4,46,,
,CALUMET - VILLAGE OF STOCKBRIDGE - WARD 1,19,,
,CHIPPEWA - CITY OF BLOOMER - WARD 1,27,,
,CHIPPEWA - CITY OF BLOOMER - WARD 2,26,,
,CHIPPEWA - CITY OF BLOOMER - WARD 3,21,,
,CHIPPEWA - CITY OF BLOOMER - WARD 4,26,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 1,34,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 2,52,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 3,56,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 4,49,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 5,24,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 6,50,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 7,36,,
,CHIPPEWA - CITY OF CORNELL - WARD 1,9,,
,CHIPPEWA - CITY OF CORNELL - WARD 2,8,,
,CHIPPEWA - CITY OF CORNELL - WARD 3,10,,
,CHIPPEWA - CITY OF CORNELL - WARD 4,22,,
,CHIPPEWA - CITY OF EAU CLAIRE - WARD 16,37,,
,CHIPPEWA - CITY OF EAU CLAIRE - WARD 41,3,,
,CHIPPEWA - CITY OF STANLEY - WARD 1,12,,
,CHIPPEWA - CITY OF STANLEY - WARD 2,12,,
,CHIPPEWA - CITY OF STANLEY - WARD 3,8,,
,CHIPPEWA - CITY OF STANLEY - WARD 4,12,,
,CHIPPEWA - CITY OF STANLEY - WARD 7,2,,
,CHIPPEWA - TOWN OF ANSON - WARD 1,31,,
,CHIPPEWA - TOWN OF ANSON - WARD 2,36,,
,CHIPPEWA - TOWN OF ANSON - WARD 3,21,,
,CHIPPEWA - TOWN OF ARTHUR - WARD 1,35,,
,CHIPPEWA - TOWN OF AUBURN - WARD 1,37,,
,CHIPPEWA - TOWN OF BIRCH CREEK - WARD 1,14,,
,CHIPPEWA - TOWN OF BLOOMER - WARD 1,20,,
,CHIPPEWA - TOWN OF BLOOMER - WARD 2,26,,
,CHIPPEWA - TOWN OF CLEVELAND - WARD 1,55,,
,CHIPPEWA - TOWN OF COLBURN - WARD 1,30,,
,CHIPPEWA - TOWN OF COOKS VALLEY - WARD 1,40,,
,CHIPPEWA - TOWN OF DELMAR - WARD 1,30,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 1,21,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 2,24,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 3,36,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 4,24,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 5,6,,
,CHIPPEWA - TOWN OF EDSON - WARD 1,11,,
,CHIPPEWA - TOWN OF EDSON - WARD 2,32,,
,CHIPPEWA - TOWN OF ESTELLA - WARD 1,19,,
,CHIPPEWA - TOWN OF GOETZ - WARD 1,31,,
,CHIPPEWA - TOWN OF GOETZ - WARD 2,11,,
,CHIPPEWA - TOWN OF GOETZ - WARD 3,1,,
,CHIPPEWA - TOWN OF HALLIE - WARD 1,12,,
,CHIPPEWA - TOWN OF HOWARD - WARD 1,49,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 1,29,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 2,9,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 3,26,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 4,25,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 5,31,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 6,17,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 7,9,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 8,4,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 9,13,,
,CHIPPEWA - TOWN OF LAKE HOLCOMBE - WARD 1,28,,
,CHIPPEWA - TOWN OF LAKE HOLCOMBE - WARD 2,4,,
,CHIPPEWA - TOWN OF RUBY - WARD 1,22,,
,CHIPPEWA - TOWN OF SAMPSON - WARD 1,37,,
,CHIPPEWA - TOWN OF SIGEL - WARD 1,15,,
,CHIPPEWA - TOWN OF SIGEL - WARD 2,19,,
,CHIPPEWA - TOWN OF TILDEN - WARD 1,32,,
,CHIPPEWA - TOWN OF TILDEN - WARD 2,27,,
,CHIPPEWA - TOWN OF TILDEN - WARD 3,12,,
,CHIPPEWA - TOWN OF WHEATON - WARD 1,39,,
,CHIPPEWA - TOWN OF WHEATON - WARD 2,41,,
,CHIPPEWA - TOWN OF WHEATON - WARD 3,39,,
,CHIPPEWA - TOWN OF WOODMOHR - WARD 1,23,,
,CHIPPEWA - TOWN OF WOODMOHR - WARD 2,24,,
,CHIPPEWA - VILLAGE OF BOYD - WARD 1,15,,
,CHIPPEWA - VILLAGE OF CADOTT - WARD 1,24,,
,CHIPPEWA - VILLAGE OF CADOTT - WARD 2,20,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 1,17,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 2,17,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 3,15,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 4,21,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 5,15,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 6,9,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 7,23,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 8,16,,
,CHIPPEWA - VILLAGE OF NEW AUBURN - WARD 1,20,,
,CLARK - CITY OF ABBOTSFORD - WARD 2,13,,
,CLARK - CITY OF ABBOTSFORD - WARD 3,5,,
,CLARK - CITY OF ABBOTSFORD - WARD 4,23,,
,CLARK - CITY OF ABBOTSFORD - WARD 5,7,,
,CLARK - CITY OF COLBY - WARD 2,17,,
,CLARK - CITY OF COLBY - WARD 3,17,,
,CLARK - CITY OF COLBY - WARD 4,5,,
,CLARK - CITY OF GREENWOOD - WARD 1,1,,
,CLARK - CITY OF LOYAL - WARD 1,1,,
,CLARK - CITY OF NEILLSVILLE - WARD 1,15,,
,CLARK - CITY OF NEILLSVILLE - WARD 2,21,,
,CLARK - CITY OF NEILLSVILLE - WARD 3,18,,
,CLARK - CITY OF NEILLSVILLE - WARD 4,10,1,
,CLARK - CITY OF NEILLSVILLE - WARD 5,12,,
,CLARK - CITY OF OWEN - WARD 1,13,,
,CLARK - CITY OF OWEN - WARD 2,11,,
,CLARK - CITY OF OWEN - WARD 3,12,,
,CLARK - CITY OF THORP - WARD 2,1,,
,CLARK - TOWN OF BEAVER - WARD 1,13,,
,CLARK - TOWN OF BUTLER - WARD 1,4,,
,CLARK - TOWN OF COLBY - WARD 2,25,,
,CLARK - TOWN OF COLBY - WARD 3,4,,
,CLARK - TOWN OF DEWHURST - WARD 1,16,,
,CLARK - TOWN OF EATON - WARD 1,23,,
,CLARK - TOWN OF EATON - WARD 2,3,,
,CLARK - TOWN OF FOSTER - WARD 1,3,,
,CLARK - TOWN OF FREMONT - WARD 1,27,,
,CLARK - TOWN OF FREMONT - WARD 2,9,,
,CLARK - TOWN OF GRANT - WARD 1,15,,
,CLARK - TOWN OF GRANT - WARD 2,4,,
,CLARK - TOWN OF GREEN GROVE - WARD 1,20,,
,CLARK - TOWN OF GREEN GROVE - WARD 2,1,,
,CLARK - TOWN OF HENDREN - WARD 1,17,,
,CLARK - TOWN OF HEWETT - WARD 1,12,,
,CLARK - TOWN OF HEWETT - WARD 2,7,,
,CLARK - TOWN OF HIXON - WARD 1,26,,
,CLARK - TOWN OF HIXON - WARD 2,2,,
,CLARK - TOWN OF HOARD - WARD 1,14,,
,CLARK - TOWN OF HOARD - WARD 2,15,,
,CLARK - TOWN OF LEVIS - WARD 1,12,,
,CLARK - TOWN OF LEVIS - WARD 2,15,,
,CLARK - TOWN OF LONGWOOD - WARD 1,12,,
,CLARK - TOWN OF LONGWOOD - WARD 2,6,,
,CLARK - TOWN OF LYNN - WARD 1,12,,
,CLARK - TOWN OF LYNN - WARD 2,3,,
,CLARK - TOWN OF MAYVILLE - WARD 1,10,,
,CLARK - TOWN OF MAYVILLE - WARD 2,24,,
,CLARK - TOWN OF MEAD - WARD 1,14,,
,CLARK - TOWN OF MENTOR - WARD 1,20,,
,CLARK - TOWN OF PINE VALLEY - WARD 1,18,,
,CLARK - TOWN OF PINE VALLEY - WARD 2,28,,
,CLARK - TOWN OF RESEBURG - WARD 1,1,,
,CLARK - TOWN OF SEIF - WARD 1,1,,
,CLARK - TOWN OF SHERMAN - WARD 2,2,,
,CLARK - TOWN OF WARNER - WARD 1,3,,
,CLARK - TOWN OF WASHBURN - WARD 1,12,,
,CLARK - VILLAGE OF DORCHESTER - WARD 1,1,,
,COLUMBIA - CITY OF COLUMBUS - WARD 1,24,,
,COLUMBIA - CITY OF COLUMBUS - WARD 2,17,,
,COLUMBIA - CITY OF COLUMBUS - WARD 3,10,,
,COLUMBIA - CITY OF COLUMBUS - WARD 4,32,,
,COLUMBIA - CITY OF COLUMBUS - WARD 5,23,,
,COLUMBIA - CITY OF COLUMBUS - WARD 6,5,,
,COLUMBIA - CITY OF COLUMBUS - WARD 7,14,,
,COLUMBIA - CITY OF COLUMBUS - WARD 8,21,,
,COLUMBIA - CITY OF LODI - WARD 1,12,,
,COLUMBIA - CITY OF LODI - WARD 2,8,,
,COLUMBIA - CITY OF LODI - WARD 3,12,,
,COLUMBIA - CITY OF LODI - WARD 4,15,,
,COLUMBIA - CITY OF LODI - WARD 5,12,,
,COLUMBIA - CITY OF LODI - WARD 6,20,,
,COLUMBIA - CITY OF PORTAGE - WARD 1,11,,
,COLUMBIA - CITY OF PORTAGE - WARD 10,27,,
,COLUMBIA - CITY OF PORTAGE - WARD 2,10,,
,COLUMBIA - CITY OF PORTAGE - WARD 3,13,,
,COLUMBIA - CITY OF PORTAGE - WARD 4,17,,
,COLUMBIA - CITY OF PORTAGE - WARD 5,11,,
,COLUMBIA - CITY OF PORTAGE - WARD 6,4,,
,COLUMBIA - CITY OF PORTAGE - WARD 7,5,,
,COLUMBIA - CITY OF PORTAGE - WARD 8,12,,
,COLUMBIA - CITY OF PORTAGE - WARD 9,18,,
,COLUMBIA - CITY OF WISCONSIN DELLS - WARD 1,15,,
,COLUMBIA - CITY OF WISCONSIN DELLS - WARD 2,11,,
,COLUMBIA - CITY OF WISCONSIN DELLS - WARD 3,2,,
,COLUMBIA - CITY OF WISCONSIN DELLS - WARD 6,11,,
,COLUMBIA - TOWN OF ARLINGTON - WARD 1,37,,
,COLUMBIA - TOWN OF CALEDONIA - WARD 1,20,,
,COLUMBIA - TOWN OF CALEDONIA - WARD 2,36,,
,COLUMBIA - TOWN OF COLUMBUS - WARD 1,46,,
,COLUMBIA - TOWN OF COURTLAND - WARD 1,23,,
,COLUMBIA - TOWN OF DEKORRA - WARD 1,36,,
,COLUMBIA - TOWN OF DEKORRA - WARD 2,29,,
,COLUMBIA - TOWN OF DEKORRA - WARD 3,20,,
,COLUMBIA - TOWN OF FORT WINNEBAGO - WARD 1,27,,
,COLUMBIA - TOWN OF FOUNTAIN PRAIRIE - WARD 1,21,,
,COLUMBIA - TOWN OF FOUNTAIN PRAIRIE - WARD 2,32,,
,COLUMBIA - TOWN OF HAMPDEN - WARD 1,25,,
,COLUMBIA - TOWN OF LEEDS - WARD 1,25,,
,COLUMBIA - TOWN OF LEEDS - WARD 2,20,,
,COLUMBIA - TOWN OF LEWISTON - WARD 1,32,,
,COLUMBIA - TOWN OF LEWISTON - WARD 2,15,,
,COLUMBIA - TOWN OF LOWVILLE - WARD 1,5,,
,COLUMBIA - TOWN OF LOWVILLE - WARD 2,61,,
,COLUMBIA - TOWN OF MARCELLON - WARD 1,18,,
,COLUMBIA - TOWN OF MARCELLON - WARD 2,15,,
,COLUMBIA - TOWN OF NEWPORT - WARD 1,26,,
,COLUMBIA - TOWN OF OTSEGO - WARD 1,23,,
,COLUMBIA - TOWN OF PACIFIC - WARD 1,12,,
,COLUMBIA - TOWN OF PACIFIC - WARD 2,29,,
,COLUMBIA - TOWN OF PACIFIC - WARD 3,8,,
,COLUMBIA - TOWN OF PACIFIC - WARD 4,24,,
,COLUMBIA - TOWN OF RANDOLPH - WARD 1,31,,
,COLUMBIA - TOWN OF SCOTT - WARD 1,29,,
,COLUMBIA - TOWN OF SPRINGVALE - WARD 1,15,,
,COLUMBIA - TOWN OF SPRINGVALE - WARD 2,9,,
,COLUMBIA - TOWN OF WEST POINT - WARD 1,24,,
,COLUMBIA - TOWN OF WEST POINT - WARD 2,21,,
,COLUMBIA - TOWN OF WEST POINT - WARD 3,22,,
,COLUMBIA - TOWN OF WYOCENA - WARD 1,38,,
,COLUMBIA - TOWN OF WYOCENA - WARD 2,38,,
,COLUMBIA - VILLAGE OF ARLINGTON - WARD 1,32,,
,COLUMBIA - VILLAGE OF CAMBRIA - WARD 1,20,,
,COLUMBIA - VILLAGE OF DOYLESTOWN - WARD 1,18,,
,COLUMBIA - VILLAGE OF FALL RIVER - WARD 1,31,,
,COLUMBIA - VILLAGE OF FALL RIVER - WARD 2,35,,
,COLUMBIA - VILLAGE OF FRIESLAND - WARD 1,13,,
,COLUMBIA - VILLAGE OF PARDEEVILLE - WARD 1,22,,
,COLUMBIA - VILLAGE OF PARDEEVILLE - WARD 2,33,,
,COLUMBIA - VILLAGE OF PARDEEVILLE - WARD 3,31,,
,COLUMBIA - VILLAGE OF POYNETTE - WARD 1,19,,
,COLUMBIA - VILLAGE OF POYNETTE - WARD 2,11,,
,COLUMBIA - VILLAGE OF POYNETTE - WARD 3,14,,
,COLUMBIA - VILLAGE OF POYNETTE - WARD 4,15,,
,COLUMBIA - VILLAGE OF RANDOLPH - WARD 3,18,,
,COLUMBIA - VILLAGE OF RIO - WARD 1,11,,
,COLUMBIA - VILLAGE OF RIO - WARD 2,30,,
,COLUMBIA - VILLAGE OF WYOCENA - WARD 1,18,,
,CRAWFORD - CITY OF PRAIRIE DU CHIEN - WARD 1,17,,
,CRAWFORD - CITY OF PRAIRIE DU CHIEN - WARD 2,22,,
,CRAWFORD - CITY OF PRAIRIE DU CHIEN - WARD 3,25,,
,CRAWFORD - CITY OF PRAIRIE DU CHIEN - WARD 4,17,,
,CRAWFORD - CITY OF PRAIRIE DU CHIEN - WARD 5,14,,
,CRAWFORD - CITY OF PRAIRIE DU CHIEN - WARD 6,16,1,
,CRAWFORD - TOWN OF BRIDGEPORT - WARD 1,38,,
,CRAWFORD - TOWN OF CLAYTON - WARD 1,14,,
,CRAWFORD - TOWN OF CLAYTON - WARD 2,14,,
,CRAWFORD - TOWN OF CLAYTON - WARD 3,1,,
,CRAWFORD - TOWN OF EASTMAN - WARD 1,13,,
,CRAWFORD - TOWN OF EASTMAN - WARD 2,16,,
,CRAWFORD - TOWN OF FREEMAN - WARD 1,34,,
,CRAWFORD - TOWN OF HANEY - WARD 1,10,,
,CRAWFORD - TOWN OF MARIETTA - WARD 1,23,,
,CRAWFORD - TOWN OF PRAIRIE DU CHIEN - WARD 1,18,,
,CRAWFORD - TOWN OF PRAIRIE DU CHIEN - WARD 2,6,,
,CRAWFORD - TOWN OF SCOTT - WARD 1,14,,
,CRAWFORD - TOWN OF SENECA - WARD 1,26,,
,CRAWFORD - TOWN OF UTICA - WARD 1,20,,
,CRAWFORD - TOWN OF WAUZEKA - WARD 1,13,,
,CRAWFORD - TOWN OF WAUZEKA - WARD 2,9,,
,CRAWFORD - VILLAGE OF BELL CENTER - WARD 1,2,,
,CRAWFORD - VILLAGE OF DE SOTO - WARD 2,5,,
,CRAWFORD - VILLAGE OF EASTMAN - WARD 1,7,,
,CRAWFORD - VILLAGE OF FERRYVILLE - WARD 1,9,,
,CRAWFORD - VILLAGE OF GAYS MILLS - WARD 1,16,,
,CRAWFORD - VILLAGE OF LYNXVILLE - WARD 1,8,,
,CRAWFORD - VILLAGE OF MOUNT STERLING - WARD 1,5,,
,CRAWFORD - VILLAGE OF SOLDIERS GROVE - WARD 1,9,,
,CRAWFORD - VILLAGE OF STEUBEN - WARD 1,11,,
,CRAWFORD - VILLAGE OF WAUZEKA - WARD 1,39,,
,DANE - CITY OF EDGERTON - WARD 7,4,,
,DANE - CITY OF FITCHBURG - WARD 1,17,,
,DANE - CITY OF FITCHBURG - WARD 10,10,,
,DANE - CITY OF FITCHBURG - WARD 11,10,,
,DANE - CITY OF FITCHBURG - WARD 12,7,,
,DANE - CITY OF FITCHBURG - WARD 13,30,,
,DANE - CITY OF FITCHBURG - WARD 14,18,,
,DANE - CITY OF FITCHBURG - WARD 15,15,,
,DANE - CITY OF FITCHBURG - WARD 16,25,,
,DANE - CITY OF FITCHBURG - WARD 17,21,,
,DANE - CITY OF FITCHBURG - WARD 18,39,,
,DANE - CITY OF FITCHBURG - WARD 19,30,,
,DANE - CITY OF FITCHBURG - WARD 2,16,,
,DANE - CITY OF FITCHBURG - WARD 3,26,,
,DANE - CITY OF FITCHBURG - WARD 4,22,,
,DANE - CITY OF FITCHBURG - WARD 5,18,,
,DANE - CITY OF FITCHBURG - WARD 6,10,,
,DANE - CITY OF FITCHBURG - WARD 7,34,,
,DANE - CITY OF FITCHBURG - WARD 8,19,,
,DANE - CITY OF FITCHBURG - WARD 9,13,,
,DANE - CITY OF MADISON - WARD 1,67,,
,DANE - CITY OF MADISON - WARD 10,51,,
,DANE - CITY OF MADISON - WARD 100,45,,
,DANE - CITY OF MADISON - WARD 101,19,,
,DANE - CITY OF MADISON - WARD 102,25,,
,DANE - CITY OF MADISON - WARD 103,20,,
,DANE - CITY OF MADISON - WARD 104,31,,
,DANE - CITY OF MADISON - WARD 105,38,,
,DANE - CITY OF MADISON - WARD 106,78,,
,DANE - CITY OF MADISON - WARD 107,23,,
,DANE - CITY OF MADISON - WARD 108,59,1,
,DANE - CITY OF MADISON - WARD 109,55,,
,DANE - CITY OF MADISON - WARD 11,37,,
,DANE - CITY OF MADISON - WARD 110,23,,
,DANE - CITY OF MADISON - WARD 111,81,,
,DANE - CITY OF MADISON - WARD 12,106,,
,DANE - CITY OF MADISON - WARD 122,3,,
,DANE - CITY OF MADISON - WARD 124,4,,
,DANE - CITY OF MADISON - WARD 126,1,,
,DANE - CITY OF MADISON - WARD 127,3,,
,DANE - CITY OF MADISON - WARD 129,1,,
,DANE - CITY OF MADISON - WARD 13,35,,
,DANE - CITY OF MADISON - WARD 136,1,,
,DANE - CITY OF MADISON - WARD 14,26,,
,DANE - CITY OF MADISON - WARD 15,63,,
,DANE - CITY OF MADISON - WARD 16,82,1,
,DANE - CITY OF MADISON - WARD 18,28,,
,DANE - CITY OF MADISON - WARD 19,35,,
,DANE - CITY OF MADISON - WARD 2,73,,
,DANE - CITY OF MADISON - WARD 20,5,,
,DANE - CITY OF MADISON - WARD 21,28,,
,DANE - CITY OF MADISON - WARD 22,42,,
,DANE - CITY OF MADISON - WARD 23,32,,
,DANE - CITY OF MADISON - WARD 24,4,,
,DANE - CITY OF MADISON - WARD 25,80,,
,DANE - CITY OF MADISON - WARD 26,42,,
,DANE - CITY OF MADISON - WARD 27,1,,
,DANE - CITY OF MADISON - WARD 28,41,,
,DANE - CITY OF MADISON - WARD 29,76,,
,DANE - CITY OF MADISON - WARD 3,32,,
,DANE - CITY OF MADISON - WARD 30,3,,
,DANE - CITY OF MADISON - WARD 31,44,,
,DANE - CITY OF MADISON - WARD 32,28,,
,DANE - CITY OF MADISON - WARD 33,35,,
,DANE - CITY OF MADISON - WARD 34,36,,
,DANE - CITY OF MADISON - WARD 35,48,,
,DANE - CITY OF MADISON - WARD 36,51,,
,DANE - CITY OF MADISON - WARD 37,68,,
,DANE - CITY OF MADISON - WARD 38,72,,
,DANE - CITY OF MADISON - WARD 39,78,,
,DANE - CITY OF MADISON - WARD 4,20,,
,DANE - CITY OF MADISON - WARD 40,81,,
,DANE - CITY OF MADISON - WARD 41,82,,
,DANE - CITY OF MADISON - WARD 42,58,,
,DANE - CITY OF MADISON - WARD 43,9,,
,DANE - CITY OF MADISON - WARD 44,22,,
,DANE - CITY OF MADISON - WARD 45,52,,
,DANE - CITY OF MADISON - WARD 46,21,,
,DANE - CITY OF MADISON - WARD 47,7,,
,DANE - CITY OF MADISON - WARD 48,2,,
,DANE - CITY OF MADISON - WARD 49,3,,
,DANE - CITY OF MADISON - WARD 5,30,,
,DANE - CITY OF MADISON - WARD 50,7,,
,DANE - CITY OF MADISON - WARD 51,29,,
,DANE - CITY OF MADISON - WARD 52,10,,
,DANE - CITY OF MADISON - WARD 53,28,,
,DANE - CITY OF MADISON - WARD 55,5,,
,DANE - CITY OF MADISON - WARD 56,1,,
,DANE - CITY OF MADISON - WARD 57,4,,
,DANE - CITY OF MADISON - WARD 58,1,,
,DANE - CITY OF MADISON - WARD 59,1,,
,DANE - CITY OF MADISON - WARD 6,52,,
,DANE - CITY OF MADISON - WARD 60,6,,
,DANE - CITY OF MADISON - WARD 61,17,,
,DANE - CITY OF MADISON - WARD 62,37,,
,DANE - CITY OF MADISON - WARD 63,37,,
,DANE - CITY OF MADISON - WARD 64,26,,
,DANE - CITY OF MADISON - WARD 65,66,,
,DANE - CITY OF MADISON - WARD 66,37,,
,DANE - CITY OF MADISON - WARD 67,19,,
,DANE - CITY OF MADISON - WARD 68,33,,
,DANE - CITY OF MADISON - WARD 69,53,,
,DANE - CITY OF MADISON - WARD 7,25,,
,DANE - CITY OF MADISON - WARD 70,37,,
,DANE - CITY OF MADISON - WARD 71,72,,
,DANE - CITY OF MADISON - WARD 72,16,,
,DANE - CITY OF MADISON - WARD 73,25,,
,DANE - CITY OF MADISON - WARD 75,39,,
,DANE - CITY OF MADISON - WARD 76,26,,
,DANE - CITY OF MADISON - WARD 77,52,,
,DANE - CITY OF MADISON - WARD 78,89,,
,DANE - CITY OF MADISON - WARD 79,74,,
,DANE - CITY OF MADISON - WARD 8,80,1,
,DANE - CITY OF MADISON - WARD 80,4,,
,DANE - CITY OF MADISON - WARD 81,59,,
,DANE - CITY OF MADISON - WARD 82,41,,
,DANE - CITY OF MADISON - WARD 83,63,,
,DANE - CITY OF MADISON - WARD 84,45,,
,DANE - CITY OF MADISON - WARD 85,60,,
,DANE - CITY OF MADISON - WARD 86,54,,
,DANE - CITY OF MADISON - WARD 87,44,,
,DANE - CITY OF MADISON - WARD 88,51,,
,DANE - CITY OF MADISON - WARD 89,28,,
,DANE - CITY OF MADISON - WARD 9,81,,
,DANE - CITY OF MADISON - WARD 90,8,,
,DANE - CITY OF MADISON - WARD 91,42,,
,DANE - CITY OF MADISON - WARD 92,33,,
,DANE - CITY OF MADISON - WARD 93,5,,
,DANE - CITY OF MADISON - WARD 94,29,,
,DANE - CITY OF MADISON - WARD 95,50,,
,DANE - CITY OF MADISON - WARD 96,2,,
,DANE - CITY OF MADISON - WARD 97,56,,
,DANE - CITY OF MADISON - WARD 98,3,,
,DANE - CITY OF MIDDLETON - WARD 1,19,,
,DANE - CITY OF MIDDLETON - WARD 10,24,,
,DANE - CITY OF MIDDLETON - WARD 11,26,,
,DANE - CITY OF MIDDLETON - WARD 12,43,,
,DANE - CITY OF MIDDLETON - WARD 13,9,,
,DANE - CITY OF MIDDLETON - WARD 14,27,,
,DANE - CITY OF MIDDLETON - WARD 15,14,,
,DANE - CITY OF MIDDLETON - WARD 16,15,,
,DANE - CITY OF MIDDLETON - WARD 17,21,,
,DANE - CITY OF MIDDLETON - WARD 18,8,,
,DANE - CITY OF MIDDLETON - WARD 2,18,,
,DANE - CITY OF MIDDLETON - WARD 3,21,,
,DANE - CITY OF MIDDLETON - WARD 4,11,,
,DANE - CITY OF MIDDLETON - WARD 5,18,,
,DANE - CITY OF MIDDLETON - WARD 6,17,,
,DANE - CITY OF MIDDLETON - WARD 7,11,,
,DANE - CITY OF MIDDLETON - WARD 8,29,,
,DANE - CITY OF MIDDLETON - WARD 9,20,,
,DANE - CITY OF MONONA - WARD 1,13,,
,DANE - CITY OF MONONA - WARD 10,15,,
,DANE - CITY OF MONONA - WARD 2,25,,
,DANE - CITY OF MONONA - WARD 3,15,,
,DANE - CITY OF MONONA - WARD 4,25,,
,DANE - CITY OF MONONA - WARD 5,38,,
,DANE - CITY OF MONONA - WARD 6,16,,
,DANE - CITY OF MONONA - WARD 7,9,,
,DANE - CITY OF MONONA - WARD 8,11,,
,DANE - CITY OF MONONA - WARD 9,39,,
,DANE - CITY OF STOUGHTON - WARD 1,26,,
,DANE - CITY OF STOUGHTON - WARD 2,35,,
,DANE - CITY OF STOUGHTON - WARD 3,32,,
,DANE - CITY OF STOUGHTON - WARD 4,33,1,
,DANE - CITY OF STOUGHTON - WARD 5,24,,
,DANE - CITY OF STOUGHTON - WARD 6,46,,
,DANE - CITY OF STOUGHTON - WARD 7,25,,
,DANE - CITY OF STOUGHTON - WARD 8,36,,
,DANE - CITY OF SUN PRAIRIE - WARD 1,20,,
,DANE - CITY OF SUN PRAIRIE - WARD 10,28,,
,DANE - CITY OF SUN PRAIRIE - WARD 11,21,,
,DANE - CITY OF SUN PRAIRIE - WARD 12,37,,
,DANE - CITY OF SUN PRAIRIE - WARD 13,50,,
