,,Voter Status,,
,,Active,Dropped,
,,Count,Count,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 23,24,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 24,26,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 3,30,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 4,32,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 5,11,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 6,23,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 7,34,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 8,8,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 9,26,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 1,38,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 10,40,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 11,45,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 12,50,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 13,69,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 14,39,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 15,40,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 16,13,1,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 17,42,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 18,19,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 19,20,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 2,27,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 20,10,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 21,42,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 22,49,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 23,13,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 24,26,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 25,40,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 3,10,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 4,38,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 5,9,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 6,31,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 7,29,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 8,25,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 9,38,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 1,9,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 1S,3,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 2,8,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 3,12,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 4,9,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 5,8,,
,MILWAUKEE - VILLAGE OF BROWN DEER - WARD 1,28,,
,MILWAUKEE - VILLAGE OF BROWN DEER - WARD 2,75,,
,MILWAUKEE - VILLAGE OF BROWN DEER - WARD 3,45,1,
,MILWAUKEE - VILLAGE OF BROWN DEER - WARD 4,64,,
,MILWAUKEE - VILLAGE OF BROWN DEER - WARD 5,51,,
,MILWAUKEE - VILLAGE OF BROWN DEER - WARD 6,57,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 1,10,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 2,16,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 3,33,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 4,31,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 5,35,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 6,13,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 7,13,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 8,17,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 9,16,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 1,27,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 10,19,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 2,53,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 3,38,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 4,36,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 5,28,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 6,32,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 7,33,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 8,27,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 9,42,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 1,19,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 2,13,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 3,13,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 4,19,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 5,22,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 6,18,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 7,7,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 8,12,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 9,16,,
,MILWAUKEE - VILLAGE OF RIVER HILLS - WARD 1,7,,
,MILWAUKEE - VILLAGE OF RIVER HILLS - WARD 2,24,,
,MILWAUKEE - VILLAGE OF RIVER HILLS - WARD 3,26,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 1,5,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 10,10,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 11,14,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 12,16,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 2,21,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 3,30,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 4,27,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 5,20,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 6,19,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 7,18,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 8,13,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 9,24,,
,MILWAUKEE - VILLAGE OF WEST MILWAUKEE - WARD 1,18,,
,MILWAUKEE - VILLAGE OF WEST MILWAUKEE - WARD 2,6,,
,MILWAUKEE - VILLAGE OF WEST MILWAUKEE - WARD 3,14,,
,MILWAUKEE - VILLAGE OF WEST MILWAUKEE - WARD 4,7,,
,MILWAUKEE - VILLAGE OF WEST MILWAUKEE - WARD 5,6,,
,MILWAUKEE - VILLAGE OF WEST MILWAUKEE - WARD 6,12,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 1,11,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 12,5,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 2,11,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 3,5,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 4,15,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 5,14,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 6,16,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 7,8,,
,MONROE - CITY OF SPARTA - WARD 1,10,,
,MONROE - CITY OF SPARTA - WARD 10,5,,
,MONROE - CITY OF SPARTA - WARD 11,14,,
,MONROE - CITY OF SPARTA - WARD 12,3,,
,MONROE - CITY OF SPARTA - WARD 13,9,,
,MONROE - CITY OF SPARTA - WARD 14,9,,
,MONROE - CITY OF SPARTA - WARD 15,11,,
,MONROE - CITY OF SPARTA - WARD 16,8,,
,MONROE - CITY OF SPARTA - WARD 2,10,,
,MONROE - CITY OF SPARTA - WARD 3,5,,
,MONROE - CITY OF SPARTA - WARD 4,5,,
,MONROE - CITY OF SPARTA - WARD 5,7,,
,MONROE - CITY OF SPARTA - WARD 6,11,,
,MONROE - CITY OF SPARTA - WARD 7,13,,
,MONROE - CITY OF SPARTA - WARD 8,13,,
,MONROE - CITY OF SPARTA - WARD 9,6,,
,MONROE - CITY OF TOMAH - WARD 1,8,,
,MONROE - CITY OF TOMAH - WARD 10,19,,
,MONROE - CITY OF TOMAH - WARD 11,11,,
,MONROE - CITY OF TOMAH - WARD 12,14,,
,MONROE - CITY OF TOMAH - WARD 13,12,,
,MONROE - CITY OF TOMAH - WARD 14,13,,
,MONROE - CITY OF TOMAH - WARD 15,16,,
,MONROE - CITY OF TOMAH - WARD 16,7,,
,MONROE - CITY OF TOMAH - WARD 2,6,,
,MONROE - CITY OF TOMAH - WARD 3,8,,
,MONROE - CITY OF TOMAH - WARD 4,6,,
,MONROE - CITY OF TOMAH - WARD 5A,11,,
,MONROE - CITY OF TOMAH - WARD 6,7,,
,MONROE - CITY OF TOMAH - WARD 7,15,,
,MONROE - CITY OF TOMAH - WARD 8,5,,
,MONROE - CITY OF TOMAH - WARD 9,23,,
,MONROE - TOWN OF ADRIAN - WARD 1,46,,
,MONROE - TOWN OF ANGELO - WARD 1,19,,
,MONROE - TOWN OF ANGELO - WARD 2,5,,
,MONROE - TOWN OF ANGELO - WARD 3,9,,
,MONROE - TOWN OF BYRON - WARD 1,47,,
,MONROE - TOWN OF CLIFTON - WARD 1,13,,
,MONROE - TOWN OF GLENDALE - WARD 1,26,,
,MONROE - TOWN OF GRANT - WARD 1,30,1,
,MONROE - TOWN OF GREENFIELD - WARD 1,21,,
,MONROE - TOWN OF GREENFIELD - WARD 2,22,,
,MONROE - TOWN OF JEFFERSON - WARD 1,21,,
,MONROE - TOWN OF LA GRANGE - WARD 1A,37,,
,MONROE - TOWN OF LA GRANGE - WARD 1B,2,,
,MONROE - TOWN OF LA GRANGE - WARD 2A,31,,
,MONROE - TOWN OF LA GRANGE - WARD 2B,1,,
,MONROE - TOWN OF LA GRANGE - WARD 3A,15,,
,MONROE - TOWN OF LAFAYETTE - WARD 1,17,,
,MONROE - TOWN OF LEON - WARD 1,43,,
,MONROE - TOWN OF LEON - WARD 2,12,,
,MONROE - TOWN OF LINCOLN - WARD 1,48,,
,MONROE - TOWN OF LITTLE FALLS - WARD 1,44,,
,MONROE - TOWN OF LITTLE FALLS - WARD 2,24,,
,MONROE - TOWN OF NEW LYME - WARD 1,15,,
,MONROE - TOWN OF OAKDALE - WARD 1,31,,
,MONROE - TOWN OF PORTLAND - WARD 1,33,,
,MONROE - TOWN OF RIDGEVILLE - WARD 1,16,,
,MONROE - TOWN OF SCOTT - WARD 1,6,,
,MONROE - TOWN OF SHELDON - WARD 1,25,,
,MONROE - TOWN OF SPARTA - WARD 1,13,,
,MONROE - TOWN OF SPARTA - WARD 2,25,,
,MONROE - TOWN OF SPARTA - WARD 3,2,,
,MONROE - TOWN OF SPARTA - WARD 4,2,,
,MONROE - TOWN OF SPARTA - WARD 5,21,,
,MONROE - TOWN OF SPARTA - WARD 6,30,,
,MONROE - TOWN OF TOMAH - WARD 1,24,,
,MONROE - TOWN OF TOMAH - WARD 2,35,,
,MONROE - TOWN OF WELLINGTON - WARD 1,5,,
,MONROE - TOWN OF WELLINGTON - WARD 2,14,,
,MONROE - TOWN OF WELLS - WARD 1,19,,
,MONROE - TOWN OF WILTON - WARD 1,9,,
,MONROE - TOWN OF WILTON - WARD 2,5,,
,MONROE - TOWN OF WILTON - WARD 3,5,,
,MONROE - VILLAGE OF CASHTON - WARD 1,16,,
,MONROE - VILLAGE OF CASHTON - WARD 2,17,,
,MONROE - VILLAGE OF KENDALL - WARD 1,17,,
,MONROE - VILLAGE OF MELVINA - WARD 1,7,,
,MONROE - VILLAGE OF NORWALK - WARD 1,24,,
,MONROE - VILLAGE OF OAKDALE - WARD 1,14,,
,MONROE - VILLAGE OF WARRENS - WARD 1,16,,
,MONROE - VILLAGE OF WILTON - WARD 1,14,,
,MONROE - VILLAGE OF WYEVILLE - WARD 1,4,,
,OCONTO - CITY OF GILLETT - WARD 1,12,,
,OCONTO - CITY OF GILLETT - WARD 2,8,,
,OCONTO - CITY OF GILLETT - WARD 3,21,,
,OCONTO - CITY OF OCONTO - WARD 1,21,,
,OCONTO - CITY OF OCONTO - WARD 2,19,,
,OCONTO - CITY OF OCONTO - WARD 3,3,,
,OCONTO - CITY OF OCONTO - WARD 4,15,,
,OCONTO - CITY OF OCONTO - WARD 5,6,,
,OCONTO - CITY OF OCONTO - WARD 6,4,,
,OCONTO - CITY OF OCONTO - WARD 7,25,,
,OCONTO - CITY OF OCONTO FALLS - WARD 1,9,,
,OCONTO - CITY OF OCONTO FALLS - WARD 2,14,,
,OCONTO - CITY OF OCONTO FALLS - WARD 3,18,,
,OCONTO - CITY OF OCONTO FALLS - WARD 4,7,,
,OCONTO - CITY OF OCONTO FALLS - WARD 5,14,,
,OCONTO - TOWN OF ABRAMS - WARD 1,33,,
,OCONTO - TOWN OF ABRAMS - WARD 2,32,,
,OCONTO - TOWN OF BAGLEY - WARD 1,8,,
,OCONTO - TOWN OF BRAZEAU - WARD 1,11,,
,OCONTO - TOWN OF BRAZEAU - WARD 2,16,,
,OCONTO - TOWN OF BRAZEAU - WARD 3,9,,
,OCONTO - TOWN OF BREED - WARD 1,23,,
,OCONTO - TOWN OF CHASE - WARD 1,20,,
,OCONTO - TOWN OF CHASE - WARD 2,8,,
,OCONTO - TOWN OF CHASE - WARD 3,6,,
,OCONTO - TOWN OF CHASE - WARD 4,31,,
,OCONTO - TOWN OF CHASE - WARD 5,12,,
,OCONTO - TOWN OF DOTY - WARD 1,6,,
,OCONTO - TOWN OF GILLETT - WARD 1,15,,
,OCONTO - TOWN OF GILLETT - WARD 2,37,,
,OCONTO - TOWN OF HOW - WARD 1,10,,
,OCONTO - TOWN OF HOW - WARD 2,11,,
,OCONTO - TOWN OF LAKEWOOD - WARD 1,19,,
,OCONTO - TOWN OF LENA - WARD 1,27,,
,OCONTO - TOWN OF LITTLE RIVER - WARD 1,10,,
,OCONTO - TOWN OF LITTLE RIVER - WARD 2,24,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 1,18,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 2,6,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 3,10,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 4,19,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 5,23,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 6,12,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 7,14,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 8,24,,
,OCONTO - TOWN OF MAPLE VALLEY - WARD 1,38,,
,OCONTO - TOWN OF MOUNTAIN - WARD 1,22,,
,OCONTO - TOWN OF OCONTO - WARD 1,19,,
,OCONTO - TOWN OF OCONTO - WARD 2,19,,
,OCONTO - TOWN OF OCONTO - WARD 3,11,,
,OCONTO - TOWN OF OCONTO FALLS - WARD 1,26,,
,OCONTO - TOWN OF OCONTO FALLS - WARD 2,6,,
,OCONTO - TOWN OF PENSAUKEE - WARD 1,21,,
,OCONTO - TOWN OF PENSAUKEE - WARD 2,20,,
,OCONTO - TOWN OF RIVERVIEW - WARD 1,12,,
,OCONTO - TOWN OF RIVERVIEW - WARD 2,11,,
,OCONTO - TOWN OF SPRUCE - WARD 1,10,,
,OCONTO - TOWN OF SPRUCE - WARD 2,13,,
,OCONTO - TOWN OF STILES - WARD 1,25,,
,OCONTO - TOWN OF STILES - WARD 2,26,,
,OCONTO - TOWN OF TOWNSEND - WARD 1,30,,
,OCONTO - TOWN OF UNDERHILL - WARD 1,39,,
,OCONTO - VILLAGE OF LENA - WARD 1,14,,
,OCONTO - VILLAGE OF SURING - WARD 1,16,,
,ONEIDA - CITY OF RHINELANDER - WARD 1,6,,
,ONEIDA - CITY OF RHINELANDER - WARD 10,20,,
,ONEIDA - CITY OF RHINELANDER - WARD 11,20,,
,ONEIDA - CITY OF RHINELANDER - WARD 12,2,,
,ONEIDA - CITY OF RHINELANDER - WARD 13,24,,
,ONEIDA - CITY OF RHINELANDER - WARD 14,4,,
,ONEIDA - CITY OF RHINELANDER - WARD 2,8,,
,ONEIDA - CITY OF RHINELANDER - WARD 3,10,,
,ONEIDA - CITY OF RHINELANDER - WARD 4,3,,
,ONEIDA - CITY OF RHINELANDER - WARD 5,6,,
,ONEIDA - CITY OF RHINELANDER - WARD 6,13,,
,ONEIDA - CITY OF RHINELANDER - WARD 7,2,,
,ONEIDA - CITY OF RHINELANDER - WARD 8,4,,
,ONEIDA - CITY OF RHINELANDER - WARD 9,21,,
,ONEIDA - TOWN OF CASSIAN - WARD 1,21,,
,ONEIDA - TOWN OF CASSIAN - WARD 2,23,,
,ONEIDA - TOWN OF CRESCENT - WARD 1,40,,
,ONEIDA - TOWN OF CRESCENT - WARD 2,10,,
,ONEIDA - TOWN OF CRESCENT - WARD 3,40,,
,ONEIDA - TOWN OF ENTERPRISE - WARD 1,19,,
,ONEIDA - TOWN OF HAZELHURST - WARD 1,38,,
,ONEIDA - TOWN OF HAZELHURST - WARD 2,22,,
,ONEIDA - TOWN OF LAKE TOMAHAWK - WARD 1,29,,
,ONEIDA - TOWN OF LAKE TOMAHAWK - WARD 2,13,,
,ONEIDA - TOWN OF LITTLE RICE - WARD 1,23,,
,ONEIDA - TOWN OF LYNNE - WARD 1,5,,
,ONEIDA - TOWN OF MINOCQUA - WARD 1,15,,
,ONEIDA - TOWN OF MINOCQUA - WARD 2,17,,
,ONEIDA - TOWN OF MINOCQUA - WARD 3,25,,
,ONEIDA - TOWN OF MINOCQUA - WARD 4,12,,
,ONEIDA - TOWN OF MINOCQUA - WARD 5,20,,
,ONEIDA - TOWN OF MINOCQUA - WARD 6,20,,
,ONEIDA - TOWN OF MINOCQUA - WARD 7,21,,
,ONEIDA - TOWN OF MONICO - WARD 1,15,,
,ONEIDA - TOWN OF NEWBOLD - WARD 1,8,,
,ONEIDA - TOWN OF NEWBOLD - WARD 2,23,,
,ONEIDA - TOWN OF NEWBOLD - WARD 3,31,,
,ONEIDA - TOWN OF NEWBOLD - WARD 4,33,,
,ONEIDA - TOWN OF NOKOMIS - WARD 1,32,,
,ONEIDA - TOWN OF NOKOMIS - WARD 2,34,,
,ONEIDA - TOWN OF PELICAN - WARD 1,25,,
,ONEIDA - TOWN OF PELICAN - WARD 2,21,,
,ONEIDA - TOWN OF PELICAN - WARD 3,8,,
,ONEIDA - TOWN OF PELICAN - WARD 4,2,,
,ONEIDA - TOWN OF PIEHL - WARD 1,8,,
,ONEIDA - TOWN OF PINE LAKE - WARD 1,22,,
,ONEIDA - TOWN OF PINE LAKE - WARD 2,18,,
,ONEIDA - TOWN OF PINE LAKE - WARD 3,11,,
,ONEIDA - TOWN OF PINE LAKE - WARD 4,27,,
,ONEIDA - TOWN OF SCHOEPKE - WARD 1,19,,
,ONEIDA - TOWN OF STELLA - WARD 1,27,,
,ONEIDA - TOWN OF STELLA - WARD 2,11,,
,ONEIDA - TOWN OF SUGAR CAMP - WARD 1,40,,
,ONEIDA - TOWN OF SUGAR CAMP - WARD 2,43,,
,ONEIDA - TOWN OF THREE LAKES - WARD 1,13,,
,ONEIDA - TOWN OF THREE LAKES - WARD 2,14,,
,ONEIDA - TOWN OF THREE LAKES - WARD 3,17,,
,ONEIDA - TOWN OF THREE LAKES - WARD 4,4,,
,ONEIDA - TOWN OF WOODBORO - WARD 1,42,,
,ONEIDA - TOWN OF WOODRUFF - WARD 1,10,,
,ONEIDA - TOWN OF WOODRUFF - WARD 2,41,,
,ONEIDA - TOWN OF WOODRUFF - WARD 3,13,,
,OUTAGAMIE - CITY OF APPLETON - WARD 1,31,,
,OUTAGAMIE - CITY OF APPLETON - WARD 10,16,,
,OUTAGAMIE - CITY OF APPLETON - WARD 11,26,,
,OUTAGAMIE - CITY OF APPLETON - WARD 15,23,,
,OUTAGAMIE - CITY OF APPLETON - WARD 16,28,,
,OUTAGAMIE - CITY OF APPLETON - WARD 17,49,,
,OUTAGAMIE - CITY OF APPLETON - WARD 18,31,,
,OUTAGAMIE - CITY OF APPLETON - WARD 19,95,,
,OUTAGAMIE - CITY OF APPLETON - WARD 2,65,1,
,OUTAGAMIE - CITY OF APPLETON - WARD 20,74,,
,OUTAGAMIE - CITY OF APPLETON - WARD 21,7,,
,OUTAGAMIE - CITY OF APPLETON - WARD 22,7,,
,OUTAGAMIE - CITY OF APPLETON - WARD 24,20,,
,OUTAGAMIE - CITY OF APPLETON - WARD 25,39,,
,OUTAGAMIE - CITY OF APPLETON - WARD 27,66,,
,OUTAGAMIE - CITY OF APPLETON - WARD 28,75,,
,OUTAGAMIE - CITY OF APPLETON - WARD 29,53,,
,OUTAGAMIE - CITY OF APPLETON - WARD 3,95,,
,OUTAGAMIE - CITY OF APPLETON - WARD 30,52,,
,OUTAGAMIE - CITY OF APPLETON - WARD 33,48,,
,OUTAGAMIE - CITY OF APPLETON - WARD 34,24,,
,OUTAGAMIE - CITY OF APPLETON - WARD 35,40,,
,OUTAGAMIE - CITY OF APPLETON - WARD 36,55,,
,OUTAGAMIE - CITY OF APPLETON - WARD 37,26,,
,OUTAGAMIE - CITY OF APPLETON - WARD 38,88,,
,OUTAGAMIE - CITY OF APPLETON - WARD 39,40,,
,OUTAGAMIE - CITY OF APPLETON - WARD 4,37,,
,OUTAGAMIE - CITY OF APPLETON - WARD 40,4,,
,OUTAGAMIE - CITY OF APPLETON - WARD 41,14,,
,OUTAGAMIE - CITY OF APPLETON - WARD 42,54,,
,OUTAGAMIE - CITY OF APPLETON - WARD 43,37,,
,OUTAGAMIE - CITY OF APPLETON - WARD 48,9,,
,OUTAGAMIE - CITY OF APPLETON - WARD 49,6,,
,OUTAGAMIE - CITY OF APPLETON - WARD 5,1,,
,OUTAGAMIE - CITY OF APPLETON - WARD 50,11,,
,OUTAGAMIE - CITY OF APPLETON - WARD 51,57,,
,OUTAGAMIE - CITY OF APPLETON - WARD 52,9,,
,OUTAGAMIE - CITY OF APPLETON - WARD 54,36,,
,OUTAGAMIE - CITY OF APPLETON - WARD 55,23,,
,OUTAGAMIE - CITY OF APPLETON - WARD 6,19,,
,OUTAGAMIE - CITY OF APPLETON - WARD 7,36,,
,OUTAGAMIE - CITY OF APPLETON - WARD 8,18,,
,OUTAGAMIE - CITY OF APPLETON - WARD 9,35,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 1,33,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 10,22,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 2,19,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 3,15,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 4,35,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 5,32,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 6,22,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 7,48,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 8,13,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 9,17,,
,OUTAGAMIE - CITY OF NEW LONDON - WARD 1,27,,
,OUTAGAMIE - CITY OF NEW LONDON - WARD 2,21,,
,OUTAGAMIE - CITY OF SEYMOUR - WARD 1,6,,
,OUTAGAMIE - CITY OF SEYMOUR - WARD 2,12,,
,OUTAGAMIE - CITY OF SEYMOUR - WARD 3,23,,
,OUTAGAMIE - CITY OF SEYMOUR - WARD 4,5,,
,OUTAGAMIE - CITY OF SEYMOUR - WARD 5,25,,
,OUTAGAMIE - CITY OF SEYMOUR - WARD 6,15,,
,OUTAGAMIE - TOWN OF BLACK CREEK - WARD 1,19,,
,OUTAGAMIE - TOWN OF BLACK CREEK - WARD 2,25,,
,OUTAGAMIE - TOWN OF BOVINA - WARD 1,20,,
,OUTAGAMIE - TOWN OF BOVINA - WARD 2,13,,
,OUTAGAMIE - TOWN OF BUCHANAN - WARD 1,8,,
,OUTAGAMIE - TOWN OF BUCHANAN - WARD 2,26,,
,OUTAGAMIE - TOWN OF BUCHANAN - WARD 3,19,,
,OUTAGAMIE - TOWN OF BUCHANAN - WARD 4,18,,
,OUTAGAMIE - TOWN OF BUCHANAN - WARD 5,2,,
,OUTAGAMIE - TOWN OF BUCHANAN - WARD 6,22,,
,OUTAGAMIE - TOWN OF BUCHANAN - WARD 7,16,,
,OUTAGAMIE - TOWN OF BUCHANAN - WARD 8,27,,
,OUTAGAMIE - TOWN OF BUCHANAN - WARD 9,14,,
,OUTAGAMIE - TOWN OF CENTER - WARD 1,31,,
,OUTAGAMIE - TOWN OF CENTER - WARD 2,23,,
,OUTAGAMIE - TOWN OF CENTER - WARD 3,26,,
,OUTAGAMIE - TOWN OF CENTER - WARD 4,12,,
,OUTAGAMIE - TOWN OF CENTER - WARD 5,15,,
,OUTAGAMIE - TOWN OF CICERO - WARD 1,17,,
,OUTAGAMIE - TOWN OF CICERO - WARD 2,14,,
,OUTAGAMIE - TOWN OF DALE - WARD 1,45,,
,OUTAGAMIE - TOWN OF DALE - WARD 2,32,,
,OUTAGAMIE - TOWN OF DALE - WARD 3,36,,
,OUTAGAMIE - TOWN OF DEER CREEK - WARD 1,25,,
,OUTAGAMIE - TOWN OF ELLINGTON - WARD 1,32,,
,OUTAGAMIE - TOWN OF ELLINGTON - WARD 2,16,,
,OUTAGAMIE - TOWN OF ELLINGTON - WARD 3,18,,
,OUTAGAMIE - TOWN OF ELLINGTON - WARD 4,18,,
,OUTAGAMIE - TOWN OF ELLINGTON - WARD 5,5,,
,OUTAGAMIE - TOWN OF FREEDOM - WARD 1,5,,
,OUTAGAMIE - TOWN OF FREEDOM - WARD 2,10,,
,OUTAGAMIE - TOWN OF FREEDOM - WARD 3,20,,
,OUTAGAMIE - TOWN OF FREEDOM - WARD 4,8,,
,OUTAGAMIE - TOWN OF FREEDOM - WARD 5,13,,
,OUTAGAMIE - TOWN OF FREEDOM - WARD 6,16,,
,OUTAGAMIE - TOWN OF FREEDOM - WARD 7,16,,
,OUTAGAMIE - TOWN OF FREEDOM - WARD 8,15,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 1,39,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 10,10,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 11,6,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 12,12,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 13,28,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 14,29,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 15,18,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 16,37,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 17,21,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 2,54,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 3,34,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 4,9,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 5,16,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 6,24,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 7,19,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 8,7,,
,OUTAGAMIE - TOWN OF GRAND CHUTE - WARD 9,8,,
,OUTAGAMIE - TOWN OF GREENVILLE - WARD 1,33,,
,OUTAGAMIE - TOWN OF GREENVILLE - WARD 2,30,,
,OUTAGAMIE - TOWN OF GREENVILLE - WARD 3,51,,
,OUTAGAMIE - TOWN OF GREENVILLE - WARD 4,6,,
