,,Voting Method,,,,,,
,BAYFIELD - TOWN OF IRON RIVER - WARD 1,,49,4,2,85,65,
,BAYFIELD - TOWN OF IRON RIVER - WARD 2,,149,6,5,236,201,
,BAYFIELD - TOWN OF KELLY - WARD 1,,49,,,101,81,
,BAYFIELD - TOWN OF KEYSTONE - WARD 1,,51,2,,95,81,
,BAYFIELD - TOWN OF LINCOLN - WARD 1,,77,5,1,102,89,
,BAYFIELD - TOWN OF MASON - WARD 1,,28,2,,66,56,
,BAYFIELD - TOWN OF NAMAKAGON - WARD 1,,101,6,3,132,113,
,BAYFIELD - TOWN OF ORIENTA - WARD 1,,22,,1,42,35,
,BAYFIELD - TOWN OF OULU - WARD 1,,77,1,,118,107,
,BAYFIELD - TOWN OF PILSEN - WARD 1,,35,,2,71,60,
,BAYFIELD - TOWN OF PORT WING - WARD 1,,114,,2,161,138,
,BAYFIELD - TOWN OF RUSSELL - WARD 1,,65,,4,121,92,
,BAYFIELD - TOWN OF RUSSELL - WARD 2,,23,,,49,37,
,BAYFIELD - TOWN OF TRIPP - WARD 1,,27,,,54,43,
,BAYFIELD - TOWN OF WASHBURN - WARD 1,,132,3,1,181,159,
,BAYFIELD - VILLAGE OF MASON - WARD 1,,8,,,19,13,
,BROWN - CITY OF DE PERE - WARD 1,,339,16,10,394,350,
,BROWN - CITY OF DE PERE - WARD 10,,397,15,2,454,404,
,BROWN - CITY OF DE PERE - WARD 11,,67,2,3,80,73,
,BROWN - CITY OF DE PERE - WARD 12,,218,7,2,263,236,
,BROWN - CITY OF DE PERE - WARD 13,,291,4,,338,318,
,BROWN - CITY OF DE PERE - WARD 14,,265,12,3,313,295,
,BROWN - CITY OF DE PERE - WARD 15,1,180,10,2,226,195,
,BROWN - CITY OF DE PERE - WARD 18,,1,,,2,2,
,BROWN - CITY OF DE PERE - WARD 2,,334,16,7,363,344,
,BROWN - CITY OF DE PERE - WARD 3,,278,9,3,291,279,
,BROWN - CITY OF DE PERE - WARD 4,,200,9,1,219,199,
,BROWN - CITY OF DE PERE - WARD 5,,90,3,1,102,85,
,BROWN - CITY OF DE PERE - WARD 6,,261,6,8,295,284,
,BROWN - CITY OF DE PERE - WARD 7,,232,5,3,252,234,
,BROWN - CITY OF DE PERE - WARD 8,,185,4,2,209,190,
,BROWN - CITY OF DE PERE - WARD 9,,162,15,5,191,171,
,BROWN - CITY OF GREEN BAY - WARD 1,,6,,,10,10,
,BROWN - CITY OF GREEN BAY - WARD 10,,155,1,,239,218,
,BROWN - CITY OF GREEN BAY - WARD 11,,142,3,,228,218,
,BROWN - CITY OF GREEN BAY - WARD 12,,166,5,5,226,218,
,BROWN - CITY OF GREEN BAY - WARD 13,,89,1,1,143,127,
,BROWN - CITY OF GREEN BAY - WARD 14,,129,3,1,221,192,
,BROWN - CITY OF GREEN BAY - WARD 15,,242,2,1,332,303,
,BROWN - CITY OF GREEN BAY - WARD 16,,228,16,3,320,287,
,BROWN - CITY OF GREEN BAY - WARD 17,,298,15,3,415,370,
,BROWN - CITY OF GREEN BAY - WARD 18,,232,5,12,332,314,
,BROWN - CITY OF GREEN BAY - WARD 19,,93,3,3,158,145,
,BROWN - CITY OF GREEN BAY - WARD 2,,356,11,5,405,373,
,BROWN - CITY OF GREEN BAY - WARD 20,,113,2,2,170,154,
,BROWN - CITY OF GREEN BAY - WARD 21,,74,1,,141,122,
,BROWN - CITY OF GREEN BAY - WARD 22,,83,1,2,104,88,
,BROWN - CITY OF GREEN BAY - WARD 23,,123,7,2,173,146,
,BROWN - CITY OF GREEN BAY - WARD 24,,139,2,1,234,218,
,BROWN - CITY OF GREEN BAY - WARD 25,,150,1,2,220,202,
,BROWN - CITY OF GREEN BAY - WARD 26,,133,8,5,170,153,
,BROWN - CITY OF GREEN BAY - WARD 27,,42,1,,77,68,
,BROWN - CITY OF GREEN BAY - WARD 28,,114,4,3,181,157,
,BROWN - CITY OF GREEN BAY - WARD 29,,205,5,4,315,288,
,BROWN - CITY OF GREEN BAY - WARD 3,,298,13,9,340,318,
,BROWN - CITY OF GREEN BAY - WARD 30,1,173,6,4,257,232,
,BROWN - CITY OF GREEN BAY - WARD 31,,172,,4,297,274,
,BROWN - CITY OF GREEN BAY - WARD 32,,165,7,1,290,257,
,BROWN - CITY OF GREEN BAY - WARD 33,,116,2,1,188,178,
,BROWN - CITY OF GREEN BAY - WARD 34,,282,4,3,441,414,
,BROWN - CITY OF GREEN BAY - WARD 35,,233,6,5,352,324,
,BROWN - CITY OF GREEN BAY - WARD 36,,81,2,1,150,136,
,BROWN - CITY OF GREEN BAY - WARD 37,1,218,3,2,303,295,
,BROWN - CITY OF GREEN BAY - WARD 38,,209,2,3,317,300,
,BROWN - CITY OF GREEN BAY - WARD 39,,277,9,7,436,395,
,BROWN - CITY OF GREEN BAY - WARD 4,,573,22,12,745,681,
,BROWN - CITY OF GREEN BAY - WARD 40,,238,4,2,330,308,
,BROWN - CITY OF GREEN BAY - WARD 41,,130,10,1,188,176,
,BROWN - CITY OF GREEN BAY - WARD 42,,121,4,,187,171,
,BROWN - CITY OF GREEN BAY - WARD 43,,342,8,1,493,466,
,BROWN - CITY OF GREEN BAY - WARD 44,,467,13,,634,600,
,BROWN - CITY OF GREEN BAY - WARD 45,,496,28,9,659,626,
,BROWN - CITY OF GREEN BAY - WARD 46,,275,5,7,438,398,
,BROWN - CITY OF GREEN BAY - WARD 47,,415,11,12,561,522,
,BROWN - CITY OF GREEN BAY - WARD 5,,183,11,3,251,233,
,BROWN - CITY OF GREEN BAY - WARD 6,,490,29,5,650,621,
,BROWN - CITY OF GREEN BAY - WARD 7,2,182,11,4,288,252,
,BROWN - CITY OF GREEN BAY - WARD 8,,448,19,12,597,568,
,BROWN - CITY OF GREEN BAY - WARD 9,,89,5,1,132,118,
,BROWN - TOWN OF EATON - WARD 1,,52,,,124,111,
,BROWN - TOWN OF EATON - WARD 2,,89,,,187,173,
,BROWN - TOWN OF GLENMORE - WARD 1,,83,1,,152,145,
,BROWN - TOWN OF GLENMORE - WARD 2,,27,,,58,53,
,BROWN - TOWN OF GREEN BAY - WARD 1,,134,1,,213,194,
,BROWN - TOWN OF GREEN BAY - WARD 2,,85,1,1,137,123,
,BROWN - TOWN OF GREEN BAY - WARD 3,,48,,,81,70,
,BROWN - TOWN OF HOLLAND - WARD 1,,51,,,92,89,
,BROWN - TOWN OF HOLLAND - WARD 2,2,116,,,193,179,
,BROWN - TOWN OF HUMBOLDT - WARD 1,,82,1,,197,175,
,BROWN - TOWN OF HUMBOLDT - WARD 2,,42,,,81,78,
,BROWN - TOWN OF LAWRENCE - WARD 1,,203,,,220,205,
,BROWN - TOWN OF LAWRENCE - WARD 2,2,137,5,,152,137,
,BROWN - TOWN OF LAWRENCE - WARD 3,,86,4,,104,82,
,BROWN - TOWN OF LAWRENCE - WARD 4,,108,5,3,134,112,
,BROWN - TOWN OF LAWRENCE - WARD 5,,94,1,2,108,100,
,BROWN - TOWN OF LAWRENCE - WARD 6,,201,8,5,237,216,
,BROWN - TOWN OF LEDGEVIEW - WARD 1,,21,,,24,23,
,BROWN - TOWN OF LEDGEVIEW - WARD 10,1,125,6,1,136,114,
,BROWN - TOWN OF LEDGEVIEW - WARD 2,,104,1,1,112,107,
,BROWN - TOWN OF LEDGEVIEW - WARD 3,,70,2,,73,70,
,BROWN - TOWN OF LEDGEVIEW - WARD 4,,154,7,5,172,167,
,BROWN - TOWN OF LEDGEVIEW - WARD 5,,80,1,,85,84,
,BROWN - TOWN OF LEDGEVIEW - WARD 6,1,285,21,4,304,291,
,BROWN - TOWN OF LEDGEVIEW - WARD 7,,99,4,2,109,101,
,BROWN - TOWN OF LEDGEVIEW - WARD 8,,121,3,2,125,124,
,BROWN - TOWN OF LEDGEVIEW - WARD 9,,90,4,1,109,102,
,BROWN - TOWN OF MORRISON - WARD 1,,72,1,,140,131,
,BROWN - TOWN OF MORRISON - WARD 2,,79,3,,151,138,
,BROWN - TOWN OF NEW DENMARK - WARD 1,,51,1,1,105,97,
,BROWN - TOWN OF NEW DENMARK - WARD 2,,84,,1,140,136,
,BROWN - TOWN OF NEW DENMARK - WARD 3,,40,,1,76,70,
,BROWN - TOWN OF PITTSFIELD - WARD 1,,126,,1,180,165,
,BROWN - TOWN OF PITTSFIELD - WARD 2,,152,4,4,209,196,
,BROWN - TOWN OF PITTSFIELD - WARD 3,,136,6,1,195,171,
,BROWN - TOWN OF ROCKLAND - WARD 1,,82,3,,101,98,
,BROWN - TOWN OF ROCKLAND - WARD 2,,77,2,,92,86,
,BROWN - TOWN OF ROCKLAND - WARD 3,,113,,,153,144,
,BROWN - TOWN OF SCOTT - WARD 1,,155,2,,194,179,
,BROWN - TOWN OF SCOTT - WARD 2,,133,3,2,179,165,
,BROWN - TOWN OF SCOTT - WARD 3,,153,2,,182,170,
,BROWN - TOWN OF SCOTT - WARD 4,1,230,12,2,286,275,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 1,,104,3,2,167,152,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 2,,77,,1,103,97,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 3,,56,,,93,84,
,BROWN - VILLAGE OF ALLOUEZ - WARD 1,,211,2,4,229,216,
,BROWN - VILLAGE OF ALLOUEZ - WARD 2,,577,4,3,628,606,
,BROWN - VILLAGE OF ALLOUEZ - WARD 3,,147,,2,169,162,
,BROWN - VILLAGE OF ALLOUEZ - WARD 4,,506,21,5,576,533,
,BROWN - VILLAGE OF ALLOUEZ - WARD 5,,371,15,8,402,379,
,BROWN - VILLAGE OF ALLOUEZ - WARD 6,,528,16,11,564,531,
,BROWN - VILLAGE OF ALLOUEZ - WARD 7,1,265,7,2,287,285,
,BROWN - VILLAGE OF ALLOUEZ - WARD 8,1,336,8,4,364,344,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 1,,144,6,2,184,171,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 10,,351,13,4,392,384,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 11,,218,11,2,276,259,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 12,1,330,9,4,373,335,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 2,,273,4,7,296,279,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 3,,116,2,2,147,138,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 4,,251,4,,330,316,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 5,,227,4,1,298,281,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 6,,203,5,1,256,245,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 7,,276,13,2,307,299,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 8,,288,5,1,345,325,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 9,,278,8,5,336,322,
,BROWN - VILLAGE OF BELLEVUE - WARD 1,,210,20,5,243,224,
,BROWN - VILLAGE OF BELLEVUE - WARD 10,,337,11,10,407,376,
,BROWN - VILLAGE OF BELLEVUE - WARD 2,,97,7,3,115,94,
,BROWN - VILLAGE OF BELLEVUE - WARD 3,,133,3,,152,136,
,BROWN - VILLAGE OF BELLEVUE - WARD 4,,197,2,1,227,219,
,BROWN - VILLAGE OF BELLEVUE - WARD 5,,351,15,10,380,347,
,BROWN - VILLAGE OF BELLEVUE - WARD 6,,254,6,,283,270,
,BROWN - VILLAGE OF BELLEVUE - WARD 7,,356,11,3,403,373,
,BROWN - VILLAGE OF BELLEVUE - WARD 8,,286,6,6,322,301,
,BROWN - VILLAGE OF BELLEVUE - WARD 9,,329,8,2,383,346,
,BROWN - VILLAGE OF DENMARK - WARD 1,,68,1,,120,105,
,BROWN - VILLAGE OF DENMARK - WARD 2,,60,1,,91,88,
,BROWN - VILLAGE OF DENMARK - WARD 3,,81,3,,117,103,
,BROWN - VILLAGE OF HOBART - WARD 1,,374,9,7,396,356,
,BROWN - VILLAGE OF HOBART - WARD 2,,220,26,7,233,218,
,BROWN - VILLAGE OF HOBART - WARD 3,,144,10,5,155,134,
,BROWN - VILLAGE OF HOBART - WARD 4,,146,14,4,159,133,
,BROWN - VILLAGE OF HOBART - WARD 5,,189,12,3,208,188,
,BROWN - VILLAGE OF HOBART - WARD 6,,89,3,1,110,90,
,BROWN - VILLAGE OF HOBART - WARD 7,,141,3,3,180,159,
,BROWN - VILLAGE OF HOBART - WARD 8,,155,2,,173,149,
,BROWN - VILLAGE OF HOBART - WARD 9,,3,,,7,5,
,BROWN - VILLAGE OF HOWARD - WARD 1,,103,3,4,125,110,
,BROWN - VILLAGE OF HOWARD - WARD 10,,225,3,,251,241,
,BROWN - VILLAGE OF HOWARD - WARD 11,,473,27,3,530,481,
,BROWN - VILLAGE OF HOWARD - WARD 12,,111,4,5,157,143,
,BROWN - VILLAGE OF HOWARD - WARD 13,,249,13,4,289,253,
,BROWN - VILLAGE OF HOWARD - WARD 14,,82,,,93,90,
,BROWN - VILLAGE OF HOWARD - WARD 15,,261,5,7,311,289,
,BROWN - VILLAGE OF HOWARD - WARD 16,1,114,8,,127,113,
,BROWN - VILLAGE OF HOWARD - WARD 18,,64,2,,79,72,
,BROWN - VILLAGE OF HOWARD - WARD 2,,123,,2,153,139,
,BROWN - VILLAGE OF HOWARD - WARD 3,,104,1,1,119,107,
,BROWN - VILLAGE OF HOWARD - WARD 4,,79,3,,108,88,
,BROWN - VILLAGE OF HOWARD - WARD 5,,103,1,,125,121,
,BROWN - VILLAGE OF HOWARD - WARD 6,,149,5,3,183,174,
,BROWN - VILLAGE OF HOWARD - WARD 7,,191,9,2,223,202,
,BROWN - VILLAGE OF HOWARD - WARD 8,,281,11,5,343,317,
,BROWN - VILLAGE OF HOWARD - WARD 9,,153,1,1,194,178,
,BROWN - VILLAGE OF PULASKI - WARD 1,,69,2,,102,78,
,BROWN - VILLAGE OF PULASKI - WARD 2,,122,,2,144,127,
,BROWN - VILLAGE OF PULASKI - WARD 3,,109,,,150,131,
,BROWN - VILLAGE OF PULASKI - WARD 6,,58,,1,85,68,
,BROWN - VILLAGE OF SUAMICO - WARD 1,1,233,12,11,265,233,
,BROWN - VILLAGE OF SUAMICO - WARD 2,,166,4,2,187,163,
,BROWN - VILLAGE OF SUAMICO - WARD 3,,176,4,1,199,193,
,BROWN - VILLAGE OF SUAMICO - WARD 4,,331,13,7,391,351,
,BROWN - VILLAGE OF SUAMICO - WARD 5,,313,10,3,356,324,
,BROWN - VILLAGE OF SUAMICO - WARD 6,,148,2,3,169,149,
,BROWN - VILLAGE OF SUAMICO - WARD 7,,242,8,4,261,248,
