,,Voting Method,,,,,,
,BAYFIELD - TOWN OF IRON RIVER - WARD 2,,141,7,1,182,144,
,BAYFIELD - TOWN OF KELLY - WARD 1,,41,,,66,53,
,BAYFIELD - TOWN OF KEYSTONE - WARD 1,,43,,,66,59,
,BAYFIELD - TOWN OF LINCOLN - WARD 1,,69,4,1,78,65,
,BAYFIELD - TOWN OF MASON - WARD 1,,27,,,41,35,
,BAYFIELD - TOWN OF NAMAKAGON - WARD 1,,101,3,,122,97,
,BAYFIELD - TOWN OF ORIENTA - WARD 1,,25,,,37,30,
,BAYFIELD - TOWN OF OULU - WARD 1,,81,,,118,105,
,BAYFIELD - TOWN OF PILSEN - WARD 1,,28,,2,49,42,
,BAYFIELD - TOWN OF PORT WING - WARD 1,,110,1,,133,109,
,BAYFIELD - TOWN OF RUSSELL - WARD 1,,60,1,4,91,61,
,BAYFIELD - TOWN OF RUSSELL - WARD 2,,24,,,35,27,
,BAYFIELD - TOWN OF TRIPP - WARD 1,,30,,,45,33,
,BAYFIELD - TOWN OF WASHBURN - WARD 1,,121,,,143,121,
,BAYFIELD - VILLAGE OF MASON - WARD 1,,9,,,14,11,
,BROWN - CITY OF DE PERE - WARD 1,,266,7,4,277,247,
,BROWN - CITY OF DE PERE - WARD 10,,262,2,2,271,247,
,BROWN - CITY OF DE PERE - WARD 11,,46,1,1,51,47,
,BROWN - CITY OF DE PERE - WARD 12,,175,1,4,177,161,
,BROWN - CITY OF DE PERE - WARD 13,,230,5,1,235,216,
,BROWN - CITY OF DE PERE - WARD 14,,203,2,,216,205,
,BROWN - CITY OF DE PERE - WARD 15,1,136,2,1,144,126,
,BROWN - CITY OF DE PERE - WARD 18,,3,,,3,2,
,BROWN - CITY OF DE PERE - WARD 2,,267,4,5,270,260,
,BROWN - CITY OF DE PERE - WARD 3,,199,3,3,202,191,
,BROWN - CITY OF DE PERE - WARD 4,,159,8,,162,146,
,BROWN - CITY OF DE PERE - WARD 5,,61,2,2,61,45,
,BROWN - CITY OF DE PERE - WARD 6,,223,3,4,235,225,
,BROWN - CITY OF DE PERE - WARD 7,,179,2,2,176,163,
,BROWN - CITY OF DE PERE - WARD 8,,153,,1,154,139,
,BROWN - CITY OF DE PERE - WARD 9,,133,2,2,137,126,
,BROWN - CITY OF GREEN BAY - WARD 1,,2,,,2,2,
,BROWN - CITY OF GREEN BAY - WARD 10,,98,,,112,108,
,BROWN - CITY OF GREEN BAY - WARD 11,,115,3,1,125,114,
,BROWN - CITY OF GREEN BAY - WARD 12,,114,1,4,113,107,
,BROWN - CITY OF GREEN BAY - WARD 13,,56,,,63,55,
,BROWN - CITY OF GREEN BAY - WARD 14,,72,1,1,78,69,
,BROWN - CITY OF GREEN BAY - WARD 15,,183,,2,189,170,
,BROWN - CITY OF GREEN BAY - WARD 16,,144,,4,157,143,
,BROWN - CITY OF GREEN BAY - WARD 17,,181,5,2,186,170,
,BROWN - CITY OF GREEN BAY - WARD 18,,143,1,8,150,145,
,BROWN - CITY OF GREEN BAY - WARD 19,,53,,,57,53,
,BROWN - CITY OF GREEN BAY - WARD 2,,228,3,1,225,212,
,BROWN - CITY OF GREEN BAY - WARD 20,,87,1,1,92,86,
,BROWN - CITY OF GREEN BAY - WARD 21,,45,1,,49,45,
,BROWN - CITY OF GREEN BAY - WARD 22,,40,,,38,37,
,BROWN - CITY OF GREEN BAY - WARD 23,,83,1,3,87,83,
,BROWN - CITY OF GREEN BAY - WARD 24,,102,1,3,114,102,
,BROWN - CITY OF GREEN BAY - WARD 25,,93,,,101,95,
,BROWN - CITY OF GREEN BAY - WARD 26,,82,3,1,88,77,
,BROWN - CITY OF GREEN BAY - WARD 27,,21,,,26,24,
,BROWN - CITY OF GREEN BAY - WARD 28,,81,,3,90,83,
,BROWN - CITY OF GREEN BAY - WARD 29,,171,3,1,180,167,
,BROWN - CITY OF GREEN BAY - WARD 3,,208,4,6,205,197,
,BROWN - CITY OF GREEN BAY - WARD 30,,100,1,,104,90,
,BROWN - CITY OF GREEN BAY - WARD 31,,125,,2,138,130,
,BROWN - CITY OF GREEN BAY - WARD 32,,99,3,1,113,102,
,BROWN - CITY OF GREEN BAY - WARD 33,,76,1,,79,76,
,BROWN - CITY OF GREEN BAY - WARD 34,,185,2,,200,189,
,BROWN - CITY OF GREEN BAY - WARD 35,,151,2,2,163,150,
,BROWN - CITY OF GREEN BAY - WARD 36,,38,,,44,39,
,BROWN - CITY OF GREEN BAY - WARD 37,1,126,,1,126,125,
,BROWN - CITY OF GREEN BAY - WARD 38,,136,,3,147,132,
,BROWN - CITY OF GREEN BAY - WARD 39,,176,,1,187,172,
,BROWN - CITY OF GREEN BAY - WARD 4,,410,6,9,412,381,
,BROWN - CITY OF GREEN BAY - WARD 40,,136,1,,141,132,
,BROWN - CITY OF GREEN BAY - WARD 41,,98,,,109,104,
,BROWN - CITY OF GREEN BAY - WARD 42,,80,2,1,80,76,
,BROWN - CITY OF GREEN BAY - WARD 43,,196,5,2,201,195,
,BROWN - CITY OF GREEN BAY - WARD 44,,306,3,,317,296,
,BROWN - CITY OF GREEN BAY - WARD 45,,336,9,9,347,333,
,BROWN - CITY OF GREEN BAY - WARD 46,,168,1,3,183,168,
,BROWN - CITY OF GREEN BAY - WARD 47,,267,3,6,288,268,
,BROWN - CITY OF GREEN BAY - WARD 5,,140,2,1,141,132,
,BROWN - CITY OF GREEN BAY - WARD 6,,351,2,2,368,356,
,BROWN - CITY OF GREEN BAY - WARD 7,1,132,4,2,135,123,
,BROWN - CITY OF GREEN BAY - WARD 8,,315,6,4,319,306,
,BROWN - CITY OF GREEN BAY - WARD 9,,54,1,,54,49,
,BROWN - TOWN OF EATON - WARD 1,,46,,,77,68,
,BROWN - TOWN OF EATON - WARD 2,,82,,,119,110,
,BROWN - TOWN OF GLENMORE - WARD 1,,72,1,,93,88,
,BROWN - TOWN OF GLENMORE - WARD 2,,28,,,36,36,
,BROWN - TOWN OF GREEN BAY - WARD 1,,118,2,,146,128,
,BROWN - TOWN OF GREEN BAY - WARD 2,,84,1,3,106,94,
,BROWN - TOWN OF GREEN BAY - WARD 3,,43,,,58,51,
,BROWN - TOWN OF HOLLAND - WARD 1,,52,,,62,58,
,BROWN - TOWN OF HOLLAND - WARD 2,1,114,,,139,128,
,BROWN - TOWN OF HUMBOLDT - WARD 1,,85,,,140,127,
,BROWN - TOWN OF HUMBOLDT - WARD 2,,38,,,53,50,
,BROWN - TOWN OF LAWRENCE - WARD 1,,150,,,155,138,
,BROWN - TOWN OF LAWRENCE - WARD 2,2,116,3,2,115,103,
,BROWN - TOWN OF LAWRENCE - WARD 3,,64,,,66,48,
,BROWN - TOWN OF LAWRENCE - WARD 4,,86,,1,87,72,
,BROWN - TOWN OF LAWRENCE - WARD 5,,76,,,77,70,
,BROWN - TOWN OF LAWRENCE - WARD 6,,151,,,165,151,
,BROWN - TOWN OF LEDGEVIEW - WARD 1,,19,,,19,19,
,BROWN - TOWN OF LEDGEVIEW - WARD 10,,89,1,,89,76,
,BROWN - TOWN OF LEDGEVIEW - WARD 2,,78,1,1,80,75,
,BROWN - TOWN OF LEDGEVIEW - WARD 3,,51,,,52,49,
,BROWN - TOWN OF LEDGEVIEW - WARD 4,,125,,2,125,123,
,BROWN - TOWN OF LEDGEVIEW - WARD 5,,72,2,2,72,69,
,BROWN - TOWN OF LEDGEVIEW - WARD 6,1,225,10,5,221,211,
,BROWN - TOWN OF LEDGEVIEW - WARD 7,,77,2,,77,71,
,BROWN - TOWN OF LEDGEVIEW - WARD 8,,88,1,1,88,85,
,BROWN - TOWN OF LEDGEVIEW - WARD 9,,69,2,,72,66,
,BROWN - TOWN OF MORRISON - WARD 1,,65,1,,88,82,
,BROWN - TOWN OF MORRISON - WARD 2,,73,,1,95,90,
,BROWN - TOWN OF NEW DENMARK - WARD 1,,34,1,,56,50,
,BROWN - TOWN OF NEW DENMARK - WARD 2,,85,,,110,106,
,BROWN - TOWN OF NEW DENMARK - WARD 3,,37,,,50,47,
,BROWN - TOWN OF PITTSFIELD - WARD 1,,105,,,118,108,
,BROWN - TOWN OF PITTSFIELD - WARD 2,,135,,2,155,143,
,BROWN - TOWN OF PITTSFIELD - WARD 3,,130,2,2,150,133,
,BROWN - TOWN OF ROCKLAND - WARD 1,,74,3,,81,79,
,BROWN - TOWN OF ROCKLAND - WARD 2,,72,,,78,76,
,BROWN - TOWN OF ROCKLAND - WARD 3,,103,,,114,107,
,BROWN - TOWN OF SCOTT - WARD 1,,122,,3,132,120,
,BROWN - TOWN OF SCOTT - WARD 2,,113,2,,129,121,
,BROWN - TOWN OF SCOTT - WARD 3,,126,,,131,125,
,BROWN - TOWN OF SCOTT - WARD 4,1,173,2,1,183,177,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 1,,105,2,1,130,118,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 2,,78,,1,87,83,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 3,,51,,,70,65,
,BROWN - VILLAGE OF ALLOUEZ - WARD 1,,134,,1,141,128,
,BROWN - VILLAGE OF ALLOUEZ - WARD 2,,406,2,1,412,394,
,BROWN - VILLAGE OF ALLOUEZ - WARD 3,,110,2,,118,109,
,BROWN - VILLAGE OF ALLOUEZ - WARD 4,,382,8,5,390,362,
,BROWN - VILLAGE OF ALLOUEZ - WARD 5,,275,2,1,276,256,
,BROWN - VILLAGE OF ALLOUEZ - WARD 6,,388,4,2,390,369,
,BROWN - VILLAGE OF ALLOUEZ - WARD 7,1,196,1,,200,194,
,BROWN - VILLAGE OF ALLOUEZ - WARD 8,1,258,4,2,262,245,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 1,,117,,1,132,117,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 10,,282,3,,293,283,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 11,,174,2,2,193,182,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 12,2,247,4,3,256,235,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 2,,195,3,3,192,189,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 3,,77,,1,86,77,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 4,,186,1,,201,193,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 5,,186,2,,204,195,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 6,,166,,,184,172,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 7,,225,1,4,233,232,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 8,,227,1,1,246,229,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 9,,225,1,1,238,228,
,BROWN - VILLAGE OF BELLEVUE - WARD 1,,135,4,1,133,123,
,BROWN - VILLAGE OF BELLEVUE - WARD 10,,275,2,7,284,260,
,BROWN - VILLAGE OF BELLEVUE - WARD 2,,61,1,,61,51,
,BROWN - VILLAGE OF BELLEVUE - WARD 3,,90,2,,92,83,
,BROWN - VILLAGE OF BELLEVUE - WARD 4,,149,,1,154,150,
,BROWN - VILLAGE OF BELLEVUE - WARD 5,,231,3,8,233,204,
,BROWN - VILLAGE OF BELLEVUE - WARD 6,,207,3,2,216,208,
,BROWN - VILLAGE OF BELLEVUE - WARD 7,,271,1,,282,258,
,BROWN - VILLAGE OF BELLEVUE - WARD 8,,228,4,2,231,221,
,BROWN - VILLAGE OF BELLEVUE - WARD 9,,227,6,2,234,208,
,BROWN - VILLAGE OF DENMARK - WARD 1,,67,,,81,71,
,BROWN - VILLAGE OF DENMARK - WARD 2,,56,,1,71,68,
,BROWN - VILLAGE OF DENMARK - WARD 3,,70,2,,87,76,
,BROWN - VILLAGE OF HOBART - WARD 1,,293,5,5,287,251,
,BROWN - VILLAGE OF HOBART - WARD 2,,170,3,7,171,157,
,BROWN - VILLAGE OF HOBART - WARD 3,,102,2,,102,90,
,BROWN - VILLAGE OF HOBART - WARD 4,,104,1,2,105,87,
,BROWN - VILLAGE OF HOBART - WARD 5,,139,1,1,138,128,
,BROWN - VILLAGE OF HOBART - WARD 6,,60,,,64,55,
,BROWN - VILLAGE OF HOBART - WARD 7,,121,,2,122,106,
,BROWN - VILLAGE OF HOBART - WARD 8,,101,,,104,96,
,BROWN - VILLAGE OF HOBART - WARD 9,,2,,,2,2,
,BROWN - VILLAGE OF HOWARD - WARD 1,,86,3,4,91,81,
,BROWN - VILLAGE OF HOWARD - WARD 10,,181,1,1,185,176,
,BROWN - VILLAGE OF HOWARD - WARD 11,,356,12,6,359,329,
,BROWN - VILLAGE OF HOWARD - WARD 12,,90,3,3,106,100,
,BROWN - VILLAGE OF HOWARD - WARD 13,,183,7,4,185,161,
,BROWN - VILLAGE OF HOWARD - WARD 14,,67,,1,69,66,
,BROWN - VILLAGE OF HOWARD - WARD 15,,190,2,1,203,191,
,BROWN - VILLAGE OF HOWARD - WARD 16,,89,4,,96,84,
,BROWN - VILLAGE OF HOWARD - WARD 18,,58,2,3,65,59,
,BROWN - VILLAGE OF HOWARD - WARD 2,,101,1,3,105,98,
,BROWN - VILLAGE OF HOWARD - WARD 3,,73,,1,75,69,
,BROWN - VILLAGE OF HOWARD - WARD 4,,62,,1,72,61,
,BROWN - VILLAGE OF HOWARD - WARD 5,,87,,,91,87,
,BROWN - VILLAGE OF HOWARD - WARD 6,,110,1,1,118,110,
,BROWN - VILLAGE OF HOWARD - WARD 7,1,155,2,2,153,136,
,BROWN - VILLAGE OF HOWARD - WARD 8,,232,6,2,240,217,
,BROWN - VILLAGE OF HOWARD - WARD 9,,129,1,,137,125,
,BROWN - VILLAGE OF PULASKI - WARD 1,,53,,,64,52,
,BROWN - VILLAGE OF PULASKI - WARD 2,,105,,3,112,97,
,BROWN - VILLAGE OF PULASKI - WARD 3,,85,,,95,85,
,BROWN - VILLAGE OF PULASKI - WARD 6,,39,1,,46,36,
,BROWN - VILLAGE OF SUAMICO - WARD 1,,166,3,6,173,149,
,BROWN - VILLAGE OF SUAMICO - WARD 2,,103,,1,111,103,
,BROWN - VILLAGE OF SUAMICO - WARD 3,,129,2,1,135,124,
,BROWN - VILLAGE OF SUAMICO - WARD 4,,259,4,3,270,250,
,BROWN - VILLAGE OF SUAMICO - WARD 5,,241,3,,253,232,
,BROWN - VILLAGE OF SUAMICO - WARD 6,,112,3,4,117,101,
,BROWN - VILLAGE OF SUAMICO - WARD 7,,181,1,1,188,179,
,BROWN - VILLAGE OF SUAMICO - WARD 8,,251,7,12,263,226,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 1,,61,1,,70,57,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 2,,69,,,74,67,
