,,Voter Status,,
,ADAMS - TOWN OF ROME - WARD 5,56,2,
,ADAMS - TOWN OF SPRINGVILLE - WARD 1,29,1,
,ADAMS - TOWN OF SPRINGVILLE - WARD 2,94,3,
,ADAMS - TOWN OF STRONGS PRAIRIE - WARD 1,36,3,
,ADAMS - TOWN OF STRONGS PRAIRIE - WARD 2,40,1,
,ADAMS - TOWN OF STRONGS PRAIRIE - WARD 3,4,2,
,ADAMS - VILLAGE OF FRIENDSHIP - WARD 1,27,2,
,ASHLAND - CITY OF ASHLAND - WARD 1,76,4,
,ASHLAND - CITY OF ASHLAND - WARD 10,51,2,
,ASHLAND - CITY OF ASHLAND - WARD 11,61,2,
,ASHLAND - CITY OF ASHLAND - WARD 2,29,2,
,ASHLAND - CITY OF ASHLAND - WARD 3,37,1,
,ASHLAND - CITY OF ASHLAND - WARD 4,84,4,
,ASHLAND - CITY OF ASHLAND - WARD 5,60,4,
,ASHLAND - CITY OF ASHLAND - WARD 6,29,3,
,ASHLAND - CITY OF ASHLAND - WARD 7,43,2,
,ASHLAND - CITY OF ASHLAND - WARD 8,46,6,
,ASHLAND - CITY OF ASHLAND - WARD 9,37,4,
,ASHLAND - CITY OF MELLEN - WARD 1,20,5,
,ASHLAND - TOWN OF AGENDA - WARD 1,38,,
,ASHLAND - TOWN OF ASHLAND - WARD 1,34,1,
,ASHLAND - TOWN OF CHIPPEWA - WARD 1,45,2,
,ASHLAND - TOWN OF GINGLES - WARD 1,104,3,
,ASHLAND - TOWN OF GORDON - WARD 1,2,,
,ASHLAND - TOWN OF GORDON - WARD 2,17,1,
,ASHLAND - TOWN OF JACOBS - WARD 1,62,7,
,ASHLAND - TOWN OF LA POINTE - WARD 1,34,6,
,ASHLAND - TOWN OF MARENGO - WARD 1,9,,
,ASHLAND - TOWN OF MARENGO - WARD 2,22,2,
,ASHLAND - TOWN OF MORSE - WARD 1,30,1,
,ASHLAND - TOWN OF MORSE - WARD 2,9,,
,ASHLAND - TOWN OF PEEKSVILLE - WARD 1,2,,
,ASHLAND - TOWN OF PEEKSVILLE - WARD 2,5,,
,ASHLAND - TOWN OF SANBORN - WARD 1,19,2,
,ASHLAND - TOWN OF SANBORN - WARD 2,41,2,
,ASHLAND - TOWN OF SHANAGOLDEN - WARD 1,9,,
,ASHLAND - TOWN OF WHITE RIVER - WARD 1,95,7,
,ASHLAND - TOWN OF WHITE RIVER - WARD 2,13,,
,ASHLAND - VILLAGE OF BUTTERNUT - WARD 1,5,,
,ASHLAND - VILLAGE OF BUTTERNUT - WARD 2,18,,
,BARRON - CITY OF BARRON - WARD 1,49,,
,BARRON - CITY OF BARRON - WARD 2,43,,
,BARRON - CITY OF BARRON - WARD 3,11,,
,BARRON - CITY OF BARRON - WARD 4,17,2,
,BARRON - CITY OF BARRON - WARD 5,24,3,
,BARRON - CITY OF BARRON - WARD 6,6,,
,BARRON - CITY OF BARRON - WARD 7,16,,
,BARRON - CITY OF CHETEK - WARD 1,34,3,
,BARRON - CITY OF CHETEK - WARD 2,32,3,
,BARRON - CITY OF CHETEK - WARD 3,22,1,
,BARRON - CITY OF CHETEK - WARD 4,46,4,
,BARRON - CITY OF CUMBERLAND - WARD 1,27,1,
,BARRON - CITY OF CUMBERLAND - WARD 2,42,,
,BARRON - CITY OF CUMBERLAND - WARD 3,29,2,
,BARRON - CITY OF CUMBERLAND - WARD 4,37,2,
,BARRON - CITY OF RICE LAKE - WARD 1,17,2,
,BARRON - CITY OF RICE LAKE - WARD 10,57,2,
,BARRON - CITY OF RICE LAKE - WARD 11,32,,
,BARRON - CITY OF RICE LAKE - WARD 12,34,2,
,BARRON - CITY OF RICE LAKE - WARD 13,12,2,
,BARRON - CITY OF RICE LAKE - WARD 2,33,2,
,BARRON - CITY OF RICE LAKE - WARD 3,50,4,
,BARRON - CITY OF RICE LAKE - WARD 4,48,1,
,BARRON - CITY OF RICE LAKE - WARD 5,47,2,
,BARRON - CITY OF RICE LAKE - WARD 6,40,4,
,BARRON - CITY OF RICE LAKE - WARD 7,29,1,
,BARRON - CITY OF RICE LAKE - WARD 8,39,2,
,BARRON - CITY OF RICE LAKE - WARD 9,33,1,
,BARRON - TOWN OF ALMENA - WARD 1,45,4,
,BARRON - TOWN OF ALMENA - WARD 2,20,,
,BARRON - TOWN OF ARLAND - WARD 1,56,,
,BARRON - TOWN OF BARRON - WARD 1,34,,
,BARRON - TOWN OF BARRON - WARD 2,30,,
,BARRON - TOWN OF BEAR LAKE - WARD 1,65,3,
,BARRON - TOWN OF CEDAR LAKE - WARD 1,108,7,
,BARRON - TOWN OF CHETEK - WARD 1,89,4,
,BARRON - TOWN OF CHETEK - WARD 2,54,4,
,BARRON - TOWN OF CLINTON - WARD 1,47,1,
,BARRON - TOWN OF CRYSTAL LAKE - WARD 1,64,2,
,BARRON - TOWN OF CUMBERLAND - WARD 1,80,3,
,BARRON - TOWN OF DALLAS - WARD 1,53,3,
,BARRON - TOWN OF DOVRE - WARD 1,57,1,
,BARRON - TOWN OF DOYLE - WARD 1,24,2,
,BARRON - TOWN OF DOYLE - WARD 2,26,,
,BARRON - TOWN OF LAKELAND - WARD 1,16,1,
,BARRON - TOWN OF LAKELAND - WARD 2,74,1,
,BARRON - TOWN OF MAPLE GROVE - WARD 1,55,1,
,BARRON - TOWN OF MAPLE GROVE - WARD 2,36,1,
,BARRON - TOWN OF MAPLE PLAIN - WARD 1,73,3,
,BARRON - TOWN OF OAK GROVE - WARD 1,25,1,
,BARRON - TOWN OF OAK GROVE - WARD 2,42,,
,BARRON - TOWN OF PRAIRIE FARM - WARD 1,18,2,
,BARRON - TOWN OF PRAIRIE FARM - WARD 2,18,,
,BARRON - TOWN OF PRAIRIE LAKE - WARD 1,54,2,
,BARRON - TOWN OF PRAIRIE LAKE - WARD 2,58,3,
,BARRON - TOWN OF RICE LAKE - WARD 1,82,,
,BARRON - TOWN OF RICE LAKE - WARD 2,70,6,
,BARRON - TOWN OF RICE LAKE - WARD 3,35,3,
,BARRON - TOWN OF RICE LAKE - WARD 4,65,,
,BARRON - TOWN OF SIOUX CREEK - WARD 1,57,,
,BARRON - TOWN OF STANFOLD - WARD 1,58,3,
,BARRON - TOWN OF STANLEY - WARD 1,51,,
,BARRON - TOWN OF STANLEY - WARD 2,74,,
,BARRON - TOWN OF STANLEY - WARD 3,35,1,
,BARRON - TOWN OF STANLEY - WARD 4,49,1,
,BARRON - TOWN OF SUMNER - WARD 1,80,2,
,BARRON - TOWN OF TURTLE LAKE - WARD 1,44,1,
,BARRON - TOWN OF VANCE CREEK - WARD 1,56,1,
,BARRON - VILLAGE OF ALMENA - WARD 1,40,2,
,BARRON - VILLAGE OF CAMERON - WARD 1,71,2,
,BARRON - VILLAGE OF CAMERON - WARD 2,24,4,
,BARRON - VILLAGE OF CAMERON - WARD 3,7,,
,BARRON - VILLAGE OF DALLAS - WARD 1,19,,
,BARRON - VILLAGE OF HAUGEN - WARD 1,24,,
,BARRON - VILLAGE OF PRAIRIE FARM - WARD 1,21,2,
,BARRON - VILLAGE OF TURTLE LAKE - WARD 1,40,1,
,BAYFIELD - CITY OF BAYFIELD - WARD 1,4,,
,BAYFIELD - CITY OF BAYFIELD - WARD 2,6,2,
,BAYFIELD - CITY OF BAYFIELD - WARD 3,12,,
,BAYFIELD - CITY OF BAYFIELD - WARD 4,10,,
,BAYFIELD - CITY OF WASHBURN - WARD 1,72,6,
,BAYFIELD - CITY OF WASHBURN - WARD 2,30,4,
,BAYFIELD - CITY OF WASHBURN - WARD 3,23,2,
,BAYFIELD - CITY OF WASHBURN - WARD 4,77,3,
,BAYFIELD - TOWN OF BARKSDALE - WARD 1,86,3,
,BAYFIELD - TOWN OF BARNES - WARD 1,62,5,
,BAYFIELD - TOWN OF BAYFIELD - WARD 1,72,1,
,BAYFIELD - TOWN OF BAYVIEW - WARD 1,65,2,
,BAYFIELD - TOWN OF BELL - WARD 1,20,,
,BAYFIELD - TOWN OF CABLE - WARD 1,76,3,
,BAYFIELD - TOWN OF CLOVER - WARD 1,30,2,
,BAYFIELD - TOWN OF DELTA - WARD 1,40,3,
,BAYFIELD - TOWN OF DRUMMOND - WARD 1,34,,
,BAYFIELD - TOWN OF EILEEN - WARD 1,72,1,
,BAYFIELD - TOWN OF EILEEN - WARD 2,23,3,
,BAYFIELD - TOWN OF GRAND VIEW - WARD 1,39,1,
,BAYFIELD - TOWN OF HUGHES - WARD 1,52,2,
,BAYFIELD - TOWN OF IRON RIVER - WARD 1,30,,
,BAYFIELD - TOWN OF IRON RIVER - WARD 2,61,6,
,BAYFIELD - TOWN OF KELLY - WARD 1,40,,
,BAYFIELD - TOWN OF KEYSTONE - WARD 1,39,,
,BAYFIELD - TOWN OF LINCOLN - WARD 1,31,1,
,BAYFIELD - TOWN OF MASON - WARD 1,33,,
,BAYFIELD - TOWN OF NAMAKAGON - WARD 1,10,,
,BAYFIELD - TOWN OF ORIENTA - WARD 1,20,2,
,BAYFIELD - TOWN OF OULU - WARD 1,76,2,
,BAYFIELD - TOWN OF PILSEN - WARD 1,27,2,
,BAYFIELD - TOWN OF PORT WING - WARD 1,30,1,
,BAYFIELD - TOWN OF RUSSELL - WARD 1,76,7,
,BAYFIELD - TOWN OF RUSSELL - WARD 2,27,,
,BAYFIELD - TOWN OF TRIPP - WARD 1,24,,
,BAYFIELD - TOWN OF WASHBURN - WARD 1,49,4,
,BAYFIELD - VILLAGE OF MASON - WARD 1,4,,
,BROWN - CITY OF DE PERE - WARD 1,192,7,
,BROWN - CITY OF DE PERE - WARD 10,133,6,
,BROWN - CITY OF DE PERE - WARD 11,26,2,
,BROWN - CITY OF DE PERE - WARD 12,143,9,
,BROWN - CITY OF DE PERE - WARD 13,186,5,
,BROWN - CITY OF DE PERE - WARD 14,210,8,
,BROWN - CITY OF DE PERE - WARD 15,162,12,
,BROWN - CITY OF DE PERE - WARD 16,4,,
,BROWN - CITY OF DE PERE - WARD 18,1,1,
,BROWN - CITY OF DE PERE - WARD 2,201,6,
,BROWN - CITY OF DE PERE - WARD 3,126,2,
,BROWN - CITY OF DE PERE - WARD 4,111,3,
,BROWN - CITY OF DE PERE - WARD 5,33,1,
,BROWN - CITY OF DE PERE - WARD 6,125,13,
,BROWN - CITY OF DE PERE - WARD 7,172,2,
,BROWN - CITY OF DE PERE - WARD 8,104,9,
,BROWN - CITY OF DE PERE - WARD 9,84,5,
,BROWN - CITY OF GREEN BAY - WARD 1,3,,
,BROWN - CITY OF GREEN BAY - WARD 10,82,4,
,BROWN - CITY OF GREEN BAY - WARD 11,124,4,
,BROWN - CITY OF GREEN BAY - WARD 12,73,4,
,BROWN - CITY OF GREEN BAY - WARD 13,117,6,
,BROWN - CITY OF GREEN BAY - WARD 14,110,2,
,BROWN - CITY OF GREEN BAY - WARD 15,200,7,
,BROWN - CITY OF GREEN BAY - WARD 16,215,8,
,BROWN - CITY OF GREEN BAY - WARD 17,80,5,
,BROWN - CITY OF GREEN BAY - WARD 18,124,8,
,BROWN - CITY OF GREEN BAY - WARD 19,87,9,
,BROWN - CITY OF GREEN BAY - WARD 2,251,15,
,BROWN - CITY OF GREEN BAY - WARD 20,103,4,
,BROWN - CITY OF GREEN BAY - WARD 21,83,3,
,BROWN - CITY OF GREEN BAY - WARD 22,23,6,
,BROWN - CITY OF GREEN BAY - WARD 23,57,3,
,BROWN - CITY OF GREEN BAY - WARD 24,124,6,
,BROWN - CITY OF GREEN BAY - WARD 25,120,9,
,BROWN - CITY OF GREEN BAY - WARD 26,102,5,
,BROWN - CITY OF GREEN BAY - WARD 27,28,3,
,BROWN - CITY OF GREEN BAY - WARD 28,129,7,
,BROWN - CITY OF GREEN BAY - WARD 29,173,8,
,BROWN - CITY OF GREEN BAY - WARD 3,73,5,
,BROWN - CITY OF GREEN BAY - WARD 30,152,5,
,BROWN - CITY OF GREEN BAY - WARD 31,169,9,
,BROWN - CITY OF GREEN BAY - WARD 32,164,4,
,BROWN - CITY OF GREEN BAY - WARD 33,107,4,
,BROWN - CITY OF GREEN BAY - WARD 34,206,5,
,BROWN - CITY OF GREEN BAY - WARD 35,130,2,
,BROWN - CITY OF GREEN BAY - WARD 36,44,5,
,BROWN - CITY OF GREEN BAY - WARD 37,126,4,
,BROWN - CITY OF GREEN BAY - WARD 38,191,5,
,BROWN - CITY OF GREEN BAY - WARD 39,160,10,
,BROWN - CITY OF GREEN BAY - WARD 4,333,15,
,BROWN - CITY OF GREEN BAY - WARD 40,108,5,
,BROWN - CITY OF GREEN BAY - WARD 41,81,3,
,BROWN - CITY OF GREEN BAY - WARD 42,107,1,
,BROWN - CITY OF GREEN BAY - WARD 43,169,9,
,BROWN - CITY OF GREEN BAY - WARD 44,251,7,
,BROWN - CITY OF GREEN BAY - WARD 45,410,16,
,BROWN - CITY OF GREEN BAY - WARD 46,208,3,
,BROWN - CITY OF GREEN BAY - WARD 47,317,12,
,BROWN - CITY OF GREEN BAY - WARD 5,146,2,
,BROWN - CITY OF GREEN BAY - WARD 6,284,9,
,BROWN - CITY OF GREEN BAY - WARD 7,174,7,
,BROWN - CITY OF GREEN BAY - WARD 8,285,15,
,BROWN - CITY OF GREEN BAY - WARD 9,78,6,
,BROWN - TOWN OF EATON - WARD 1,77,,
,BROWN - TOWN OF EATON - WARD 2,136,,
,BROWN - TOWN OF GLENMORE - WARD 1,87,1,
,BROWN - TOWN OF GLENMORE - WARD 2,52,2,
,BROWN - TOWN OF GREEN BAY - WARD 1,80,2,
,BROWN - TOWN OF GREEN BAY - WARD 2,114,1,
,BROWN - TOWN OF GREEN BAY - WARD 3,80,1,
,BROWN - TOWN OF HOLLAND - WARD 1,76,,
,BROWN - TOWN OF HOLLAND - WARD 2,115,,
,BROWN - TOWN OF HUMBOLDT - WARD 1,106,2,
,BROWN - TOWN OF HUMBOLDT - WARD 2,49,,
,BROWN - TOWN OF LAWRENCE - WARD 1,124,5,
,BROWN - TOWN OF LAWRENCE - WARD 2,80,6,
,BROWN - TOWN OF LAWRENCE - WARD 3,54,3,
,BROWN - TOWN OF LAWRENCE - WARD 4,52,6,
,BROWN - TOWN OF LAWRENCE - WARD 5,155,4,
,BROWN - TOWN OF LAWRENCE - WARD 6,150,7,
,BROWN - TOWN OF LEDGEVIEW - WARD 1,15,,
,BROWN - TOWN OF LEDGEVIEW - WARD 10,118,5,
,BROWN - TOWN OF LEDGEVIEW - WARD 2,80,3,
,BROWN - TOWN OF LEDGEVIEW - WARD 3,74,1,
,BROWN - TOWN OF LEDGEVIEW - WARD 4,112,3,
,BROWN - TOWN OF LEDGEVIEW - WARD 5,91,5,
,BROWN - TOWN OF LEDGEVIEW - WARD 6,56,8,
,BROWN - TOWN OF LEDGEVIEW - WARD 7,78,2,
,BROWN - TOWN OF LEDGEVIEW - WARD 8,99,6,
,BROWN - TOWN OF LEDGEVIEW - WARD 9,81,12,
,BROWN - TOWN OF MORRISON - WARD 1,59,2,
,BROWN - TOWN OF MORRISON - WARD 2,102,3,
,BROWN - TOWN OF NEW DENMARK - WARD 1,62,1,
,BROWN - TOWN OF NEW DENMARK - WARD 2,92,1,
,BROWN - TOWN OF NEW DENMARK - WARD 3,40,,
,BROWN - TOWN OF PITTSFIELD - WARD 1,135,4,
,BROWN - TOWN OF PITTSFIELD - WARD 2,80,2,
,BROWN - TOWN OF PITTSFIELD - WARD 3,145,5,
,BROWN - TOWN OF ROCKLAND - WARD 1,82,1,
,BROWN - TOWN OF ROCKLAND - WARD 2,84,,
,BROWN - TOWN OF ROCKLAND - WARD 3,113,1,
,BROWN - TOWN OF SCOTT - WARD 1,112,4,
,BROWN - TOWN OF SCOTT - WARD 2,116,4,
,BROWN - TOWN OF SCOTT - WARD 3,90,3,
,BROWN - TOWN OF SCOTT - WARD 4,111,2,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 1,153,2,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 2,93,1,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 3,70,6,
,BROWN - VILLAGE OF ALLOUEZ - WARD 1,122,3,
,BROWN - VILLAGE OF ALLOUEZ - WARD 2,175,4,
,BROWN - VILLAGE OF ALLOUEZ - WARD 3,77,2,
,BROWN - VILLAGE OF ALLOUEZ - WARD 4,205,10,
,BROWN - VILLAGE OF ALLOUEZ - WARD 5,128,10,
,BROWN - VILLAGE OF ALLOUEZ - WARD 6,220,6,
,BROWN - VILLAGE OF ALLOUEZ - WARD 7,88,2,
,BROWN - VILLAGE OF ALLOUEZ - WARD 8,153,4,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 1,110,6,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 10,224,3,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 11,98,7,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 12,122,5,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 2,53,2,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 3,74,3,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 4,127,7,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 5,119,4,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 6,121,8,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 7,167,7,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 8,175,1,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 9,142,4,
,BROWN - VILLAGE OF BELLEVUE - WARD 1,41,2,
,BROWN - VILLAGE OF BELLEVUE - WARD 10,282,7,
,BROWN - VILLAGE OF BELLEVUE - WARD 2,65,4,
,BROWN - VILLAGE OF BELLEVUE - WARD 3,58,,
,BROWN - VILLAGE OF BELLEVUE - WARD 4,83,6,
,BROWN - VILLAGE OF BELLEVUE - WARD 5,86,3,
,BROWN - VILLAGE OF BELLEVUE - WARD 6,146,10,
,BROWN - VILLAGE OF BELLEVUE - WARD 7,187,3,
,BROWN - VILLAGE OF BELLEVUE - WARD 8,145,6,
,BROWN - VILLAGE OF BELLEVUE - WARD 9,142,3,
,BROWN - VILLAGE OF DENMARK - WARD 1,99,2,
,BROWN - VILLAGE OF DENMARK - WARD 2,44,2,
,BROWN - VILLAGE OF DENMARK - WARD 3,58,2,
,BROWN - VILLAGE OF HOBART - WARD 1,161,16,
,BROWN - VILLAGE OF HOBART - WARD 2,87,6,
,BROWN - VILLAGE OF HOBART - WARD 3,98,3,
,BROWN - VILLAGE OF HOBART - WARD 4,77,3,
,BROWN - VILLAGE OF HOBART - WARD 5,78,8,
,BROWN - VILLAGE OF HOBART - WARD 6,60,4,
,BROWN - VILLAGE OF HOBART - WARD 7,86,2,
,BROWN - VILLAGE OF HOBART - WARD 8,126,2,
,BROWN - VILLAGE OF HOBART - WARD 9,4,1,
,BROWN - VILLAGE OF HOWARD - WARD 1,95,6,
,BROWN - VILLAGE OF HOWARD - WARD 10,155,3,
,BROWN - VILLAGE OF HOWARD - WARD 11,157,6,
,BROWN - VILLAGE OF HOWARD - WARD 12,91,5,
,BROWN - VILLAGE OF HOWARD - WARD 13,124,11,
,BROWN - VILLAGE OF HOWARD - WARD 14,71,2,
,BROWN - VILLAGE OF HOWARD - WARD 15,252,9,
,BROWN - VILLAGE OF HOWARD - WARD 16,107,4,
,BROWN - VILLAGE OF HOWARD - WARD 18,99,5,
,BROWN - VILLAGE OF HOWARD - WARD 2,64,1,
,BROWN - VILLAGE OF HOWARD - WARD 3,35,5,
,BROWN - VILLAGE OF HOWARD - WARD 4,38,2,
,BROWN - VILLAGE OF HOWARD - WARD 5,55,2,
,BROWN - VILLAGE OF HOWARD - WARD 6,100,4,
,BROWN - VILLAGE OF HOWARD - WARD 7,92,5,
,BROWN - VILLAGE OF HOWARD - WARD 8,190,5,
,BROWN - VILLAGE OF HOWARD - WARD 9,157,1,
,BROWN - VILLAGE OF PULASKI - WARD 1,51,3,
,BROWN - VILLAGE OF PULASKI - WARD 2,86,3,
,BROWN - VILLAGE OF PULASKI - WARD 3,90,4,
,BROWN - VILLAGE OF PULASKI - WARD 6,49,2,
,BROWN - VILLAGE OF SUAMICO - WARD 1,183,4,
,BROWN - VILLAGE OF SUAMICO - WARD 2,149,3,
,BROWN - VILLAGE OF SUAMICO - WARD 3,157,8,
,BROWN - VILLAGE OF SUAMICO - WARD 4,218,7,
,BROWN - VILLAGE OF SUAMICO - WARD 5,236,6,
,BROWN - VILLAGE OF SUAMICO - WARD 6,163,6,
,BROWN - VILLAGE OF SUAMICO - WARD 7,167,7,
,BROWN - VILLAGE OF SUAMICO - WARD 8,255,15,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 1,77,4,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 2,80,7,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 3,105,4,
,BUFFALO - CITY OF ALMA - WARD 1,27,3,
,BUFFALO - CITY OF ALMA - WARD 2,40,2,
,BUFFALO - CITY OF BUFFALO - WARD 1,69,3,
,BUFFALO - CITY OF FOUNTAIN CITY - WARD 1,45,3,
,BUFFALO - CITY OF FOUNTAIN CITY - WARD 2,12,,
,BUFFALO - CITY OF MONDOVI - WARD 1,58,1,
,BUFFALO - CITY OF MONDOVI - WARD 2,50,1,
,BUFFALO - CITY OF MONDOVI - WARD 3,68,,
,BUFFALO - TOWN OF ALMA - WARD 1,32,1,
,BUFFALO - TOWN OF BELVIDERE - WARD 1,46,2,
,BUFFALO - TOWN OF BUFFALO - WARD 1,65,1,
,BUFFALO - TOWN OF CANTON - WARD 1,34,,
,BUFFALO - TOWN OF CROSS - WARD 1,34,2,
,BUFFALO - TOWN OF DOVER - WARD 1,46,1,
,BUFFALO - TOWN OF GILMANTON - WARD 1,23,3,
,BUFFALO - TOWN OF GLENCOE - WARD 1,40,1,
,BUFFALO - TOWN OF LINCOLN - WARD 1,21,,
,BUFFALO - TOWN OF MAXVILLE - WARD 1,27,,
,BUFFALO - TOWN OF MILTON - WARD 1,54,2,
,BUFFALO - TOWN OF MODENA - WARD 1,28,1,
,BUFFALO - TOWN OF MONDOVI - WARD 1,46,1,
,BUFFALO - TOWN OF MONTANA - WARD 1,33,1,
,BUFFALO - TOWN OF NAPLES - WARD 1,72,3,
,BUFFALO - TOWN OF NELSON - WARD 1,33,,
,BUFFALO - TOWN OF WAUMANDEE - WARD 1,56,2,
,BUFFALO - VILLAGE OF COCHRANE - WARD 1,25,3,
,BUFFALO - VILLAGE OF NELSON - WARD 1,17,,
,BURNETT - TOWN OF ANDERSON - WARD 1,40,,
,BURNETT - TOWN OF BLAINE - WARD 1,14,,
,BURNETT - TOWN OF DANIELS - WARD 1,47,4,
,BURNETT - TOWN OF DEWEY - WARD 1,52,,
,BURNETT - TOWN OF GRANTSBURG - WARD 1,25,,
,BURNETT - TOWN OF GRANTSBURG - WARD 2,25,1,
,BURNETT - TOWN OF GRANTSBURG - WARD 3,23,2,
,BURNETT - TOWN OF JACKSON - WARD 1,48,5,
,BURNETT - TOWN OF LA FOLLETTE - WARD 1,18,1,
,BURNETT - TOWN OF LA FOLLETTE - WARD 2,6,1,
,BURNETT - TOWN OF LINCOLN - WARD 1,17,1,
,BURNETT - TOWN OF MEENON - WARD 1,26,,
,BURNETT - TOWN OF MEENON - WARD 2,23,,
,BURNETT - TOWN OF MEENON - WARD 3,20,,
,BURNETT - TOWN OF OAKLAND - WARD 1,20,1,
,BURNETT - TOWN OF OAKLAND - WARD 2,32,3,
,BURNETT - TOWN OF ROOSEVELT - WARD 1,14,2,
,BURNETT - TOWN OF RUSK - WARD 1,25,1,
,BURNETT - TOWN OF SAND LAKE - WARD 1,27,2,
,BURNETT - TOWN OF SCOTT - WARD 1,29,1,
,BURNETT - TOWN OF SCOTT - WARD 2,9,,
,BURNETT - TOWN OF SIREN - WARD 1,55,3,
,BURNETT - TOWN OF SIREN - WARD 2,17,2,
,BURNETT - TOWN OF SWISS - WARD 1,29,,
,BURNETT - TOWN OF SWISS - WARD 2,3,,
,BURNETT - TOWN OF TRADE LAKE - WARD 1,44,4,
,BURNETT - TOWN OF TRADE LAKE - WARD 2,5,1,
,BURNETT - TOWN OF UNION - WARD 1,10,3,
,BURNETT - TOWN OF WEBB LAKE - WARD 1,24,3,
,BURNETT - TOWN OF WEST MARSHLAND - WARD 1,27,1,
,BURNETT - TOWN OF WEST MARSHLAND - WARD 2,6,,
,BURNETT - TOWN OF WOOD RIVER - WARD 1,53,3,
,BURNETT - TOWN OF WOOD RIVER - WARD 2,6,,
,BURNETT - TOWN OF WOOD RIVER - WARD 3,10,,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 1,35,1,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 2,12,,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 3,16,6,
,BURNETT - VILLAGE OF SIREN - WARD 1,35,4,
,BURNETT - VILLAGE OF SIREN - WARD 2,8,,
,BURNETT - VILLAGE OF WEBSTER - WARD 1,19,1,
,BURNETT - VILLAGE OF WEBSTER - WARD 2,11,,
,CALUMET - CITY OF APPLETON - WARD 12,25,11,
,CALUMET - CITY OF APPLETON - WARD 13,158,7,
,CALUMET - CITY OF APPLETON - WARD 14,154,11,
,CALUMET - CITY OF APPLETON - WARD 26,156,9,
,CALUMET - CITY OF APPLETON - WARD 44,161,10,
,CALUMET - CITY OF APPLETON - WARD 45,289,4,
,CALUMET - CITY OF APPLETON - WARD 46,22,,
,CALUMET - CITY OF BRILLION - WARD 1,45,4,
,CALUMET - CITY OF BRILLION - WARD 2,85,1,
,CALUMET - CITY OF BRILLION - WARD 3,55,2,
