,,Voter Status,,
,ADAMS - TOWN OF STRONGS PRAIRIE - WARD 2,13,,
,ADAMS - VILLAGE OF FRIENDSHIP - WARD 1,15,,
,ASHLAND - CITY OF ASHLAND - WARD 1,37,,
,ASHLAND - CITY OF ASHLAND - WARD 10,19,,
,ASHLAND - CITY OF ASHLAND - WARD 11,21,,
,ASHLAND - CITY OF ASHLAND - WARD 2,15,,
,ASHLAND - CITY OF ASHLAND - WARD 3,25,,
,ASHLAND - CITY OF ASHLAND - WARD 4,38,,
,ASHLAND - CITY OF ASHLAND - WARD 5,29,,
,ASHLAND - CITY OF ASHLAND - WARD 6,13,,
,ASHLAND - CITY OF ASHLAND - WARD 7,22,,
,ASHLAND - CITY OF ASHLAND - WARD 8,21,,
,ASHLAND - CITY OF ASHLAND - WARD 9,14,,
,ASHLAND - CITY OF MELLEN - WARD 1,9,,
,ASHLAND - TOWN OF AGENDA - WARD 1,12,,
,ASHLAND - TOWN OF ASHLAND - WARD 1,10,,
,ASHLAND - TOWN OF CHIPPEWA - WARD 1,9,,
,ASHLAND - TOWN OF GINGLES - WARD 1,31,,
,ASHLAND - TOWN OF GORDON - WARD 2,3,,
,ASHLAND - TOWN OF JACOBS - WARD 1,10,,
,ASHLAND - TOWN OF LA POINTE - WARD 1,26,,
,ASHLAND - TOWN OF MARENGO - WARD 1,4,,
,ASHLAND - TOWN OF MARENGO - WARD 2,4,,
,ASHLAND - TOWN OF MORSE - WARD 1,12,,
,ASHLAND - TOWN OF MORSE - WARD 2,2,,
,ASHLAND - TOWN OF MORSE - WARD 3,2,,
,ASHLAND - TOWN OF PEEKSVILLE - WARD 1,1,,
,ASHLAND - TOWN OF PEEKSVILLE - WARD 2,1,,
,ASHLAND - TOWN OF SANBORN - WARD 1,8,,
,ASHLAND - TOWN OF SANBORN - WARD 2,9,,
,ASHLAND - TOWN OF SHANAGOLDEN - WARD 1,2,,
,ASHLAND - TOWN OF WHITE RIVER - WARD 1,20,,
,ASHLAND - TOWN OF WHITE RIVER - WARD 2,4,,
,ASHLAND - VILLAGE OF BUTTERNUT - WARD 1,1,,
,ASHLAND - VILLAGE OF BUTTERNUT - WARD 2,6,,
,BARRON - CITY OF BARRON - WARD 1,18,,
,BARRON - CITY OF BARRON - WARD 2,18,,
,BARRON - CITY OF BARRON - WARD 3,6,,
,BARRON - CITY OF BARRON - WARD 4,3,,
,BARRON - CITY OF BARRON - WARD 5,6,,
,BARRON - CITY OF BARRON - WARD 6,3,,
,BARRON - CITY OF BARRON - WARD 7,5,,
,BARRON - CITY OF CHETEK - WARD 1,15,,
,BARRON - CITY OF CHETEK - WARD 2,16,,
,BARRON - CITY OF CHETEK - WARD 3,6,,
,BARRON - CITY OF CHETEK - WARD 4,25,,
,BARRON - CITY OF CUMBERLAND - WARD 1,4,,
,BARRON - CITY OF CUMBERLAND - WARD 2,13,,
,BARRON - CITY OF CUMBERLAND - WARD 3,11,,
,BARRON - CITY OF CUMBERLAND - WARD 4,17,,
,BARRON - CITY OF RICE LAKE - WARD 1,10,,
,BARRON - CITY OF RICE LAKE - WARD 10,36,,
,BARRON - CITY OF RICE LAKE - WARD 11,22,,
,BARRON - CITY OF RICE LAKE - WARD 12,14,,
,BARRON - CITY OF RICE LAKE - WARD 13,8,,
,BARRON - CITY OF RICE LAKE - WARD 2,12,,
,BARRON - CITY OF RICE LAKE - WARD 3,20,,
,BARRON - CITY OF RICE LAKE - WARD 4,17,,
,BARRON - CITY OF RICE LAKE - WARD 5,27,,
,BARRON - CITY OF RICE LAKE - WARD 6,24,,
,BARRON - CITY OF RICE LAKE - WARD 7,11,,
,BARRON - CITY OF RICE LAKE - WARD 8,10,,
,BARRON - CITY OF RICE LAKE - WARD 9,23,,
,BARRON - TOWN OF ALMENA - WARD 1,14,,
,BARRON - TOWN OF ALMENA - WARD 2,9,,
,BARRON - TOWN OF ARLAND - WARD 1,18,,
,BARRON - TOWN OF BARRON - WARD 1,15,,
,BARRON - TOWN OF BARRON - WARD 2,14,,
,BARRON - TOWN OF BEAR LAKE - WARD 1,19,,
,BARRON - TOWN OF CEDAR LAKE - WARD 1,46,,
,BARRON - TOWN OF CHETEK - WARD 1,28,,
,BARRON - TOWN OF CHETEK - WARD 2,22,,
,BARRON - TOWN OF CLINTON - WARD 1,16,,
,BARRON - TOWN OF CRYSTAL LAKE - WARD 1,20,,
,BARRON - TOWN OF CUMBERLAND - WARD 1,17,,
,BARRON - TOWN OF DALLAS - WARD 1,16,,
,BARRON - TOWN OF DOVRE - WARD 1,18,,
,BARRON - TOWN OF DOYLE - WARD 1,8,,
,BARRON - TOWN OF DOYLE - WARD 2,5,,
,BARRON - TOWN OF LAKELAND - WARD 1,5,,
,BARRON - TOWN OF LAKELAND - WARD 2,17,,
,BARRON - TOWN OF MAPLE GROVE - WARD 1,11,,
,BARRON - TOWN OF MAPLE GROVE - WARD 2,7,,
,BARRON - TOWN OF MAPLE PLAIN - WARD 1,18,,
,BARRON - TOWN OF OAK GROVE - WARD 1,9,,
,BARRON - TOWN OF OAK GROVE - WARD 2,16,,
,BARRON - TOWN OF PRAIRIE FARM - WARD 1,2,,
,BARRON - TOWN OF PRAIRIE FARM - WARD 2,7,,
,BARRON - TOWN OF PRAIRIE LAKE - WARD 1,23,,
,BARRON - TOWN OF PRAIRIE LAKE - WARD 2,24,,
,BARRON - TOWN OF RICE LAKE - WARD 1,33,,
,BARRON - TOWN OF RICE LAKE - WARD 2,32,,
,BARRON - TOWN OF RICE LAKE - WARD 3,13,,
,BARRON - TOWN OF RICE LAKE - WARD 4,31,,
,BARRON - TOWN OF SIOUX CREEK - WARD 1,17,,
,BARRON - TOWN OF STANFOLD - WARD 1,30,,
,BARRON - TOWN OF STANLEY - WARD 1,21,,
,BARRON - TOWN OF STANLEY - WARD 2,25,,
,BARRON - TOWN OF STANLEY - WARD 3,13,,
,BARRON - TOWN OF STANLEY - WARD 4,21,,
,BARRON - TOWN OF SUMNER - WARD 1,18,,
,BARRON - TOWN OF TURTLE LAKE - WARD 1,12,,
,BARRON - TOWN OF VANCE CREEK - WARD 1,9,,
,BARRON - VILLAGE OF ALMENA - WARD 1,4,,
,BARRON - VILLAGE OF CAMERON - WARD 1,14,,
,BARRON - VILLAGE OF CAMERON - WARD 2,5,,
,BARRON - VILLAGE OF CAMERON - WARD 3,2,,
,BARRON - VILLAGE OF DALLAS - WARD 1,7,,
,BARRON - VILLAGE OF HAUGEN - WARD 1,3,,
,BARRON - VILLAGE OF PRAIRIE FARM - WARD 1,4,,
,BARRON - VILLAGE OF TURTLE LAKE - WARD 1,8,,
,BAYFIELD - CITY OF BAYFIELD - WARD 1,5,,
,BAYFIELD - CITY OF BAYFIELD - WARD 2,9,,
,BAYFIELD - CITY OF BAYFIELD - WARD 3,6,,
,BAYFIELD - CITY OF BAYFIELD - WARD 4,10,,
,BAYFIELD - CITY OF WASHBURN - WARD 1,58,,
,BAYFIELD - CITY OF WASHBURN - WARD 2,18,,
,BAYFIELD - CITY OF WASHBURN - WARD 3,21,,
,BAYFIELD - CITY OF WASHBURN - WARD 4,54,,
,BAYFIELD - TOWN OF BARKSDALE - WARD 1,42,,
,BAYFIELD - TOWN OF BARNES - WARD 1,24,,
,BAYFIELD - TOWN OF BAYFIELD - WARD 1,35,,
,BAYFIELD - TOWN OF BAYVIEW - WARD 1,23,,
,BAYFIELD - TOWN OF BELL - WARD 1,20,,
,BAYFIELD - TOWN OF CABLE - WARD 1,41,,
,BAYFIELD - TOWN OF CLOVER - WARD 1,10,,
,BAYFIELD - TOWN OF DELTA - WARD 1,17,,
,BAYFIELD - TOWN OF DRUMMOND - WARD 1,17,,
,BAYFIELD - TOWN OF EILEEN - WARD 1,11,,
,BAYFIELD - TOWN OF EILEEN - WARD 2,8,,
,BAYFIELD - TOWN OF GRAND VIEW - WARD 1,10,,
,BAYFIELD - TOWN OF HUGHES - WARD 1,12,,
,BAYFIELD - TOWN OF IRON RIVER - WARD 1,13,,
,BAYFIELD - TOWN OF IRON RIVER - WARD 2,17,,
,BAYFIELD - TOWN OF KELLY - WARD 1,18,,
,BAYFIELD - TOWN OF KEYSTONE - WARD 1,12,,
,BAYFIELD - TOWN OF LINCOLN - WARD 1,16,,
,BAYFIELD - TOWN OF MASON - WARD 1,13,,
,BAYFIELD - TOWN OF NAMAKAGON - WARD 1,5,,
,BAYFIELD - TOWN OF ORIENTA - WARD 1,6,,
,BAYFIELD - TOWN OF OULU - WARD 1,35,,
,BAYFIELD - TOWN OF PILSEN - WARD 1,5,,
,BAYFIELD - TOWN OF PORT WING - WARD 1,19,,
,BAYFIELD - TOWN OF RUSSELL - WARD 1,15,,
,BAYFIELD - TOWN OF RUSSELL - WARD 2,13,,
,BAYFIELD - TOWN OF TRIPP - WARD 1,12,,
,BAYFIELD - TOWN OF WASHBURN - WARD 1,30,,
,BAYFIELD - VILLAGE OF MASON - WARD 1,2,,
,BROWN - CITY OF DE PERE - WARD 1,147,,
,BROWN - CITY OF DE PERE - WARD 10,68,,
,BROWN - CITY OF DE PERE - WARD 11,12,,
,BROWN - CITY OF DE PERE - WARD 12,93,,
,BROWN - CITY OF DE PERE - WARD 13,115,,
,BROWN - CITY OF DE PERE - WARD 14,120,,
,BROWN - CITY OF DE PERE - WARD 15,128,,
,BROWN - CITY OF DE PERE - WARD 16,2,,
,BROWN - CITY OF DE PERE - WARD 18,1,,
,BROWN - CITY OF DE PERE - WARD 2,127,,
,BROWN - CITY OF DE PERE - WARD 3,102,,
,BROWN - CITY OF DE PERE - WARD 4,88,,
,BROWN - CITY OF DE PERE - WARD 5,25,,
,BROWN - CITY OF DE PERE - WARD 6,88,,
,BROWN - CITY OF DE PERE - WARD 7,118,,
,BROWN - CITY OF DE PERE - WARD 8,65,,
,BROWN - CITY OF DE PERE - WARD 9,63,,
,BROWN - CITY OF GREEN BAY - WARD 1,1,,
,BROWN - CITY OF GREEN BAY - WARD 10,25,,
,BROWN - CITY OF GREEN BAY - WARD 11,36,,
,BROWN - CITY OF GREEN BAY - WARD 12,28,,
,BROWN - CITY OF GREEN BAY - WARD 13,28,,
,BROWN - CITY OF GREEN BAY - WARD 14,43,,
,BROWN - CITY OF GREEN BAY - WARD 15,94,,
,BROWN - CITY OF GREEN BAY - WARD 16,74,,
,BROWN - CITY OF GREEN BAY - WARD 17,20,,
,BROWN - CITY OF GREEN BAY - WARD 18,44,,
,BROWN - CITY OF GREEN BAY - WARD 19,24,,
,BROWN - CITY OF GREEN BAY - WARD 2,105,,
,BROWN - CITY OF GREEN BAY - WARD 20,25,,
,BROWN - CITY OF GREEN BAY - WARD 21,24,,
,BROWN - CITY OF GREEN BAY - WARD 22,7,,
,BROWN - CITY OF GREEN BAY - WARD 23,19,,
,BROWN - CITY OF GREEN BAY - WARD 24,34,,
,BROWN - CITY OF GREEN BAY - WARD 25,39,,
,BROWN - CITY OF GREEN BAY - WARD 26,38,,
,BROWN - CITY OF GREEN BAY - WARD 27,9,,
,BROWN - CITY OF GREEN BAY - WARD 28,35,,
,BROWN - CITY OF GREEN BAY - WARD 29,67,,
,BROWN - CITY OF GREEN BAY - WARD 3,52,,
,BROWN - CITY OF GREEN BAY - WARD 30,57,,
,BROWN - CITY OF GREEN BAY - WARD 31,57,,
,BROWN - CITY OF GREEN BAY - WARD 32,46,,
,BROWN - CITY OF GREEN BAY - WARD 33,34,,
,BROWN - CITY OF GREEN BAY - WARD 34,63,,
,BROWN - CITY OF GREEN BAY - WARD 35,48,,
,BROWN - CITY OF GREEN BAY - WARD 36,11,,
,BROWN - CITY OF GREEN BAY - WARD 37,35,,
,BROWN - CITY OF GREEN BAY - WARD 38,55,,
,BROWN - CITY OF GREEN BAY - WARD 39,27,,
,BROWN - CITY OF GREEN BAY - WARD 4,128,,
,BROWN - CITY OF GREEN BAY - WARD 40,48,,
,BROWN - CITY OF GREEN BAY - WARD 41,32,,
,BROWN - CITY OF GREEN BAY - WARD 42,37,,
,BROWN - CITY OF GREEN BAY - WARD 43,55,,
,BROWN - CITY OF GREEN BAY - WARD 44,90,,
,BROWN - CITY OF GREEN BAY - WARD 45,162,,
,BROWN - CITY OF GREEN BAY - WARD 46,67,,
,BROWN - CITY OF GREEN BAY - WARD 47,117,,
,BROWN - CITY OF GREEN BAY - WARD 5,77,,
,BROWN - CITY OF GREEN BAY - WARD 6,105,,
,BROWN - CITY OF GREEN BAY - WARD 7,76,,
,BROWN - CITY OF GREEN BAY - WARD 8,117,,
,BROWN - CITY OF GREEN BAY - WARD 9,23,,
,BROWN - TOWN OF EATON - WARD 1,19,,
,BROWN - TOWN OF EATON - WARD 2,51,,
,BROWN - TOWN OF GLENMORE - WARD 1,24,,
,BROWN - TOWN OF GLENMORE - WARD 2,25,,
,BROWN - TOWN OF GREEN BAY - WARD 1,49,,
,BROWN - TOWN OF GREEN BAY - WARD 2,59,,
,BROWN - TOWN OF GREEN BAY - WARD 3,28,,
,BROWN - TOWN OF HOLLAND - WARD 1,36,,
,BROWN - TOWN OF HOLLAND - WARD 2,58,,
,BROWN - TOWN OF HUMBOLDT - WARD 1,42,,
,BROWN - TOWN OF HUMBOLDT - WARD 2,24,,
,BROWN - TOWN OF LAWRENCE - WARD 1,73,,
,BROWN - TOWN OF LAWRENCE - WARD 2,40,,
,BROWN - TOWN OF LAWRENCE - WARD 3,35,,
,BROWN - TOWN OF LAWRENCE - WARD 4,35,,
,BROWN - TOWN OF LAWRENCE - WARD 5,93,,
,BROWN - TOWN OF LAWRENCE - WARD 6,99,,
,BROWN - TOWN OF LEDGEVIEW - WARD 1,10,,
,BROWN - TOWN OF LEDGEVIEW - WARD 10,104,,
,BROWN - TOWN OF LEDGEVIEW - WARD 2,58,,
,BROWN - TOWN OF LEDGEVIEW - WARD 3,56,,
,BROWN - TOWN OF LEDGEVIEW - WARD 4,94,,
,BROWN - TOWN OF LEDGEVIEW - WARD 5,73,,
,BROWN - TOWN OF LEDGEVIEW - WARD 6,35,,
,BROWN - TOWN OF LEDGEVIEW - WARD 7,56,,
,BROWN - TOWN OF LEDGEVIEW - WARD 8,67,,
,BROWN - TOWN OF LEDGEVIEW - WARD 9,61,,
,BROWN - TOWN OF MORRISON - WARD 1,23,1,
,BROWN - TOWN OF MORRISON - WARD 2,48,,
,BROWN - TOWN OF NEW DENMARK - WARD 1,25,,
,BROWN - TOWN OF NEW DENMARK - WARD 2,39,,
,BROWN - TOWN OF NEW DENMARK - WARD 3,20,,
,BROWN - TOWN OF PITTSFIELD - WARD 1,66,,
,BROWN - TOWN OF PITTSFIELD - WARD 2,41,,
,BROWN - TOWN OF PITTSFIELD - WARD 3,79,,
,BROWN - TOWN OF ROCKLAND - WARD 1,52,,
,BROWN - TOWN OF ROCKLAND - WARD 2,58,,
,BROWN - TOWN OF ROCKLAND - WARD 3,84,,
,BROWN - TOWN OF SCOTT - WARD 1,62,,
,BROWN - TOWN OF SCOTT - WARD 2,45,,
,BROWN - TOWN OF SCOTT - WARD 3,56,,
,BROWN - TOWN OF SCOTT - WARD 4,60,,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 1,61,,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 2,44,,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 3,36,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 1,73,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 2,89,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 3,39,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 4,138,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 5,94,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 6,135,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 7,77,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 8,99,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 1,47,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 10,147,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 11,56,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 12,61,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 2,26,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 3,29,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 4,79,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 5,67,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 6,78,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 7,104,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 8,127,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 9,78,,
,BROWN - VILLAGE OF BELLEVUE - WARD 1,20,,
,BROWN - VILLAGE OF BELLEVUE - WARD 10,181,,
,BROWN - VILLAGE OF BELLEVUE - WARD 2,37,,
,BROWN - VILLAGE OF BELLEVUE - WARD 3,40,,
,BROWN - VILLAGE OF BELLEVUE - WARD 4,52,,
,BROWN - VILLAGE OF BELLEVUE - WARD 5,50,,
,BROWN - VILLAGE OF BELLEVUE - WARD 6,86,,
,BROWN - VILLAGE OF BELLEVUE - WARD 7,106,,
,BROWN - VILLAGE OF BELLEVUE - WARD 8,103,,
,BROWN - VILLAGE OF BELLEVUE - WARD 9,101,,
,BROWN - VILLAGE OF DENMARK - WARD 1,51,,
,BROWN - VILLAGE OF DENMARK - WARD 2,19,,
,BROWN - VILLAGE OF DENMARK - WARD 3,26,,
,BROWN - VILLAGE OF HOBART - WARD 1,105,,
,BROWN - VILLAGE OF HOBART - WARD 2,67,,
,BROWN - VILLAGE OF HOBART - WARD 3,67,,
,BROWN - VILLAGE OF HOBART - WARD 4,61,,
,BROWN - VILLAGE OF HOBART - WARD 5,70,,
,BROWN - VILLAGE OF HOBART - WARD 6,29,,
,BROWN - VILLAGE OF HOBART - WARD 7,50,,
,BROWN - VILLAGE OF HOBART - WARD 8,80,,
,BROWN - VILLAGE OF HOBART - WARD 9,2,,
,BROWN - VILLAGE OF HOWARD - WARD 1,39,,
,BROWN - VILLAGE OF HOWARD - WARD 10,85,,
,BROWN - VILLAGE OF HOWARD - WARD 11,102,,
,BROWN - VILLAGE OF HOWARD - WARD 12,52,,
,BROWN - VILLAGE OF HOWARD - WARD 13,76,,
,BROWN - VILLAGE OF HOWARD - WARD 14,43,,
,BROWN - VILLAGE OF HOWARD - WARD 15,157,,
,BROWN - VILLAGE OF HOWARD - WARD 16,64,,
,BROWN - VILLAGE OF HOWARD - WARD 18,61,,
,BROWN - VILLAGE OF HOWARD - WARD 2,40,,
,BROWN - VILLAGE OF HOWARD - WARD 3,16,,
,BROWN - VILLAGE OF HOWARD - WARD 4,23,,
,BROWN - VILLAGE OF HOWARD - WARD 5,28,,
,BROWN - VILLAGE OF HOWARD - WARD 6,48,,
,BROWN - VILLAGE OF HOWARD - WARD 7,47,,
,BROWN - VILLAGE OF HOWARD - WARD 8,123,,
,BROWN - VILLAGE OF HOWARD - WARD 9,88,,
,BROWN - VILLAGE OF PULASKI - WARD 1,20,,
,BROWN - VILLAGE OF PULASKI - WARD 2,36,,
,BROWN - VILLAGE OF PULASKI - WARD 3,38,,
,BROWN - VILLAGE OF PULASKI - WARD 6,19,,
,BROWN - VILLAGE OF SUAMICO - WARD 1,112,,
,BROWN - VILLAGE OF SUAMICO - WARD 2,94,,
,BROWN - VILLAGE OF SUAMICO - WARD 3,92,,
,BROWN - VILLAGE OF SUAMICO - WARD 4,128,,
,BROWN - VILLAGE OF SUAMICO - WARD 5,135,,
,BROWN - VILLAGE OF SUAMICO - WARD 6,117,,
,BROWN - VILLAGE OF SUAMICO - WARD 7,109,,
,BROWN - VILLAGE OF SUAMICO - WARD 8,152,,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 1,53,,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 2,55,,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 3,68,,
,BUFFALO - CITY OF ALMA - WARD 1,14,,
,BUFFALO - CITY OF ALMA - WARD 2,15,,
,BUFFALO - CITY OF BUFFALO - WARD 1,45,,
,BUFFALO - CITY OF FOUNTAIN CITY - WARD 1,15,,
,BUFFALO - CITY OF FOUNTAIN CITY - WARD 2,7,,
,BUFFALO - CITY OF MONDOVI - WARD 1,19,,
,BUFFALO - CITY OF MONDOVI - WARD 2,20,,
,BUFFALO - CITY OF MONDOVI - WARD 3,27,,
,BUFFALO - TOWN OF ALMA - WARD 1,17,,
,BUFFALO - TOWN OF BELVIDERE - WARD 1,14,,
,BUFFALO - TOWN OF BUFFALO - WARD 1,13,,
,BUFFALO - TOWN OF CANTON - WARD 1,12,,
,BUFFALO - TOWN OF CROSS - WARD 1,13,,
,BUFFALO - TOWN OF DOVER - WARD 1,19,,
,BUFFALO - TOWN OF GILMANTON - WARD 1,8,,
,BUFFALO - TOWN OF GLENCOE - WARD 1,13,,
,BUFFALO - TOWN OF LINCOLN - WARD 1,20,,
,BUFFALO - TOWN OF MAXVILLE - WARD 1,6,,
,BUFFALO - TOWN OF MILTON - WARD 1,40,,
,BUFFALO - TOWN OF MODENA - WARD 1,6,,
,BUFFALO - TOWN OF MONDOVI - WARD 1,23,,
,BUFFALO - TOWN OF MONTANA - WARD 1,5,,
,BUFFALO - TOWN OF NAPLES - WARD 1,28,,
,BUFFALO - TOWN OF NELSON - WARD 1,14,,
,BUFFALO - TOWN OF WAUMANDEE - WARD 1,29,,
,BUFFALO - VILLAGE OF COCHRANE - WARD 1,3,,
,BURNETT - TOWN OF ANDERSON - WARD 1,10,,
,BURNETT - TOWN OF BLAINE - WARD 1,3,,
,BURNETT - TOWN OF DANIELS - WARD 1,18,,
,BURNETT - TOWN OF DEWEY - WARD 1,15,,
,BURNETT - TOWN OF GRANTSBURG - WARD 1,4,,
,BURNETT - TOWN OF GRANTSBURG - WARD 2,8,,
,BURNETT - TOWN OF GRANTSBURG - WARD 3,4,,
,BURNETT - TOWN OF JACKSON - WARD 1,16,,
,BURNETT - TOWN OF LA FOLLETTE - WARD 1,3,,
,BURNETT - TOWN OF LA FOLLETTE - WARD 2,1,,
,BURNETT - TOWN OF LINCOLN - WARD 1,6,,
,BURNETT - TOWN OF MEENON - WARD 1,4,,
,BURNETT - TOWN OF MEENON - WARD 2,5,,
,BURNETT - TOWN OF MEENON - WARD 3,8,,
,BURNETT - TOWN OF OAKLAND - WARD 1,9,,
,BURNETT - TOWN OF OAKLAND - WARD 2,7,,
,BURNETT - TOWN OF RUSK - WARD 1,9,,
,BURNETT - TOWN OF SAND LAKE - WARD 1,13,,
,BURNETT - TOWN OF SCOTT - WARD 1,6,,
,BURNETT - TOWN OF SCOTT - WARD 2,2,,
,BURNETT - TOWN OF SIREN - WARD 1,18,,
,BURNETT - TOWN OF SIREN - WARD 2,7,,
,BURNETT - TOWN OF SWISS - WARD 1,7,,
,BURNETT - TOWN OF SWISS - WARD 2,2,,
,BURNETT - TOWN OF TRADE LAKE - WARD 1,17,,
,BURNETT - TOWN OF UNION - WARD 1,5,,
,BURNETT - TOWN OF WEBB LAKE - WARD 1,7,,
,BURNETT - TOWN OF WEST MARSHLAND - WARD 1,5,,
,BURNETT - TOWN OF WOOD RIVER - WARD 1,21,,
,BURNETT - TOWN OF WOOD RIVER - WARD 3,5,,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 1,10,,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 2,4,,
,BURNETT - VILLAGE OF SIREN - WARD 1,14,,
,BURNETT - VILLAGE OF SIREN - WARD 2,5,,
,BURNETT - VILLAGE OF WEBSTER - WARD 1,6,,
,BURNETT - VILLAGE OF WEBSTER - WARD 2,3,,
,CALUMET - CITY OF APPLETON - WARD 12,15,,
,CALUMET - CITY OF APPLETON - WARD 13,80,,
,CALUMET - CITY OF APPLETON - WARD 14,93,,
,CALUMET - CITY OF APPLETON - WARD 26,64,,
,CALUMET - CITY OF APPLETON - WARD 44,79,,
,CALUMET - CITY OF APPLETON - WARD 45,169,,
,CALUMET - CITY OF APPLETON - WARD 46,20,,
,CALUMET - CITY OF BRILLION - WARD 1,19,,
,CALUMET - CITY OF BRILLION - WARD 2,43,,
,CALUMET - CITY OF BRILLION - WARD 3,17,,
,CALUMET - CITY OF BRILLION - WARD 4,19,,
,CALUMET - CITY OF CHILTON - WARD 1,30,,
,CALUMET - CITY OF CHILTON - WARD 2,26,,
,CALUMET - CITY OF CHILTON - WARD 3,31,,
,CALUMET - CITY OF CHILTON - WARD 4,37,,
,CALUMET - CITY OF CHILTON - WARD 5,27,,
,CALUMET - CITY OF KIEL - WARD 7,12,,
,CALUMET - CITY OF MENASHA - WARD 16,97,,
,CALUMET - CITY OF MENASHA - WARD 17,102,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 1,29,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 2,21,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 3,54,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 4,70,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 5,40,,
,CALUMET - TOWN OF BRILLION - WARD 1,32,,
,CALUMET - TOWN OF BRILLION - WARD 2,19,,
,CALUMET - TOWN OF BROTHERTOWN - WARD 1,28,,
,CALUMET - TOWN OF BROTHERTOWN - WARD 2,41,,
,CALUMET - TOWN OF CHARLESTOWN - WARD 1,22,,
,CALUMET - TOWN OF CHILTON - WARD 1,15,,
,CALUMET - TOWN OF CHILTON - WARD 2,31,,
,CALUMET - TOWN OF CHILTON - WARD 3,3,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 1,19,,
