,,Voting Method,,,,,,
,BAYFIELD - TOWN OF IRON RIVER - WARD 1,,67,5,4,113,73,
,BAYFIELD - TOWN OF IRON RIVER - WARD 2,,185,7,1,277,175,
,BAYFIELD - TOWN OF KELLY - WARD 1,,86,,,136,97,
,BAYFIELD - TOWN OF KEYSTONE - WARD 1,,77,,,132,90,
,BAYFIELD - TOWN OF LINCOLN - WARD 1,,101,5,2,126,92,
,BAYFIELD - TOWN OF MASON - WARD 1,,56,,1,96,66,
,BAYFIELD - TOWN OF NAMAKAGON - WARD 1,,116,4,,150,109,
,BAYFIELD - TOWN OF ORIENTA - WARD 1,,35,,,70,45,
,BAYFIELD - TOWN OF OULU - WARD 1,,149,,,229,163,
,BAYFIELD - TOWN OF PILSEN - WARD 1,,52,,2,98,66,
,BAYFIELD - TOWN OF PORT WING - WARD 1,,151,3,,195,143,
,BAYFIELD - TOWN OF RUSSELL - WARD 1,,98,,5,189,88,
,BAYFIELD - TOWN OF RUSSELL - WARD 2,,54,1,1,91,57,
,BAYFIELD - TOWN OF TRIPP - WARD 1,,56,,,90,56,
,BAYFIELD - TOWN OF WASHBURN - WARD 1,,204,1,4,261,162,
,BAYFIELD - VILLAGE OF MASON - WARD 1,,15,,,27,14,
,BROWN - CITY OF DE PERE - WARD 1,,580,13,6,609,448,
,BROWN - CITY OF DE PERE - WARD 10,,450,4,6,482,357,
,BROWN - CITY OF DE PERE - WARD 11,2,152,2,6,173,81,
,BROWN - CITY OF DE PERE - WARD 12,,410,4,6,444,297,
,BROWN - CITY OF DE PERE - WARD 13,,510,9,5,535,399,
,BROWN - CITY OF DE PERE - WARD 14,,485,5,3,521,397,
,BROWN - CITY OF DE PERE - WARD 15,1,478,4,5,496,342,
,BROWN - CITY OF DE PERE - WARD 16,,2,,,2,2,
,BROWN - CITY OF DE PERE - WARD 18,,5,,,5,3,
,BROWN - CITY OF DE PERE - WARD 2,,538,9,10,554,461,
,BROWN - CITY OF DE PERE - WARD 3,,405,8,7,413,318,
,BROWN - CITY OF DE PERE - WARD 4,,389,10,2,415,288,
,BROWN - CITY OF DE PERE - WARD 5,,132,3,7,139,84,
,BROWN - CITY OF DE PERE - WARD 6,,473,5,9,507,389,
,BROWN - CITY OF DE PERE - WARD 7,,422,6,5,445,336,
,BROWN - CITY OF DE PERE - WARD 8,,323,1,4,347,245,
,BROWN - CITY OF DE PERE - WARD 9,,348,2,4,356,227,
,BROWN - CITY OF GREEN BAY - WARD 1,,3,,,4,2,
,BROWN - CITY OF GREEN BAY - WARD 10,,162,2,2,179,139,
,BROWN - CITY OF GREEN BAY - WARD 11,,228,3,5,242,179,
,BROWN - CITY OF GREEN BAY - WARD 12,,182,2,8,196,153,
,BROWN - CITY OF GREEN BAY - WARD 13,,156,1,5,196,115,
,BROWN - CITY OF GREEN BAY - WARD 14,,148,3,6,172,130,
,BROWN - CITY OF GREEN BAY - WARD 15,,444,6,15,487,323,
,BROWN - CITY OF GREEN BAY - WARD 16,,328,3,11,379,272,
,BROWN - CITY OF GREEN BAY - WARD 17,,239,6,3,258,209,
,BROWN - CITY OF GREEN BAY - WARD 18,,243,3,10,263,215,
,BROWN - CITY OF GREEN BAY - WARD 19,,132,1,5,162,97,
,BROWN - CITY OF GREEN BAY - WARD 2,,483,7,7,493,387,
,BROWN - CITY OF GREEN BAY - WARD 20,,160,1,3,178,133,
,BROWN - CITY OF GREEN BAY - WARD 21,,93,1,2,118,78,
,BROWN - CITY OF GREEN BAY - WARD 22,,79,2,3,75,56,
,BROWN - CITY OF GREEN BAY - WARD 23,,149,4,7,184,121,
,BROWN - CITY OF GREEN BAY - WARD 24,,180,1,5,215,152,
,BROWN - CITY OF GREEN BAY - WARD 25,,198,1,6,239,165,
,BROWN - CITY OF GREEN BAY - WARD 26,,248,9,10,281,167,
,BROWN - CITY OF GREEN BAY - WARD 27,,47,,,58,37,
,BROWN - CITY OF GREEN BAY - WARD 28,,197,3,6,235,161,
,BROWN - CITY OF GREEN BAY - WARD 29,,319,3,3,361,273,
,BROWN - CITY OF GREEN BAY - WARD 3,1,392,4,9,414,291,
,BROWN - CITY OF GREEN BAY - WARD 30,,265,4,6,304,182,
,BROWN - CITY OF GREEN BAY - WARD 31,,266,2,3,302,228,
,BROWN - CITY OF GREEN BAY - WARD 32,,211,5,1,258,172,
,BROWN - CITY OF GREEN BAY - WARD 33,,174,1,,186,137,
,BROWN - CITY OF GREEN BAY - WARD 34,,329,2,1,358,275,
,BROWN - CITY OF GREEN BAY - WARD 35,,257,3,3,286,220,
,BROWN - CITY OF GREEN BAY - WARD 36,,80,,,113,69,
,BROWN - CITY OF GREEN BAY - WARD 37,1,209,2,1,213,176,
,BROWN - CITY OF GREEN BAY - WARD 38,,317,,11,358,242,
,BROWN - CITY OF GREEN BAY - WARD 39,,281,1,3,315,234,
,BROWN - CITY OF GREEN BAY - WARD 4,1,730,12,21,757,570,
,BROWN - CITY OF GREEN BAY - WARD 40,,261,1,1,277,211,
,BROWN - CITY OF GREEN BAY - WARD 41,,162,,,173,144,
,BROWN - CITY OF GREEN BAY - WARD 42,,155,2,1,157,122,
,BROWN - CITY OF GREEN BAY - WARD 43,,345,7,3,360,277,
,BROWN - CITY OF GREEN BAY - WARD 44,,500,5,4,542,411,
,BROWN - CITY OF GREEN BAY - WARD 45,,643,16,18,686,557,
,BROWN - CITY OF GREEN BAY - WARD 46,,347,3,6,384,275,
,BROWN - CITY OF GREEN BAY - WARD 47,,496,3,11,535,424,
,BROWN - CITY OF GREEN BAY - WARD 5,,299,7,4,311,239,
,BROWN - CITY OF GREEN BAY - WARD 6,,637,5,10,666,537,
,BROWN - CITY OF GREEN BAY - WARD 7,1,293,4,6,313,232,
,BROWN - CITY OF GREEN BAY - WARD 8,,584,9,12,609,500,
,BROWN - CITY OF GREEN BAY - WARD 9,,143,2,4,159,89,
,BROWN - TOWN OF EATON - WARD 1,,93,,,159,118,
,BROWN - TOWN OF EATON - WARD 2,,204,,,298,223,
,BROWN - TOWN OF GLENMORE - WARD 1,,132,1,1,191,149,
,BROWN - TOWN OF GLENMORE - WARD 2,,76,,,91,73,
,BROWN - TOWN OF GREEN BAY - WARD 1,,204,1,1,275,200,
,BROWN - TOWN OF GREEN BAY - WARD 2,,189,1,3,247,177,
,BROWN - TOWN OF GREEN BAY - WARD 3,,109,,,160,123,
,BROWN - TOWN OF HOLLAND - WARD 1,,141,,,192,139,
,BROWN - TOWN OF HOLLAND - WARD 2,1,224,,,286,227,
,BROWN - TOWN OF HUMBOLDT - WARD 1,,172,,,269,209,
,BROWN - TOWN OF HUMBOLDT - WARD 2,,87,,,122,92,
,BROWN - TOWN OF LAWRENCE - WARD 1,,321,1,,328,234,
,BROWN - TOWN OF LAWRENCE - WARD 2,2,228,5,6,233,166,
,BROWN - TOWN OF LAWRENCE - WARD 3,,163,4,1,166,101,
,BROWN - TOWN OF LAWRENCE - WARD 4,,265,2,5,281,164,
,BROWN - TOWN OF LAWRENCE - WARD 5,,261,,3,269,207,
,BROWN - TOWN OF LAWRENCE - WARD 6,,376,3,,408,300,
,BROWN - TOWN OF LEDGEVIEW - WARD 1,,39,,,43,32,
,BROWN - TOWN OF LEDGEVIEW - WARD 10,2,374,5,6,369,252,
,BROWN - TOWN OF LEDGEVIEW - WARD 2,1,210,5,1,210,174,
,BROWN - TOWN OF LEDGEVIEW - WARD 3,1,178,2,3,176,144,
,BROWN - TOWN OF LEDGEVIEW - WARD 4,1,324,4,6,331,246,
,BROWN - TOWN OF LEDGEVIEW - WARD 5,,265,4,3,272,213,
,BROWN - TOWN OF LEDGEVIEW - WARD 6,1,341,11,10,349,265,
,BROWN - TOWN OF LEDGEVIEW - WARD 7,,191,3,3,185,146,
,BROWN - TOWN OF LEDGEVIEW - WARD 8,,217,3,3,223,180,
,BROWN - TOWN OF LEDGEVIEW - WARD 9,,213,4,2,221,148,
,BROWN - TOWN OF MORRISON - WARD 1,,127,1,,189,151,
,BROWN - TOWN OF MORRISON - WARD 2,1,179,,1,244,186,
,BROWN - TOWN OF NEW DENMARK - WARD 1,,84,1,,130,94,
,BROWN - TOWN OF NEW DENMARK - WARD 2,,168,,,214,177,
,BROWN - TOWN OF NEW DENMARK - WARD 3,,92,2,1,125,87,
,BROWN - TOWN OF PITTSFIELD - WARD 1,,236,1,2,285,201,
,BROWN - TOWN OF PITTSFIELD - WARD 2,,225,,3,272,215,
,BROWN - TOWN OF PITTSFIELD - WARD 3,,277,4,5,321,243,
,BROWN - TOWN OF ROCKLAND - WARD 1,,178,6,2,200,155,
,BROWN - TOWN OF ROCKLAND - WARD 2,,161,1,,184,153,
,BROWN - TOWN OF ROCKLAND - WARD 3,,264,1,2,299,232,
,BROWN - TOWN OF SCOTT - WARD 1,,264,2,3,306,233,
,BROWN - TOWN OF SCOTT - WARD 2,,218,4,4,247,199,
,BROWN - TOWN OF SCOTT - WARD 3,,239,,1,256,205,
,BROWN - TOWN OF SCOTT - WARD 4,1,297,3,2,325,286,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 1,,241,3,1,363,266,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 2,,158,,1,207,167,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 3,,149,1,2,193,131,
,BROWN - VILLAGE OF ALLOUEZ - WARD 1,,344,2,4,372,250,
,BROWN - VILLAGE OF ALLOUEZ - WARD 2,,637,3,7,688,557,
,BROWN - VILLAGE OF ALLOUEZ - WARD 3,,227,3,5,259,200,
,BROWN - VILLAGE OF ALLOUEZ - WARD 4,,700,18,12,719,578,
,BROWN - VILLAGE OF ALLOUEZ - WARD 5,,478,3,3,484,377,
,BROWN - VILLAGE OF ALLOUEZ - WARD 6,,695,6,8,717,565,
,BROWN - VILLAGE OF ALLOUEZ - WARD 7,2,386,3,5,408,324,
,BROWN - VILLAGE OF ALLOUEZ - WARD 8,2,507,7,9,531,396,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 1,,262,3,6,310,210,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 10,,595,5,8,628,519,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 11,,330,3,3,389,276,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 12,2,408,6,8,443,344,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 2,,282,3,4,302,237,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 3,,158,2,2,192,127,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 4,,359,1,1,402,326,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 5,,358,2,2,396,314,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 6,,354,,1,402,316,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 7,,448,5,8,495,399,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 8,,449,1,3,491,388,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 9,2,421,3,3,472,368,
,BROWN - VILLAGE OF BELLEVUE - WARD 1,1,227,9,4,241,160,
,BROWN - VILLAGE OF BELLEVUE - WARD 10,,635,9,11,677,523,
,BROWN - VILLAGE OF BELLEVUE - WARD 2,,139,4,,174,100,
,BROWN - VILLAGE OF BELLEVUE - WARD 3,,182,2,,191,135,
,BROWN - VILLAGE OF BELLEVUE - WARD 4,,254,,3,277,227,
,BROWN - VILLAGE OF BELLEVUE - WARD 5,1,379,6,12,391,296,
,BROWN - VILLAGE OF BELLEVUE - WARD 6,,396,5,3,412,329,
,BROWN - VILLAGE OF BELLEVUE - WARD 7,,539,3,5,577,452,
,BROWN - VILLAGE OF BELLEVUE - WARD 8,,436,6,6,444,380,
,BROWN - VILLAGE OF BELLEVUE - WARD 9,,432,6,7,459,348,
,BROWN - VILLAGE OF DENMARK - WARD 1,,189,1,1,244,164,
,BROWN - VILLAGE OF DENMARK - WARD 2,,112,,1,149,109,
,BROWN - VILLAGE OF DENMARK - WARD 3,,135,4,,176,125,
,BROWN - VILLAGE OF HOBART - WARD 1,,604,11,11,614,397,
,BROWN - VILLAGE OF HOBART - WARD 2,,300,9,17,303,234,
,BROWN - VILLAGE OF HOBART - WARD 3,,237,5,5,240,178,
,BROWN - VILLAGE OF HOBART - WARD 4,,231,2,8,230,163,
,BROWN - VILLAGE OF HOBART - WARD 5,1,265,4,3,273,209,
,BROWN - VILLAGE OF HOBART - WARD 6,,119,,,129,91,
,BROWN - VILLAGE OF HOBART - WARD 7,,223,,2,234,167,
,BROWN - VILLAGE OF HOBART - WARD 8,,314,,,321,219,
,BROWN - VILLAGE OF HOBART - WARD 9,,27,1,,27,9,
,BROWN - VILLAGE OF HOWARD - WARD 1,1,187,7,7,216,145,
,BROWN - VILLAGE OF HOWARD - WARD 10,,381,2,3,414,310,
,BROWN - VILLAGE OF HOWARD - WARD 11,,570,17,8,593,475,
,BROWN - VILLAGE OF HOWARD - WARD 12,,197,6,5,243,173,
,BROWN - VILLAGE OF HOWARD - WARD 13,,337,9,8,371,267,
,BROWN - VILLAGE OF HOWARD - WARD 14,,152,3,4,165,121,
,BROWN - VILLAGE OF HOWARD - WARD 15,,522,5,7,570,408,
,BROWN - VILLAGE OF HOWARD - WARD 16,,227,6,1,248,176,
,BROWN - VILLAGE OF HOWARD - WARD 18,,189,5,9,206,152,
,BROWN - VILLAGE OF HOWARD - WARD 2,,198,2,7,208,159,
,BROWN - VILLAGE OF HOWARD - WARD 3,,126,,2,143,96,
,BROWN - VILLAGE OF HOWARD - WARD 4,,117,1,3,149,95,
,BROWN - VILLAGE OF HOWARD - WARD 5,,169,,,196,141,
,BROWN - VILLAGE OF HOWARD - WARD 6,,200,2,2,236,185,
,BROWN - VILLAGE OF HOWARD - WARD 7,1,330,10,7,349,256,
,BROWN - VILLAGE OF HOWARD - WARD 8,,528,6,6,564,390,
,BROWN - VILLAGE OF HOWARD - WARD 9,,319,4,5,333,251,
,BROWN - VILLAGE OF PULASKI - WARD 1,,113,1,2,155,88,
,BROWN - VILLAGE OF PULASKI - WARD 2,1,203,2,3,236,165,
,BROWN - VILLAGE OF PULASKI - WARD 3,,189,,1,236,159,
,BROWN - VILLAGE OF PULASKI - WARD 6,,93,4,3,128,78,
,BROWN - VILLAGE OF SUAMICO - WARD 1,,398,8,15,409,296,
,BROWN - VILLAGE OF SUAMICO - WARD 2,,301,,3,317,225,
,BROWN - VILLAGE OF SUAMICO - WARD 3,,320,10,8,345,257,
,BROWN - VILLAGE OF SUAMICO - WARD 4,1,534,7,12,563,432,
,BROWN - VILLAGE OF SUAMICO - WARD 5,,520,11,6,550,433,
,BROWN - VILLAGE OF SUAMICO - WARD 6,,346,4,8,360,258,
